,Unnamed: 0,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
739,739,2320,kirsch,kirsch,kərʃ,kiʀsʃ,kirsch,kirsch,0.6,0.2,0.2333333333333333,0.275,2.075,0.2583333333333333,0,loan,1,,2.3723912,1.0,1.0
740,740,2653,mouchoir,mouchoir,mouchoir*,muʃwaʀ,handkerchief,handkerchief,0.7777777777777778,0.375,0.2890625,0.3333333333333333,2.859375,0.3151041666666666,0,loan,1,,7.206817999999999,1.0,1.0
741,741,198,arborescence,abaissé,arborescence*,abɛse,tree structure,lowered,0.6923076923076923,0.5833333333333334,0.517361111111111,0.5868055555555555,4.25,0.5868055555555555,9,hard_negative,0,,-12.352714,0.5651829838752747,0.5732873678207397
742,742,3276,robe de chambre,robe de chambre,roʊb də chambre*,ʀɔbə də ʃɑ̃bʀ,dressing gown,dressing gown,0.6875,0.4615384615384615,0.2996794871794872,0.3493589743589744,3.3557692307692313,0.3269230769230769,0,loan,1,,-3.5814106,1.0,1.0
743,743,2384,lingerie,lingerie,ˈlɑnʒərˌeɪ,lɛ̃ʒəʀi,lingerie,lingerie,0.7,0.25,0.2708333333333333,0.3124999999999999,2.328125,0.2994791666666667,0,loan,1,,2.6275072,1.0,1.0
744,744,6764,cajole,créole,kəˈʤoʊl,kʀeɔl,cajole,Creole,0.7142857142857143,0.2,0.0541666666666666,0.0666666666666666,1.225,0.0541666666666666,2,hard_negative,0,,-6.8485227,0.48524507880210876,0.702748715877533
745,745,2828,salariat,balayage,salariat*,balaiaʒ,employee,scanning,0.4444444444444444,0.25,0.1484375,0.171875,1.453125,0.1692708333333333,5,hard_negative,0,,-7.743038,0.6497876644134521,0.7902187705039978
746,746,3806,cahier,aréole,cahier*,aʀeɔl,notebook,areola,0.7142857142857143,0.1666666666666666,0.2152777777777778,0.25,1.9166666666666667,0.2326388888888889,6,hard_negative,0,,-12.261163,0.47745731472969055,0.7842100262641907
747,747,7053,colonnade,solénoïde,ˌkɑləˈneɪd,sɔlenoid,colonnade,solenoid,0.7,0.125,0.0729166666666666,0.0781249999999999,0.828125,0.0729166666666666,4,hard_negative,0,,-6.864099499999999,0.42000406980514526,0.5595581531524658
748,748,1819,fardage,fardage,fardage*,faʀdaʒ,fardage,fardage,0.5,0.1666666666666666,0.0659722222222222,0.0902777777777777,1.4791666666666667,0.0659722222222222,0,loan,1,,3.8580015,1.0,1.0
749,749,7523,en brosse,épilepsie,ɛn brosse*,epilɛpsi,in brush,epilepsy,0.9,0.375,0.125,0.1458333333333333,2.234375,0.125,7,hard_negative,0,,-9.7727165,0.3605301082134247,0.5857176780700684
750,750,3063,torrent,autocrate,ˈtɔrənt,otɔkʀat,torrent,autocrat,0.5714285714285714,0.4285714285714285,0.2380952380952381,0.2857142857142857,3.4642857142857144,0.2529761904761904,6,hard_negative,0,,-11.137308,0.4120524227619171,0.7472409605979919
751,751,3110,psychology,psychologie,saɪˈkɑləʤi,psiʃɔlɔʒi,psychology,psychology,0.8,0.4444444444444444,0.199074074074074,0.2222222222222222,2.4444444444444446,0.2083333333333333,2,loan,1,,3.9466982,0.8338216543197632,0.9305811524391174
752,752,9216,bouilli,billet doux,bouilli*,bijət du,boiled,soft ticket,0.875,0.4285714285714285,0.125,0.1309523809523809,2.1964285714285716,0.125,9,hard_negative,0,,-10.476057,0.5454043745994568,0.5689661502838135
753,753,560,bouilli,bouilli,bouilli*,bujli,boiled,boiled,0.5,0.2857142857142857,0.2708333333333333,0.3035714285714285,2.4107142857142856,0.2976190476190475,0,loan,1,,2.5990598,1.0,1.0
754,754,7778,frisée,frisure,frisée*,fʀizyʀ,curly,hairstyle,0.7142857142857143,0.1666666666666666,0.0868055555555555,0.1111111111111111,1.4583333333333333,0.0868055555555555,2,hard_negative,0,,-4.1736345,0.6707426309585571,0.7438175678253174
755,755,1019,relinquish,renoncer,rɪˈlɪŋkwɪʃ,ʀənɔ̃səʀ,relinquish,to renouncer,1.0,0.5555555555555556,0.3171296296296296,0.3564814814814815,3.236111111111111,0.3402777777777778,7,synonym,0,,-7.567274,0.5653178095817566,0.6356402635574341
756,756,3131,pyrogravure,pyrogravure,pyrogravure*,piʀɔɡʀavyʀ,pyrogravure,pyrogravure,0.75,0.2,0.1916666666666666,0.25,2.1875,0.1916666666666666,0,loan,1,,7.436461,1.0,0.9999997615814209
757,757,6471,auguste,zeste,ˈɔgəst,zɛst,auguste,zest,0.6666666666666666,0.25,0.0885416666666666,0.1041666666666666,2.125,0.0885416666666666,4,hard_negative,0,,-5.4052315,0.35128238797187805,0.4025944769382477
758,758,4489,dompt,chamade,dompt*,ʃamad,tames,chamade,0.8333333333333334,0.2,0.1333333333333333,0.1416666666666666,2.475,0.1333333333333333,6,hard_negative,0,,-13.883019,0.5256595015525818,0.8234461545944214
759,759,1211,crampon,crampon,ˈkræmpɔn,kʀɑ̃pɔ̃,crampon,crampon,0.625,0.2857142857142857,0.3035714285714285,0.3452380952380953,2.5892857142857144,0.3303571428571428,0,loan,1,,5.051224700000001,1.0,1.0
760,760,6558,bauxite,nocturne,ˈbɔksaɪt,nɔktyʀn,bauxite,nocturne,0.75,0.4285714285714285,0.1071428571428571,0.11904761904761901,2.142857142857143,0.1071428571428571,7,hard_negative,0,,-4.1499233,0.48031118512153625,0.6469182968139648
761,761,1796,grandam,madame,grandam*,madam,grandam,madame,0.5,0.3333333333333333,0.1979166666666666,0.2291666666666666,1.8125,0.2118055555555555,4,hard_negative,0,,-5.8067236,0.5155820846557617,0.6901570558547974
762,762,2676,quiche,cache,kiʃ,kaʃ,quiche,cache,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.3333333333333333,0.0277777777777777,3,hard_negative,0,,-0.33253625,0.4757068157196045,0.5159597992897034
763,763,4086,coincide,café noisette,ˌkoʊɪnˈsaɪd,kafe nwazɛt,coincide,hazelnut coffee,0.9090909090909092,0.3,0.2,0.2166666666666666,2.6375,0.2083333333333333,9,hard_negative,0,,-8.769771,0.3555316925048828,0.6261458396911621
764,764,3097,proletaire,prolétaire,proletaire*,pʀɔletɛʀ,proletarian,proletarian,0.6363636363636364,0.2,0.2208333333333333,0.2625,1.925,0.2458333333333333,1,loan,1,,-0.08882463,0.8287671208381653,0.7864819169044495
765,765,475,brodequin,beau,brodequin*,bo,brodequin,beau,0.8,0.7777777777777778,0.6944444444444444,0.7777777777777778,5.638888888888888,0.7777777777777778,6,random,0,838.0,-3.6769845,0.5991634130477905,0.6700299978256226
766,766,8308,naive,dérive,naɪiv,deʀiv,naive,derivative,0.6,0.4,0.0708333333333333,0.0833333333333333,1.725,0.0708333333333333,3,hard_negative,0,,-3.0424643,0.3183023929595947,0.6625222563743591
767,767,3439,soi-disant,soi-disant,soi-disant*,swa-disɑ̃,supposedly,supposedly,0.5454545454545454,0.3333333333333333,0.2430555555555555,0.2685185185185185,2.2361111111111107,0.2615740740740741,0,loan,1,,5.0429564000000004,1.0,0.999999463558197
768,768,8835,semantic,domestique,sɪˈmæntɪk,dɔmɛstik,semantic,domestic,0.6666666666666666,0.125,0.0624999999999999,0.0624999999999999,0.9375,0.0624999999999999,7,hard_negative,0,,-5.0577984,0.4679830074310303,0.17635343968868256
769,769,8866,soi-disant,publiciste,soi-disant*,pyblizist,supposedly,Publicist,0.8181818181818182,0.4444444444444444,0.1087962962962963,0.1157407407407407,2.2777777777777777,0.1087962962962963,9,hard_negative,0,,-6.4880543,0.4390047788619995,0.752206027507782
770,770,5231,mamelière,lamartinien,mamelière*,lamaʀtɛ̃jɛ̃,mamelière,lamartinian,0.8181818181818182,0.2222222222222222,0.13657407407407401,0.162037037037037,2.2638888888888893,0.13657407407407401,7,hard_negative,0,,-10.138852,0.3692307770252228,0.7249059081077576
771,771,10846,pulverise,tour d'horizon,pulverise*,tuʀ d'ɔʀizɔ̃,pulverise,overview,0.8333333333333334,0.2222222222222222,0.1087962962962962,0.1296296296296296,1.2083333333333333,0.1087962962962962,11,hard_negative,0,,-9.910263,0.3777078092098236,0.49404120445251465
772,772,287,colossal,colossal,kəˈlɑsəl,kɔlɔsal,colossal,colossal,0.5,0.0,0.0446428571428571,0.0476190476190476,0.4642857142857143,0.0446428571428571,0,synonym,0,,-4.399879,1.0,1.0
773,773,10272,employée,en plein air,employée*,ən pləin ɛʀ,employee,outside,0.8181818181818182,0.3333333333333333,0.1666666666666666,0.1851851851851852,1.8055555555555558,0.1759259259259259,9,hard_negative,0,,-8.790523,0.45568564534187317,0.5169128179550171
774,774,9665,apartment,aubergiste,əˈpɑrtmənt,obɛʀʒist,apartment,innkeeper,0.9,0.2222222222222222,0.199074074074074,0.2222222222222222,2.0694444444444446,0.2106481481481481,8,hard_negative,0,,-6.7468585999999995,0.41154608130455017,0.767526388168335
775,775,7231,croquembouche,ptérygo-palatin,croquembouche*,pteʀiɡɔ-palatɛ̃,croquembouche,pterygo-palatine,1.0,0.6153846153846154,0.1907051282051282,0.2147435897435897,3.7403846153846163,0.1907051282051282,14,hard_negative,0,,-19.69342,0.4027063548564911,0.8160002827644348
776,776,10602,manège,gamahé,manège*,ɡamae,merry-go-round,gamahé,0.7142857142857143,0.6,0.0791666666666666,0.0833333333333333,1.225,0.0791666666666666,5,hard_negative,0,,-8.2542095,0.5662285089492798,0.7805683612823486
777,777,7856,gloriette,folie à deux,gloriette*,fɔljə a dœ,gloriette,madness for two,1.0,0.375,0.1328125,0.1614583333333333,2.328125,0.1328125,9,hard_negative,0,,-8.567393,0.46765291690826416,0.3846611976623535
778,778,8799,sans gêne,pain de mie,sænz gêne*,pɛn də mi,shamelessly,soft bread,0.8,0.4285714285714285,0.0714285714285714,0.0773809523809523,0.8928571428571429,0.0714285714285714,8,hard_negative,0,,-11.568833,0.5161187648773193,0.6086327433586121
779,779,1372,en famille,anacyclique,ɛn famille*,anaziklik,with family,anacyclic,0.6363636363636364,0.4444444444444444,0.2060185185185185,0.2407407407407407,2.9166666666666665,0.2060185185185185,8,hard_negative,0,,-10.099958,0.4000365734100342,0.17938707768917084
780,780,10513,-illiard,arriviste,-illiard*,aʀʀivist,-illiard,upstart,0.8888888888888888,0.25,0.2135416666666666,0.2447916666666666,2.1875,0.2239583333333333,8,hard_negative,0,,-7.8683457,0.41542327404022217,0.6795664429664612
781,781,3780,butyric,badelaire,butyric*,badəlɛʀ,butyric,badelaire,0.875,0.1428571428571428,0.1279761904761905,0.1428571428571428,1.6785714285714286,0.1279761904761905,7,hard_negative,0,,-10.328202000000001,0.5060263276100159,0.7881560921669006
782,782,1459,escalade,escalope,ˌɛskəˈlɑd,ɛskalɔp,escalade,escalope,0.5555555555555556,0.1428571428571428,0.0595238095238095,0.0654761904761904,0.5892857142857143,0.0595238095238095,2,hard_negative,0,,-4.4113336,0.427398681640625,0.8017292022705078
783,783,3198,recamier,récamier,recamier*,ʀekɑ̃jəʀ,recamier,récamier,0.8888888888888888,0.375,0.1927083333333333,0.234375,1.984375,0.2057291666666666,1,loan,1,,3.8694822999999996,0.5720927715301514,0.7967797517776489
784,784,4103,commercial,camisole,kəˈmərʃəl,kamizɔl,commercial,camisole,0.6666666666666666,0.125,0.15625,0.1770833333333333,1.40625,0.1770833333333333,8,hard_negative,0,,-5.498229,0.4606538414955139,0.5779450535774231
785,785,4691,escarpment,escarmouche,ɛˈskɑrpmənt,ɛskaʀmuʃ,escarpment,skirmish,0.6363636363636364,0.2,0.2333333333333333,0.2625,2.0625,0.2520833333333333,6,hard_negative,0,,-4.6780767,0.6496633291244507,0.6539698243141174
786,786,1903,folie à familie,plural,folie* à* familie*,plyʀal,family madness,plural,0.8333333333333334,0.5833333333333334,0.5096153846153846,0.5705128205128205,4.384615384615385,0.5641025641025641,12,loan,1,,4.935188,0.3332188129425049,0.5645366907119751
787,787,2220,modification,madeleine,ˌmɑdəfəˈkeɪʃən,madələin,modification,madeleine,0.6428571428571429,0.4166666666666667,0.3298611111111111,0.3680555555555555,2.833333333333333,0.3628472222222221,9,hard_negative,0,,-11.460432,0.27729639410972595,0.6031469702720642
788,788,1696,gaiter,ailette,ˈgeɪtər,eɛt,gaiter,ailette,0.7142857142857143,0.4,0.3541666666666667,0.4083333333333334,3.0,0.4083333333333334,5,hard_negative,0,,-3.4049156000000003,0.5059895515441895,0.6610293388366699
789,789,783,chevauchée,débouché,chevauchée*,debuʃe,ride,outlet,0.7272727272727273,0.5555555555555556,0.39375,0.4416666666666666,3.4125,0.4354166666666666,6,hard_negative,0,,-6.5220437,0.5437092781066895,0.7179223299026489
790,790,1992,gangrene,gangrène,ˈgængrin,ɡɑ̃ɡʀə̀n,gangrene,gangrene,0.875,0.3333333333333333,0.2604166666666667,0.2986111111111111,2.708333333333333,0.2777777777777778,1,loan,1,,4.2204385,0.5654405355453491,0.7614235877990723
791,791,6663,bouquet garni,bourgeoisie,buˈkeɪ garni*,buʀʒəwazi,bouquet garni,bourgeoisie,0.6923076923076923,0.5555555555555556,0.1319444444444444,0.162037037037037,2.7777777777777777,0.1319444444444444,9,hard_negative,0,,-4.8459797,0.49491336941719055,0.6727943420410156
792,792,3371,saucisson,saucisson,saucisson*,sozisɔ̃,sausage,sausage,0.7,0.4444444444444444,0.3472222222222222,0.3796296296296296,2.9305555555555562,0.3773148148148148,0,loan,1,,5.013971,1.0,1.0
793,793,5079,inexperience,expertise,ˌɪnɪkˈspɪriəns,ɛkspɛʀtiz,inexperience,expertise,0.7857142857142857,0.3333333333333333,0.2916666666666666,0.3263888888888888,2.90625,0.314236111111111,6,hard_negative,0,,-7.608528999999999,0.5472239851951599,0.5368272066116333
794,794,9520,radoub,linéique,radoub*,lineik,radope,linear,1.0,0.3333333333333333,0.1180555555555555,0.1319444444444444,1.625,0.1180555555555555,7,hard_negative,0,,-11.691265,0.4358423352241516,0.815552294254303
795,795,8059,laisse,tréflé,laisse*,tʀefle,leave alone,trefoil,0.8571428571428571,0.6666666666666666,0.1145833333333333,0.1319444444444444,2.3125,0.1145833333333333,6,hard_negative,0,,-5.598088300000001,0.4622160494327545,0.5437096953392029
796,796,6016,syndic,cénotaphe,syndic*,senɔtaf,trustee,cenotaph,0.7142857142857143,0.2857142857142857,0.1904761904761905,0.2083333333333333,1.8035714285714288,0.2053571428571428,8,hard_negative,0,,-7.185343,0.48818451166152954,0.6568953990936279
797,797,6593,bezoar,balayeuse,bezoar*,baləœz,bezoar,balayeuse,0.8571428571428571,0.3333333333333333,0.0763888888888888,0.0902777777777777,1.3333333333333333,0.0763888888888888,8,hard_negative,0,,-8.567083,0.5388444662094116,0.7606774568557739
798,798,345,bastille,abstrus,ˌbæˈstɪl,abstʀy,bastille,abstruse,0.625,0.6666666666666666,0.1944444444444444,0.2291666666666666,4.520833333333333,0.1944444444444444,6,hard_negative,0,,-12.010649,0.5188785195350647,0.6865262985229492
799,799,424,bouquet,ampoule,buˈkeɪ,ɑ̃pul,bouquet,ampoule,1.0,0.6,0.3458333333333333,0.3833333333333333,4.0,0.3666666666666667,6,random,0,756.0,-11.332571000000002,0.5385324954986572,0.7776308059692383
800,800,4713,étape,chabot,éétape*,ʃabo,step,chabot,0.8571428571428571,0.0,0.3402777777777778,0.375,2.9166666666666665,0.375,5,hard_negative,0,,-6.0663733,0.2616027295589447,0.806849479675293
801,801,143,confinement,emprisonnement,kənˈfaɪnmənt,ɑ̃pʀizɔnəmɑ̃,confinement,imprisonment,0.9166666666666666,0.6363636363636364,0.2632575757575757,0.303030303030303,4.079545454545454,0.2727272727272727,7,synonym,0,,-11.783711,0.46652671694755554,0.7801745533943176
802,802,229,aven,banneret,ɑˈveɪn,bɑnəʀɛ,aven,the banner,1.0,0.6666666666666666,0.2881944444444445,0.3333333333333333,4.145833333333333,0.3055555555555555,6,random,0,366.0,-14.502197,0.5999212861061096,0.38539692759513855
803,803,10501,huissier de justice,maîtresse en titre,huissier* də ˈʤəstɪs,maitʀɛsə ən titʀ,bailiff,titular mistress,0.8,0.4,0.2291666666666666,0.2638888888888889,2.575,0.2347222222222222,14,hard_negative,0,,-18.829102,0.5878365635871887,0.5235119462013245
804,804,1900,impermeable,imperméabilité,impermeable*,ɛ̃pɛʀmeabilite,impermeable,impermeability,0.5714285714285714,0.3076923076923077,0.2516025641025641,0.2884615384615384,2.4903846153846154,0.2692307692307692,5,hard_negative,0,,-17.29365,0.828857958316803,0.5355693697929382
805,805,1439,épater la bourgeoisie,petite bourgeoisie,éépater* lɑ ˌbʊrʒˌwɑˈzi,pətitɛ buʀʒəwazi,impress the bourgeoisie,petty bourgeoisie,0.6521739130434783,0.2,0.2071078431372549,0.2401960784313725,2.3161764705882355,0.221813725490196,7,hard_negative,0,,-11.967392,0.37821924686431885,0.7767615914344788
806,806,3157,vend,vénal,vend*,venal,country,vénal,0.4,0.4,0.2041666666666667,0.225,2.15,0.225,3,hard_negative,0,,-8.887041,0.3304043114185333,0.48894649744033813
807,807,9493,penchant,céleste,ˈpɛnʧənt,selɛst,penchant,celestial,0.875,0.5,0.0868055555555555,0.0902777777777777,1.4375,0.0868055555555555,8,hard_negative,0,,-8.870493,0.43123430013656616,0.7030863165855408
808,808,819,chronique scandaleuse,nationalisme,chronique* scandaleuse*,nasjɔnalism,scandalous chronicle,nationalism,0.7391304347826086,0.55,0.434375,0.4854166666666666,3.98125,0.4833333333333333,16,hard_negative,0,,-30.175921999999996,0.39729127287864685,0.7813220024108887
809,809,4165,coquecigrue,baccalauréat,coquecigrue*,bakkaloʀea,coquecigrue,baccalaureate,0.9166666666666666,0.3,0.1520833333333333,0.1666666666666666,2.4125,0.1520833333333333,11,hard_negative,0,,-9.601541000000001,0.3805087208747864,0.8526795506477356
810,810,874,coincide,cassonade,ˌkoʊɪnˈsaɪd,kasɔnad,coincide,brown sugar,0.6363636363636364,0.3333333333333333,0.2731481481481481,0.3009259259259259,2.9166666666666665,0.2939814814814814,6,hard_negative,0,,-3.7784332999999997,0.43602216243743896,0.6330782175064087
811,811,1404,enfile,filé,enfile*,file,put on,filet,0.4285714285714285,0.3333333333333333,0.3020833333333333,0.3333333333333333,2.4166666666666665,0.3333333333333333,3,hard_negative,0,,-12.086288,0.5060380101203918,0.7271379232406616
812,812,9188,ascendeur,en casserole,ascendeur*,ən kasəʀɔl,ascender,in a saucepan,1.0,0.4444444444444444,0.1435185185185185,0.1666666666666666,2.8055555555555562,0.1435185185185185,10,hard_negative,0,,-5.8348427,0.4300771653652191,0.5811213254928589
813,813,10005,combattant,barbastelle,combattant*,baʀbastɛl,fighter,barbastelle,0.7272727272727273,0.4,0.16875,0.1791666666666666,1.75,0.1770833333333333,8,hard_negative,0,,-16.705574,0.41027528047561646,0.723261296749115
814,814,9721,baccalaureate,décolletage,ˌbækəˈlɔriət,dekɔlətaʒ,baccalaureate,décolletage,0.8333333333333334,0.3,0.1583333333333333,0.1791666666666666,1.7125,0.16875,9,hard_negative,0,,-5.470667400000001,0.3142388164997101,0.6043615341186523
815,815,584,boyau,boyau,boyau*,bwajo,casing,casing,0.6666666666666666,0.4,0.1166666666666666,0.1333333333333333,1.95,0.1166666666666666,0,loan,1,,3.0874490000000003,1.0,1.0
816,816,8863,sobriquet,triple sec,ˌsoʊbrəˈkɛt,tʀiplə sək,nickname,triple sec,0.9090909090909092,0.3333333333333333,0.1087962962962962,0.1296296296296296,1.6527777777777777,0.1087962962962962,9,hard_negative,0,,-5.6100597,0.4554659128189087,0.3326568901538849
817,817,1030,coalition,coalition,ˌkoʊəˈlɪʃən,kɔalisjɔ̃,coalition,coalition,0.9090909090909092,0.3333333333333333,0.1851851851851852,0.2083333333333333,2.2361111111111107,0.1967592592592592,0,loan,1,,4.932318700000001,1.0,1.0
818,818,6329,agami,armet,agami*,aʀmɛ,Next,guns,0.6666666666666666,0.25,0.078125,0.09375,1.59375,0.078125,4,hard_negative,0,,-2.741022,0.5307961702346802,0.7643043398857117
819,819,969,chomage,chômage,chomage*,ʃomaʒ,unemployment,unemployment,0.625,0.5,0.2048611111111111,0.2361111111111111,2.7291666666666665,0.2222222222222222,1,loan,1,,3.3404364999999996,0.4744158685207367,0.6219940781593323
820,820,623,capsule,appel,ˈkæpsəl,apəl,capsule,call,0.5714285714285714,0.3333333333333333,0.3020833333333333,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,hard_negative,0,,-9.300533999999999,0.5067054629325867,0.44118356704711914
821,821,775,marvel,miracle,ˈmɑrvəl,miʀakl,marvel,miracle,0.7142857142857143,0.3333333333333333,0.1458333333333333,0.1805555555555555,3.208333333333333,0.1458333333333333,4,synonym,0,,-4.6212089999999995,0.6292577385902405,0.8177670240402222
822,822,8072,lapinize,sagacité,lapinize*,saɡazite,lapinize,sagacity,0.6666666666666666,0.375,0.078125,0.078125,1.34375,0.078125,6,hard_negative,0,,-6.7124085000000004,0.4380970895290375,0.5085036754608154
823,823,2669,mulard,mulard,mulard*,mylaʀ,mulard,mulard,0.5714285714285714,0.1666666666666666,0.1875,0.2152777777777778,1.6041666666666667,0.2013888888888888,0,loan,1,,2.3380337000000004,1.0,1.0
824,824,2056,globule,globule,globule*,ɡlɔbyl,globule,globule,0.625,0.3333333333333333,0.3125,0.3472222222222222,2.5416666666666665,0.3125,0,loan,1,,2.4938214,1.0,1.0
825,825,4521,dubonnet,chiffonade,dubonnet*,ʃifɔnad,dubonnet,crumpling,0.8888888888888888,0.125,0.1796875,0.1927083333333333,1.640625,0.1901041666666666,8,hard_negative,0,,-7.635880499999999,0.4140343964099884,0.839463472366333
826,826,2922,pétillant naturel,countable and uncountable,pétillant* naturel*,kuntablə ɑ̃d ynkuntabl,natural sparkling,countable and uncountable,0.8181818181818182,0.5263157894736842,0.2620614035087719,0.293859649122807,3.1447368421052633,0.2763157894736842,17,loan,1,,19.095755,0.32313528656959534,0.7189823389053345
827,827,9249,chemin de fer,esprit de corps,chemin* də fɛr,ɛspʀit də kɔʀ,railway,esprit de corps,0.6428571428571429,0.5454545454545454,0.1420454545454545,0.1628787878787878,2.852272727272727,0.1420454545454545,9,hard_negative,0,,-12.443987,0.5698122382164001,0.6133826375007629
828,828,2830,sally,-céphalie,ˈsæli,-sefali,sally,-cephaly,0.5714285714285714,0.3333333333333333,0.3020833333333333,0.3333333333333333,2.4166666666666665,0.3333333333333333,7,hard_negative,0,,-10.278406,0.45659974217414856,0.7116230130195618
829,829,1788,exoreic,exorrhéisme,exoreic*,əɡzɔʀʀeism,exoreic,exorrhéisme,0.8,0.4,0.325,0.3666666666666667,2.85,0.35625,6,loan,1,,-11.290213,0.711991548538208,0.8591310977935791
830,830,9048,truffle,trouvaille,ˈtrəfəl,tʀuvel,truffle,find,0.7142857142857143,0.0,0.0763888888888888,0.0902777777777777,0.7708333333333334,0.0763888888888888,5,hard_negative,0,,-2.4590049,0.6929378509521484,0.7762823700904846
831,831,9851,cabas,gavage,cabas*,ɡavaʒ,basket,gavage,0.6666666666666666,0.2,0.0541666666666666,0.0583333333333333,0.575,0.0541666666666666,4,hard_negative,0,,1.9053191999999999,0.3758757710456848,0.6229904890060425
832,832,3743,vespasienne,vespasienne,vespasienne*,vɛspasjɛn,vespasienne,vespasienne,0.5,0.2727272727272727,0.1799242424242424,0.2007575757575757,1.5795454545454546,0.196969696969697,0,loan,1,,4.790577,1.0,1.0
833,833,1561,ecdotic,ecdotique,ecdotic*,ɛkdɔtik,ecdotic,ecdotal,0.625,0.2857142857142857,0.0238095238095238,0.0238095238095238,0.2142857142857142,0.0238095238095238,3,loan,1,,3.9402074999999996,0.8489111661911011,0.9017176032066345
834,834,915,chauffeuse,chauffeuse,chauffeuse*,ʃofœz,fireside chair,fireside chair,0.9090909090909092,0.6,0.48125,0.5333333333333334,4.0375,0.5312500000000001,0,loan,1,,3.8738623,1.0,1.0
835,835,10809,polonaise,solénoïde,ˌpɑləˈneɪz,sɔlenoid,Polish,solenoid,0.8,0.125,0.0677083333333333,0.0729166666666666,0.828125,0.0677083333333333,5,hard_negative,0,,-4.9619235999999995,0.22762644290924072,0.660923957824707
836,836,6323,aeronautics,antipodiste,ˌɛrəˈnɔtɪks,ɑ̃tipɔdist,aeronautics,retaliate,0.9090909090909092,0.3333333333333333,0.1226851851851851,0.1388888888888889,1.7777777777777777,0.1226851851851851,10,hard_negative,0,,-5.2019567,0.41888678073883057,0.8216792345046997
837,837,6294,absinthe,artiste,ˈæbsɪnθ,aʀtist,absinthe,artist,1.0,0.3333333333333333,0.09375,0.0972222222222222,1.8333333333333333,0.09375,4,hard_negative,0,,-7.8050656,0.5289422869682312,0.4743063449859619
838,838,3108,provocateur,provocateur,provocateur*,pʀɔvɔkatœʀ,provocateur,provocateur,0.6666666666666666,0.1818181818181818,0.1306818181818181,0.1553030303030303,1.1590909090909092,0.1401515151515151,0,loan,1,,5.1561832,1.0,1.0
839,839,278,baccalaureate,belote,ˌbækəˈlɔriət,bəlɔt,baccalaureate,belote,0.5833333333333334,0.5,0.4416666666666667,0.5,3.625,0.5,9,hard_negative,0,,-6.876733,0.37159276008605957,0.7188277244567871
840,840,700,cahoots,cahute,kəˈhuts,kayt,cahoots,say,0.7142857142857143,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,3,loan,1,,3.2698245,0.7042236924171448,0.7641184329986572
841,841,2004,gastrique,gastrique,gastrique*,ɡastʀik,gastric,gastric,0.6,0.375,0.2994791666666667,0.3437499999999999,3.015625,0.3125,0,loan,1,,5.575205,1.0,1.0
842,842,9700,atmosphere,entresol,ˈætməsˌfɪr,ɑ̃tʀəzɔl,atmosphere,entresol,0.8,0.25,0.1927083333333333,0.21875,1.875,0.203125,9,hard_negative,0,,-5.8373413,0.48938965797424316,0.7939555644989014
843,843,747,petulant,irritable,ˈpɛʧələnt,iʀʀitabl,petulant,irritable,1.0,0.75,0.265625,0.2916666666666667,3.875,0.2786458333333333,8,synonym,0,,-9.473923,0.48346471786499023,0.639979898929596
844,844,2967,piolet,piolet,piolet*,pjɔlɛ,piolet,piolet,0.7142857142857143,0.3333333333333333,0.1805555555555555,0.2013888888888888,1.6875,0.1944444444444444,0,loan,1,,2.8662477,1.0,1.0
845,845,94,agrément,agrément,agrément*,aɡʀemɑ̃,approval,approval,0.7777777777777778,0.6666666666666666,0.2738095238095238,0.3214285714285714,3.625,0.2886904761904762,0,loan,1,,3.688586,1.0,1.0
846,846,3509,azedarach,acétylène,azedarach*,azetilə̀n,azedarach,acetylene,0.7,0.2222222222222222,0.1666666666666666,0.1898148148148148,1.5694444444444444,0.1782407407407407,8,hard_negative,0,,-4.4267645,0.36622244119644165,0.8017999529838562
847,847,2980,piston,piston,ˈpɪstən,pistɔ̃,piston,piston,0.5714285714285714,0.1666666666666666,0.173611111111111,0.1875,1.4166666666666667,0.1875,0,loan,1,,2.7116563,1.0,1.0
848,848,1169,couché,couché,couché*é,kuʃe,lying,lying,0.875,0.8,0.4047619047619047,0.4523809523809524,3.4821428571428568,0.4494047619047619,0,loan,1,,0.49033606,1.0,1.0
849,849,3510,syllabe,syllabe,syllabe*,sijab,syllable,syllable,0.625,0.2857142857142857,0.3035714285714285,0.3333333333333333,2.8035714285714284,0.3303571428571428,0,loan,1,,3.7466178,1.0,1.0
850,850,10387,flambés,ballon d'essai,flambés*,balɔn d'ɛs,flamed,trial balloon,0.9,0.5,0.1770833333333333,0.1979166666666666,1.609375,0.1901041666666667,12,hard_negative,0,,-18.006698999999998,0.3991909623146057,0.5639739632606506
