,loan_word,original_word,cos_similarity
718,परी,تندرست,0.49213225
719,परेशान,زرد,0.45412585
720,पर्दा,فائده,0.576563
721,पलक,نام و نیشان,0.43059924
722,पलीता,سرد,0.5763716
723,पश्मीना,کارگاه,0.33417425
724,पसंदीदा,خم,0.34259868
725,पहरा,در اصل,0.20172673
726,पहरेदार,با,0.54693264
727,पहल,تنور,0.52842015
728,पहलू,کارگر,0.5195758
729,पाजामा,نجمی,0.5987082
730,पापा,رأی,0.396426
731,पाबंद,احسان,0.47175118
732,पायदान,بهتر,0.51513696
733,पारचा,حکمت,0.3866751
734,पाश,مرمت,0.53154415
735,पाशा,فَرق,0.52836967
736,पिदर,سوریه,0.36605546
737,पीरू,ورزش,0.34562966
738,पुख़्ता,شده,0.3480192
739,पुदीना,مالکانه,0.44629502
740,पुरज़ा,شمشیر,0.5427674
741,पुल,بی,0.5266112
742,पेच,راهنما,0.44631585
743,पेचकस,دره,0.49167973
744,पेचीदा,چاقو,0.59967923
745,पेश,زیر بغل,0.52194554
746,पेशगी,پروانه,0.6759112
747,पेशा,برف,0.5344465
748,पैकार,ذات,0.48571584
749,पैग़ाम,زهر,0.51761025
750,पैदाइश,آلو,0.47100744
751,पैदाइशी,لداخ,0.55479366
752,पैदावार,ـانه,0.38021865
753,पैमाना,شاید,0.5614336
754,प्याज़,جلال,0.45070943
755,प्यादा,بی‌قرار,0.46764845
756,फ़क़त,خاموشی,0.5691392
757,फ़तह,آزادی,0.3066439
758,फ़रमान,نه دارد,0.34887502
759,फ़रात,منصفانه,0.47464848
760,फ़रार,دشمنی,0.5381522
761,फ़रिश्ता,حساب,0.27456012
762,फ़रेब,استره,0.51790434
763,फ़रोश,تشت,0.47050214
764,फ़र्क़,جهاز,0.32325986
765,फ़र्ज़,سستی,0.46780357
766,फ़र्ज़ंद,نوکری,0.39077073
767,फ़र्ज़ी,واقعی,0.30486283
768,फ़र्श,فرنگی,0.56698257
769,फ़लक,ملال,0.40930685
770,फ़व्वारा,ضرور,0.5093185
771,फ़साना,لب,0.5567924
772,फ़ाख़्ता,روشنی,0.42254737
773,फ़ानी,جنگ,0.48561433
774,फ़ायदा,نم,0.45895115
775,फ़ारसी,عزیز,0.48585373
776,फ़ारिग़,تَوَجُّه,0.49636215
777,फ़ाश,تخت,0.37382305
778,फ़ास,همسفر,0.40149444
779,फ़िक्र,کشور,0.26611698
780,फ़ितरत,ترکی,0.27641284
781,फ़िरंगी,جیبوتی,0.40722534
782,फ़ीसद,میان,0.4939965
783,फ़ुर्सत,املا,0.4158242
784,फ़ेहरिस्त,وَالِد,0.5299811
785,फ़ैसला,ته,0.45987597
786,फ़ौज,رحم,0.48037562
787,फ़ौरन,پارچه,0.457053
788,फ़ौलाद,موسم,0.44287443
789,ब-,خنجر,0.38016412
790,बंद,تیز,0.5566856
791,बंदगी,خاموش,0.576734
792,बंदर,علاءالدین,0.509499
793,बंदरगाह,اراده,0.46111184
794,बंदा,طبیعت,0.44597915
795,बंदी,جشن,0.4367077
796,बंदोबस्त,اگرچه,0.3408536
797,बक्कम,لایق,0.47733313
798,बख़ील,معنی,0.37506977
799,बख़्त,نا‌انصافی,0.46312183
800,बख़्शिश,هم,0.41066915
801,बग़दाद,نادانی,0.48965955
802,बग़ल,نثار,0.38204315
803,बग़ावत,تصویر,0.27714705
804,बजाय,رسید,0.33050248
805,बदतर,دوستانه,0.4173129
806,बदतरीन,ادا,0.44280675
807,बदनाम,جگر,0.47220328
808,बदमाश,تنه,0.5453592
809,बदर,زار زار,0.40189025
810,बदला,خامی,0.43518782
811,बदसूरत,قبرستان,0.41886422
812,बदौलत,نقاشی,0.3074197
813,बनाम,پايجامه / پاجامه,0.3723492
814,बबर,پاپا,0.54575205
815,बयान,ظفر,0.4265985
816,बरक़रार,شاگرد,0.39153746
817,बराबर,ماده,0.32931843
818,बरामद,زهری,0.50251067
819,बर्ख़ास्त,إِبْتِدَائِيّ,0.4816433
820,बर्दाश्त,بادشاهت,0.5902972
821,बर्फ़,معلمه,0.49958962
822,बर्फ़ी,مسلمان,0.5074425
823,बर्बाद,گرفت,0.3417268
824,बलूचिस्तान,ذمه دار,0.55907
825,बल्कि,جاسوس,0.55112505
826,बवासीर,عثمانی,0.42522088
827,बस,نمکین,0.5354545
828,बस्ता,قید,0.493459
829,बहाई,نسخه,0.273103
830,बहाउल्लाह,بازار,0.40649834
831,बहादुर,دسته,0.33671862
832,बहार,مرده باد,0.30701405
833,बा-,رنگین,0.37795323
834,बाक़ायदा,بندر,0.5113144
835,बाकिरा,نسل,0.40557137
836,बाख़ुदा,پودنه,0.5143151
837,बाग़,نایاب,0.5246967
838,बाज़ार,خرگوش,0.5291077
839,बाज़ीचा,ذائقه,0.4029519
840,बाज़ू,نرم,0.51160514
841,बाज़ूबंद,فرضی,0.32001376
842,बाद,جهیز,0.34858197
843,बादशाह,داروغه,0.3916241
844,बादशाहत,شاهی,0.4925677
845,बादाम,ضد,0.4644747
846,बाबत,خاطر,0.46189436
847,बारीक,فرمان,0.47544408
848,बारूत,صندوق,0.48535937
849,बारूद,زمانه,0.51325935
850,बालिश,سوار,0.46767148
851,बावरची,دلیری,0.4857192
852,बाशिंदा,مرگ,0.41715324
853,बियाबान,کمان,0.4830747
854,बिरयानी,انار,0.3874779
855,बिस्तर,مردانه,0.40496096
856,बीबी,گرمی,0.49569985
857,बीमा,نظر,0.38845703
858,बीवी,تربز,0.52884465
859,बुख़ार,خطرناک,0.4109073
860,बुख़ारा,و,0.31505266
861,बुज़दिल,زلف,0.49399716
862,बुज़ुर्ग,بدر,0.61422145
863,बुत,رسالدار,0.3925289
864,बुत-कदा,اجنبی,0.34439144
865,बुत-ख़ाना,مسیحا,0.2725091
866,बुनियाद,وحشت,0.4063643
867,बुरक़ा,جواب,0.3963102
868,बुर्ज,مرغ,0.46832922
869,बुलंद,خوف,0.5449454
870,बुलबुल,گرد,0.53213876
871,बू,روانه,0.37831047
872,बे-,صندوقچه,0.3664616
873,बेईमानी,بیلچه,0.6396631
874,बेक़रार,خوب,0.44299322
875,बेकार,زینه,0.54809755
876,बेगाना,گواه,0.6355667
877,बेज़बान,شبهه,0.34539732
878,बेताब,غزه,0.5261907
879,बेदख़ल,بنام,0.25655147
880,बेदख़ली,قلم,0.47177163
881,बेमेल,قطار,0.47721133
882,बेरूख़ी,ولایت,0.3444377
883,बेलचा,رسم,0.4002302
884,बेवफ़ा,بهترین,0.36003506
885,बेशुमार,نازک,0.5015822
886,बेहतर,حضرت,0.3344029
887,बेहतरीन,عمارت,0.44477695
888,बोहरान,پیشگی,0.43006575
889,मंज़िल,خود,0.44433868
890,मंशा,کابینه,0.39769083
891,मअनी,گفتگو,0.35213038
892,मकान,حضور,0.3611802
893,मक्का,واپسی,0.41619036
894,मख़मल,هرج,0.46020567
895,मगर,مثنوی,0.49101624
896,मग़ज़,دل‌آسا,0.50778633
897,मजनू,مثل,0.3402965
898,मजबूर,مزدور,0.5871909
899,मजमा,خاندانی,0.39761627
900,मजलिस,حلقه,0.43519834
901,मज़दूर,پرزه,0.47503445
902,मज़दूरी,قبول,0.3914811
903,मज़बूत,دیو,0.54468656
904,मज़मून,مشهور,0.4505261
905,मज़हब,شرمنده,0.5716984
906,मज़ा,پرده,0.51135665
907,मतलब,محل,0.45756724
908,मदद,غزل,0.45021433
909,मददगार,شیخی,0.43741584
910,मद्रसा,شناخت,0.33613846
911,मन,سرکار,0.466557
912,मनहूस,خسره,0.5507315
913,ममनून,هستی,0.49135545
914,मरकज़,مزه,0.65532076
915,मरज़,نمی,0.60287815
916,मरम्मत,جستجو,0.4671456
917,मरहम,گلدان,0.47255176
918,मरहूम,مانده,0.48073626
919,मरियम,خراش,0.60413253
920,मरीज़,دریائی,0.56652886
921,मर्ग,همسایه,0.4012847
922,मर्तबा,بندگی,0.47993958
923,मर्द,مهتاب,0.5576898
924,मर्दानगी,ذهن,0.5390612
925,मर्दाना,جیب,0.5419534
926,मर्दुम,قاعده,0.5123471
927,मर्दुमशुमारी,ریگ,0.5099857
928,मलाल,فرات,0.55031747
929,मलिका,دنگل,0.5583718
930,मशक,سلامی,0.5298603
931,मशग़ूल,جاداد,0.5919128
932,मशहूर,بت,0.64332134
933,मसका,بحران,0.5433998
934,मसनद,روزی,0.4535896
935,मसनवी,حق,0.36763188
936,मसल,شبنم,0.5153911
937,मसाला,سبب,0.2703134
938,मसीह,مهمان‌نوازی,0.49937582
939,मसीहा,ارمان,0.4231438
940,मस्ताना,ماهر,0.43312845
941,मस्ती,دیدار,0.3760481
942,महज़,سال,0.4636379
943,महताब,پنیر,0.5305593
944,महल,فاخته,0.41761267
945,महारत,دارچین,0.54280657
946,महीन,وفادار,0.4552542
947,माँदा,اعتبار,0.3183883
948,माजरा,سردی,0.65033406
949,माजूफल,خریدار,0.35486898
950,मादर,نقشه,0.41468376
951,मादा,شلوار,0.5039675
952,माफ़,جمع,0.48674098
953,माफ़ी,قرمز,0.50349545
954,मामूली,تربزه,0.37820655
955,मायूस,تهران,0.36240864
956,मारख़ोर,مرتبه,0.3960821
957,माल,زنده باد,0.45210958
958,मालिक,سود,0.45286876
959,मालिकाना,غدار,0.4455411
960,मालिश,کند,0.2928311
961,मासूम,شهر,0.28430584
962,माह,شرمناک,0.48314047
963,माहिर,نرگس,0.57583004
964,माही,مددگار,0.46146163
965,मिन्नत,زار,0.50727963
966,मिरजई,انسانی,0.33754808
967,मिसाल,فروش,0.3922983
968,मिस्र,من,0.37925786
969,मीज़ान,ممنون,0.5750849
970,मीनार,زنجیر,0.53983474
971,मीर,مادر,0.44423398
972,मुंतज़िर,زبان,0.40587905
973,मुंशी,مهمان,0.5285756
974,मुंसिफ़ाना,چایخانه,0.5056484
975,मुअज़्ज़िन,گناه,0.40741074
976,मुअल्लिमा,نقاب,0.42329323
977,मुअल्लिमी,ورنه,0.49335682
978,मुक़दमा,بدتر,0.5133343
979,मुक़द्दस,در,0.28073722
980,मुक़र्रर,پرواز,0.42001587
981,मुख़ालिफ़त,بدترین,0.39142922
982,मुग़ल,مهما‌ن‌داری,0.44975325
983,मुतअल्लिक़,آسان,0.47057024
984,मुदाख़लत,فیصله,0.3814459
985,मुद्दा,نتیجه,0.34649777
986,मुनीम,صحرا,0.5681692
987,मुफ़्त,اصرار,0.4520885
988,मुफ़्ती,قانون,0.44094846
989,मुबारक,هندوستانی,0.38483056
990,मुरदा,خرید,0.3695021
991,मुरदाबाद,پرواه,0.40904996
992,मुर्ग़ा,یهودیه,0.49929872
993,मुर्ग़ाबी,رشته,0.29341537
994,मुर्दन,باقاعده,0.42489725
995,मुर्दनी,روسی,0.5149196
996,मुर्दार,قرض,0.47277007
997,मुल्ला,لشکر,0.3481974
998,मुश्किल,درد,0.41396627
999,मुसलमान,هزار,0.46854696
1000,मुसाफ़िर,تسمه,0.56602067
1001,मुहब्बत,باورچی,0.4381983
1002,मुहर,مقرر,0.38111892
1003,मुहाक़,چرخ,0.5661185
1004,मुहिम,سرحد,0.3790445
1005,मूसल,تمام,0.5245717
1006,मूसा,مرده,0.5191984
1007,मेज़,کاغذ,0.4629956
1008,मेज़पोश,یادداشت,0.40084523
1009,मेज़बान,بیان,0.49174225
1010,मेहनत,پروردگار,0.5279149
1011,मेहनती,تمغا,0.39821348
1012,मेहमान,سده,0.47051093
1013,मेहमानदारी,تمنچه,0.45466244
1014,मेहमाननवाज़ी,چربی,0.5255345
1015,मेहरबान,اندرونی,0.3878127
1016,मेहरबानी,ابریشمی,0.45784342
1017,मैदान,محبت,0.54074776
1018,मोम,وا,0.36417627
1019,मोहलत,فطرت,0.519929
1020,मौजूदगी,گز,0.40893817
1021,मौलवी,کرایه,0.55855113
1022,मौला,تاج,0.48158297
1023,मौलाना,انجام,0.23029488
1024,मौसम,یاقوت,0.52696073
1025,मौसीक़ी,گنگ,0.52209514
1026,म्यान,راضی,0.46623337
1027,यख़,قیدخانه,0.27976963
1028,यतीम,داری,0.47059795
1029,यमन,سرای,0.5520515
1030,यहूदिया,مالش,0.34451202
1031,यहूदीया,پرچم,0.3315043
1032,या,کاش,0.24952391
1033,याक़ूत,وفا,0.43515635
1034,याद,سفارتخانه,0.45091242
1035,याददाश्त,بادام,0.44451207
1036,यार,رومال,0.49597427
1037,यारी,سست,0.491491
1038,यूनान,مُؤَذِّن,0.3360285
1039,यौम,حال,0.45332864
1040,रंगीन,نماز,0.4597252
1041,रंज,پیمانه,0.50966346
1042,रंजिश,شک,0.39927903
1043,रईस,درگاه,0.33558267
1044,रक़ीब,تشدد,0.37747324
1045,रक़्स,سرخی,0.6301585
1046,रफ़ू,اشرفی,0.4948421
1047,रफ़्तार,تا که,0.33344796
1048,रमज़ान,برقع,0.5725475
1049,रवा,نواله,0.70005786
1050,रवाना,سپرد,0.4540379
1051,रवैया,داغ,0.50461954
1052,रसीद,ذره,0.439203
1053,रस्म,کاروبار,0.49209204
1054,रहनुमा,خوش قسمت,0.48749563
1055,रहम,کفایت,0.4110265
1056,राज़,معلمی,0.46027067
1057,राज़ी,درج,0.38030633
1058,रान,قیمت,0.41866484
1059,राय,آبرو,0.43988314
1060,रास्ता,سیاست,0.3981824
1061,राह,ابریشم,0.385322
1062,रिआया,زمین,0.333903
1063,रियासत,ضرورت,0.45444745
1064,रिवाज,تمنا,0.46807408
1065,रिश्ता,حیات,0.5009734
1066,रिश्वत,فوج,0.32982403
1067,रिश्वतख़ोर,سیلاب,0.51230156
1068,रिसालदार,شمع,0.44937506
1069,रिहा,پیچیده,0.43123803
1070,रिहाई,صلح,0.46622193
1071,रुख़,اتحاد,0.3986986
1072,रुख़सार,کدو,0.46759117
1073,रूद,انسان,0.41231427
1074,रूबरू,خوبی,0.40305433
1075,रूम,انتقال,0.3957143
1076,रूमाल,آفت,0.43692318
1077,रूस,آتش,0.30934364
1078,रूसी,خوابگاه,0.44869697
1079,रूह,پیام,0.52900535
1080,रेग,گذشته,0.38886973
1081,रेगिस्तान,کوفته,0.46954232
1082,रेशम,خبر,0.404655
1083,रेशमी,آچار,0.4786525
1084,रोज़गार,آب چشم,0.4370787
1085,रोज़मर्रा,شکاری,0.514988
1086,रोज़ाना,گورستان,0.3976519
1087,रोज़ी,قبضه,0.5464039
1088,रोशनी,بغداد,0.37079358
1089,रौज़न,ظاهر,0.36064824
1090,रौनक़,بین,0.4818808
1091,रौशन,طنز,0.34813341
1092,रौशनी,مگر,0.37811404
1093,लज़ीज़,آگاهی,0.48711604
1094,लद्दाख़,وراثت,0.5114745
1095,लब,ثابت,0.47774145
1096,लश्कर,مرزائی,0.50664324
1097,लश्करी,مَعْصُوم,0.5294331
1098,लहजा,فاش,0.4092723
1099,लाजवर्द,تجلّی,0.529331
1100,लाज़िम,ناز,0.50232404
1101,लायक़,بند و بست,0.3934997
1102,लाल,جلد,0.42005143
1103,लाला,نا,0.5883989
1104,लाश,شهد,0.54304
1105,लिबास,زمین‌دار,0.2783157
1106,लिसान,تقدیر,0.44542417
1107,लुत्फ़,طاقت,0.47747037
1108,लूक़ा,گستاخی,0.55123997
1109,लोबिया,ابرو,0.42815498
1110,व,یوم,0.38802576
1111,वक़्फ़ा,قالین,0.40080407
1112,वकील,ضلع,0.3213018
1113,वग़ैरह,دامن,0.484157
1114,वज़ीर,تعلیم,0.33282986
1115,वतन,شوهر,0.495226
1116,वफ़ा,مکه,0.2760715
1117,वफ़ादार,تعلق,0.41676885
1118,वरना,ارادتاً,0.42800254
1119,वर्ज़िश,تابوت,0.43067566
1120,वली,نگرانی,0.39255235
1121,वलीअहद,حوصله,0.45195192
1122,वसीयत,عاشقی,0.6097478
1123,वहशत,جوش,0.5805566
1124,वहशी,تاج,0.48147622
1125,वाक़ई,کشتی,0.32424197
1126,वाक़िफ़,جاری,0.399089
1127,वादा,چشم دید,0.5649639
1128,वापस,مردم,0.44554293
1129,वापसी,قوال,0.42515826
1130,वारिस,هوا,0.43274242
1131,वालिद,مخمل,0.47261706
1132,वाह,فرش,0.47314537
1133,विरासत,اژدها,0.37602258
1134,विलायत,لال,0.47560647
1135,वीरान,مقدمه,0.3527511
1136,शक,سَابِق,0.6137256
1137,शक्कर,دلچسپ,0.5381409
1138,शख़्स,شدت,0.3706565
1139,शख़्सियत,ده,0.48305625
1140,शतरंज,رنج,0.5429874
1141,शब,چراغ,0.51023537
1142,शब बख़ैर,بالش,0.43918094
1143,शबनम,یونان,0.3990615
1144,शमशेर,راه,0.4633538
1145,शमा,زنانه,0.45288268
1146,शरमिंदा,شیطانی,0.6037376
1147,शराब,خواهش,0.5516567
1148,शर्बत,زنگ,0.43115616
1149,शर्म,واپس,0.3989122
1150,शर्मनाक,افسوس,0.43605614
1151,शलगम,صحیح,0.35622713
1152,शहज़ादा,عمده,0.40971464
1153,शहद,گلهری,0.4518866
1154,शहमात,صحت,0.5528166
1155,शहर,جنگی,0.4312957
1156,शहरी,بهادر,0.3865303
1157,शहीद,آغاز,0.44016504
1158,शागिर्द,روشنی,0.5017204
1159,शादी,استاد,0.49020094
1160,शाबाश,اختیار,0.43339065
1161,शाम,انگور,0.49936208
1162,शामियाना,سلطانه,0.5618751
1163,शामिल,تر,0.35072565
1164,शायद,میزبان,0.3766868
1165,शाल,راسته,0.5927171
1166,शाह,مدد,0.4487991
1167,शाही,پرنده,0.46437126
1168,शाहीन,حیرت,0.5098542
1169,शिकंजा,ـی,0.42580342
1170,शिकम,انطاکیه,0.38876504
1171,शिकस्त,سایبان,0.5614938
1172,शिकायत,برباد,0.44628227
1173,शिकार,ترک,0.42635122
1174,शिकारी,گزر,0.52204883
1175,शिद्दत,عوض,0.63567126
1176,शिनाख़्त,کارخانه,0.50216365
1177,शीर,مرد,0.4143113
1178,शीरी,ثَبُوت,0.5496349
1179,शीशा,تباه,0.5770163
1180,शुक्रगुज़ार,افسوس,0.4843999
1181,शुक्रिया,خوشحالی,0.5053666
1182,शुतुरमुर्ग़,گری,0.33886746
1183,-शुदा,منتظر,0.34851345
1184,शुबहा,پیدایش,0.298838
1185,शुरू,زر,0.3967325
1186,शेख़ी,خوشبو,0.53478944
1187,शेर,دلربا,0.4759833
1188,शैतानी,بابت,0.5004125
1189,शोला,جامه,0.57318354
1190,शोहरत,لذیذ,0.50202423
1191,शौक़,پابند,0.52214926
1192,शौहर,رخ,0.5706913
1193,संग,کور,0.4278126
1194,संगतराश,دیوار,0.34199122
1195,संगमरमर,پهره دار,0.43119976
1196,संदल,شام,0.44906375
1197,संदूक़,اندازه,0.37490937
1198,संदूक़चा,سیاهی,0.52486473
1199,सकता,اصلی,0.44642928
1200,सख़्त,عزت,0.5577506
1201,सज़ा,جاهل,0.5894083
1202,सतह,مسافر,0.5754982
1203,सदरी,خوش آمدید,0.4237499
1204,सदी,اطمینان,0.457314
1205,सनम,پیش,0.46802822
1206,सनसनीख़ेज़,روا,0.5242809
1207,सफ़र,بستر,0.49594527
1208,सफ़ेद,بی‌شمار,0.4209575
1209,सबब,دلیل,0.33649805
1210,सबूत,گواهی,0.47401428
1211,सब्ज़,جانباز,0.5224801
1212,सब्ज़ी,آبدست,0.42384785
1213,समोसा,اندر,0.5809361
1214,सय्याद,نقل,0.37605745
1215,सर,سکته,0.53398806
1216,सरंजाम,دوست,0.47621694
1217,सरकार,ترجمه,0.48295608
1218,सरदार,راز,0.51413035
1219,सरहद,داماد,0.57864106
1220,सराय,انکار,0.51023847
1221,सर्द,چادر,0.60719585
1222,सर्दी,جمعه,0.3701732
1223,सलवार,هم,0.45899168
1224,सलाम,قصیده,0.5126179
1225,सलामी,نادر شاه,0.5088637
1226,सलाहकार,پیل مرغ,0.44703406
1227,सलीक़ा,گردن,0.43876854
1228,सलीब,شترمرغ,0.5263953
1229,सवार,پیاده,0.47763088
1230,सवाल,فلک,0.6182136
1231,सस्ता,تالاب,0.6693934
1232,सहम,فرار,0.55848
1233,सहमनाक,بد‌نام,0.507637
1234,सहरा,لشکری,0.38527128
1235,सहल,سرخ,0.63954055
1236,सही,کرته,0.46327326
1237,साज़,شیر,0.6172691
1238,साज़िश,رشوت خور,0.57678014
1239,सादगी,شکر,0.5944104
1240,सादा,مردم شماری,0.4522934
1241,साफ़,پدر,0.49525276
1242,साबिक़,افتتاح,0.37660187
1243,साबित,روزانه,0.36384982
1244,सामान,خراب,0.5561695
1245,सायबान,تاریخ,0.36951435
1246,साया,گلو بند,0.41557655
1247,साल,فسانه,0.4281108
1248,सालाना,ناخن,0.5271969
1249,साहिब,دفتر,0.38757205
1250,साहिल,گذر,0.54054165
1251,सिकंदर,بواسیر,0.46482354
1252,सितम,چیز,0.38667795
1253,सितार,زخم,0.5998443
1254,सितारा,آرام,0.52827513
1255,सिपास,فریب,0.48565537
1256,सिफ़त,نفرت,0.4102103
1257,सिफ़र,تقاضا,0.5007536
1258,सिफ़ारतख़ाना,یار,0.49323526
1259,सिफ़ारिश,تعداد,0.3191961
1260,सियासत,سبزی,0.54773545
1261,सिरका,زلزله,0.4196814
1262,सिर्फ़,متعلق,0.29485244
1263,सिलसिला,یتیم,0.59588516
1264,सीना,ترجمان,0.2816346
1265,सीरत,گنده,0.50604266
1266,सुक़रात,مسند,0.6262086
1267,सुन्नी,تحفه,0.5005745
1268,सुपुर्द,صفت,0.50993925
1269,सुरमा,هنر,0.31567404
1270,सुराख़,گروه,0.42167374
1271,सुर्ख़,تراشه,0.49640954
1272,सुर्ख़ाब,ساحل,0.49294978
1273,सुर्ख़ी,پری,0.50755084
1274,सुलह,عینک,0.57470137
1275,सुल्तान,زیادتی,0.44648942
1276,सुल्ताना,گم‌نام,0.57673866
1277,सुस्त,درزی,0.5482164
1278,सुस्ती,میز,0.5352908
1279,सूद,خوش,0.6176755
1280,सूरत,جوانی,0.46128118
1281,सूरिया,خزانه,0.3905258
1282,सेहत,صفر,0.5014866
1283,सैलाब,عیاشی,0.65086156
1284,सौगंद,آغوش,0.5379493
1285,सौदा,خونخوار,0.5376795
1286,सौदागर,فانی,0.55296916
1287,स्याह,هَدَف,0.46119627
1288,स्याही,الله‌آباد,0.49900693
1289,हंगामा,قلب,0.47381544
1290,हक़,رفتار,0.28995287
1291,हकीम,نقاب,0.55990475
1292,हज़रत,قاضی,0.49462786
1293,हज़ार,خدا,0.51234835
1294,हज़ारहा,حذم,0.5212101
1295,हज़्म,آستین,0.4594824
1296,हद,رقیب,0.3556705
1297,हदफ़,یا,0.42731246
1298,हम,مذهب,0.3410282
1299,हम-,قیدی,0.33988285
1300,हमला,پای‌کار,0.45181316
1301,हमशक्ल,بی‌میل,0.49478677
1302,हमसफ़र,پاشیدن,0.41247612
1303,हमसाया,خلافت,0.3337347
1304,हमेशा,عهده,0.33456418
1305,हयात,کور,0.29046193
1306,हर,برخاست,0.39140335
1307,हरकत,میزان,0.38258472
1308,हरगिज़,چاشنی,0.45774904
1309,हर्ज,مَسِیح,0.38284045
1310,हलक़ा,سقراط,0.4529273
1311,हलवा,حالت,0.3650525
1312,हवलदार,تنباکو,0.552885
1313,हवा,معاف,0.5298453
1314,हस्ती,مهر,0.42541686
1315,हाज़िर,سنی,0.37542734
1316,हाजिरा,عکس,0.4126839
1317,हादसा,آینده,0.50629
1318,हाफ़िज़,چهار دیواری,0.29598802
1319,हाफ़िज़ा,مجنون,0.40739772
1320,हाल,یهودیه,0.35606867
1321,हालत,مرض,0.57686335
1322,हालाँकि,پیداوار,0.37355816
1323,हिंद,بکم,0.42634818
1324,हिंदी,بو,0.46737167
1325,हिंदुस्तानी,ترتیب,0.33974984
1326,हिकमत,سنگ,0.40431902
1327,हिजरत,دیر,0.41030627
1328,हिज्जे,بخارا,0.3644966
1329,हिम्मत,دشمن,0.5008161
1330,हिरासत,سوگند,0.53025764
1331,हिलाल,واقف,0.49147013
1332,हिसाब,مسکه,0.5116925
1333,हुकूमत,سلیقه,0.44864994
1334,हुक्मरान,بخیل,0.48381522
1335,हुज़ूर,خرچه,0.6172535
1336,हुनर,نواز,0.4121717
1337,हुस्न,آشنا,0.42237243
1338,हैरत,شلغم,0.49436316
1339,हैरान,آهسته,0.43613696
1340,हैवान,جلاد,0.44673648
1341,हैवानियत,تبانجه,0.4829476
1342,होशियार,گشت,0.5062269
1343,हौसला,خاندان,0.3982439
