,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,mbert_cos,xlm_cos,indic_bert_cos,muril_cos,label
116,,পাখা,পখিলা,pakʰa,pɔkʰila,Fan,butterfly,0.4285714285714285,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,0.9062556028366088,0.7222570180892944,0.996492862701416,0.9976766109466552,loan
117,,চাকা,চাকি,t͡ɕaka,saki,The wheel,Candles,0.6666666666666666,0.25,0.0729166666666666,0.0729166666666666,0.9375,0.0729166666666666,0.9008547067642212,0.8774087429046631,0.9993141293525696,0.99897438287735,loan
118,,ধুমা,ধোঁৱা,d̪ʱuma,dʰʊ̃wa,Smoke,smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,0.8575562238693237,0.6209644079208374,0.9957779049873352,0.9967819452285768,loan
119,,রাং,ৰঙা,raŋ,ɹɔŋa,Rang,red,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,0.8415209054946899,0.7465512156486511,0.9981495141983032,0.9991858601570128,loan
120,,রং,ৰঙা,rɔŋ,ɹɔŋa,Color,red,0.5,0.25,0.265625,0.3125,2.6875,0.2916666666666667,0.8917655348777771,0.6174232363700867,0.999808132648468,0.9997353553771972,loan
121,,শনিবার,শনিবাৰ,ʃɔn̪ibar,xɔnibaɹ,Saturday,Saturday,0.375,0.1428571428571428,0.0505952380952379,0.0654761904761904,0.7678571428571429,0.0505952380952379,0.9038005471229552,0.7697734236717224,0.9991546869277954,0.9988214373588562,loan
122,,আঁই,আমি,ãi,ami,I am,I,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.6826938390731812,0.6302908062934875,0.9957574605941772,0.9994022846221924,loan
123,,বিছা,বৃশ্চিক,bit͡ɕʰa,bɽixsik,Scorpion,Scorpio,0.8571428571428571,0.4285714285714285,0.4226190476190476,0.4761904761904762,3.6607142857142856,0.4732142857142857,0.8724762201309204,0.5005213618278503,0.997929573059082,0.9963505268096924,loan
124,,রঙ,ৰঙা,rɔŋɔ,ɹɔŋa,Color,red,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,0.8864456415176392,0.5028936266899109,0.999884843826294,0.9995458722114564,loan
125,,পানীয়,পানী,pan̪ie̯,pani,Drinks,water,0.4285714285714285,0.2,0.1875,0.2083333333333333,1.5,0.2083333333333333,0.8847596049308777,0.7102280855178833,0.9993414282798768,0.999694526195526,loan
126,,রসুন,লহুন,rɔʃun̪,lɔɦun,Garlic,Blood,0.5,0.2,0.0625,0.0833333333333333,0.925,0.0625,0.9332491159439088,0.7399226427078247,0.995387315750122,0.9978988766670228,loan
127,,ক্রিয়া,ক্ৰিয়া,krie̯a,kɹija,Verbs,Action,0.5,0.0,0.05,0.075,0.875,0.05,0.8471569418907166,0.8596051931381226,0.9990290403366088,0.9997227191925048,loan
128,,শ্রীবৃক্ষ,শ্রী,ʃribɽikkʰɔ,xɹi,Srivriksha,Mr.,0.9,0.7777777777777778,0.625,0.7129629629629629,5.402777777777778,0.7013888888888888,0.923100769519806,0.8254263401031494,0.9990934133529664,0.99675452709198,loan
129,,রাষ্ট্র,ৰাষ্ট্ৰ,raʃʈrɔ,ɹaxtɹɔ,State,The State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,0.6162120699882507,0.776870846748352,0.9994131922721864,0.9995197057724,loan
130,,বিলাই,বিলৈ,bilai,bilɔɪ,distribute,to the b,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,0.9255444407463074,0.7917198538780212,0.9979951977729796,0.9992635250091552,loan
131,,ঘামা,ঘমা,gʱama,gʱɔma,Sweat,Sweat,0.2,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,0.956143081188202,0.7797563076019287,0.9953811764717102,0.9992560148239136,loan
132,,সমানে,সমান,ʃɔman̪e,xɔman,Equally,Equal,0.4285714285714285,0.3333333333333333,0.1805555555555555,0.2013888888888888,1.5208333333333333,0.1979166666666666,0.9138569831848145,0.6732140779495239,0.9997180700302124,0.9999338388442992,loan
133,,বাঙ্গালী,বঙালী,baŋɡali,bɔŋali,Bengali,Bengali,0.2857142857142857,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2857142857142858,0.1666666666666666,0.8913791179656982,0.7569032311439514,0.9968783259391784,0.999496042728424,loan
134,,সকল,সকলো,ʃɔkɔlɔ,xɔkɔlʊ,All,everything,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,0.8591930270195007,0.6129505038261414,0.9986029863357544,0.9997997879981996,loan
135,,পোলা,পোনা,pola,pʊna,Pola,Pona,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.8651217222213745,0.8859043121337891,0.9992961883544922,0.9995555877685548,loan
136,,রচনা,ৰচনা,rɔt͡ɕɔn̪a,ɹɔsɔna,Composition,essay,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.8092112541198729,0.5042888522148132,0.9980751872062684,0.9993658661842346,loan
137,,ক্যা,কি,kæ,ki,Kya,What?,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.9082298874855042,0.5702677965164185,0.9985992312431335,0.9986684918403624,loan
138,,গোসাঁই,গোসাঞি,ɡoʃãi,gʊxani,Gosain,Gosani,0.8333333333333334,0.4,0.225,0.2666666666666666,3.475,0.225,0.8479737639427185,0.8325374126434326,0.9970019459724426,0.9974125623703004,loan
139,,একলা,আক,ekɔla,ak,Alone,Let's go,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,0.8948835134506226,0.6733882427215576,0.9975243806838988,0.9995970129966736,loan
140,,আগুন,আগুনি,aɡun̪,aguni,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,0.9376502633094788,0.7323889732360841,0.9967944622039796,0.9989305138587952,loan
141,,বোন,ভনী,bon̪,bʰɔni,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,0.8794268369674683,0.6391738057136536,0.9987924098968506,0.998830497264862,loan
142,,ডিম,ডিমা,ɖim,dima,Eggs,Dima,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.941066563129425,0.7239173650741577,0.9991559386253356,0.9995768070220948,loan
143,,টাং,টকা,ʈaŋ,tɔka,Tang,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0625,0.3333333333333333,0.922393560409546,0.7524515390396118,0.9944295287132264,0.998595416545868,loan
144,,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0.0,0.0625,0.0625,0.6875,0.0625,0.9034227728843688,0.6169573664665222,0.9995030760765076,0.9997470378875732,loan
145,,মিষ্টি,মিঠা,miʃʈi,mitʰa,Sweet,sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,0.919335961341858,0.7564688920974731,0.9998039603233336,0.9998735785484314,loan
146,,কেলা,কল,kela,kɔlɔ,The banana,Call,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,0.8934944868087769,0.6917720437049866,0.9981193542480468,0.9988906383514404,loan
147,,চাকা,চকা,t͡ɕaka,sɔka,The wheel,wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,0.9170738458633424,0.6538639664649963,0.9940504431724548,0.9986380338668824,loan
148,,মাঝ,মাজ,mad͡ʑʱɔ,maz,The middle,middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,0.8717370629310608,0.7725399136543274,0.9995205998420716,0.999231219291687,loan
149,,সাঁঝ,সন্ধিয়া,ʃãd͡ʑʱɔ,xɔndʰija,Evening,evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,0.8823370337486267,0.6917768120765686,0.9995204210281372,0.99788236618042,loan
150,,দ্বার,দুৱাৰ,d̪ar,duwaɹ,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,0.8241644501686096,0.6474062204360962,0.9959153532981871,0.999557614326477,loan
151,,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,0.8981475830078125,0.6354708671569824,0.9983383417129515,0.9998177289962769,loan
152,,মাংস,মঙহ,maŋʃɔ,mɔŋɔɦɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,0.8670836091041565,0.6738026142120361,0.994582176208496,0.9981366991996764,loan
153,,গোলন্দাজ,গুলী,ɡolɔn̪d̪ad͡ʑ,guli,Gunner,The bullet,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,0.8877713084220886,0.6805691719055176,0.9993017315864564,0.9990644454956056,loan
154,,চাঁদ,চন্দ্ৰ,t͡ɕãd̪ɔ,sɔndɹɔ,The moon,moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,0.6422404050827026,0.6260114312171936,0.9995121359825134,0.9995593428611756,loan
155,,গোলন্দাজ,গোল,ɡolɔn̪d̪ad͡ʑ,gʊl,Gunner,Round,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,0.9010777473449708,0.5969241261482239,0.9991894960403442,0.998831868171692,loan
156,,ঠেং,টকা,ʈʰeŋ,tɔka,The tail,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0,0.3333333333333333,0.8931647539138794,0.6810374855995178,0.999870538711548,0.9997710585594176,loan
157,,বিষ,বিহ,biʃ,biɦ,Poison,poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,0.5553889870643616,0.698030948638916,0.9983131289482116,0.9989370703697203,loan
158,,চাঁদ,চান,t͡ɕãd̪ɔ,san,The moon,Want,1.0,0.6666666666666666,0.3177083333333333,0.34375,3.3125,0.34375,0.6763067841529846,0.6655839085578918,0.9994673728942872,0.9998568296432496,loan
159,,আগুন,অগ্নি,aɡun̪,ɔgni,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,0.8255570530891418,0.5275846719741821,0.99960196018219,0.9995914697647096,loan
160,,পুরুষ,পুৰুষ,puruʃ,puɹux,Men,male,0.4,0.2,0.0625,0.0833333333333333,1.025,0.0625,0.7637915015220642,0.6749327182769775,0.9985501766204834,0.9994471669197084,loan
161,,টাং,ঠেং,ʈaŋ,tʰɛŋ,Tang,The tail,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,0.9233680963516236,0.7595398426055908,0.994210720062256,0.9985857009887696,loan
162,,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,0.903418242931366,0.6169573664665222,0.9983595609664916,0.9997470378875732,loan
163,,রউন,লহুন,run̪,lɔɦun,Rune,Blood,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,0.8782338500022888,0.6840513944625854,0.9979214668273926,0.9985237121582032,loan
164,,শিক্ষা,শিকোৱা,ʃikkʰa,xikʊwa,Education,teaching,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,0.6288771033287048,0.8629765510559082,0.9995664358139038,0.9981316328048706,loan
165,,ঘড়ি,ঘড়ী,gʱɔɽi,gʱɔɹi,The clock,clock,0.2,0.0,0.0694444444444444,0.0972222222222222,1.3333333333333333,0.0694444444444444,0.8858524560928345,0.8825657963752747,0.9984705448150636,0.9981032609939576,loan
166,,কাটা,কটা,kaʈa,kɔta,Cut,Brown,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.8894707560539246,0.7949224710464478,0.9987289309501648,0.9999239444732666,loan
167,,একলা,এক,ekɔla,ɛk,Alone,One,0.8,0.6,0.55,0.6083333333333334,4.4,0.6083333333333334,0.920540452003479,0.628900945186615,0.9972365498542786,0.999457597732544,loan
168,,প্রাচীন,প্ৰাচীন,prat͡ɕin̪,pɹasin,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.7735397219657898,0.8392791152000427,0.9994256496429444,0.9998411536216736,loan
169,,মহিষ,মৈহ,mɔɦiʃ,mɔɪɦ,The buffalo,Maih,0.6,0.4,0.2166666666666666,0.2416666666666667,2.075,0.2375,0.9326840043067932,0.6959085464477539,0.996176779270172,0.9989439845085144,loan
170,,শেখা,শিকা,ʃekʰa,xika,Learning,learn,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,0.91780424118042,0.7373245358467102,0.998980700969696,0.9981987476348876,loan
171,,ভাজা,ভজা,bʱad͡ʑa,bʰɔza,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,0.9257087707519532,0.8524996042251587,0.999692678451538,0.9981709718704224,loan
172,,এক,আক,ek,ak,One,Let's go,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.889079749584198,0.5527715682983398,0.998238444328308,0.9994404911994934,loan
173,,টেহা,ঠেং,ʈeɦa,tʰɛŋ,Teha,The tail,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,0.8998747467994691,0.7721473574638367,0.9996964931488036,0.9977763891220092,loan
174,,ভইষ,মৈহ,bʱiʃ,mɔɪɦ,Fear,Maih,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,0.915308952331543,0.7369096279144287,0.996982753276825,0.9987319111824036,loan
175,,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,0.8483038544654846,0.6940174102783203,0.9980614185333252,0.998159885406494,loan
176,,টাকা,টকা,ʈaka,tɔka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.9005182981491089,0.6420102715492249,0.9998943209648132,0.9997738003730774,loan
177,,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,0.9421563148498536,0.8553645014762878,0.998469054698944,0.9992202520370485,loan
178,,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,0.9592530727386476,0.9282821416854858,0.995655119419098,0.9986197352409364,loan
179,,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,0.7762205600738525,0.6661988496780396,0.9946889877319336,0.997875452041626,loan
180,,সাগর,সাগৰ,ʃaɡɔrɔ,xagɔɹɔ,The sea,sea,0.5,0.3333333333333333,0.2013888888888889,0.2361111111111111,2.0625,0.21875,0.9098082184791564,0.6199463605880737,0.9982478618621826,0.99965238571167,loan
181,,চৈত,চ’ত,t͡ɕojt̪,sɔ’tɔ,Chait,Four,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,0.8171337842941284,0.7070775628089905,0.9958525896072388,0.9981660842895508,loan
182,,রবিবার,ৰবিবাৰ,rɔbibar,ɹɔbibaɹ,Sunday,Sunday,0.2857142857142857,0.0,0.0476190476190476,0.0714285714285714,1.0,0.0476190476190476,0.9009963274002076,0.5882399082183838,0.9957440495491028,0.998779296875,loan
183,,কচুয়া,কচু,kɔt͡ɕue̯a,kɔsu,Kachua,Kachu,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,0.9458222389221193,0.6128230094909668,0.9992462992668152,0.9978020191192628,loan
184,,ডাঙর,দীঘা,ɖaŋɔrɔ,digʱa,Strong,Digha,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,0.9059993624687196,0.710252583026886,0.9956994652748108,0.9986082911491394,loan
185,,কান,কাণ,kan̪,kan,Ears,ear,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9265992641448976,0.7102300524711609,0.9995654821395874,0.99965637922287,loan
186,,পানি,পানী,pan̪i,pani,Water,water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.8740530014038086,0.5155227184295654,0.9997966885566713,0.9998727440834044,loan
187,,ডাঙর,দীঘল,ɖaŋɔrɔ,digʱɔlɔ,Strong,long,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,0.8686918020248413,0.7789833545684814,0.9949182271957396,0.9990085363388062,loan
188,,পোলা,পুলি,pola,puli,Pola,Seedlings,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.8478767275810242,0.8341131210327148,0.9993937611579896,0.9995436668395996,loan
189,,চান,চন্দ্ৰ,t͡ɕan̪,sɔndɹɔ,Want,moon,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,0.7921640276908875,0.5392808318138123,0.9997757077217102,0.9996286630630492,loan
190,,কাঁচ,কাচ,kãt͡ɕɔ,kas,Glass,Glass,0.8333333333333334,0.6666666666666666,0.2864583333333333,0.3125,2.625,0.3125,0.9645233154296876,0.7861839532852173,0.9999170303344728,0.9992071986198424,loan
191,,শিক্ষা,সেকা,ʃikkʰa,xɛka,Education,Seka,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,0.7105836272239685,0.702793300151825,0.9995135068893432,0.9993666410446168,loan
192,,ঠেং,টাকা,ʈʰeŋ,taka,The tail,Money,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,0.8406369686126709,0.7046963572502136,0.9998494386672974,0.99971342086792,loan
193,,লাউ,লাও,lau,laʊ,Lau,Lao,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,0.826659083366394,0.6765662431716919,0.9953965544700624,0.9998832941055298,loan
194,,নীহারিকা,নিয়ৰ,n̪iɦarika,nijɔɹɔ,Nebula,Snow,0.7777777777777778,0.25,0.3020833333333333,0.3385416666666666,3.03125,0.3281249999999999,0.911912441253662,0.6141657829284668,0.9984842538833618,0.9962207674980164,loan
195,,কাছ,কাছু,kat͡ɕʰ,kasu,Near,Something,0.6666666666666666,0.5,0.2864583333333333,0.3125,2.5625,0.3125,0.8759958148002625,0.5198234915733337,0.997450351715088,0.9989177584648132,loan
196,,চাঁদ,চান্দ,t͡ɕãd̪ɔ,sandɔ,The moon,Chand,0.7142857142857143,0.6,0.2416666666666666,0.2583333333333333,2.15,0.2583333333333333,0.6702802181243896,0.7093121409416199,0.9992340207099916,0.9977596402168274,loan
197,,পোলা,পোৱালী,pola,pʊwali,Pola,The puppy,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,0.8481736779212952,0.7823452949523926,0.9990522265434264,0.9991437792778016,loan
198,,টাং,টাকা,ʈaŋ,taka,Tang,Money,0.75,0.5,0.265625,0.2916666666666667,2.625,0.2916666666666667,0.857474684715271,0.6593776941299438,0.994564175605774,0.9987215995788574,loan
199,,মকাই,মাকৈ,mɔkai,makɔɪ,Maize,corn,0.6,0.0,0.075,0.075,0.75,0.075,0.929186463356018,0.7862934470176697,0.9990164041519164,0.9991160035133362,loan
200,,রঙ,ৰাং,rɔŋɔ,ɹaŋ,Color,Rang,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,0.8287330865859985,0.5637978911399841,0.995685577392578,0.9994035959243774,loan
201,,অঙ্ক,অংক,oŋkɔ,ɔŋkɔ,The numbers,Math,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.9459299445152284,0.6664331555366516,0.9996384978294371,0.9996601343154908,loan
202,,হক্কল,সকলো,ɦɔkkɔlɔ,xɔkɔlʊ,Haqkal,everything,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,0.8395646810531616,0.6777084469795227,0.9973053336143494,0.9983339905738832,loan
203,,অংশু,আঁহ,oŋʃu,ãɦɔ,Anshu,Fiber,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,0.8699359297752379,0.8259573578834534,0.998445987701416,0.9988382458686828,loan
204,,চাকা,চকৰ,t͡ɕaka,sɔkɔɹɔ,The wheel,Chakar,1.0,0.5,0.3923611111111111,0.4236111111111111,3.458333333333333,0.4236111111111111,0.8251141905784607,0.5943693518638611,0.9984626173973083,0.9984450936317444,loan
205,,শৈবাল,শেলাই,ʃojbalɔ,xɛlai,Algae,Seams,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,0.8861430287361145,0.7273820638656616,0.9997256398200988,0.9976345896720886,loan
206,,টেহা,টকা,ʈeɦa,tɔka,Teha,Money,0.75,0.25,0.09375,0.09375,1.5,0.09375,0.9031912684440612,0.6383771896362305,0.9997416734695436,0.9976639747619628,loan
207,,গাঁও,গাঁউ,ɡão,gãu,The village,Village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.75,0.3611111111111111,0.9386995434761048,0.6215727925300598,0.9992508888244628,0.9970494508743286,loan
208,,মূল,মূলা,mulɔ,mula,Original,Radish,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.8857015371322632,0.7643348574638367,0.9952539801597596,0.999506413936615,loan
209,,বুধবার,বুধবাৰ,bud̪ʱɔbar,budʰbaɹ,Wednesday,Wednesday,0.4444444444444444,0.1428571428571428,0.1636904761904762,0.1904761904761904,1.6071428571428572,0.1785714285714285,0.9303800463676452,0.6562539339065552,0.9992324113845824,0.9983419179916382,loan
210,,সর্প,সাপ,ʃɔrpɔ,xap,The snake,Snake,0.8,0.6,0.4083333333333334,0.4666666666666666,3.575,0.4625,0.8405085206031799,0.5983121991157532,0.9994945526123048,0.9984334111213684,loan
211,,ডাঙর,দীঘ,ɖaŋɔrɔ,digʱ,Strong,Long,1.0,0.6666666666666666,0.6076388888888891,0.6875,5.083333333333333,0.6875,0.8664206862449646,0.58580082654953,0.9987800121307372,0.9987102150917052,loan
212,,পাখ,পখিলা,pakʰ,pɔkʰila,Wings,butterfly,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,0.9007578492164612,0.73451167345047,0.9964842796325684,0.9983633160591124,loan
213,,ভারত,ভাৰত,bʱarɔt̪ɔ,bʰaɹɔtɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,0.5586551427841187,0.6012166738510132,0.999372124671936,0.9994016885757446,loan
214,,বঙ্গ,বঙালী,bɔŋɡɔ,bɔŋali,Bengal,Bengali,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,0.8089133501052856,0.8030872941017151,0.9970715641975404,0.9996148347854614,loan
215,,জানা,জনা,d͡ʑan̪a,zɔna,To know,know,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,0.9250870943069458,0.5298526287078857,0.9995942115783693,0.9999394416809082,loan
216,,মিডা,মিঠা,miɖa,mitʰa,Mida,sweet,0.4,0.0,0.03125,0.03125,0.25,0.03125,0.9181790947914124,0.7377061247825623,0.9940516948699952,0.998827874660492,loan
217,,মেয়ে,মাই,mee̯e,mai,Girl,My,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,0.8212424516677856,0.6836138963699341,0.9970778226852416,0.9996458888053894,loan
218,,চান,চান্দ,t͡ɕan̪,sandɔ,Want,Chand,0.8333333333333334,0.6,0.4125,0.45,3.5,0.45,0.8913976550102234,0.6065380573272705,0.9989223480224608,0.9980401992797852,loan
219,,পোষ,পুহ,poʃ,puɦ,Pet,Puh,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,0.9452218413352966,0.83423912525177,0.9954045414924622,0.9975281953811646,loan
220,,বাংলা,বঙালী,baŋla,bɔŋali,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,0.799769401550293,0.5693972706794739,0.9976062774658204,0.9995523691177368,loan
221,,মু,মুহ,mu,muɦ,Mu,Muh,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.916244089603424,0.7742176055908203,0.9996878504753112,0.9994243383407592,loan
222,,অগ্নি,আগুনি,oɡn̪i,aguni,Fire,Fire,0.8,0.25,0.1145833333333333,0.125,2.53125,0.1145833333333333,0.9119977951049804,0.7410076856613159,0.9967761635780334,0.9992735981941224,loan
223,,বাউল,বলিয়া,baulɔ,bɔlija,Bowl,Saying,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,0.912964940071106,0.66325843334198,0.9982150793075562,0.9991400241851808,loan
224,,খাদ্য,খানা,kʰad̪d͡zɔ,kʰana,Food,Food,0.6666666666666666,0.4,0.2416666666666666,0.2583333333333333,2.35,0.2583333333333333,0.5379807353019714,0.5878589153289795,0.9985358119010924,0.9997410178184508,loan
