,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,label
168,,বিলৈ,বিলাই,bilɔɪ,bilai,to the b,distribute,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,loan
169,,জেঠ,জেঠ,zɛtʰ,d͡ʑeʈʰɔ,Jeth,Jeth,0.8571428571428571,0.5,0.296875,0.3229166666666667,2.6875,0.3229166666666667,loan
170,,ফেঁচা,পেঁচা,pʰɛ̃sa,pẽt͡ɕa,owl,Owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,loan
171,,মৈ,মৈ,mɔɪ,moj,May,May,0.6666666666666666,0.3333333333333333,0.0416666666666666,0.0555555555555555,0.875,0.0416666666666666,loan
172,,মাখি,মাক্‌খি,makʰi,mak‌kʰi,Flies,Makkhi,0.2857142857142857,0.2,0.1791666666666666,0.2,1.45,0.2,loan
173,,পিন্ধ,পিন্ধা,pindʰɔ,pin̪d̪ʱa,Wear,wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,loan
174,,গোল,গোলন্দাজ,gʊl,ɡolɔn̪d̪ad͡ʑ,Round,Gunner,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,loan
175,,দিন,দিন,din,d̪in̪,Day,Day,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,loan
176,,চন্দ্ৰ,চাঁদ,sɔndɹɔ,t͡ɕãd̪ɔ,moon,The moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,loan
177,,আঁঠু,আঁডু,ãtʰu,ãɖu,knee,Andu,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,loan
178,,পিন্ধা,পিন্ধা,pindʰa,pin̪d̪ʱa,wear,wear,0.375,0.0,0.025,0.025,0.15,0.025,loan
179,,চন্দ্ৰ,চান,sɔndɹɔ,t͡ɕan̪,moon,Want,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,loan
180,,চান্দ,চাঁদ,sandɔ,t͡ɕãd̪ɔ,Chand,The moon,0.7142857142857143,0.6,0.2416666666666666,0.2583333333333333,2.15,0.2583333333333333,loan
181,,কটা,কাটা,kɔta,kaʈa,Brown,Cut,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,loan
182,,এক,এক,ɛk,ek,One,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
183,,শিকা,শেখা,xika,ʃekʰa,learn,Learning,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,loan
184,,ঠেং,টাং,tʰɛŋ,ʈaŋ,The tail,Tang,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,loan
185,,ছয়,ছয়,sɔjɔ,t͡ɕʰe̯ɔ,Six,Six,0.8571428571428571,0.5,0.3072916666666667,0.34375,2.78125,0.3333333333333333,loan
186,,অনুবাদ,অনুবাদ,ɔnubad,on̪ubad̪,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
187,,গম,গম,gɔmɔ,ɡɔmɔ,Wheat,Wheat,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
188,,জ্ঞান,জ্ঞান,znan,d͡ʑnan̪,Knowledge,Knowledge,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
189,,ভাজা,ভাজা,bʰaza,bʱad͡ʑa,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
190,,পদুম,পদ্ম,pɔdum,pɔd̪mɔ,The lotus,Lotus,0.3333333333333333,0.4,0.1416666666666666,0.1583333333333333,2.95,0.1416666666666666,loan
191,,পাঁচ,পাঁচ,pãsɔ,pãt͡ɕɔ,Five,Five,0.5,0.3333333333333333,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
192,,ভাৰত,ভারত,bʰaɹɔtɔ,bʱarɔt̪ɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,loan
193,,মাই,মেয়ে,mai,mee̯e,My,Girl,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,loan
194,,মিঠা,মিডা,mitʰa,miɖa,sweet,Mida,0.4,0.0,0.03125,0.03125,0.25,0.03125,loan
195,,টাকা,ঠেং,taka,ʈʰeŋ,Money,The tail,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,loan
196,,চিন্তা,চিন্তা,sinta,t͡ɕin̪t̪a,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,loan
197,,কোটি,কোটি,kʊti,koʈi,Crores,Crores,0.5,0.0,0.03125,0.03125,0.3125,0.03125,loan
198,,গাঁও,গাঁও,gãʊ,ɡão,The village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,loan
199,,ময়ূৰ,ময়ূর,mɔjuɹ,me̯ur,The peacock,Peacock,0.6,0.2,0.2291666666666666,0.275,2.325,0.25,loan
200,,মিঠা,মিষ্টি,mitʰa,miʃʈi,sweet,Sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,loan
201,,পখিলা,পাখ,pɔkʰila,pakʰ,butterfly,Wings,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,loan
202,,দহ,দশ,dɔɦɔ,d̪ɔʃɔ,ten,Ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,loan
203,,গুলী,গোলন্দাজ,guli,ɡolɔn̪d̪ad͡ʑ,The bullet,Gunner,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,loan
204,,ঔষধ,ঔষধ,ɔʊxɔdʰɔ,owʃɔd̪ʱɔ,Medicine,Medicine,0.625,0.3333333333333333,0.0659722222222222,0.0763888888888888,0.875,0.0659722222222222,loan
205,,ফুল,ফুল,pʰul,ɸulɔ,Flowers,Flowers,0.75,0.25,0.25,0.28125,2.15625,0.2760416666666667,loan
206,,দুখ,দুঃখ,dukʰ,d̪uhkʰɔ,pain,Sorry,0.4285714285714285,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,loan
207,,ধোঁৱা,ধুমা,dʰʊ̃wa,d̪ʱuma,smoke,Smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,loan
208,,ভাত,ভাত,bʰat,bʱat̪,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,loan
209,,সাগৰ,সাগর,xagɔɹɔ,ʃaɡɔrɔ,sea,The sea,0.5,0.3333333333333333,0.2013888888888889,0.2361111111111111,2.0625,0.21875,loan
210,,আক,এক,ak,ek,Let's go,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,loan
211,,মাজ,মাঝ,maz,mad͡ʑʱɔ,middle,The middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,loan
212,,ৰাং,রঙ,ɹaŋ,rɔŋɔ,Rang,Color,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,loan
213,,ৰঙা,রঙ,ɹɔŋa,rɔŋɔ,red,Color,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,loan
214,,আঁকা,আঁক,ãka,ãkɔ,Draw,Draw,0.3333333333333333,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,loan
215,,টাকা,ঠেং,ʈaka,tʰɛŋ,Money,The tail,1.0,0.5,0.296875,0.3229166666666666,2.875,0.3229166666666666,loan
216,,এক,এক,ek,ɛk,One,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
217,,চাকা,চাকা,t͡ɕaka,saka,The wheel,The wheel,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
218,,পাখা,পখিলা,pakʰa,pɔkʰila,Fan,butterfly,0.4285714285714285,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,loan
219,,মুঠো,মুঠি,muʈʰo,mutʰi,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,loan
220,,পুস্তক,পুথি,puʃt̪ɔkɔ,putʰi,Books,The book,0.625,0.4285714285714285,0.4226190476190476,0.4642857142857142,3.4285714285714284,0.4642857142857142,loan
221,,চাকা,চাকি,t͡ɕaka,saki,The wheel,Candles,0.6666666666666666,0.25,0.0729166666666666,0.0729166666666666,0.9375,0.0729166666666666,loan
222,,ধুমা,ধোঁৱা,d̪ʱuma,dʰʊ̃wa,Smoke,smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,loan
223,,জল,জল,d͡ʑɔlɔ,zɔlɔ,Water,Water,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
224,,রাং,ৰঙা,raŋ,ɹɔŋa,Rang,red,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,loan
225,,রং,ৰঙা,rɔŋ,ɹɔŋa,Color,red,0.5,0.25,0.265625,0.3125,2.6875,0.2916666666666667,loan
226,,গলা,গলা,ɡɔla,gɔla,Throat,Throat,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
227,,দাড়ি,দাড়ি,d̪aɽi,daɹi,Beard,Beard,0.4,0.0,0.0625,0.0833333333333333,1.0625,0.0625,loan
228,,বিছা,বিছা,bit͡ɕʰa,bisa,Scorpion,Scorpion,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
229,,হৃদয়,হিয়া,ɦɽid̪e̯ɔ,ɦija,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,loan
230,,অক্ষ,অক্ষ,okkʰɔ,ɔkʰjɔ,Axis,Axis,0.6,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,loan
231,,শনিবার,শনিবাৰ,ʃɔn̪ibar,xɔnibaɹ,Saturday,Saturday,0.375,0.1428571428571428,0.050595238095238,0.0654761904761904,0.7678571428571429,0.050595238095238,loan
232,,আঁই,আমি,ãi,ami,I am,I,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,loan
233,,বিষ,বিষ,biʃ,bix,Poison,Poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,loan
234,,বিছা,বৃশ্চিক,bit͡ɕʰa,bɽixsik,Scorpion,Scorpio,0.8571428571428571,0.4285714285714285,0.4226190476190476,0.4761904761904762,3.6607142857142856,0.4732142857142857,loan
235,,রঙ,ৰঙা,rɔŋɔ,ɹɔŋa,Color,red,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,loan
236,,ব্যাকরণ,ব্যাকৰণ,bækɔrɔnɔ,biakɔɹɔnɔ,Grammar,Grammar,0.3333333333333333,0.1111111111111111,0.1180555555555555,0.1388888888888889,1.1944444444444444,0.1296296296296296,loan
237,,পানীয়,পানী,pan̪ie̯,pani,Drinks,water,0.4285714285714285,0.2,0.1875,0.2083333333333333,1.5,0.2083333333333333,loan
238,,গোসাঁই,গোহাঁই,ɡoʃãi,gʊɦãi,Gosain,Gohain,0.6,0.5,0.225,0.25,2.175,0.2458333333333333,loan
239,,রসুন,লহুন,rɔʃun̪,lɔɦun,Garlic,Blood,0.5,0.2,0.0625,0.0833333333333333,0.925,0.0625,loan
240,,পেঁচা,ফেঁচা,pẽt͡ɕa,pʰɛ̃sa,Owl,owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,loan
241,,ক্রিয়া,ক্ৰিয়া,krie̯a,kɹija,Verbs,Action,0.5,0.0,0.05,0.075,0.875,0.05,loan
242,,শ্রীবৃক্ষ,শ্রী,ʃribɽikkʰɔ,xɹi,Srivriksha,Mr.,0.9,0.7777777777777778,0.625,0.7129629629629629,5.402777777777778,0.7013888888888888,loan
243,,রাষ্ট্র,ৰাষ্ট্ৰ,raʃʈrɔ,ɹaxtɹɔ,State,The State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,loan
244,,মূত্র,মূত,mut̪rɔ,mut,Urine,Urine,0.5,0.4,0.3541666666666667,0.4083333333333334,2.95,0.4083333333333334,loan
245,,ধোঁয়া,ধোঁৱা,d̪ʱõe̯a,dʰʊ̃wa,Smoke,smoke,0.7142857142857143,0.25,0.09375,0.1041666666666666,0.90625,0.09375,loan
246,,বিলাই,বিলৈ,bilai,bilɔɪ,distribute,to the b,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,loan
247,,মুঠো,মুঠা,muʈʰo,mutʰa,Fist,A handful,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,loan
248,,সমানে,সমান,ʃɔman̪e,xɔman,Equally,Equal,0.4285714285714285,0.3333333333333333,0.1805555555555555,0.2013888888888888,1.5208333333333333,0.1979166666666666,loan
249,,পোলা,পোনা,pola,pʊna,Pola,Pona,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
250,,রচনা,ৰচনা,rɔt͡ɕɔn̪a,ɹɔsɔna,Composition,essay,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,loan
251,,আঁডু,আঁঠু,ãɖu,ãtʰu,Andu,knee,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,loan
252,,পিন্ধা,পিন্ধা,pin̪d̪ʱa,pindʰa,wear,wear,0.375,0.0,0.025,0.025,0.15,0.025,loan
253,,ক্যা,কি,kæ,ki,Kya,What?,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,loan
254,,গোসাঁই,গোসাঞি,ɡoʃãi,gʊxani,Gosain,Gosani,0.8333333333333334,0.4,0.225,0.2666666666666666,3.475,0.225,loan
255,,একলা,আক,ekɔla,ak,Alone,Let's go,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,loan
256,,আগুন,আগুনি,aɡun̪,aguni,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,loan
257,,গলা,গেলা,ɡɔla,gɛla,Throat,Swallow,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,loan
258,,বাল,বাল,balɔ,bal,Baal,Baal,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
259,,চিন্তা,চিন্তা,t͡ɕin̪t̪a,sinta,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,loan
260,,টাং,টকা,ʈaŋ,tɔka,Tang,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0625,0.3333333333333333,loan
261,,দুগ্ধ,দুগ্ধ,d̪uɡɔd̪ʱɔ,dugdʰɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,loan
262,,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0.0,0.0625,0.0625,0.6875,0.0625,loan
263,,মিষ্টি,মিঠা,miʃʈi,mitʰa,Sweet,sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,loan
264,,কেলা,কল,kela,kɔlɔ,The banana,Call,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,loan
265,,চাকা,চকা,t͡ɕaka,sɔka,The wheel,wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,loan
266,,মাঝ,মাজ,mad͡ʑʱɔ,maz,The middle,middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,loan
267,,ভাত,ভাত,bʱat̪,bʰat,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,loan
268,,সাঁঝ,সন্ধিয়া,ʃãd͡ʑʱɔ,xɔndʰija,Evening,evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,loan
269,,দশ,দহ,d̪ɔʃɔ,dɔɦɔ,Ten,ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,loan
270,,গু,গু,ɡu,gu,Gu,Gu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,loan
271,,মুঠি,মুঠ,muʈʰi,mutʰ,Fist,total,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
272,,দ্বার,দুৱাৰ,d̪ar,duwaɹ,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,loan
273,,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,loan
274,,মাংস,মঙহ,maŋʃɔ,mɔŋɔɦɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,loan
275,,কচু,কচু,kɔt͡ɕu,kɔsu,Kachu,Kachu,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
276,,ঠেং,ঠেং,ʈʰeŋ,tʰɛŋ,The tail,The tail,0.5,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,loan
277,,গোলন্দাজ,গুলী,ɡolɔn̪d̪ad͡ʑ,guli,Gunner,The bullet,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,loan
278,,চাঁদ,চন্দ্ৰ,t͡ɕãd̪ɔ,sɔndɹɔ,The moon,moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,loan
279,,গোলন্দাজ,গোল,ɡolɔn̪d̪ad͡ʑ,gʊl,Gunner,Round,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,loan
280,,ঠেং,টকা,ʈʰeŋ,tɔka,The tail,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0,0.3333333333333333,loan
281,,ঔষধ,ঔষধ,owʃɔd̪ʱɔ,ɔʊxɔdʰɔ,Medicine,Medicine,0.625,0.3333333333333333,0.0659722222222222,0.0763888888888888,0.875,0.0659722222222222,loan
282,,মাহই,মাকৈ,maɦi,makɔɪ,Mahi,corn,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,loan
283,,বিষ,বিহ,biʃ,biɦ,Poison,poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,loan
284,,চাঁদ,চান,t͡ɕãd̪ɔ,san,The moon,Want,1.0,0.6666666666666666,0.3177083333333333,0.34375,3.3125,0.34375,loan
285,,আগুন,অগ্নি,aɡun̪,ɔgni,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,loan
286,,ডিম,ডিম,ɖim,dim,Eggs,Eggs,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.1666666666666666,0.0138888888888888,loan
287,,মেঘ,মেঘ,megʱɔ,mɛgʱ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,loan
288,,কাছ,কাছ,kat͡ɕʰ,kas,Near,Near,0.6666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,loan
289,,বাজ,বাজে,bad͡ʑ,bazɛ,Lightning,Bad,0.6,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,loan
290,,পুরুষ,পুৰুষ,puruʃ,puɹux,Men,male,0.4,0.2,0.0625,0.0833333333333333,1.025,0.0625,loan
291,,টাং,ঠেং,ʈaŋ,tʰɛŋ,Tang,The tail,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,loan
292,,ফল,ফল,ɸɔlɔ,pʰɔlɔ,Fruit,Fruit,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,loan
293,,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,loan
294,,রউন,লহুন,run̪,lɔɦun,Rune,Blood,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,loan
295,,হাল,হাল,ɦalɔ,ɦal,Hello,Hello,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
296,,শিক্ষা,শিকোৱা,ʃikkʰa,xikʊwa,Education,teaching,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,loan
297,,ছাগলী,ছাগলী,t͡ɕʰaɡɔli,sagɔli,goat,goat,0.5555555555555556,0.3333333333333333,0.1909722222222222,0.2083333333333333,1.7083333333333333,0.2083333333333333,loan
298,,কোন,কোন,kon̪,kʊn,No,No,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,loan
299,,অনুবাদ,অনুবাদ,on̪ubad̪,ɔnubad,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
300,,কাটা,কটা,kaʈa,kɔta,Cut,Brown,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,loan
301,,একলা,এক,ekɔla,ɛk,Alone,One,0.8,0.6,0.55,0.6083333333333334,4.4,0.6083333333333334,loan
302,,অস্থি,অস্থি,oʃt̪ʰi,ɔxtʰi,Bones,Bones,0.5,0.25,0.0572916666666666,0.0624999999999999,0.53125,0.0572916666666666,loan
303,,উপন্যাস,উপন্যাস,upn̪æʃ,upniax,Novel,Novel,0.5,0.3333333333333333,0.1805555555555555,0.2013888888888889,1.5208333333333333,0.1979166666666666,loan
304,,প্রাচীন,প্ৰাচীন,prat͡ɕin̪,pɹasin,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,loan
305,,কোটি,কোটি,koʈi,kʊti,Crores,Crores,0.5,0.0,0.03125,0.03125,0.3125,0.03125,loan
306,,মহিষ,মৈহ,mɔɦiʃ,mɔɪɦ,The buffalo,Maih,0.6,0.4,0.2166666666666666,0.2416666666666667,2.075,0.2375,loan
307,,ফণী,ফণী,ɸɔni,pʰɔni,comb,comb,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,loan
308,,ভাজা,ভাজা,bʱad͡ʑa,bʰaza,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
309,,শেখা,শিকা,ʃekʰa,xika,Learning,learn,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,loan
310,,ভাজা,ভজা,bʱad͡ʑa,bʰɔza,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,loan
311,,এক,আক,ek,ak,One,Let's go,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,loan
312,,টেহা,ঠেং,ʈeɦa,tʰɛŋ,Teha,The tail,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,loan
313,,কাঠ,কাঠ,kaʈʰɔ,katʰ,Wood,Wood,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
314,,কোদাল,কোদাল,kod̪alɔ,kʊdal,Spade,Spade,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.375,0.1875,loan
315,,ভইষ,মৈহ,bʱiʃ,mɔɪɦ,Fear,Maih,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,loan
316,,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,loan
317,,টাকা,টকা,ʈaka,tɔka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,loan
318,,সাঁচা,সাঁচ,ʃãt͡ɕa,xãsɔ,True,Templates,0.8333333333333334,0.6666666666666666,0.1302083333333333,0.1354166666666666,1.53125,0.1302083333333333,loan
319,,যোনি,যোনি,d͡zon̪i,zʊni,Vagina,Vagina,0.5714285714285714,0.25,0.0520833333333333,0.0520833333333333,0.625,0.0520833333333333,loan
320,,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,loan
321,,মুঠি,মুঠা,muʈʰi,mutʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,loan
322,,অশোক,অশোক,oʃok,ɔxʊk,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,loan
323,,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,loan
324,,গাঁও,গাঁও,ɡão,gãʊ,The village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,loan
325,,নতুন,নতুন,n̪ɔt̪un̪,nɔtun,New,New,0.375,0.0,0.025,0.025,0.15,0.025,loan
326,,লবণ,লোণ,lɔbɔnɔ,lʊn,Salt,Salt,0.6666666666666666,0.5,0.4548611111111111,0.5069444444444444,3.7083333333333335,0.5069444444444444,loan
327,,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,loan
328,,বাউল,বাউল,baulɔ,baul,Bowl,Bowl,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,loan
329,,ধনিয়া,ধনিয়া,d̪ʱɔn̪ie̯a,dʰɔnija,Coriander,Coriander,0.5,0.0,0.0347222222222222,0.0416666666666666,0.2708333333333333,0.0347222222222222,loan
330,,গলা,গিলা,ɡɔla,gila,Throat,Swallow,0.5,0.25,0.265625,0.2916666666666667,2.25,0.2916666666666667,loan
331,,বাজ,বাজ,bad͡ʑ,baz,Lightning,Lightning,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.9166666666666666,0.0694444444444444,loan
332,,শাওন,শাওন,ʃaon̪,xaʊn,Shawn,Shawn,0.6,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,loan
333,,সাপ,সাপ,ʃap,xap,Snake,Snake,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,loan
334,,বাঘ,বাঘ,bagʱɔ,bagʱ,Tiger,Tiger,0.2,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,loan
335,,সাগর,সাগৰ,ʃaɡɔrɔ,xagɔɹɔ,The sea,sea,0.5,0.3333333333333333,0.2013888888888889,0.2361111111111111,2.0625,0.21875,loan
336,,আকাশ,আকাশ,akaʃ,akax,The sky,The sky,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,loan
