CategoryTreeItem,CategoryTreeItem 2,CategoryTreeItem href,CategoryTreeItem 3
‎,Batanga language,https://en.wiktionary.org/wiki/Category:Batanga_language,"(1 c, 0 e)"
‎,Batek language,https://en.wiktionary.org/wiki/Category:Batek_language,(0 e)
‎,Bathari language,https://en.wiktionary.org/wiki/Category:Bathari_language,"(3 c, 0 e)"
‎,Bats language,https://en.wiktionary.org/wiki/Category:Bats_language,"(12 c, 0 e)"
‎,Batu language,https://en.wiktionary.org/wiki/Category:Batu_language,"(1 c, 0 e)"
‎,Batui language,https://en.wiktionary.org/wiki/Category:Batui_language,"(3 c, 0 e)"
‎,Batuley language,https://en.wiktionary.org/wiki/Category:Batuley_language,"(2 c, 0 e)"
‎,Bau language,https://en.wiktionary.org/wiki/Category:Bau_language,"(1 c, 0 e)"
‎,Bau Bidayuh language,https://en.wiktionary.org/wiki/Category:Bau_Bidayuh_language,"(6 c, 0 e)"
‎,Baure language,https://en.wiktionary.org/wiki/Category:Baure_language,"(5 c, 0 e)"
‎,Bauro language,https://en.wiktionary.org/wiki/Category:Bauro_language,"(2 c, 0 e)"
‎,Bauwaki language,https://en.wiktionary.org/wiki/Category:Bauwaki_language,(0 e)
‎,Bauzi language,https://en.wiktionary.org/wiki/Category:Bauzi_language,"(1 c, 0 e)"
‎,Bavarian language,https://en.wiktionary.org/wiki/Category:Bavarian_language,"(14 c, 1 e)"
‎,Bay Miwok language,https://en.wiktionary.org/wiki/Category:Bay_Miwok_language,"(1 c, 0 e)"
‎,Bayali language,https://en.wiktionary.org/wiki/Category:Bayali_language,(0 e)
‎,Baybayanon language,https://en.wiktionary.org/wiki/Category:Baybayanon_language,"(3 c, 0 e)"
‎,Bayogoula language,https://en.wiktionary.org/wiki/Category:Bayogoula_language,"(1 c, 0 e)"
‎,Bayungu language,https://en.wiktionary.org/wiki/Category:Bayungu_language,"(1 c, 0 e)"
‎,Bazigar language,https://en.wiktionary.org/wiki/Category:Bazigar_language,"(1 c, 0 e)"
‎,Beaver language,https://en.wiktionary.org/wiki/Category:Beaver_language,"(5 c, 0 e)"
‎,Bebe language,https://en.wiktionary.org/wiki/Category:Bebe_language,"(1 c, 0 e)"
‎,Bedjond language,https://en.wiktionary.org/wiki/Category:Bedjond_language,"(4 c, 0 e)"
‎,Beele language,https://en.wiktionary.org/wiki/Category:Beele_language,"(1 c, 0 e)"
‎,Beezen language,https://en.wiktionary.org/wiki/Category:Beezen_language,"(1 c, 0 e)"
‎,Beja language,https://en.wiktionary.org/wiki/Category:Beja_language,"(8 c, 0 e)"
‎,Bekati' language,https://en.wiktionary.org/wiki/Category:Bekati%27_language,"(1 c, 0 e)"
‎,Belait language,https://en.wiktionary.org/wiki/Category:Belait_language,"(3 c, 0 e)"
‎,Belarusian language,https://en.wiktionary.org/wiki/Category:Belarusian_language,"(21 c, 1 e)"
‎,Beli language,https://en.wiktionary.org/wiki/Category:Beli_language,"(1 c, 0 e)"
‎,Belizean Creole language,https://en.wiktionary.org/wiki/Category:Belizean_Creole_language,"(5 c, 0 e)"
‎,Bella Coola language,https://en.wiktionary.org/wiki/Category:Bella_Coola_language,"(8 c, 0 e)"
‎,Bellari language,https://en.wiktionary.org/wiki/Category:Bellari_language,"(1 c, 0 e)"
‎,Belter Creole language,https://en.wiktionary.org/wiki/Category:Belter_Creole_language,"(4 c, 1 e)"
‎,Bemba language,https://en.wiktionary.org/wiki/Category:Bemba_language,"(10 c, 0 e)"
‎,Bembe language,https://en.wiktionary.org/wiki/Category:Bembe_language,"(1 c, 0 e)"
‎,Ben Tey language,https://en.wiktionary.org/wiki/Category:Ben_Tey_language,"(1 c, 0 e)"
‎,Benabena language,https://en.wiktionary.org/wiki/Category:Benabena_language,"(1 c, 0 e)"
‎,Bench language,https://en.wiktionary.org/wiki/Category:Bench_language,"(1 c, 0 e)"
‎,Bende language,https://en.wiktionary.org/wiki/Category:Bende_language,"(2 c, 0 e)"
‎,Beneraf language,https://en.wiktionary.org/wiki/Category:Beneraf_language,"(1 c, 0 e)"
‎,Beng language,https://en.wiktionary.org/wiki/Category:Beng_language,"(1 c, 0 e)"
‎,Bengali language,https://en.wiktionary.org/wiki/Category:Bengali_language,"(23 c, 2 e)"
‎,Bengkala Sign Language,https://en.wiktionary.org/wiki/Category:Bengkala_Sign_Language,(0 e)
‎,Beothuk language,https://en.wiktionary.org/wiki/Category:Beothuk_language,"(2 c, 1 e)"
‎,Bepour language,https://en.wiktionary.org/wiki/Category:Bepour_language,"(1 c, 0 e)"
‎,Berakou language,https://en.wiktionary.org/wiki/Category:Berakou_language,(0 e)
‎,Berau Malay language,https://en.wiktionary.org/wiki/Category:Berau_Malay_language,(0 e)
‎,Berawan language,https://en.wiktionary.org/wiki/Category:Berawan_language,"(4 c, 0 e)"
‎,Berbice Creole Dutch language,https://en.wiktionary.org/wiki/Category:Berbice_Creole_Dutch_language,"(5 c, 0 e)"
‎,Bergish language,https://en.wiktionary.org/wiki/Category:Bergish_language,"(3 c, 0 e)"
‎,Berik language,https://en.wiktionary.org/wiki/Category:Berik_language,"(1 c, 0 e)"
‎,Berom language,https://en.wiktionary.org/wiki/Category:Berom_language,"(2 c, 0 e)"
‎,Berti language,https://en.wiktionary.org/wiki/Category:Berti_language,"(1 c, 0 e)"
‎,Besisi language,https://en.wiktionary.org/wiki/Category:Besisi_language,"(2 c, 0 e)"
‎,Betawi language,https://en.wiktionary.org/wiki/Category:Betawi_language,"(9 c, 0 e)"
‎,Betoi language,https://en.wiktionary.org/wiki/Category:Betoi_language,"(2 c, 1 e)"
‎,Betta Kurumba language,https://en.wiktionary.org/wiki/Category:Betta_Kurumba_language,(0 e)
‎,Bezhta language,https://en.wiktionary.org/wiki/Category:Bezhta_language,"(7 c, 1 e)"
‎,Bhadrawahi language,https://en.wiktionary.org/wiki/Category:Bhadrawahi_language,"(3 c, 0 e)"
‎,Bharia language,https://en.wiktionary.org/wiki/Category:Bharia_language,(0 e)
‎,Bhatri language,https://en.wiktionary.org/wiki/Category:Bhatri_language,(0 e)
‎,Bhattiyali language,https://en.wiktionary.org/wiki/Category:Bhattiyali_language,"(1 c, 0 e)"
‎,Bhele language,https://en.wiktionary.org/wiki/Category:Bhele_language,(0 e)
‎,Bhilali language,https://en.wiktionary.org/wiki/Category:Bhilali_language,"(4 c, 0 e)"
‎,Bhili language,https://en.wiktionary.org/wiki/Category:Bhili_language,"(2 c, 0 e)"
‎,Bhojpuri language,https://en.wiktionary.org/wiki/Category:Bhojpuri_language,"(14 c, 0 e)"
‎,Bhoti Kinnauri language,https://en.wiktionary.org/wiki/Category:Bhoti_Kinnauri_language,"(1 c, 0 e)"
‎,Biak language,https://en.wiktionary.org/wiki/Category:Biak_language,"(5 c, 0 e)"
‎,Biangai language,https://en.wiktionary.org/wiki/Category:Biangai_language,"(1 c, 0 e)"
‎,Biao language,https://en.wiktionary.org/wiki/Category:Biao_language,"(9 c, 0 e)"
‎,Biao Mon language,https://en.wiktionary.org/wiki/Category:Biao_Mon_language,"(4 c, 0 e)"
‎,Biatah Bidayuh language,https://en.wiktionary.org/wiki/Category:Biatah_Bidayuh_language,(0 e)
‎,Bibaali language,https://en.wiktionary.org/wiki/Category:Bibaali_language,"(1 c, 1 e)"
‎,Bidiyo language,https://en.wiktionary.org/wiki/Category:Bidiyo_language,"(2 c, 0 e)"
‎,Bidyara language,https://en.wiktionary.org/wiki/Category:Bidyara_language,"(2 c, 0 e)"
‎,Biem language,https://en.wiktionary.org/wiki/Category:Biem_language,"(1 c, 0 e)"
‎,Bierebo language,https://en.wiktionary.org/wiki/Category:Bierebo_language,"(1 c, 0 e)"
‎,Biete language,https://en.wiktionary.org/wiki/Category:Biete_language,(0 e)
‎,Big Nambas language,https://en.wiktionary.org/wiki/Category:Big_Nambas_language,"(1 c, 0 e)"
‎,Bigambal language,https://en.wiktionary.org/wiki/Category:Bigambal_language,"(1 c, 0 e)"
‎,Bih language,https://en.wiktionary.org/wiki/Category:Bih_language,"(1 c, 0 e)"
‎,Bihari language,https://en.wiktionary.org/wiki/Category:Bihari_language,"(5 c, 0 e)"
‎,Bikol Central language,https://en.wiktionary.org/wiki/Category:Bikol_Central_language,"(19 c, 1 e)"
‎,Bila language,https://en.wiktionary.org/wiki/Category:Bila_language,(0 e)
‎,Bilakura language,https://en.wiktionary.org/wiki/Category:Bilakura_language,"(1 c, 0 e)"
‎,Bilaspuri language,https://en.wiktionary.org/wiki/Category:Bilaspuri_language,"(5 c, 0 e)"
‎,Bilba language,https://en.wiktionary.org/wiki/Category:Bilba_language,"(5 c, 0 e)"
‎,Bilbil language,https://en.wiktionary.org/wiki/Category:Bilbil_language,"(2 c, 0 e)"
‎,Bile language,https://en.wiktionary.org/wiki/Category:Bile_language,(0 e)
‎,Biliau language,https://en.wiktionary.org/wiki/Category:Biliau_language,"(1 c, 0 e)"
‎,Biloxi language,https://en.wiktionary.org/wiki/Category:Biloxi_language,"(1 c, 0 e)"
‎,Bilua language,https://en.wiktionary.org/wiki/Category:Bilua_language,"(1 c, 0 e)"
‎,Bilur language,https://en.wiktionary.org/wiki/Category:Bilur_language,"(3 c, 0 e)"
‎,Bima language,https://en.wiktionary.org/wiki/Category:Bima_language,"(7 c, 0 e)"
‎,Bimin language,https://en.wiktionary.org/wiki/Category:Bimin_language,"(2 c, 0 e)"
‎,Bimoba language,https://en.wiktionary.org/wiki/Category:Bimoba_language,"(1 c, 0 e)"
‎,Bina language,https://en.wiktionary.org/wiki/Category:Bina_language,"(1 c, 0 e)"
‎,Binahari language,https://en.wiktionary.org/wiki/Category:Binahari_language,(0 e)
‎,Binandere language,https://en.wiktionary.org/wiki/Category:Binandere_language,"(1 c, 0 e)"
‎,Binawa language,https://en.wiktionary.org/wiki/Category:Binawa_language,"(1 c, 0 e)"
‎,Binongan Itneg language,https://en.wiktionary.org/wiki/Category:Binongan_Itneg_language,"(2 c, 0 e)"
‎,Bintulu language,https://en.wiktionary.org/wiki/Category:Bintulu_language,"(5 c, 0 e)"
‎,Binukid language,https://en.wiktionary.org/wiki/Category:Binukid_language,"(6 c, 0 e)"
‎,Bipi language,https://en.wiktionary.org/wiki/Category:Bipi_language,"(1 c, 0 e)"
‎,Birao language,https://en.wiktionary.org/wiki/Category:Birao_language,"(1 c, 0 e)"
‎,Birgid language,https://en.wiktionary.org/wiki/Category:Birgid_language,"(2 c, 0 e)"
‎,Birgit language,https://en.wiktionary.org/wiki/Category:Birgit_language,"(2 c, 0 e)"
‎,Biri language,https://en.wiktionary.org/wiki/Category:Biri_language,(0 e)
‎,Biritai language,https://en.wiktionary.org/wiki/Category:Biritai_language,"(1 c, 0 e)"
‎,Birri language,https://en.wiktionary.org/wiki/Category:Birri_language,(1 e)
‎,Birwa language,https://en.wiktionary.org/wiki/Category:Birwa_language,"(3 c, 0 e)"
‎,Bishnupriya Manipuri language,https://en.wiktionary.org/wiki/Category:Bishnupriya_Manipuri_language,"(9 c, 0 e)"
‎,Bislama language,https://en.wiktionary.org/wiki/Category:Bislama_language,"(12 c, 0 e)"
‎,Bissa language,https://en.wiktionary.org/wiki/Category:Bissa_language,"(3 c, 0 e)"
‎,Bisu language,https://en.wiktionary.org/wiki/Category:Bisu_language,"(2 c, 0 e)"
‎,Bitare language,https://en.wiktionary.org/wiki/Category:Bitare_language,"(1 c, 0 e)"
‎,Biwat language,https://en.wiktionary.org/wiki/Category:Biwat_language,"(1 c, 0 e)"
‎,Blablanga language,https://en.wiktionary.org/wiki/Category:Blablanga_language,"(1 c, 0 e)"
‎,Black Speech language,https://en.wiktionary.org/wiki/Category:Black_Speech_language,"(4 c, 1 e)"
‎,Blackfoot language,https://en.wiktionary.org/wiki/Category:Blackfoot_language,"(6 c, 0 e)"
‎,Blagar language,https://en.wiktionary.org/wiki/Category:Blagar_language,"(6 c, 0 e)"
‎,Blang language,https://en.wiktionary.org/wiki/Category:Blang_language,"(3 c, 0 e)"
‎,Blin language,https://en.wiktionary.org/wiki/Category:Blin_language,"(6 c, 1 e)"
‎,Bo-Rukul language,https://en.wiktionary.org/wiki/Category:Bo-Rukul_language,"(1 c, 0 e)"
‎,Boano (Maluku) language,https://en.wiktionary.org/wiki/Category:Boano_(Maluku)_language,"(1 c, 0 e)"
‎,Boano (Sulawesi) language,https://en.wiktionary.org/wiki/Category:Boano_(Sulawesi)_language,"(2 c, 0 e)"
‎,Bobongko language,https://en.wiktionary.org/wiki/Category:Bobongko_language,"(1 c, 0 e)"
‎,Bobot language,https://en.wiktionary.org/wiki/Category:Bobot_language,"(4 c, 0 e)"
‎,Bodo (India) language,https://en.wiktionary.org/wiki/Category:Bodo_(India)_language,"(9 c, 0 e)"
‎,Bodo Gadaba language,https://en.wiktionary.org/wiki/Category:Bodo_Gadaba_language,"(2 c, 0 e)"
‎,Bofi language,https://en.wiktionary.org/wiki/Category:Bofi_language,"(1 c, 0 e)"
‎,Boga language,https://en.wiktionary.org/wiki/Category:Boga_language,"(1 c, 0 e)"
‎,Bogaya language,https://en.wiktionary.org/wiki/Category:Bogaya_language,"(1 c, 0 e)"
‎,Boghom language,https://en.wiktionary.org/wiki/Category:Boghom_language,"(2 c, 0 e)"
‎,Bohtan Neo-Aramaic language,https://en.wiktionary.org/wiki/Category:Bohtan_Neo-Aramaic_language,"(1 c, 0 e)"
‎,Bokar language,https://en.wiktionary.org/wiki/Category:Bokar_language,"(2 c, 0 e)"
‎,Boko language,https://en.wiktionary.org/wiki/Category:Boko_language,"(2 c, 0 e)"
‎,Bokobaru language,https://en.wiktionary.org/wiki/Category:Bokobaru_language,"(1 c, 0 e)"
‎,Bokoto language,https://en.wiktionary.org/wiki/Category:Bokoto_language,"(1 c, 0 e)"
‎,Bokyi language,https://en.wiktionary.org/wiki/Category:Bokyi_language,"(1 c, 0 e)"
‎,Bola language,https://en.wiktionary.org/wiki/Category:Bola_language,"(2 c, 0 e)"
‎,Bolak language,https://en.wiktionary.org/wiki/Category:Bolak_language,"(5 c, 1 e)"
‎,Bolango language,https://en.wiktionary.org/wiki/Category:Bolango_language,"(1 c, 0 e)"
‎,Bole language,https://en.wiktionary.org/wiki/Category:Bole_language,"(3 c, 0 e)"
‎,Bolia language,https://en.wiktionary.org/wiki/Category:Bolia_language,(0 e)
‎,Bolinao language,https://en.wiktionary.org/wiki/Category:Bolinao_language,"(7 c, 0 e)"
‎,Bolivian Sign Language,https://en.wiktionary.org/wiki/Category:Bolivian_Sign_Language,(0 e)
‎,Boloki language,https://en.wiktionary.org/wiki/Category:Boloki_language,"(2 c, 0 e)"
‎,Bolongan language,https://en.wiktionary.org/wiki/Category:Bolongan_language,"(2 c, 0 e)"
‎,Bolyu language,https://en.wiktionary.org/wiki/Category:Bolyu_language,"(2 c, 0 e)"
‎,Bom language,https://en.wiktionary.org/wiki/Category:Bom_language,"(1 c, 0 e)"
‎,Bonan language,https://en.wiktionary.org/wiki/Category:Bonan_language,"(5 c, 0 e)"
‎,Bondei language,https://en.wiktionary.org/wiki/Category:Bondei_language,"(4 c, 0 e)"
‎,Bondo language,https://en.wiktionary.org/wiki/Category:Bondo_language,"(2 c, 0 e)"
‎,Bonerate language,https://en.wiktionary.org/wiki/Category:Bonerate_language,"(3 c, 0 e)"
‎,Bonggi language,https://en.wiktionary.org/wiki/Category:Bonggi_language,"(3 c, 0 e)"
‎,Bonggo language,https://en.wiktionary.org/wiki/Category:Bonggo_language,"(1 c, 0 e)"
‎,Bongo language,https://en.wiktionary.org/wiki/Category:Bongo_language,"(1 c, 0 e)"
‎,Bookan language,https://en.wiktionary.org/wiki/Category:Bookan_language,"(2 c, 0 e)"
‎,Boon language,https://en.wiktionary.org/wiki/Category:Boon_language,"(1 c, 0 e)"
‎,Boor language,https://en.wiktionary.org/wiki/Category:Boor_language,"(1 c, 0 e)"
‎,Bora language,https://en.wiktionary.org/wiki/Category:Bora_language,"(2 c, 1 e)"
‎,Borong language,https://en.wiktionary.org/wiki/Category:Borong_language,"(1 c, 0 e)"
‎,Borôro language,https://en.wiktionary.org/wiki/Category:Bor%C3%B4ro_language,"(3 c, 0 e)"
‎,Boselewa language,https://en.wiktionary.org/wiki/Category:Boselewa_language,"(1 c, 0 e)"
‎,Botlikh language,https://en.wiktionary.org/wiki/Category:Botlikh_language,"(3 c, 0 e)"
‎,Botolan Sambal language,https://en.wiktionary.org/wiki/Category:Botolan_Sambal_language,"(5 c, 0 e)"
‎,Bourbonnais-Berrichon language,https://en.wiktionary.org/wiki/Category:Bourbonnais-Berrichon_language,"(5 c, 0 e)"
‎,Bourguignon language,https://en.wiktionary.org/wiki/Category:Bourguignon_language,"(10 c, 1 e)"
‎,Bouyei language,https://en.wiktionary.org/wiki/Category:Bouyei_language,"(11 c, 0 e)"
‎,Bragat language,https://en.wiktionary.org/wiki/Category:Bragat_language,"(1 c, 0 e)"
‎,Brahui language,https://en.wiktionary.org/wiki/Category:Brahui_language,"(9 c, 0 e)"
‎,Braj language,https://en.wiktionary.org/wiki/Category:Braj_language,"(12 c, 0 e)"
‎,Brazilian Sign Language,https://en.wiktionary.org/wiki/Category:Brazilian_Sign_Language,"(2 c, 0 e)"
‎,Brem language,https://en.wiktionary.org/wiki/Category:Brem_language,"(1 c, 0 e)"
‎,Breton language,https://en.wiktionary.org/wiki/Category:Breton_language,"(19 c, 0 e)"
‎,Bribri language,https://en.wiktionary.org/wiki/Category:Bribri_language,"(4 c, 0 e)"
‎,British Sign Language,https://en.wiktionary.org/wiki/Category:British_Sign_Language,"(3 c, 0 e)"
‎,Brokkat language,https://en.wiktionary.org/wiki/Category:Brokkat_language,"(1 c, 0 e)"
‎,Brokpake language,https://en.wiktionary.org/wiki/Category:Brokpake_language,"(2 c, 0 e)"
‎,Brokskat language,https://en.wiktionary.org/wiki/Category:Brokskat_language,"(1 c, 0 e)"
‎,Brooke's Point Palawano language,https://en.wiktionary.org/wiki/Category:Brooke%27s_Point_Palawano_language,"(5 c, 0 e)"
‎,Broome Pearling Lugger Pidgin language,https://en.wiktionary.org/wiki/Category:Broome_Pearling_Lugger_Pidgin_language,"(3 c, 0 e)"
‎,Brunei Bisaya language,https://en.wiktionary.org/wiki/Category:Brunei_Bisaya_language,"(5 c, 0 e)"
‎,Brunei Malay language,https://en.wiktionary.org/wiki/Category:Brunei_Malay_language,"(13 c, 0 e)"
‎,Bruny Island language,https://en.wiktionary.org/wiki/Category:Bruny_Island_language,"(1 c, 0 e)"
‎,Bu language,https://en.wiktionary.org/wiki/Category:Bu_language,"(1 c, 0 e)"
‎,Bu-Nao Bunu language,https://en.wiktionary.org/wiki/Category:Bu-Nao_Bunu_language,"(2 c, 0 e)"
‎,Bube language,https://en.wiktionary.org/wiki/Category:Bube_language,"(2 c, 0 e)"
‎,Bubi language,https://en.wiktionary.org/wiki/Category:Bubi_language,"(1 c, 0 e)"
‎,Budibud language,https://en.wiktionary.org/wiki/Category:Budibud_language,"(1 c, 0 e)"
‎,Budukh language,https://en.wiktionary.org/wiki/Category:Budukh_language,"(9 c, 1 e)"
‎,Buduma language,https://en.wiktionary.org/wiki/Category:Buduma_language,"(3 c, 0 e)"
‎,Budza language,https://en.wiktionary.org/wiki/Category:Budza_language,"(2 c, 0 e)"
‎,Buena Vista Yokuts language,https://en.wiktionary.org/wiki/Category:Buena_Vista_Yokuts_language,"(2 c, 0 e)"
‎,Bugan language,https://en.wiktionary.org/wiki/Category:Bugan_language,"(4 c, 0 e)"
‎,Bughotu language,https://en.wiktionary.org/wiki/Category:Bughotu_language,"(4 c, 0 e)"
‎,Buginese language,https://en.wiktionary.org/wiki/Category:Buginese_language,"(12 c, 1 e)"
‎,Bugun language,https://en.wiktionary.org/wiki/Category:Bugun_language,"(1 c, 0 e)"
‎,Buhi'non Bikol language,https://en.wiktionary.org/wiki/Category:Buhi%27non_Bikol_language,"(5 c, 0 e)"
‎,Buhid language,https://en.wiktionary.org/wiki/Category:Buhid_language,"(5 c, 0 e)"
‎,Buhutu language,https://en.wiktionary.org/wiki/Category:Buhutu_language,"(3 c, 0 e)"
‎,Bukar-Sadung Bidayuh language,https://en.wiktionary.org/wiki/Category:Bukar-Sadung_Bidayuh_language,"(2 c, 0 e)"
‎,Bukat language,https://en.wiktionary.org/wiki/Category:Bukat_language,"(4 c, 0 e)"
‎,Bukawa language,https://en.wiktionary.org/wiki/Category:Bukawa_language,"(1 c, 0 e)"
‎,Bukhari language,https://en.wiktionary.org/wiki/Category:Bukhari_language,"(2 c, 0 e)"
‎,Bukitan language,https://en.wiktionary.org/wiki/Category:Bukitan_language,"(1 c, 0 e)"
‎,Bukiyip language,https://en.wiktionary.org/wiki/Category:Bukiyip_language,"(6 c, 0 e)"
‎,Buksa language,https://en.wiktionary.org/wiki/Category:Buksa_language,(0 e)
‎,Bukusu language,https://en.wiktionary.org/wiki/Category:Bukusu_language,"(1 c, 0 e)"
‎,Bulgar language,https://en.wiktionary.org/wiki/Category:Bulgar_language,"(6 c, 0 e)"
‎,Bulgarian language,https://en.wiktionary.org/wiki/Category:Bulgarian_language,"(22 c, 2 e)"
‎,Bulgarian Sign Language,https://en.wiktionary.org/wiki/Category:Bulgarian_Sign_Language,(0 e)
‎,Bulgebi language,https://en.wiktionary.org/wiki/Category:Bulgebi_language,"(1 c, 0 e)"
‎,Buli (Ghana) language,https://en.wiktionary.org/wiki/Category:Buli_(Ghana)_language,"(1 c, 0 e)"
‎,Buli (Indonesia) language,https://en.wiktionary.org/wiki/Category:Buli_(Indonesia)_language,"(4 c, 0 e)"
‎,Bulo Stieng language,https://en.wiktionary.org/wiki/Category:Bulo_Stieng_language,"(1 c, 0 e)"
‎,Bulu (Cameroon) language,https://en.wiktionary.org/wiki/Category:Bulu_(Cameroon)_language,"(4 c, 0 e)"
‎,Bulu (New Guinea) language,https://en.wiktionary.org/wiki/Category:Bulu_(New_Guinea)_language,"(4 c, 0 e)"
‎,Bum language,https://en.wiktionary.org/wiki/Category:Bum_language,(0 e)
‎,Bumthangkha language,https://en.wiktionary.org/wiki/Category:Bumthangkha_language,"(4 c, 0 e)"
‎,Bunaba language,https://en.wiktionary.org/wiki/Category:Bunaba_language,"(2 c, 0 e)"
‎,Bunak language,https://en.wiktionary.org/wiki/Category:Bunak_language,"(1 c, 0 e)"
‎,Bunama language,https://en.wiktionary.org/wiki/Category:Bunama_language,"(3 c, 0 e)"
‎,Bundeli language,https://en.wiktionary.org/wiki/Category:Bundeli_language,"(8 c, 0 e)"
‎,Bung language,https://en.wiktionary.org/wiki/Category:Bung_language,(0 e)
‎,Bungku language,https://en.wiktionary.org/wiki/Category:Bungku_language,"(3 c, 0 e)"
‎,Bungu language,https://en.wiktionary.org/wiki/Category:Bungu_language,"(2 c, 0 e)"
‎,Bunoge language,https://en.wiktionary.org/wiki/Category:Bunoge_language,"(1 c, 0 e)"
‎,Bunun language,https://en.wiktionary.org/wiki/Category:Bunun_language,"(8 c, 0 e)"
‎,Buol language,https://en.wiktionary.org/wiki/Category:Buol_language,"(3 c, 0 e)"
‎,Bura language,https://en.wiktionary.org/wiki/Category:Bura_language,"(6 c, 0 e)"
‎,Bura Mabang language,https://en.wiktionary.org/wiki/Category:Bura_Mabang_language,"(3 c, 0 e)"
‎,Burarra language,https://en.wiktionary.org/wiki/Category:Burarra_language,"(2 c, 0 e)"
‎,Burate language,https://en.wiktionary.org/wiki/Category:Burate_language,"(1 c, 0 e)"
‎,Burduna language,https://en.wiktionary.org/wiki/Category:Burduna_language,"(1 c, 0 e)"
‎,Bure language,https://en.wiktionary.org/wiki/Category:Bure_language,"(1 c, 0 e)"
‎,Burgundian language,https://en.wiktionary.org/wiki/Category:Burgundian_language,"(4 c, 0 e)"
‎,Burji language,https://en.wiktionary.org/wiki/Category:Burji_language,"(2 c, 0 e)"
‎,Burmese language,https://en.wiktionary.org/wiki/Category:Burmese_language,"(19 c, 2 e)"
‎,Burmeso language,https://en.wiktionary.org/wiki/Category:Burmeso_language,"(1 c, 0 e)"
‎,Buru (Indonesia) language,https://en.wiktionary.org/wiki/Category:Buru_(Indonesia)_language,"(5 c, 0 e)"
‎,Burumakok language,https://en.wiktionary.org/wiki/Category:Burumakok_language,"(1 c, 0 e)"
‎,Burun language,https://en.wiktionary.org/wiki/Category:Burun_language,"(2 c, 0 e)"
‎,Burunge language,https://en.wiktionary.org/wiki/Category:Burunge_language,"(1 c, 0 e)"
‎,Burushaski language,https://en.wiktionary.org/wiki/Category:Burushaski_language,"(9 c, 0 e)"
‎,Burusu language,https://en.wiktionary.org/wiki/Category:Burusu_language,"(2 c, 0 e)"
‎,Buruwai language,https://en.wiktionary.org/wiki/Category:Buruwai_language,"(2 c, 0 e)"
‎,Buryat language,https://en.wiktionary.org/wiki/Category:Buryat_language,"(14 c, 1 e)"
‎,Busa language,https://en.wiktionary.org/wiki/Category:Busa_language,"(3 c, 0 e)"
‎,Busam language,https://en.wiktionary.org/wiki/Category:Busam_language,"(1 c, 0 e)"
‎,Busami language,https://en.wiktionary.org/wiki/Category:Busami_language,"(1 c, 0 e)"
‎,Busang Kayan language,https://en.wiktionary.org/wiki/Category:Busang_Kayan_language,"(1 c, 0 e)"
‎,Buso language,https://en.wiktionary.org/wiki/Category:Buso_language,"(1 c, 0 e)"
‎,Bussa language,https://en.wiktionary.org/wiki/Category:Bussa_language,"(1 c, 0 e)"
‎,Butmas-Tur language,https://en.wiktionary.org/wiki/Category:Butmas-Tur_language,"(1 c, 0 e)"
‎,Butuanon language,https://en.wiktionary.org/wiki/Category:Butuanon_language,"(6 c, 0 e)"
‎,Buwal language,https://en.wiktionary.org/wiki/Category:Buwal_language,"(3 c, 0 e)"
‎,Buyeo language,https://en.wiktionary.org/wiki/Category:Buyeo_language,"(1 c, 0 e)"
‎,Bwaidoka language,https://en.wiktionary.org/wiki/Category:Bwaidoka_language,"(1 c, 0 e)"
‎,Bwala language,https://en.wiktionary.org/wiki/Category:Bwala_language,"(1 c, 0 e)"
‎,Bwanabwana language,https://en.wiktionary.org/wiki/Category:Bwanabwana_language,"(1 c, 0 e)"
‎,Bwatoo language,https://en.wiktionary.org/wiki/Category:Bwatoo_language,"(5 c, 0 e)"
‎,Byangsi language,https://en.wiktionary.org/wiki/Category:Byangsi_language,"(3 c, 0 e)"
‎,Caac language,https://en.wiktionary.org/wiki/Category:Caac_language,"(2 c, 0 e)"
‎,Cabiyarí language,https://en.wiktionary.org/wiki/Category:Cabiyar%C3%AD_language,"(1 c, 0 e)"
‎,Cacua language,https://en.wiktionary.org/wiki/Category:Cacua_language,"(2 c, 0 e)"
‎,Cacán language,https://en.wiktionary.org/wiki/Category:Cac%C3%A1n_language,"(1 c, 0 e)"
‎,Caddo language,https://en.wiktionary.org/wiki/Category:Caddo_language,"(3 c, 0 e)"
‎,Cahuilla language,https://en.wiktionary.org/wiki/Category:Cahuilla_language,"(12 c, 1 e)"
‎,Cajonos Zapotec language,https://en.wiktionary.org/wiki/Category:Cajonos_Zapotec_language,"(2 c, 0 e)"
‎,Caka language,https://en.wiktionary.org/wiki/Category:Caka_language,"(1 c, 0 e)"
‎,Cakfem-Mushere language,https://en.wiktionary.org/wiki/Category:Cakfem-Mushere_language,"(1 c, 0 e)"
‎,Calabrian Greek language,https://en.wiktionary.org/wiki/Category:Calabrian_Greek_language,"(2 c, 0 e)"
‎,Calamian Tagbanwa language,https://en.wiktionary.org/wiki/Category:Calamian_Tagbanwa_language,"(7 c, 0 e)"
‎,Calusa language,https://en.wiktionary.org/wiki/Category:Calusa_language,"(2 c, 0 e)"
‎,Caluyanun language,https://en.wiktionary.org/wiki/Category:Caluyanun_language,"(1 c, 0 e)"
‎,Caló language,https://en.wiktionary.org/wiki/Category:Cal%C3%B3_language,"(13 c, 0 e)"
