,Unnamed: 0,language,source_language,e
1502,1090,dagbani,Arabic,1
1503,1090,dagbani,Hausa,1
1504,1094,dairi batak,Malay,4
1505,1098,dalmatian,Italian,6
1506,1098,dalmatian,Latin,25
1507,1098,dalmatian,Slavic languages,1
1508,1099,dama (sierra leone),Gola,1
1509,1106,danish,Ancient Greek,35
1510,1106,danish,Arabic,8
1511,1106,danish,Aramaic,1
1512,1106,danish,Belarusian,0
1513,1106,danish,Bulgarian,1
1514,1106,danish,Chinese,0
1515,1106,danish,Dharug,1
1516,1106,danish,Dutch,14
1517,1106,danish,Ecclesiastical Latin,1
1518,1106,danish,English,319
1519,1106,danish,Esperanto,1
1520,1106,danish,Faroese,3
1521,1106,danish,Fijian,1
1522,1106,danish,Frankish,2
1523,1106,danish,French,416
1524,1106,danish,German,202
1525,1106,danish,German Low German,2
1526,1106,danish,Greenlandic,8
1527,1106,danish,Hebrew,1
1528,1106,danish,Icelandic,4
1529,1106,danish,Italian,23
1530,1106,danish,Japanese,14
1531,1106,danish,Late Latin,3
1532,1106,danish,Latin,131
1533,1106,danish,Low German,20
1534,1106,danish,Medieval Latin,11
1535,1106,danish,Middle Dutch,5
1536,1106,danish,Middle English,1
1537,1106,danish,Middle French,1
1538,1106,danish,Middle High German,5
1539,1106,danish,Middle Low German,274
1540,1106,danish,New Latin,5
1541,1106,danish,Norwegian,15
1542,1106,danish,Norwegian Bokml,1
1543,1106,danish,Norwegian Nynorsk,1
1544,1106,danish,Old Danish,1
1545,1106,danish,Old English,12
1546,1106,danish,Old French,8
1547,1106,danish,Old Norse,12
1548,1106,danish,Old Saxon,12
1549,1106,danish,Old Swedish,4
1550,1106,danish,Polish,2
1551,1106,danish,Portuguese,3
1552,1106,danish,ProtoWest Germanic,1
1553,1106,danish,Russian,4
1554,1106,danish,Sanskrit,3
1555,1106,danish,Spanish,8
1556,1106,danish,Swedish,22
1557,1106,danish,Translingual,1
1558,1106,danish,Turkish,2
1559,1106,danish,Urdu,1
1560,1110,dargwa,Azerbaijani,1
1561,1117,daur,Manchu,5
1562,1117,daur,Mongolian,1
1563,1117,daur,Solon,1
1564,1124,deccani,Old Marathi,1
1565,1132,demotic,Semitic languages,1
1566,1137,denya,Igbo,1
1567,1139,deori,Frankish,1
1568,1147,dhivehi,Arabic,58
1569,1147,dhivehi,Classical Persian,3
1570,1147,dhivehi,English,37
1571,1147,dhivehi,Gujarati,1
1572,1147,dhivehi,Hindi,28
1573,1147,dhivehi,Japanese,1
1574,1147,dhivehi,Kannada,1
1575,1147,dhivehi,Malayalam,1
1576,1147,dhivehi,Marathi,1
1577,1147,dhivehi,Pali,1
1578,1147,dhivehi,Persian,7
1579,1147,dhivehi,Portuguese,1
1580,1147,dhivehi,Sanskrit,3
1581,1147,dhivehi,Tamil,2
1582,1147,dhivehi,Urdu,3
1583,1151,dhuwal,Makasar,1
1584,1151,dhuwal,Ngandi,1
1585,1160,dimasa,Assamese,1
1586,1182,dogri,Persian,1
1587,1182,dogri,Sanskrit,2
1588,1185,dolgan,Mongolic languages,1
1589,1187,domari,Arabic,3
1590,1187,domari,Central Kurdish,1
1591,1187,domari,Northern Kurdish,1
1592,1187,domari,Persian,1
1593,1187,domari,Turkish,1
1594,1194,dongxiang,Arabic,4
1595,1194,dongxiang,Chinese,8
1596,1194,dongxiang,Mandarin,5
1597,1194,dongxiang,Monguor,1
1598,1194,dongxiang,Persian,1
1599,1194,dongxiang,Salar,1
1600,1203,drehu,English,2
1601,1216,dumi,Bhojpuri,1
1602,1216,dumi,Maithili,1
1603,1216,dumi,Nepali,1
1604,1219,dungan,Arabic,6
1605,1219,dungan,Mongolian,1
1606,1219,dungan,Russian,7
1607,1220,dupaningan agta,Ilocano,1
1608,1220,dupaningan agta,Spanish,2
1609,1221,dura,Nepali,0
1610,1226,dutch,Afrikaans,15
1611,1226,dutch,Albanian,1
1612,1226,dutch,Alemannic German,1
1613,1226,dutch,Ambonese Malay,1
1614,1226,dutch,Ancient Greek,39
1615,1226,dutch,Arabic,30
1616,1226,dutch,Belarusian,2
1617,1226,dutch,Biblical Hebrew,6
1618,1226,dutch,Cantonese,2
1619,1226,dutch,Catalan,2
1620,1226,dutch,Chinese,1
1621,1226,dutch,Danish,6
1622,1226,dutch,Dutch Low Saxon,3
1623,1226,dutch,Ecclesiastical Latin,3
1624,1226,dutch,Egyptian,1
1625,1226,dutch,English,1228
1626,1226,dutch,Esperanto,3
1627,1226,dutch,Fijian,1
1628,1226,dutch,Finnish,2
1629,1226,dutch,French,1780
1630,1226,dutch,Georgian,1
1631,1226,dutch,German,651
1632,1226,dutch,German Low German,0
1633,1226,dutch,Greek,2
1634,1226,dutch,Hakka,2
1635,1226,dutch,Hebrew,34
1636,1226,dutch,Hindi,1
1637,1226,dutch,Hungarian,1
1638,1226,dutch,Icelandic,3
1639,1226,dutch,Ido,2
1640,1226,dutch,Indonesian,27
1641,1226,dutch,Italian,92
1642,1226,dutch,Japanese,23
1643,1226,dutch,Javanese,9
1644,1226,dutch,Khoekhoe,1
1645,1226,dutch,Koine Greek,1
1646,1226,dutch,Ladino,1
1647,1226,dutch,Late Latin,18
1648,1226,dutch,Latin,663
1649,1226,dutch,Limburgish,2
1650,1226,dutch,Low German,12
1651,1226,dutch,Malay,54
1652,1226,dutch,Mandarin,0
1653,1226,dutch,Medieval Latin,6
1654,1226,dutch,Middle English,1
1655,1226,dutch,Middle French,428
1656,1226,dutch,Middle High German,4
1657,1226,dutch,Middle Low German,18
1658,1226,dutch,Min Nan,2
1659,1226,dutch,Moroccan Arabic,2
1660,1226,dutch,Munsee,1
1661,1226,dutch,Narragansett,1
1662,1226,dutch,New Latin,57
1663,1226,dutch,North Germanic languages,1
1664,1226,dutch,Norwegian,4
1665,1226,dutch,Norwegian Bokml,3
1666,1226,dutch,Old French,8
1667,1226,dutch,Old Frisian,0
1668,1226,dutch,Old High German,1
1669,1226,dutch,Old Norse,0
1670,1226,dutch,Ottoman Turkish,2
1671,1226,dutch,Pali,1
1672,1226,dutch,Papiamentu,94
1673,1226,dutch,Persian,4
1674,1226,dutch,Picard,1
1675,1226,dutch,Polish,2
1676,1226,dutch,Portuguese,38
1677,1226,dutch,Romani,3
1678,1226,dutch,Russian,20
1679,1226,dutch,Sanskrit,6
1680,1226,dutch,SerboCroatian,1
1681,1226,dutch,Spanish,113
1682,1226,dutch,Sranan Tongo,41
1683,1226,dutch,Sundanese,1
1684,1226,dutch,Swahili,2
1685,1226,dutch,Swedish,13
1686,1226,dutch,Tamil,1
1687,1226,dutch,Tarifit,1
1688,1226,dutch,Telugu,1
1689,1226,dutch,Tibetan,1
1690,1226,dutch,Translingual,10
1691,1226,dutch,Turkish,9
1692,1226,dutch,Ukrainian,1
1693,1226,dutch,Vietnamese,1
1694,1226,dutch,Volapk,1
1695,1226,dutch,Vulgar Latin,0
1696,1226,dutch,Walloon,1
1697,1226,dutch,West Flemish,1
1698,1226,dutch,West Frisian,369
1699,1226,dutch,Xhosa,1
1700,1226,dutch,Yiddish,78
1701,1227,dutch low saxon,Dutch,1
1702,1241,dzongkha,Arabic,1
1703,1241,dzongkha,English,4
1704,1241,dzongkha,Middle Chinese,1
1705,1241,dzongkha,Mongolian,1
1706,1241,dzongkha,Nepali,3
1707,1241,dzongkha,Persian,1
1708,1241,dzongkha,Russian,1
1709,1241,dzongkha,Sanskrit,1
1710,1241,dzongkha,SerboCroatian,2
1711,1246,early assamese,Sanskrit,8
1712,1247,early modern korean,Chinese,0
1713,1247,early modern korean,Early Mandarin,0
1714,1247,early modern korean,Mandarin,1
1715,1248,east central german,Polish,2
1716,1248,east central german,Upper Sorbian,1
1717,1251,east futuna,English,1
1718,1256,eastern arrernte,English,1
1719,1257,eastern bontoc,Spanish,4
1720,1263,eastern huasteca nahuatl,Spanish,47
1721,1268,eastern lawa,Northern Thai,8
1722,1270,eastern maninkakan,Arabic,2
1723,1271,eastern mari,Chuvash,3
1724,1279,eastern pwo,Mon,7
1725,1279,eastern pwo,Shan,1
1726,1280,eastern tamang,Nepali,2
1727,1293,egyptian,Akkadian,1
1728,1293,egyptian,Ancient Greek,12
1729,1293,egyptian,Hebrew,7
1730,1293,egyptian,Hurrian,1
1731,1293,egyptian,Latin,4
1732,1293,egyptian,Meroitic,2
1733,1293,egyptian,Northwest Semitic languages,3
1734,1293,egyptian,Old Persian,8
1735,1293,egyptian,Semitic languages,9
1736,1293,egyptian,Sumerian,1
1737,1294,egyptian arabic,Ancient Greek,1
1738,1294,egyptian arabic,Arabic,8
1739,1294,egyptian arabic,Classical Syriac,1
1740,1294,egyptian arabic,Coptic,19
1741,1294,egyptian arabic,English,9
1742,1294,egyptian arabic,French,6
1743,1294,egyptian arabic,Greek,3
1744,1294,egyptian arabic,Hindi,1
1745,1294,egyptian arabic,Italian,8
1746,1294,egyptian arabic,Kipchak,1
1747,1294,egyptian arabic,Latin,1
1748,1294,egyptian arabic,Ottoman Turkish,29
1749,1294,egyptian arabic,Persian,8
1750,1294,egyptian arabic,Portuguese,1
1751,1294,egyptian arabic,Swahili,1
1752,1305,elamite,Old Persian,1
1753,1321,emilian,English,1
1754,1321,emilian,Hungarian,1
1755,1321,emilian,Italian,1
1756,1321,emilian,Old French,1
1757,1321,emilian,Old Occitan,1
1758,1328,english,APucikwar,1
1759,1328,english,Abaza,1
1760,1328,english,Abenaki,1
1761,1328,english,Abkhaz,1
1762,1328,english,Abui,1
1763,1328,english,Acadian French,1
1764,1328,english,Adnyamathanha,1
1765,1328,english,Adyghe,2
1766,1328,english,Afrikaans,218
1767,1328,english,Agawam,1
1768,1328,english,Ainu,2
1769,1328,english,Akan,20
1770,1328,english,Akkadian,10
1771,1328,english,Alabama,1
1772,1328,english,Albanian,43
1773,1328,english,Alemannic German,12
1774,1328,english,Algerian Arabic,4
1775,1328,english,Algonquian languages,1
1776,1328,english,Algonquin,1
1777,1328,english,Amharic,50
1778,1328,english,Ancient Greek,1214
1779,1328,english,Angami,1
1780,1328,english,AngamiPochuri languages,1
1781,1328,english,AngloNorman,14
1782,1328,english,Angloromani,11
1783,1328,english,Antillean Creole,3
1784,1328,english,Anuta,1
1785,1328,english,Anyi,1
1786,1328,english,Arabic,926
1787,1328,english,Aramaic,7
1788,1328,english,Armenian,191
1789,1328,english,Assamese,18
1790,1328,english,Asturian,5
1791,1328,english,Atikamekw,3
1792,1328,english,Atong,1
1793,1328,english,Atong,1
1794,1328,english,Attic Greek,1
1795,1328,english,Austrian German,2
1796,1328,english,Avestan,16
1797,1328,english,Awabakal,1
1798,1328,english,Aweer,1
1799,1328,english,Aymara,2
1800,1328,english,Azerbaijani,16
1801,1328,english,Bahnar,2
1802,1328,english,Bajan,1
1803,1328,english,Balinese,7
1804,1328,english,Bambara,5
1805,1328,english,Bandjalang,1
1806,1328,english,Bantu languages,7
1807,1328,english,Basque,36
1808,1328,english,Bavarian,2
1809,1328,english,Belarusian,117
1810,1328,english,Belizean Creole,1
1811,1328,english,Bemba,3
1812,1328,english,Bengali,119
1813,1328,english,Berber languages,2
1814,1328,english,Biblical Hebrew,32
1815,1328,english,Bikol Central,3
1816,1328,english,Bislama,4
1817,1328,english,Blackfoot,0
1818,1328,english,Bohairic Coptic,1
1819,1328,english,Brazilian Portuguese,30
1820,1328,english,Breton,4
1821,1328,english,Brythonic languages,1
1822,1328,english,Bube,1
1823,1328,english,Buginese,1
1824,1328,english,Bulgarian,51
1825,1328,english,Bulu,1
1826,1328,english,Burmese,113
1827,1328,english,Burushaski,1
1828,1328,english,Byzantine Greek,21
1829,1328,english,Caddo,1
1830,1328,english,Cajun French,11
1831,1328,english,Calusa,1
1832,1328,english,Camtho,1
1833,1328,english,Canadian French,10
1834,1328,english,Cantonese,142
1835,1328,english,Cariban languages,1
1836,1328,english,Caribbean Hindustani,1
1837,1328,english,Catalan,121
1838,1328,english,Catawba,1
1839,1328,english,Catuquinaru,1
1840,1328,english,Cazcan,1
1841,1328,english,Cebuano,36
1842,1328,english,Celtic languages,4
1843,1328,english,Central Atlas Tamazight,3
1844,1328,english,Central Kurdish,3
1845,1328,english,Chamorro,8
1846,1328,english,Cherokee,3
1847,1328,english,Chichewa,3
1848,1328,english,Chickasaw,1
1849,1328,english,Chinese,102
1850,1328,english,Chinese Pidgin English,9
1851,1328,english,Chinook,2
1852,1328,english,Chinook Jargon,16
1853,1328,english,Chipewyan,1
1854,1328,english,Chiwere,1
1855,1328,english,Choctaw,3
1856,1328,english,Chumashan languages,1
1857,1328,english,Chuukese,1
1858,1328,english,CiaCia,1
1859,1328,english,Classical Mongolian,1
1860,1328,english,Classical Nahuatl,27
1861,1328,english,Classical Persian,8
1862,1328,english,Classical Syriac,5
1863,1328,english,Cocopa,1
1864,1328,english,Coptic,8
1865,1328,english,Cornish,13
1866,1328,english,Corsican,3
1867,1328,english,Cree,10
1868,1328,english,Creek,6
1869,1328,english,Crow,3
1870,1328,english,Cumbric,1
1871,1328,english,Cupeo,1
1872,1328,english,Czech,201
1873,1328,english,Dakota,4
1874,1328,english,Danish,114
1875,1328,english,Dari,1
1876,1328,english,Deccani,1
1877,1328,english,Demotic,1
1878,1328,english,Dharug,28
1879,1328,english,Dhivehi,7
1880,1328,english,Dhuwal,1
1881,1328,english,Dinka,2
1882,1328,english,Ditidaht,1
1883,1328,english,Dogri,2
1884,1328,english,Dogrib,2
1885,1328,english,Duala,1
1886,1328,english,Dutch,585
1887,1328,english,Dutch Low Saxon,2
1888,1328,english,Dzongkha,12
1889,1328,english,E,1
1890,1328,english,Early Scots,1
1891,1328,english,Eastern Algonquian languages,6
1892,1328,english,Eastern Arrernte,1
1893,1328,english,Eastern Mari,2
1894,1328,english,Eastern Mnong,2
1895,1328,english,Eastern Polynesian languages,1
1896,1328,english,Ecclesiastical Latin,15
1897,1328,english,Edo,3
1898,1328,english,Efik,1
1899,1328,english,Egyptian,58
1900,1328,english,Egyptian Arabic,16
1901,1328,english,Erzya,2
1902,1328,english,Esan,1
1903,1328,english,Esperanto,5
1904,1328,english,Estonian,7
1905,1328,english,Evenki,2
1906,1328,english,Eyak,1
1907,1328,english,Fanagalo,1
1908,1328,english,Faroese,12
1909,1328,english,Fijian,3
1910,1328,english,Finnish,63
1911,1328,english,Fon,4
1912,1328,english,Fore,1
1913,1328,english,Fox,1
1914,1328,english,FrancoProvenal,1
1915,1328,english,Frankish,1
1916,1328,english,French,5191
1917,1328,english,Fula,6
1918,1328,english,Ga,4
1919,1328,english,GabrielinoFernandeo,1
1920,1328,english,Galibi Carib,3
1921,1328,english,Galician,44
1922,1328,english,Gamilaraay,8
1923,1328,english,Gan,0
1924,1328,english,Garhwali,1
1925,1328,english,Geez,8
1926,1328,english,Georgian,78
1927,1328,english,German,2860
1928,1328,english,German Low German,2
1929,1328,english,Germanic languages,6
1930,1328,english,Gilbertese,3
1931,1328,english,Goidelic languages,1
1932,1328,english,Gonja,1
1933,1328,english,Gorontalo,1
1934,1328,english,Gothic,2
1935,1328,english,Greek,217
1936,1328,english,Green Hmong,0
1937,1328,english,Greenlandic,7
1938,1328,english,Gujarati,39
1939,1328,english,Gulf Arabic,3
1940,1328,english,Gullah,3
1941,1328,english,Guugu Yimidhirr,1
1942,1328,english,Guyanese Creole English,5
1943,1328,english,Gwichin,2
1944,1328,english,Hadza,2
1945,1328,english,Haida,2
1946,1328,english,Haitian Creole,13
1947,1328,english,Haiom,1
1948,1328,english,Hakka,6
1949,1328,english,Halkomelem,1
1950,1328,english,Hausa,20
1951,1328,english,HavasupaiWalapaiYavapai,1
1952,1328,english,Hawaiian,174
1953,1328,english,Hebrew,411
1954,1328,english,Heiltsuk,1
1955,1328,english,Herero,1
1956,1328,english,Hidatsa,3
1957,1334,epie,Hausa,1
1958,1342,erzya,Ancient Greek,0
1959,1342,erzya,English,0
1960,1342,erzya,Finnish,0
1961,1342,erzya,German,0
1962,1342,erzya,ProtoBaltoSlavic,1
1963,1342,erzya,Russian,2
1964,1342,erzya,Tatar,3
1965,1342,erzya,Turkic languages,1
1966,1342,erzya,Turkish,1
1967,1350,esperanto,Akkadian,1
1968,1350,esperanto,Ancient Greek,50
1969,1350,esperanto,Arabic,20
1970,1350,esperanto,Armenian,1
1971,1350,esperanto,Azerbaijani,2
1972,1350,esperanto,Bambara,1
1973,1350,esperanto,Basque,1
1974,1350,esperanto,Belarusian,1
1975,1350,esperanto,Bengali,1
1976,1350,esperanto,Biblical Hebrew,4
1977,1350,esperanto,British English,1
1978,1350,esperanto,Canadian French,1
1979,1350,esperanto,Chichewa,1
1980,1350,esperanto,Chinese,3
1981,1350,esperanto,Classical Nahuatl,1
1982,1350,esperanto,Czech,1
1983,1350,esperanto,Danish,3
1984,1350,esperanto,Dharug,1
1985,1350,esperanto,Dhivehi,1
1986,1350,esperanto,Dutch,12
1987,1350,esperanto,Egyptian Arabic,1
1988,1350,esperanto,English,545
1989,1350,esperanto,Finnish,3
1990,1350,esperanto,French,607
1991,1350,esperanto,Georgian,1
1992,1350,esperanto,German,330
1993,1350,esperanto,Germanic languages,0
1994,1350,esperanto,Gogo,1
1995,1350,esperanto,Greek,2
1996,1350,esperanto,Hawaiian,2
1997,1350,esperanto,Hebrew,16
1998,1350,esperanto,Hindi,2
1999,1350,esperanto,Hungarian,4
2000,1350,esperanto,Ido,26
2001,1350,esperanto,Indonesian,1
2002,1350,esperanto,Interlingua,1
2003,1350,esperanto,Interlingue,2
2004,1350,esperanto,Irish,2
2005,1350,esperanto,Italian,261
2006,1350,esperanto,Japanese,30
2007,1350,esperanto,Kazakh,1
2008,1350,esperanto,Koine Greek,1
2009,1350,esperanto,Korean,1
2010,1350,esperanto,Late Latin,3
2011,1350,esperanto,Latin,359
2012,1350,esperanto,Lithuanian,1
2013,1350,esperanto,Lojban,1
2014,1350,esperanto,Louisiana Creole French,1
2015,1350,esperanto,Lule Sami,1
2016,1350,esperanto,Ladan,1
2017,1350,esperanto,Malay,1
2018,1350,esperanto,Maltese,1
2019,1350,esperanto,Mandarin,7
2020,1350,esperanto,Medieval Latin,2
2021,1350,esperanto,Mexican Spanish,1
2022,1350,esperanto,Mongolian,1
2023,1350,esperanto,New Latin,14
2024,1350,esperanto,Niuean,1
2025,1350,esperanto,Northern Sami,1
2026,1350,esperanto,Norwegian,3
2027,1350,esperanto,Novial,1
2028,1350,esperanto,Old French,2
2029,1350,esperanto,Pashto,1
2030,1350,esperanto,Persian,1
2031,1350,esperanto,Pite Sami,1
2032,1350,esperanto,Polish,103
2033,1350,esperanto,Portuguese,17
2034,1350,esperanto,Punjabi,1
2035,1350,esperanto,Rarotongan,1
2036,1350,esperanto,Romance languages,8
2037,1350,esperanto,Romanian,1
2038,1350,esperanto,Russian,144
2039,1350,esperanto,Samoan,1
2040,1350,esperanto,Sanskrit,5
2041,1350,esperanto,SerboCroatian,2
2042,1350,esperanto,Sicilian,1
2043,1350,esperanto,Slavic languages,1
2044,1350,esperanto,Slovak,1
2045,1350,esperanto,Southern Sami,1
2046,1350,esperanto,Spanish,74
2047,1350,esperanto,Swahili,2
2048,1350,esperanto,Swedish,4
2049,1350,esperanto,Talossan,1
2050,1350,esperanto,Tibetan,1
2051,1350,esperanto,Translingual,6
2052,1350,esperanto,Tswana,1
2053,1350,esperanto,Turkish,1
2054,1350,esperanto,Tuvaluan,1
2055,1350,esperanto,Ukrainian,3
2056,1350,esperanto,Ume Sami,1
2057,1350,esperanto,Urdu,2
2058,1350,esperanto,Uyghur,1
2059,1350,esperanto,Vietnamese,2
2060,1350,esperanto,Volapk,1
2061,1350,esperanto,Welsh,1
2062,1350,esperanto,West Frisian,0
2063,1350,esperanto,Xhosa,1
2064,1350,esperanto,Yiddish,38
2065,1353,estonian,Ancient Greek,3
2066,1353,estonian,Arabic,1
2067,1353,estonian,Baltic languages,2
2068,1353,estonian,Czech,2
2069,1353,estonian,Danish,4
2070,1353,estonian,Dutch,2
2071,1353,estonian,English,42
2072,1353,estonian,Finnish,52
2073,1353,estonian,French,18
2074,1353,estonian,German,179
2075,1353,estonian,German Low German,2
2076,1353,estonian,Germanic languages,1
2077,1353,estonian,Hebrew,1
2078,1353,estonian,Hindi,1
2079,1353,estonian,Italian,3
2080,1353,estonian,Latin,10
2081,1353,estonian,Latvian,1
2082,1353,estonian,Livonian,2
2083,1353,estonian,Medieval Latin,1
2084,1353,estonian,Middle Low German,42
2085,1353,estonian,New Latin,3
2086,1353,estonian,Norwegian,1
2087,1353,estonian,Old East Slavic,6
2088,1353,estonian,Old High German,1
2089,1353,estonian,Old Norse,1
2090,1353,estonian,Old Swedish,4
2091,1353,estonian,Polish,1
2092,1353,estonian,Portuguese,1
2093,1353,estonian,ProtoBaltic,2
2094,1353,estonian,ProtoIranian,0
2095,1353,estonian,ProtoNorse,1
2096,1353,estonian,Romanian,1
2097,1353,estonian,Russian,48
2098,1353,estonian,Slovak,1
2099,1353,estonian,Spanish,6
2100,1353,estonian,Swedish,12
2101,1353,estonian,West Germanic languages,1
2102,1363,etruscan,Ancient Greek,5
2103,1363,etruscan,Latin,2
2104,1363,etruscan,Phoenician,1
2105,1363,etruscan,ProtoItalic,1
2106,1367,evenki,Middle Mongolian,1
2107,1367,evenki,Mongolian,1
2108,1367,evenki,Russian,1
2109,1370,extremaduran,Latin,1
2110,1374,fala,Latin,1
2111,1374,fala,Spanish,1
2112,1377,fanagalo,English,17
2113,1382,farefare,Akan,5
2114,1382,farefare,Arabic,7
2115,1382,farefare,Dutch,0
2116,1382,farefare,English,12
2117,1382,farefare,French,5
2118,1382,farefare,German,1
2119,1382,farefare,Japanese,0
2120,1382,farefare,Latin,1
2121,1382,farefare,Moore,1
2122,1383,faroese,Ancient Greek,2
2123,1383,faroese,Aymara,2
2124,1383,faroese,Belarusian,0
2125,1383,faroese,Bislama,1
2126,1383,faroese,Danish,32
2127,1383,faroese,English,10
2128,1383,faroese,French,4
2129,1383,faroese,Gaulish,1
2130,1383,faroese,German,8
2131,1383,faroese,Hungarian,1
2132,1383,faroese,Icelandic,1
2133,1383,faroese,Irish,1
2134,1383,faroese,Italian,2
2135,1383,faroese,Late Latin,1
2136,1383,faroese,Latin,12
2137,1383,faroese,Middle Dutch,1
2138,1383,faroese,Middle Irish,1
2139,1383,faroese,Middle Low German,5
2140,1383,faroese,Old English,1
2141,1383,faroese,Quechua,3
2142,1383,faroese,Semitic languages,1
2143,1383,faroese,Spanish,6
2144,1383,faroese,Swedish,2
2145,1383,faroese,Tano,1
2146,1383,faroese,Turkish,2
2147,1383,faroese,X,1
2148,1391,fiji hindi,Arabic,1
2149,1391,fiji hindi,English,71
2150,1391,fiji hindi,Fijian,1
2151,1391,fiji hindi,Hindi,1
2152,1391,fiji hindi,Sanskrit,1
2153,1392,fijian,English,2
2154,1393,finnish,Aari,1
2155,1393,finnish,Alemannic German,1
2156,1393,finnish,Ancient Greek,53
2157,1393,finnish,Arabic,10
2158,1393,finnish,Bengali,1
2159,1393,finnish,Burmese,2
2160,1393,finnish,Chinese,1
2161,1393,finnish,CiaCia,1
2162,1393,finnish,Czech,1
2163,1393,finnish,Danish,2
2164,1393,finnish,Dutch,7
2165,1393,finnish,Eastern Mari,1
2166,1393,finnish,English,587
2167,1393,finnish,Erzya,1
2168,1393,finnish,Estonian,12
2169,1393,finnish,French,99
2170,1393,finnish,German,106
2171,1393,finnish,Germanic languages,3
2172,1393,finnish,Greek,5
2173,1393,finnish,Gutnish,1
2174,1393,finnish,Hebrew,15
2175,1393,finnish,Hungarian,8
2176,1393,finnish,Icelandic,3
2177,1393,finnish,Inari Sami,2
2178,1393,finnish,Ingrian,1
2179,1393,finnish,Italian,63
2180,1393,finnish,Japanese,45
2181,1393,finnish,Javanese,1
2182,1393,finnish,Kalo Finnish Romani,2
2183,1393,finnish,Karelian,6
2184,1393,finnish,Kildin Sami,1
2185,1393,finnish,Korean,6
2186,1393,finnish,Late Latin,7
2187,1393,finnish,Latin,148
2188,1393,finnish,Latvian,2
2189,1393,finnish,Lithuanian,1
2190,1393,finnish,Livvi,1
2191,1393,finnish,Ludian,1
2192,1393,finnish,Malagasy,1
2193,1393,finnish,Malay,1
2194,1393,finnish,Mandarin,1
2195,1393,finnish,Mansi,1
2196,1393,finnish,Maori,1
2197,1393,finnish,Medieval Latin,4
2198,1393,finnish,Menkieli,1
2199,1393,finnish,Middle French,1
2200,1393,finnish,Middle High German,0
2201,1393,finnish,Moksha,1
2202,1393,finnish,New Latin,5
2203,1393,finnish,North Germanic languages,2
2204,1393,finnish,Northern Sami,5
2205,1393,finnish,Norwegian,3
2206,1393,finnish,Old East Slavic,34
2207,1393,finnish,Old Gutnish,1
2208,1393,finnish,Old Norse,23
2209,1393,finnish,Old Novgorodian,1
2210,1393,finnish,Old Swedish,120
2211,1393,finnish,Persian,1
2212,1393,finnish,Portuguese,4
2213,1393,finnish,ProtoBaltic,4
2214,1393,finnish,ProtoFinnic,0
2215,1393,finnish,ProtoGermanic,30
2216,1393,finnish,ProtoNorse,41
2217,1393,finnish,ProtoSamic,3
2218,1393,finnish,ProtoSlavic,2
2219,1393,finnish,Romanian,1
2220,1393,finnish,Russian,229
2221,1393,finnish,Sami languages,34
2222,1393,finnish,Sanskrit,5
2223,1393,finnish,Scots,0
2224,1393,finnish,SerboCroatian,1
2225,1393,finnish,Spanish,29
2226,1393,finnish,Swahili,1
2227,1393,finnish,Swedish,1244
2228,1393,finnish,Tatar,1
2229,1393,finnish,Telugu,1
2230,1393,finnish,Translingual,1
2231,1393,finnish,Turkish,6
2232,1393,finnish,Udmurt,1
2233,1393,finnish,Vro,1
2234,1412,francisco león zoque,Spanish,11
2235,1413,franco-provençal,Frankish,1
2236,1413,franco-provençal,French,2
2237,1413,franco-provençal,Latin,5
2238,1413,franco-provençal,Medieval Latin,1
2239,1413,franco-provençal,Occitan,1
2240,1414,french,Albanian,2
2241,1414,french,Alemannic German,12
2242,1414,french,Algerian Arabic,16
2243,1414,french,Algonquian languages,1
2244,1414,french,Algonquin,1
2245,1414,french,American English,2
2246,1414,french,Amharic,1
2247,1414,french,Ancient Greek,402
2248,1414,french,Anyi,3
2249,1414,french,Arabic,159
2250,1414,french,Armenian,5
2251,1414,french,Assamese,1
2252,1414,french,Atikamekw,2
2253,1414,french,Azerbaijani,2
2254,1414,french,Bahnar,2
2255,1414,french,Bambara,4
2256,1414,french,Bantu languages,1
2257,1414,french,Basque,2
2258,1414,french,Bavarian,1
2259,1414,french,Belarusian,3
2260,1414,french,Bengali,1
2261,1414,french,Berber languages,1
2262,1414,french,Biblical Hebrew,1
2263,1414,french,Breton,59
2264,1414,french,Cajun French,1
2265,1414,french,Cantonese,1
2266,1414,french,Catalan,13
2267,1414,french,Central Franconian,1
2268,1414,french,Chinese,8
2269,1414,french,Chinook Jargon,1
2270,1414,french,Choctaw,4
2271,1414,french,Classical Nahuatl,1
2272,1414,french,Corsican,3
2273,1414,french,Cree,1
2274,1414,french,Czech,3
2275,1414,french,Dakota,1
2276,1414,french,Danish,5
2277,1414,french,Dutch,52
2278,1414,french,Eastern Mnong,2
2279,1414,french,Ecclesiastical Latin,61
2280,1414,french,Egyptian Arabic,2
2281,1414,french,English,822
2282,1414,french,Evenki,1
2283,1414,french,Finnish,0
2284,1414,french,Fon,2
2285,1414,french,FrancoProvenal,11
2286,1414,french,Frankish,10
2287,1414,french,Fula,2
2288,1414,french,Gallo,1
2289,1414,french,Gaulish,8
2290,1414,french,Georgian,2
2291,1414,french,German,127
2292,1414,french,Greek,7
2293,1414,french,Guianese Creole,1
2294,1414,french,Haitian Creole,3
2295,1414,french,Hausa,1
2296,1414,french,Hawaiian,1
2297,1414,french,Hebrew,12
2298,1414,french,Hindi,4
2299,1414,french,Hungarian,6
2300,1414,french,Icelandic,3
