,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
233,233,233,233,233,202,202,বহুত,বহুত,bɔɦut̪,bɔɦut,lot,lot,0.166666666666667,0,0.008333333333333,0.008333333333333,0.05,0.008333333333333,0,Bengali,Bengali,loan,1,6.237252,1,1,0.450695902109146,0.999921917915344,1,0.99615,-0.041692503,0.9999315,0.99998695,0.99999976,-0.04243546,0.9999222,0.99999994,0.9707901,0.9518796,0.9997091,0.9998531,0.99837685,0.99795043,-0.03726463,0.9999945,0.9982697,0.9982976,-0.037075397,0.9999473,0.020727394
238,238,238,238,238,144,144,দাউদাউ,দাউদাউ,d̪aud̪au,daudau,Daudau,Daudau,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,5.6305804,1,1,0.433327376842499,0.999286592006683,1,0.96969587,-0.02795052,0.999376,0.99988604,0.9999988,-0.023118755,0.99928814,0.9999999,0.9804655,0.95500493,0.99982923,0.99992967,0.9980216,0.9970101,-0.036994033,0.99999344,0.99792296,0.9977491,-0.036893353,0.99993956,-0.00864309
239,239,239,239,239,18,18,আকাশ,আকাশ,akaʃ,akax,The sky,The sky,0.25,0.25,0.036458333333333,0.041666666666667,0.40625,0.036458333333333,0,Bengali,Bengali,loan,1,5.4691267,0.99999988079071,1,0.407161414623261,0.999902963638306,1,0.9870383,-0.03119112,0.99986064,0.9999482,0.9999994,-0.031716235,0.9999033,1,0.98345745,0.9624978,0.9998582,0.9999266,0.99851584,0.99755883,-0.03705653,0.99999213,0.9981806,0.99820393,-0.037076376,0.99994403,0.02366331
240,240,240,240,240,219,219,বিষ,হাটী,biʃ,ɦati,Poison,Hati,1,0.5,0.317708333333333,0.34375,3.5,0.34375,4,Bengali,Bengali,random,0,-10.530334,0.517384827136993,0.589599072933197,0.500438034534454,0.996681809425354,0.99859607219696,0.6358452,-0.038819395,0.9975374,0.9988027,0.5179302,-0.032695886,0.9967129,0.9986089,0.97936845,0.95182556,0.9999291,0.9999277,0.99506,0.99257267,-0.036909554,0.9999244,0.9974842,0.99806273,-0.03702372,0.99990225,0.12847336
242,242,242,242,242,288,288,লেহাজ,লাজ,leɦad͡ʑ,laz,Lehaj,Shame,0.714285714285714,0.6,0.4,0.441666666666667,3.45,0.4375,2,Bengali,Bengali,synonym,0,-6.972879,0.924490392208099,0.736929833889008,0.491231828927994,0.999348282814026,0.99939376115799,0.78993934,-0.03862914,0.99954075,0.9996349,0.92469084,-0.037533678,0.999352,0.9993979,0.98123395,0.92181855,0.9997277,0.99994034,0.9986377,0.99506587,-0.036750764,0.99995756,0.9978943,0.99766946,-0.036983047,0.9999368,0.0364783
243,243,243,243,243,250,250,মাত করা,মাতা,mat̪ɔ kɔra,mata,Enchant,Mother,0.6,0.5,0.4453125,0.505208333333333,3.65625,0.505208333333333,3,Bengali,Bengali,synonym,0,-16.581444,0.896026134490967,0.671080470085144,0.419010519981384,0.998332500457764,0.998174071311951,0.7507613,-0.03468941,0.9979777,0.99898714,0.8963046,-0.034462057,0.99834085,0.9981759,0.9799402,0.92162025,0.99972534,0.9997291,0.99679494,0.9919008,-0.037096564,0.9999594,0.9985232,0.99734795,-0.036996853,0.9999727,-0.01515826
244,244,244,244,244,225,225,বোন,মুঠি,bon̪,mutʰi,Sister,Fist,1,0.75,0.317708333333333,0.34375,3.5,0.34375,4,Bengali,Bengali,random,0,-6.2633944,0.849961996078491,0.727772414684296,0.447131931781769,0.998185575008392,0.998856842517853,0.76334316,-0.036454536,0.9988196,0.9990672,0.8501307,-0.03274932,0.99818575,0.9988604,0.9856213,0.9741568,0.9998447,0.9999358,0.99562776,0.98869926,-0.03689086,0.99997914,0.99746037,0.998078,-0.037055735,0.99990803,0.020428514
245,245,245,245,245,14,14,অগ্নিকোণ,আগুনি,oɡn̪ikon,aguni,Southeast,Fire,0.875,0.571428571428571,0.452380952380952,0.5,4.44642857142857,0.494047619047619,5,Bengali,Bengali,synonym,0,-9.6761055,0.857333660125732,0.706608474254608,0.453067451715469,0.99607527256012,0.999264538288116,0.75317407,-0.03212692,0.99728113,0.9994578,0.8577635,-0.03015732,0.99607766,0.99926746,0.98615736,0.9342792,0.9997112,0.9998326,0.9957792,0.9873673,-0.036434773,0.9999243,0.9981295,0.9975851,-0.036960572,0.99994475,0.023852525
246,246,246,246,246,238,238,ভালুক,বাট,bʱaluk,bat,Bear,The road,0.666666666666667,0.6,0.391666666666667,0.433333333333333,3.325,0.433333333333333,4,Bengali,Bengali,random,0,-2.2479696,0.931815087795258,0.726557314395904,0.501321315765381,0.999569475650787,0.999635994434357,0.77114916,-0.037394553,0.9993113,0.99983937,0.93193334,-0.0401782,0.9995718,0.99963677,0.9899702,0.97081566,0.9999401,0.99987346,0.9979631,0.9938368,-0.037236713,0.9999938,0.99826634,0.99847835,-0.037097245,0.99993753,0.036071762
249,249,249,249,249,329,329,হাচা,সঁচা,ɦat͡ɕa,xɔ̃sa,Hacha,true,0.833333333333333,0.5,0.145833333333333,0.145833333333333,2.0625,0.145833333333333,2,Bengali,Bengali,loan,1,3.5954046,0.94088864326477,0.796481728553772,0.425811320543289,0.999086797237396,0.99829488992691,0.86145353,-0.030337924,0.99952966,0.99904037,0.9410291,-0.02721422,0.9990908,0.9983015,0.97327983,0.96828413,0.9995465,0.9998853,0.99760866,0.99324346,-0.037431773,0.99998593,0.99790865,0.9980546,-0.03685678,0.99993813,0.0372352
252,252,252,252,252,141,141,তেল,তেল,t̪elɔ,tɛl,Oil,Oil,0.6,0.25,0.244791666666667,0.270833333333333,1.9375,0.270833333333333,0,Bengali,Bengali,loan,1,3.8983457,0.999999523162842,1,0.509818494319916,0.999955594539642,1,0.9851518,-0.04616617,0.99987596,0.9999483,0.999998,-0.044190772,0.99995494,0.99999994,0.9827788,0.93991643,0.99983406,0.99984336,0.9983459,0.9984362,-0.036724385,0.99999726,0.99833184,0.99831825,-0.03706477,0.99994755,0.15341637
253,253,253,253,253,91,91,বেরোনো,চলা,beron̪o,sɔla,Get out,To walk,1,0.5,0.375,0.423611111111111,3.47916666666667,0.416666666666667,6,Bengali,Bengali,synonym,0,-14.786926,0.636632859706879,0.737749576568604,0.441254913806915,0.998999059200287,0.996430039405823,0.77544034,-0.03147871,0.99900806,0.9971891,0.63829815,-0.032361113,0.99900615,0.9964516,0.976693,0.9226689,0.9997276,0.99973154,0.9976864,0.9960698,-0.036739975,0.9999921,0.9985786,0.99653435,-0.036959775,0.99997807,0.071881086
256,256,256,256,256,181,181,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0,0.058333333333333,0.058333333333333,0.5,0.058333333333333,1,Bengali,Bengali,loan,1,5.2543964,0.942156314849854,0.855364501476288,0.437381118535996,0.998469054698944,0.999220252037048,0.93015456,-0.03311582,0.9994174,0.9996003,0.94222105,-0.028967712,0.9984803,0.9992232,0.9864838,0.97662836,0.99986255,0.99992126,0.9969252,0.9905703,-0.036280386,0.99990016,0.99787486,0.9976894,-0.03690616,0.99993503,0.06304054
257,257,257,257,257,47,47,কহা,মৈ,kɔɦa,mɔɪ,Say,May,0.75,0.5,0.328125,0.354166666666667,3.3125,0.354166666666667,3,Bengali,Bengali,random,0,-5.7654686,0.905723989009857,0.730521559715271,0.373796790838242,0.998771607875824,0.999162971973419,0.8029732,-0.04328739,0.9990362,0.99923414,0.9058285,-0.04414708,0.9987761,0.99916416,0.9789319,0.97205114,0.9997932,0.99987483,0.99745727,0.9945741,-0.037759393,0.9999824,0.99806887,0.99803704,-0.036983,0.99993676,0.02313485
258,258,258,258,258,270,270,সৃজন,ৰচনা,ʃɽid͡ʑɔn̪ɔ,ɹɔsɔna,Creation,essay,0.8,0.285714285714286,0.25,0.273809523809524,2.57142857142857,0.261904761904762,4,Bengali,Bengali,synonym,0,-14.394401,0.820679068565369,0.550419628620148,0.620916187763214,0.997998595237732,0.997960209846497,0.5980078,-0.032789093,0.9973863,0.9991838,0.82109797,-0.030826408,0.9980087,0.99797076,0.9452596,0.88787174,0.9991058,0.9998986,0.99117893,0.9824538,-0.03635903,0.9999242,0.9987086,0.99704456,-0.03698675,0.99997634,0.05561781
260,260,260,260,260,82,82,গাঁ,গাঁউ,ɡã,gãu,Village,Village,0.666666666666667,1,0.3125,0.333333333333333,6.1875,0.3125,1,Bengali,Bengali,synonym,0,-5.4318557,0.934118688106537,0.762612283229828,0.488191395998001,0.99942946434021,0.998861372470856,0.84144425,-0.030365271,0.99960953,0.9992021,0.93441063,-0.031421795,0.99942994,0.99886227,0.97262144,0.9617406,0.9998766,0.9998617,0.99423796,0.9939451,-0.037389055,0.9999624,0.99753433,0.9975117,-0.03689327,0.9999114,0.073569976
261,261,261,261,261,67,67,কোদাল,কোদাল,kod̪alɔ,kʊdal,Spade,Spade,0.428571428571429,0.166666666666667,0.170138888888889,0.1875,1.375,0.1875,0,Bengali,Bengali,loan,1,5.4416785,0.99999988079071,1,0.421585291624069,0.999944627285004,1,0.9807474,-0.04071615,0.9998864,0.9998919,0.9999975,-0.041388292,0.9999443,0.99999976,0.9829217,0.97093,0.99974465,0.99986845,0.9984878,0.9981632,-0.036642585,0.9999968,0.9980751,0.9978773,-0.036967188,0.9999389,0.051524676
264,264,264,264,264,177,177,পায়স,ভনী,pae̯ɔʃɔ,bʰɔni,Pies,Sister,0.857142857142857,0.5,0.381944444444444,0.416666666666667,3.54166666666667,0.416666666666667,5,Bengali,Bengali,random,0,-10.552151,0.853614807128906,0.665503144264221,0.54633629322052,0.996737658977508,0.999121189117431,0.7387612,-0.0377506,0.99841213,0.9993408,0.8539243,-0.037100956,0.99674475,0.9991217,0.97715884,0.9608816,0.9998802,0.99990195,0.9961533,0.98885465,-0.037633814,0.99994135,0.9981864,0.9977483,-0.036967035,0.99994385,0.03202081
268,268,268,268,268,283,283,রসুন,মুঠ,rɔʃun̪,mutʰ,Garlic,total,0.833333333333333,0.6,0.45,0.508333333333333,4.275,0.495833333333333,3,Bengali,Bengali,random,0,-7.197837,0.854685604572296,0.78608638048172,0.484108835458756,0.998740494251251,0.999754071235657,0.8442178,-0.036156617,0.9994523,0.99972826,0.8550259,-0.036062833,0.9987437,0.9997543,0.9888419,0.9542753,0.9998009,0.99989796,0.996596,0.9935479,-0.03686855,0.9999833,0.99817634,0.9983795,-0.037073746,0.9999405,-0.03733678
269,269,269,269,269,10,10,অবতার,ঋতু,obt̪ar,ɽitu,Avatar,Season,0.833333333333333,0.6,0.3375,0.408333333333333,4.975,0.370833333333333,4,Bengali,Bengali,random,0,-10.8070345,0.855386912822723,0.718201756477356,0.482236355543137,0.995986878871918,0.999893367290497,0.7474252,-0.038970895,0.9974724,0.99990314,0.8555557,-0.039701812,0.99600464,0.9998934,0.9730021,0.93640965,0.99960345,0.99988616,0.9933163,0.9871167,-0.037703764,0.99984294,0.9982813,0.9983502,-0.03708356,0.99994475,0.07059419
270,270,270,270,270,68,68,ক্রিয়া,ছয়,krie̯a,sɔjɔ,Verbs,,1,0.4,0.295833333333333,0.341666666666667,2.95,0.316666666666667,5,Bengali,Bengali,random,0,-8.496002,0.809845924377441,0.647553145885468,0.429762423038483,0.999479591846466,0.99970132112503,0.69600344,-0.03372668,0.9996408,0.99969167,0.8105546,-0.034262378,0.9994844,0.9997029,0.98554265,0.9722512,0.99993265,0.9998884,0.9977435,0.9975734,-0.03670231,0.99999624,0.9982163,0.9983217,-0.03707178,0.99994326,0.07268653
272,272,272,272,272,313,313,আসল,সাঁচা,aʃɔlɔ,xãsa,Original,True,1,0.6,0.308333333333333,0.333333333333333,3.125,0.329166666666667,5,Bengali,Bengali,synonym,0,-18.608095,0.766934514045715,0.693044006824493,0.380687713623047,0.999483406543732,0.996833741664886,0.83431375,-0.030968096,0.9996575,0.99849474,0.7677728,-0.034404054,0.99948734,0.9968435,0.9804706,0.9295635,0.9999373,0.9998043,0.9962769,0.99440694,-0.03647582,0.9999862,0.99727535,0.9981064,-0.036907636,0.9999023,-0.067519985
273,273,273,273,273,317,317,হক,সাঁচা,ɦɔkɔ,xãsa,Haq,True,1,0.75,0.192708333333333,0.197916666666667,2.59375,0.192708333333333,5,Bengali,Bengali,synonym,0,-10.517608,0.788847386837006,0.694895625114441,0.514676749706268,0.998976528644562,0.996976912021637,0.76748586,-0.0313423,0.9994259,0.9979803,0.7891461,-0.034383025,0.99897766,0.9969793,0.9747226,0.9088563,0.99986726,0.99961895,0.9957056,0.99320054,-0.03652168,0.99996734,0.99708676,0.99797547,-0.03689421,0.99990547,-0.048565064
275,275,275,275,275,186,186,আব্বা,পিতা,aba,pita,Dad,Father,0.75,0.5,0.28125,0.3125,2.40625,0.307291666666667,4,Bengali,Bengali,synonym,0,-18.195078,0.849278092384338,0.628313362598419,0.431231886148453,0.998880982398987,0.998615622520447,0.7143992,-0.040070448,0.9994622,0.9988215,0.8495832,-0.039549872,0.998886,0.9986227,0.9710618,0.8976587,0.9996104,0.99987507,0.9967484,0.9955218,-0.036819216,0.99998534,0.9985639,0.9976608,-0.036989197,0.999967,0.020973928
279,279,279,279,279,185,185,পুষ্প,পুষ্প,puʃpɔ,puxpɔ,Flowers,Flowers,0.2,0.2,0.029166666666667,0.033333333333333,0.325,0.029166666666667,0,Bengali,Bengali,loan,1,5.2640986,0.999999761581421,1,0.399139046669006,0.999647736549377,1,0.9932348,-0.027612066,0.99976546,0.99987143,0.9999994,-0.025849732,0.99964935,0.99999994,0.9839667,0.9588332,0.99987805,0.9998061,0.9984486,0.99511147,-0.036703978,0.9999885,0.9983903,0.998421,-0.03706806,0.99994856,-0.0037604515
282,282,282,282,282,215,215,বিছা,বিছা,bit͡ɕʰa,bisa,Scorpion,Scorpion,0.571428571428571,0.25,0.0625,0.0625,0.75,0.0625,0,Bengali,Bengali,loan,1,2.6179712,0.99999988079071,1,0.445503830909729,0.99982762336731,1,0.98624396,-0.026840094,0.99961936,0.9998891,0.9999991,-0.02661736,0.99982744,0.9999999,0.99076825,0.97393155,0.9998155,0.9999666,0.9985361,0.99803454,-0.036987897,0.9999933,0.9980335,0.99779737,-0.036901176,0.99993896,0.101771414
283,283,283,283,283,78,78,টুঁটি,গেলা,ʈũʈi,gɛla,Throat,Swallow,1,0.666666666666667,0.364583333333333,0.385416666666667,3.8125,0.385416666666667,5,Bengali,Bengali,synonym,0,-10.997961,0.861504793167114,0.715289115905762,0.489149421453476,0.996876776218414,0.997455835342407,0.7875768,-0.037503645,0.9983235,0.9984045,0.8616768,-0.038402718,0.9968779,0.9974599,0.98502296,0.9459009,0.9995477,0.9998976,0.9942938,0.9853269,-0.036482297,0.99994546,0.9976711,0.99773026,-0.036933195,0.9999267,0.02370238
284,284,284,284,284,322,322,সত্য,সাঁচ,ʃɔt̪d͡zɔ,xãsɔ,True,Templates,0.875,0.6,0.270833333333333,0.291666666666667,2.475,0.2875,3,Bengali,Bengali,synonym,0,-12.411509,0.907490193843842,0.708475470542908,0.540890038013458,0.998911738395691,0.999140679836273,0.76756954,-0.032908387,0.999429,0.99945843,0.90750957,-0.030661635,0.99891275,0.9991421,0.96795785,0.93613863,0.9998754,0.9995469,0.9964191,0.99265945,-0.037272435,0.9999824,0.9975665,0.9979588,-0.036942992,0.99993,0.047375455
285,285,285,285,285,205,205,বাউল,বলিয়া,baulɔ,bɔlija,Bowl,Saying,0.833333333333333,0.166666666666667,0.267361111111111,0.284722222222222,2.72916666666667,0.28125,5,Bengali,Bengali,loan,1,4.8562293,0.912964940071106,0.66325843334198,0.430178493261337,0.998215079307556,0.999140024185181,0.7899856,-0.03621765,0.99950206,0.9992871,0.9133252,-0.041113287,0.99823153,0.99914354,0.99060625,0.97438586,0.999692,0.9999506,0.9967185,0.9932101,-0.03656485,0.99998915,0.99782276,0.99822414,-0.037056953,0.999918,0.02722843
286,286,286,286,286,154,154,আণ্ডা,ডিমা,anɖa,dima,Eggs,Dima,0.75,0.75,0.213541666666667,0.25,4.15625,0.213541666666667,4,Bengali,Bengali,synonym,0,-14.170573,0.882807493209839,0.609085142612457,0.51101291179657,0.999507784843445,0.998710691928864,0.68077683,-0.039495252,0.9997217,0.9993814,0.88308334,-0.040786088,0.99950963,0.9987184,0.9795431,0.95712155,0.99984694,0.9999097,0.9973439,0.9949429,-0.037263945,0.99999315,0.9986146,0.9978728,-0.03703405,0.999966,0.02366224
287,287,287,287,287,48,48,কহা,কহা,kɔɦa,kɔɦa,Say,Say,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,1.6667299,0.99999988079071,1,0.373801827430725,0.999939620494842,1,0.9806639,-0.039419923,0.9999094,0.9999489,0.9999995,-0.036842853,0.9999396,0.9999999,0.98520327,0.9649918,0.99978805,0.9997368,0.9970792,0.99464923,-0.037204444,0.9999916,0.99811685,0.99798787,-0.03702081,0.99994,0.023134802
288,288,288,288,288,298,298,শিক্ষা,হাল,ʃikkʰa,ɦal,Education,Hello,1,0.8,0.458333333333333,0.516666666666667,4.85,0.5,6,Bengali,Bengali,random,0,-10.235422,0.681343257427216,0.609972894191742,0.553529262542725,0.999488592147827,0.999106705188751,0.6611929,-0.039468765,0.99949175,0.9992836,0.6815675,-0.0347459,0.999488,0.99911076,0.9849162,0.96780646,0.99991107,0.9998126,0.9973603,0.99410146,-0.03658931,0.9999939,0.99817634,0.9976744,-0.037048563,0.99995995,0.10834442
291,291,291,291,291,346,346,অবস্থা,হাল,obɔʃt̪ʰa,ɦal,Condition,Hello,1,0.833333333333333,0.541666666666667,0.590277777777778,5.16666666666667,0.590277777777778,6,Bengali,Bengali,synonym,0,-14.614986,0.809336602687836,0.618533194065094,0.367341250181198,0.999158680438995,0.999695420265198,0.7184872,-0.040253595,0.99910206,0.99972326,0.81054395,-0.036748976,0.99916595,0.9996984,0.96967715,0.9489995,0.9999392,0.99988616,0.99734116,0.9951649,-0.036579534,0.99998945,0.9981805,0.99810874,-0.03707754,0.99994963,0.08923523
292,292,292,292,292,321,321,সাঁচা,সাঁচ,ʃãt͡ɕa,xãsɔ,True,Templates,0.833333333333333,0.666666666666667,0.130208333333333,0.135416666666667,1.53125,0.130208333333333,1,Bengali,Bengali,loan,1,4.405982,0.931804120540619,0.864253401756287,0.408830493688583,0.999284625053406,0.99901932477951,0.91741085,-0.03587264,0.9996568,0.9994708,0.9318878,-0.03315879,0.99928534,0.9990207,0.973353,0.96666455,0.9998029,0.9999098,0.99765325,0.9960677,-0.03734573,0.99998885,0.9980132,0.9976665,-0.036944326,0.999945,0.12958185
293,293,293,293,293,114,114,জেঠ,জেঠ,d͡ʑeʈʰɔ,zɛtʰ,Jeth,Jeth,0.857142857142857,0.5,0.296875,0.322916666666667,2.6875,0.322916666666667,0,Bengali,Bengali,loan,1,-0.6166565,0.99999988079071,1,0.484649449586868,0.999367237091064,1,0.9918187,-0.036088813,0.9996444,0.99989074,0.99999946,-0.03510741,0.9993706,1,0.9841708,0.96509576,0.99990684,0.9999084,0.9974309,0.99642545,-0.037014052,0.9999914,0.9980968,0.9979301,-0.036932413,0.99993783,0.005654246
294,294,294,294,294,320,320,হকীকৎ,সাঁচ,ɦɔkikɔt̪ɔ,xãsɔ,Really,Templates,0.888888888888889,0.625,0.479166666666667,0.53125,4.09375,0.53125,5,Bengali,Bengali,synonym,0,-24.248825,0.916145384311676,0.596152186393738,0.442391782999039,0.99877667427063,0.998297452926636,0.69969875,-0.03205117,0.99919933,0.9987592,0.9162017,-0.030666063,0.99877924,0.9983013,0.9639737,0.9090586,0.9998106,0.99941564,0.9969295,0.99416614,-0.037294038,0.9999895,0.9981734,0.9976243,-0.03687564,0.9999549,-0.042569917
296,296,296,296,296,26,26,আতশ,আগুনি,at̪ɔʃɔ,aguni,Fire,Fire,0.833333333333333,0.4,0.291666666666667,0.308333333333333,2.95,0.308333333333333,4,Bengali,Bengali,synonym,0,-10.000402,0.89639413356781,0.780650138854981,0.435396671295166,0.99646532535553,0.998884856700897,0.8551073,-0.032872923,0.9968649,0.99944305,0.89672273,-0.030151187,0.9964735,0.998888,0.9861551,0.967849,0.99987566,0.999865,0.99522895,0.98705965,-0.036435194,0.99995196,0.99812865,0.99766946,-0.036943182,0.99994355,0.018829757
297,297,297,297,297,65,65,কেলা,কল,kela,kɔlɔ,The banana,Call,0.5,0,0.072916666666667,0.072916666666667,0.75,0.072916666666667,2,Bengali,Bengali,loan,1,2.4661205,0.893494486808777,0.691772043704987,0.539474308490753,0.998119354248047,0.99889063835144,0.7485609,-0.040397573,0.99903286,0.9993159,0.8936169,-0.038681142,0.998127,0.99888855,0.9828482,0.9631587,0.99979585,0.99993455,0.99670434,0.9878503,-0.03748069,0.9999474,0.9986235,0.9976855,-0.03703305,0.9999685,0.0065569337
299,299,299,299,299,174,174,পৃষ্ঠা,পাতা,pɽiʃʈʰa,pata,Page,Leaves,0.714285714285714,0.333333333333333,0.319444444444444,0.361111111111111,2.70833333333333,0.361111111111111,4,Bengali,Bengali,synonym,0,-17.794516,0.602206170558929,0.562396943569183,0.310891777276993,0.998260140419006,0.999670386314392,0.5718492,-0.02684931,0.9987015,0.99970996,0.6035083,-0.025577312,0.99827313,0.999672,0.95660895,0.87179726,0.9994538,0.99983114,0.9949784,0.9949796,-0.03688242,0.9999676,0.99814284,0.99819356,-0.03701943,0.99994075,-0.052492347
300,300,300,300,300,159,159,ধোঁয়া,ধোঁৱা,d̪ʱõe̯a,dʰʊ̃wa,Smoke,smoke,0.714285714285714,0.25,0.09375,0.104166666666667,0.90625,0.09375,2,Bengali,Bengali,loan,1,-0.71205425,0.928260743618012,0.817729413509369,0.503978371620178,0.999058425426483,0.996139109134674,0.8422284,-0.035058014,0.99937284,0.9971654,0.92834103,-0.03518589,0.99905884,0.99614805,0.9446034,0.94144595,0.99989533,0.99968994,0.9940442,0.9946744,-0.037372548,0.999953,0.996784,0.9972533,-0.036739185,0.99989676,0.1004639
302,302,302,302,302,15,15,সংখ্যা,অংক,ʃɔŋkʰæ,ɔŋkɔ,Numbers,Math,0.5,0.2,0.225,0.241666666666667,1.85,0.241666666666667,5,Bengali,Bengali,synonym,0,-9.991338,0.725466728210449,0.559952437877655,0.445967078208923,0.999017536640167,0.999547779560089,0.62558186,-0.04469473,0.99955946,0.9996627,0.7262687,-0.045493692,0.999023,0.99954873,0.9863409,0.94681,0.99985814,0.99990886,0.99749815,0.9903709,-0.03717927,0.99998367,0.99821323,0.9979686,-0.037061743,0.9999547,-0.030822046
303,303,303,303,303,226,226,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.416666666666667,3,0.416666666666667,2,Bengali,Bengali,loan,1,4.670135,0.848303854465485,0.69401741027832,0.44712296128273,0.998061418533325,0.998159885406494,0.7090512,-0.036254663,0.9991095,0.9989988,0.84929025,-0.036259357,0.99808586,0.99819505,0.9876529,0.9641686,0.99981797,0.99992716,0.99520946,0.9870157,-0.037127018,0.9999598,0.9972407,0.99798584,-0.037029818,0.9998911,0.020428512
304,304,304,304,304,103,103,চাকা,চাকা,t͡ɕaka,saka,The wheel,The wheel,0.5,0.25,0.052083333333333,0.052083333333333,0.6875,0.052083333333333,0,Bengali,Bengali,loan,1,3.6344404,0.99999988079071,1,0.523349702358246,0.999776184558868,1,0.99164367,-0.03516946,0.99975693,0.999978,0.9999994,-0.032792136,0.9997783,1.0000001,0.9815928,0.95749915,0.99965626,0.9999251,0.9985664,0.99645424,-0.03686334,0.99999344,0.99839956,0.99840146,-0.037128054,0.99994826,0.090632096
306,306,306,306,306,239,239,ভাল,ভাল,bʱalɔ,bʰal,Good,Good,0.4,0.25,0.234375,0.260416666666667,1.875,0.260416666666667,0,Bengali,Bengali,loan,1,6.4838266,0.999999821186066,1,0.457662165164948,0.99992024898529,1,0.976024,-0.030436542,0.9998691,0.9999441,0.99999917,-0.033326507,0.9999206,1.0000001,0.9875692,0.9697819,0.9997421,0.99993575,0.997022,0.9958197,-0.037204348,0.99999416,0.99814457,0.99820906,-0.037071742,0.999944,-0.024744853
308,308,308,308,308,255,255,মিথ্যা,মিছা,mit̪ʰæ,misa,False,lie,0.666666666666667,0,0.03125,0.03125,0.375,0.03125,3,Bengali,Bengali,synonym,0,-4.375787,0.883501052856445,0.619137823581696,0.49561271071434,0.996143341064453,0.999821841716766,0.7744198,-0.032260902,0.9977482,0.99976,0.88369393,-0.03041026,0.9961788,0.999822,0.9805058,0.9605901,0.99987066,0.99988574,0.992096,0.9836118,-0.03642567,0.9999048,0.99840504,0.998272,-0.03710949,0.99995273,-0.027318288
309,309,309,309,309,90,90,চাঁদ,সাত,t͡ɕãd̪ɔ,xat,The moon,Seven,1,0.666666666666667,0.302083333333333,0.333333333333333,2.71875,0.328125,3,Bengali,Bengali,random,0,-3.5954874,0.553412020206451,0.720884025096893,0.513245701789856,0.999602973461151,0.99926882982254,0.77364177,-0.032222394,0.9997352,0.99961334,0.55388427,-0.033766933,0.99960333,0.99927294,0.97173756,0.9721769,0.999954,0.9998692,0.9985002,0.9971236,-0.037450757,0.99999684,0.998013,0.99843216,-0.03704472,0.999925,0.16862795
311,311,311,311,311,294,294,শব্দ,সঁচা,ʃɔbd̪ɔ,xɔ̃sa,Words,true,0.833333333333333,0.4,0.275,0.3,2.525,0.295833333333333,4,Bengali,Bengali,random,0,-14.82855,0.418842285871506,0.675646841526032,0.335774958133697,0.999138355255127,0.998145043849945,0.7301049,-0.032534085,0.99936044,0.9987327,0.41946965,-0.030798472,0.99914306,0.99815243,0.93810636,0.9585843,0.9999047,0.9998897,0.9949468,0.99431336,-0.037405282,0.99994636,0.9973252,0.99789584,-0.03688728,0.9999231,0.21363494
316,316,316,316,316,73,73,কণ্ঠ,গলা,kɔnʈʰɔ,gɔla,Voice,Throat,0.833333333333333,0.6,0.420833333333333,0.458333333333333,3.65,0.458333333333333,4,Bengali,Bengali,synonym,0,-12.718068,0.89522647857666,0.667044460773468,0.374104052782059,0.999051153659821,0.999807715415955,0.69325566,-0.037994593,0.99904406,0.9998288,0.89532864,-0.03918892,0.9990518,0.99980813,0.9677081,0.93790776,0.99924564,0.9998448,0.99689966,0.98720753,-0.0377238,0.99998885,0.9983299,0.998327,-0.037089393,0.9999466,0.028855257
317,317,317,317,317,104,104,চৈত,বঙালী,t͡ɕojt̪,bɔŋali,Chait,Bengali,1,0.666666666666667,0.413194444444444,0.451388888888889,4.16666666666667,0.447916666666667,5,Bengali,Bengali,random,0,-6.631176,0.828028380870819,0.72888857126236,0.551083862781525,0.997714221477508,0.9990074634552,0.7629291,-0.038864598,0.9980792,0.99913,0.82826877,-0.038368154,0.9977167,0.9990091,0.960642,0.9648083,0.9991994,0.9995284,0.9950746,0.9929774,-0.037487455,0.9999574,0.9983828,0.9979323,-0.036980376,0.9999558,0.030998582
