loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,loan_unicode,original_unicode
गुस्ताख़,گستاخ,ɡustaːx,ɡstɒx,impudent,rude,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.4583333333333333,0.1875,8,loan,Devanagari,Arabic
गुस्ताख़ी,گستاخی,ɡustaːxiː,ɡstɒxj,pretentiousness,Arrogance,0.5555555555555556,0.2857142857142857,0.1636904761904762,0.1845238095238095,1.6607142857142858,0.1785714285714285,9,loan,Devanagari,Arabic
गूंगा,گنگ,ɡuːŋɡaː,ɡŋ,dumb,گنگ,0.7142857142857143,0.6,0.5375,0.6,4.35,0.6,5,loan,Devanagari,Arabic
गोर,گور,ɡor,ɡvr,gore,گور,0.3333333333333333,0.3333333333333333,0.1041666666666666,0.125,2.6666666666666665,0.1041666666666666,3,loan,Devanagari,Arabic
गोरखर,گورخر,ɡorkʰər,ɡvrxr,Gorkhar,Zebra,0.5714285714285714,0.3333333333333333,0.2152777777777778,0.2430555555555555,2.75,0.2326388888888888,5,loan,Devanagari,Arabic
गोरिस्तान,گورستان,ɡoristaːn,ɡvrstɒn,Goristan,گورستان,0.4444444444444444,0.25,0.1666666666666666,0.1875,2.09375,0.1796875,9,loan,Devanagari,Arabic
गोश्त,گوشت,ɡoʃtə,ɡvʃt,Meat,Meat,0.4,0.4,0.2416666666666667,0.275,3.05,0.2625,5,loan,Devanagari,Arabic
चमचा,چمچه,t͡ʃəmt͡ʃaː,t͡ʃmt͡ʃh,Spoon,چمچه,0.3,0.4,0.2291666666666666,0.2583333333333333,2.575,0.25,4,loan,Devanagari,Arabic
चम्मच,چمچه,t͡ʃəmmət͡ʃ,t͡ʃmt͡ʃh,spoon,چمچه,0.4,0.6666666666666666,0.3819444444444445,0.4236111111111111,3.9166666666666665,0.4166666666666667,5,loan,Devanagari,Arabic
चरख़ा,چرخ,t͡ʃərxaː,t͡ʃrx,spinning wheel,the wheel,0.375,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,Devanagari,Arabic
चरबी,چربی,t͡ʃərbiː,t͡ʃrbj,Fat,Fat,0.375,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,4,loan,Devanagari,Arabic
चराग़,چراغ,t͡ʃəraːɣ,t͡ʃrɒɣ,lamp,lamp,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,5,loan,Devanagari,Arabic
चरागाह,چراگاه,t͡ʃəraːɡaːɦ,t͡ʃrɒɡɒh,pasture,Pasture,0.5454545454545454,0.1428571428571428,0.1696428571428571,0.1845238095238095,1.5,0.1845238095238095,6,loan,Devanagari,Arabic
चश्मदीद,چشم دید,t͡ʃəʃmədiːd,t͡ʃʃm djd,Eye witness,Eyes saw,0.3636363636363636,0.375,0.2395833333333333,0.2708333333333333,2.171875,0.265625,7,loan,Devanagari,Arabic
चाक़ू,چاقو,t͡ʃaːquː,t͡ʃɒɣv,knife,Knife,0.625,0.25,0.1510416666666666,0.1666666666666666,2.9375,0.1510416666666666,5,loan,Devanagari,Arabic
चादर,چادر,t͡ʃaːdər,t͡ʃɒdr,Bedsheet,چادر,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,Devanagari,Arabic
चाबुक,چابک,t͡ʃaːbuk,t͡ʃɒbk,whip,چابک,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,5,loan,Devanagari,Arabic
चाय,چای,t͡ʃaːj,t͡ʃɒj,Tea,Tea,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,3,loan,Devanagari,Arabic
चायख़ाना,چایخانه,t͡ʃaːjxaːnaː,t͡ʃɒjxɒnh,teahouse,Teahouse,0.5,0.1428571428571428,0.0714285714285714,0.0773809523809524,1.2321428571428572,0.0714285714285714,8,loan,Devanagari,Arabic
चायदान,چایدان,t͡ʃaːjdaːn,t͡ʃɒjdɒn,Caddy,Chaidan,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,6,loan,Devanagari,Arabic
चारदीवारी,چهار دیواری,t͡ʃaːrdiːvaːriː,t͡ʃhɒr djvɒrj,boundary wall,Four walls,0.6,0.3,0.1395833333333333,0.1583333333333333,1.6,0.15,11,loan,Devanagari,Arabic
चाशनी,چاشنی,t͡ʃaːʃniː,t͡ʃɒʃnj,sugar syrup,چاشنی,0.4444444444444444,0.2,0.05,0.0583333333333333,0.875,0.05,5,loan,Devanagari,Arabic
चिराग़,چراغ,t͡ʃiraːɣ,t͡ʃrɒɣ,lamp,lamp,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,6,loan,Devanagari,Arabic
चिलग़ोज़ा,چلغوزه,t͡ʃilɣozaː,t͡ʃlɣvzh,bell pepper,چلغزه,0.4,0.4285714285714285,0.2083333333333333,0.2380952380952381,2.982142857142857,0.2232142857142857,9,loan,Devanagari,Arabic
चिलम,چلم,t͡ʃiləm,t͡ʃlm,chillum,چلم,0.2857142857142857,0.4,0.3583333333333333,0.4,2.9,0.4,4,loan,Devanagari,Arabic
चीख़,جیغ,t͡ʃiːx,d͡ʒjɣ,squeak,جیغ,0.8333333333333334,0.3333333333333333,0.0694444444444444,0.0833333333333333,1.125,0.0694444444444444,4,loan,Devanagari,Arabic
चीज़,چیز,t͡ʃiːz,t͡ʃjz,thing,Thing,0.3333333333333333,0.3333333333333333,0.0416666666666666,0.0555555555555555,0.9583333333333334,0.0416666666666666,4,loan,Devanagari,Arabic
चुक़ंदर,چقندر,t͡ʃuqəndər,t͡ʃɣndr,Beet,Beetroot,0.4,0.375,0.3515625,0.390625,2.9375,0.390625,7,loan,Devanagari,Arabic
चूज़ा,چوزه,t͡ʃuːzaː,t͡ʃvzh,chick,Chicken,0.5,0.5,0.1510416666666666,0.1770833333333333,3.53125,0.1510416666666666,5,loan,Devanagari,Arabic
चूपान,چوپان,t͡ʃuːpaːn,t͡ʃvpɒn,chupan,چوپان,0.4444444444444444,0.2,0.0958333333333333,0.1083333333333333,2.0,0.0958333333333333,5,loan,Devanagari,Arabic
चेहरा,چهره,t͡ʃeɦraː,t͡ʃhrh,face,Face,0.5,0.4,0.2375,0.2666666666666667,2.625,0.2583333333333333,5,loan,Devanagari,Arabic
चोग़ा,چوقا,t͡ʃoɣaː,t͡ʃvɣɒ,dressing gown,Peak,0.4285714285714285,0.25,0.109375,0.125,2.375,0.109375,5,loan,Devanagari,Arabic
जंग,جنگ,d͡ʒəŋɡə,d͡ʒŋ,War,War,0.4285714285714285,0.6,0.5375,0.6,4.35,0.6,3,loan,Devanagari,Arabic
जंगजू,جنگجو,d͡ʒəŋɡd͡ʒuː,d͡ʒŋd͡ʒv,Jangju,the Warrior,0.3636363636363636,0.5,0.3576388888888889,0.4027777777777777,3.3125,0.3923611111111111,5,loan,Devanagari,Arabic
जंगी,جنگی,d͡ʒəŋɡiː,d͡ʒŋj,Warlike,War,0.5,0.6,0.3833333333333333,0.4333333333333333,3.475,0.425,4,loan,Devanagari,Arabic
जगह,جایگاه,d͡ʒəɡəɦ,d͡ʒɒjɡɒh,place,Place,0.5,0.1666666666666666,0.1979166666666667,0.2152777777777778,1.6666666666666667,0.2152777777777778,6,loan,Devanagari,Arabic
जज़ा,جزا,d͡ʒəzaː,d͡ʒzɒ,jazz,Penalty,0.4285714285714285,0.25,0.2552083333333333,0.28125,2.1875,0.28125,4,loan,Devanagari,Arabic
जज़ीरा,جزیره,d͡ʒəziːraː,d͡ʒzjrh,Jazeera,Island,0.5,0.5,0.2118055555555555,0.2430555555555555,2.625,0.2291666666666666,6,loan,Devanagari,Arabic
जज़्बा,جذبه,d͡ʒəzbaː,d͡ʒzbh,passion,Attraction,0.375,0.4,0.2291666666666666,0.2583333333333333,2.575,0.25,6,loan,Devanagari,Arabic
जदीद,جدید,d͡ʒədiːd,d͡ʒdjd,jadid,New,0.375,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,4,loan,Devanagari,Arabic
जनाज़ा,جنازه,d͡ʒənaːzaː,d͡ʒnɒzh,funeral,Corpse,0.5,0.3333333333333333,0.2118055555555555,0.2361111111111111,2.395833333333333,0.2291666666666666,6,loan,Devanagari,Arabic
जन्नत,جنت,d͡ʒənnət,d͡ʒnt,Heaven,heaven,0.375,0.5,0.4513888888888889,0.5,3.625,0.5,5,loan,Devanagari,Arabic
जमा,جمع,d͡ʒəmaː,d͡ʒmʔ,Deposit,Total,0.4285714285714285,0.5,0.296875,0.3333333333333333,3.03125,0.3229166666666667,3,loan,Devanagari,Arabic
जमात,جماعت,d͡ʒəmaːt,d͡ʒmɒʔt,Jamaat,Congregation,0.375,0.4,0.1916666666666667,0.2166666666666666,3.2,0.1916666666666667,5,loan,Devanagari,Arabic
जलवा,جلوه,d͡ʒəlvaː,d͡ʒlvh,Jalwa,جلوه,0.375,0.4,0.2291666666666666,0.2583333333333333,2.575,0.25,4,loan,Devanagari,Arabic
जलाल,جلال,d͡ʒəlaːl,d͡ʒlɒl,Jalal,glory,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,Devanagari,Arabic
जलालाबाद,جلال‌آباد,d͡ʒəlaːlaːbaːd,d͡ʒlɒl‌ɒbɒd,Jalalabad,Jalalabad,0.5,0.1111111111111111,0.1412037037037037,0.1527777777777778,1.3055555555555556,0.1527777777777778,9,loan,Devanagari,Arabic
जल्द,جلد,d͡ʒəldə,d͡ʒld,Soon,Cover,0.2857142857142857,0.4,0.3583333333333333,0.4,2.9,0.4,4,loan,Devanagari,Arabic
जल्लाद,جلاد,d͡ʒəllaːd,d͡ʒlɒd,executioner,Executioner,0.4444444444444444,0.3333333333333333,0.3229166666666667,0.3541666666666667,2.6666666666666665,0.3541666666666667,6,loan,Devanagari,Arabic
जवान,جوان,d͡ʒəvaːn,d͡ʒvɒn,young,Young,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,Devanagari,Arabic
जवानी,جوانی,d͡ʒəvaːniː,d͡ʒvɒnj,youth,Youth,0.5,0.3333333333333333,0.1909722222222222,0.2152777777777778,1.9375,0.2083333333333333,5,loan,Devanagari,Arabic
जवाब,جواب,d͡ʒəvaːb,d͡ʒvɒb,Answer,Answer,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,Devanagari,Arabic
जशन,جشن,d͡ʒəʃən,d͡ʒʃn,celebration,Celebration,0.2857142857142857,0.4,0.3583333333333333,0.4,2.9,0.4,3,loan,Devanagari,Arabic
जसूर,جسور,d͡ʒəsuːr,d͡ʒsvr,Jasoor,bold,0.375,0.4,0.25,0.2833333333333333,3.15,0.2708333333333333,4,loan,Devanagari,Arabic
जहाँगीर,جهانگیر,d͡ʒəɦãːɡiːr,d͡ʒhɒŋjr,Jahangir,Jahangir,0.6363636363636364,0.6666666666666666,0.1875,0.2083333333333333,2.125,0.2023809523809523,7,loan,Devanagari,Arabic
जहाज़,جهاز,d͡ʒəɦaːz,d͡ʒhɒz,ship,Device,0.5,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,5,loan,Devanagari,Arabic
जहान,جهان,d͡ʒəɦaːn,d͡ʒhɒn,world,the world,0.5,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,4,loan,Devanagari,Arabic
ज़ंग,زنگ,zəŋɡə,zŋ,rust,the bell,0.6,0.6,0.5375,0.6,4.35,0.6,4,loan,Devanagari,Arabic
ज़ंजीर,زنجیر,zəɲd͡ʒiːr,znd͡ʒjr,chain,Chain,0.4444444444444444,0.3333333333333333,0.1944444444444444,0.2222222222222222,1.9583333333333333,0.2118055555555555,6,loan,Devanagari,Arabic
ज़कात,زکات,zəkaːt,zkɒt,Zakat,Zakat,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,5,loan,Devanagari,Arabic
ज़ख़ीरा,ذخیره,zəxiːraː,zxjrh,cashew,Store,0.625,0.5,0.2118055555555555,0.2430555555555555,2.625,0.2291666666666666,7,loan,Devanagari,Arabic
ज़ख़्म,زخم,zəxmə,zxm,wound,Wounds,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,6,loan,Devanagari,Arabic
ज़नाना,زنانه,zənaːnaː,znɒnh,zenana,feminine,0.625,0.3333333333333333,0.2118055555555555,0.2361111111111111,2.395833333333333,0.2291666666666666,6,loan,Devanagari,Arabic
ज़फ़र,ظفر,zəfər,zfr,zafar,ظفر,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,Devanagari,Arabic
ज़बान,زبان,zəbaːn,zbɒn,tongue,Language,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,5,loan,Devanagari,Arabic
ज़बानी,زبانی,zəbaːniː,zbɒnj,verbally,Language,0.625,0.3333333333333333,0.1909722222222222,0.2152777777777778,1.9375,0.2083333333333333,6,loan,Devanagari,Arabic
ज़ब्त,ضبط,zəbtə,zbt,confiscated,setting,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,Devanagari,Arabic
ज़मानत,ضمانت,zəmaːnət,zmɒnt,surety,Guarantee,0.5,0.2857142857142857,0.2738095238095238,0.3035714285714285,2.2857142857142856,0.3035714285714285,6,loan,Devanagari,Arabic
ज़माना,زمانه,zəmaːnaː,zmɒnh,era,Time,0.625,0.3333333333333333,0.2118055555555555,0.2361111111111111,2.395833333333333,0.2291666666666666,6,loan,Devanagari,Arabic
ज़मींदार,زمین‌دار,zəmiːndaːr,zmjn‌dɒr,landowner,Landlord,0.6,0.25,0.1432291666666666,0.1614583333333333,1.453125,0.15625,8,loan,Devanagari,Arabic
ज़मीन,زمین,zəmiːn,zmjn,land,the earth,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,Devanagari,Arabic
ज़मीनी,زمینی,zəmiːniː,zmjnj,ground,Earth,0.625,0.5,0.1909722222222222,0.2222222222222222,2.1666666666666665,0.2083333333333333,6,loan,Devanagari,Arabic
ज़र,زر,zər,zr,if,button,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,3,loan,Devanagari,Arabic
ज़रा,ذره,zəraː,zrh,please,Particle,0.6,0.5,0.2864583333333333,0.3229166666666667,3.21875,0.3125,4,loan,Devanagari,Arabic
ज़रूर,ضرور,zəruːr,zrvr,Sure,Definitely,0.5,0.4,0.25,0.2833333333333333,3.15,0.2708333333333333,5,loan,Devanagari,Arabic
ज़रूरत,ضرورت,zəruːrət,zrvrt,need,Necessity,0.5,0.4285714285714285,0.306547619047619,0.3452380952380953,3.2857142857142856,0.3363095238095238,6,loan,Devanagari,Arabic
ज़रूरी,ضروری,zəruːriː,zrvrj,necessary,Necessary,0.625,0.5,0.2291666666666666,0.2638888888888889,3.1041666666666665,0.2465277777777778,6,loan,Devanagari,Arabic
ज़र्द,زرد,zərdə,zrd,Lily,زرد,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,Devanagari,Arabic
ज़र्दा,زرد,zərdaː,zrd,Zarda,زرد,0.5,0.4,0.3583333333333333,0.4,2.9,0.4,6,loan,Devanagari,Arabic
ज़र्रा,ذره,zərraː,zrh,Zarra,Particle,0.6666666666666666,0.4,0.3958333333333333,0.4583333333333333,3.375,0.4458333333333334,6,loan,Devanagari,Arabic
ज़लज़ला,زلزله,zəlzəlaː,zlzlh,Zalzala,Earthquake,0.5,0.4285714285714285,0.2916666666666667,0.3273809523809524,2.875,0.3214285714285714,7,loan,Devanagari,Arabic
ज़हमत,زحمت,zəɦmət,zhmt,trouble,زحمت,0.5,0.3333333333333333,0.3055555555555556,0.3402777777777778,2.458333333333333,0.3402777777777778,5,loan,Devanagari,Arabic
ज़हर,زهر,zəɦər,zhr,Poison,venom,0.6,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,4,loan,Devanagari,Arabic
ज़हरीली,زهری,zəɦriːliː,zhrj,poisonous,زهری,0.7777777777777778,0.4285714285714285,0.4107142857142857,0.4583333333333333,3.5535714285714284,0.4523809523809524,7,loan,Devanagari,Arabic
ज़ात,ذات,zaːt,zɒt,caste,self,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,4,loan,Devanagari,Arabic
ज़ायक़ा,ذائقه,zaːjqaː,zɒjʔɣh,taste,Taste,0.7142857142857143,0.3333333333333333,0.2326388888888889,0.2569444444444445,2.6875,0.25,7,loan,Devanagari,Arabic
ज़ार,زار,zaːr,zɒr,Tsar,زار,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,4,loan,Devanagari,Arabic
ज़ार-ज़ार,زار زار,zaːrə-zaːr,zɒr zɒr,tsar-tsar,visited visited,0.6,0.1428571428571428,0.1636904761904762,0.1785714285714285,1.4642857142857142,0.1785714285714285,9,loan,Devanagari,Arabic
ज़ाहिर,ظاهر,zaːɦir,zɒhr,obviously,Appearance,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,6,loan,Devanagari,Arabic
ज़िंदगानी,زندگانی,zindɡaːniː,zndɡɒnj,Zindagani,Life,0.5,0.25,0.1432291666666666,0.1614583333333333,1.453125,0.15625,9,loan,Devanagari,Arabic
ज़िंदगी,زندگی,zindɡiː,zndɡj,life,Life,0.4285714285714285,0.3333333333333333,0.1701388888888889,0.1944444444444444,1.6875,0.1875,7,loan,Devanagari,Arabic
ज़िंदा,زنده,zindaː,zndh,alive,Live,0.5,0.4,0.2291666666666666,0.2583333333333333,2.575,0.25,6,loan,Devanagari,Arabic
ज़िंदाबाद,زنده باد,zindaːbaːd,zndh bɒd,alive,Viva,0.5,0.25,0.1588541666666666,0.1770833333333333,1.796875,0.171875,9,loan,Devanagari,Arabic
ज़िक्र,ذکر,zikrə,zkr,mention,Mention,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,6,loan,Devanagari,Arabic
ज़िद,ضد,zid,zd,stubbornness,against,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,loan,Devanagari,Arabic
ज़िना,زنا,zinaː,znɒ,zina,Adultery,0.6,0.25,0.2552083333333333,0.28125,2.1875,0.28125,5,loan,Devanagari,Arabic
ज़िम्मेदार,ذمه دار,zimmedaːr,zmh dɒr,responsible,ذمهدار,0.5555555555555556,0.375,0.2604166666666667,0.2916666666666666,2.34375,0.2864583333333333,10,loan,Devanagari,Arabic
ज़िम्मेदारी,داری,zimmedaːriː,dɒrj,responsibility,You have,0.8181818181818182,0.6666666666666666,0.5277777777777778,0.587962962962963,4.513888888888889,0.5833333333333334,11,loan,Devanagari,Arabic
ज़िला,ضلع,zilaː,zlʔ,district,ضلع,0.6,0.5,0.296875,0.3333333333333333,3.03125,0.3229166666666667,5,loan,Devanagari,Arabic
ज़ीना,زینه,ziːnaː,zjnh,zeena,Stairs,0.6666666666666666,0.5,0.09375,0.1145833333333333,2.125,0.09375,5,loan,Devanagari,Arabic
ज़ीरा,زیره,ziːraː,zjrh,cumin,Cumin,0.6666666666666666,0.5,0.09375,0.1145833333333333,2.125,0.09375,5,loan,Devanagari,Arabic
ज़ुल्फ़,زلف,zulfə,zlf,swirl,زلف,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,7,loan,Devanagari,Arabic
ज़ेवर,زیور,zevər,zjvr,jewelry,Ornament,0.4,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,Devanagari,Arabic
ज़ेहन,ذهن,zeɦən,zhn,mind,Mind,0.6,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,5,loan,Devanagari,Arabic
ज़ोर,زور,zor,zvr,loud,Force,0.3333333333333333,0.3333333333333333,0.1041666666666666,0.125,2.6666666666666665,0.1041666666666666,4,loan,Devanagari,Arabic
ज़ोरदार,زوردار,zordaːr,zvrdɒr,vigorous,Strong,0.4285714285714285,0.1666666666666666,0.0729166666666666,0.0833333333333333,1.5833333333333333,0.0729166666666666,7,loan,Devanagari,Arabic
ज़्यादती,زیادتی,zjaːdtiː,zjɒdtj,excess,Abuse,0.5,0.1666666666666666,0.0416666666666666,0.0486111111111111,0.7291666666666666,0.0416666666666666,8,loan,Devanagari,Arabic
जाँबाज़,جانباز,d͡ʒãːbaːz,d͡ʒɒnbɒz,brave,Veteran,0.4444444444444444,0.3333333333333333,0.2013888888888888,0.2152777777777778,1.7916666666666667,0.2152777777777778,7,loan,Devanagari,Arabic
जादू,جادو,d͡ʒaːduː,d͡ʒɒdv,Magic,Magic,0.5,0.25,0.1197916666666666,0.1354166666666666,2.5,0.1197916666666666,4,loan,Devanagari,Arabic
जादूगर,جادوگر,d͡ʒaːduːɡər,d͡ʒɒdvɡr,Magician,Magician,0.4545454545454545,0.2857142857142857,0.1964285714285714,0.2202380952380952,2.4642857142857144,0.2113095238095238,6,loan,Devanagari,Arabic
जान,جان,d͡ʒaːn,d͡ʒɒn,Life,John,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,3,loan,Devanagari,Arabic
जानवर,جانور,d͡ʒaːnvər,d͡ʒɒnvr,Animal,Animals,0.3333333333333333,0.1666666666666666,0.1701388888888889,0.1875,1.4583333333333333,0.1875,5,loan,Devanagari,Arabic
जाम,جام,d͡ʒaːm,d͡ʒɒm,Jam,Cup,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,3,loan,Devanagari,Arabic
जामा,جامه,d͡ʒaːmaː,d͡ʒɒmh,jama,جامه,0.5,0.25,0.09375,0.1041666666666666,1.78125,0.09375,4,loan,Devanagari,Arabic
जायज़,جائز,d͡ʒaːjəz,d͡ʒɒjʔz,justified,Valid,0.375,0.2,0.075,0.0833333333333333,1.175,0.075,5,loan,Devanagari,Arabic
जायदाद,جاداد,d͡ʒaːjdaːd,d͡ʒɒdɒd,Property,جاداد,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.7083333333333333,0.2083333333333333,6,loan,Devanagari,Arabic
जारी,جاری,d͡ʒaːriː,d͡ʒɒrj,Ongoing,Current,0.5,0.25,0.0625,0.0729166666666666,1.09375,0.0625,4,loan,Devanagari,Arabic
जाली,جعلی,d͡ʒaːliː,d͡ʒʔlj,Fake,a fake,0.5,0.5,0.1041666666666666,0.125,1.9375,0.1041666666666666,4,loan,Devanagari,Arabic
जासूस,جاسوس,d͡ʒaːsuːs,d͡ʒɒsvs,Detective,Spy,0.4444444444444444,0.2,0.0958333333333333,0.1083333333333333,2.0,0.0958333333333333,5,loan,Devanagari,Arabic
जाहिल,جاهل,d͡ʒaːɦil,d͡ʒɒhl,goth,ignorant,0.5,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,5,loan,Devanagari,Arabic
जिगर,جگر,d͡ʒiɡər,d͡ʒɡr,liver,Liver,0.2857142857142857,0.4,0.3583333333333333,0.4,2.9,0.4,4,loan,Devanagari,Arabic
जिबुती,جیبوتی,d͡ʒibutiː,d͡ʒjbvtj,Djibouti,Djibouti,0.4444444444444444,0.5,0.0868055555555555,0.1111111111111111,2.208333333333333,0.0868055555555555,6,loan,Devanagari,Arabic
जुदा,جدا,d͡ʒudaː,d͡ʒdɒ,parted,is very,0.4285714285714285,0.25,0.2552083333333333,0.28125,2.1875,0.28125,4,loan,Devanagari,Arabic
जुदाई,جدایی,d͡ʒudaːiː,d͡ʒdɒjj,separation,Separation,0.5555555555555556,0.6,0.2333333333333333,0.275,3.775,0.2333333333333333,5,loan,Devanagari,Arabic
जुनून,جنون,d͡ʒunuːn,d͡ʒnvn,Passion,mad,0.375,0.4,0.25,0.2833333333333333,3.15,0.2708333333333333,5,loan,Devanagari,Arabic
जुमा,جمعه,d͡ʒumaː,d͡ʒmʔh,Zuma,Friday,0.4285714285714285,0.75,0.2083333333333333,0.2291666666666666,4.25,0.2083333333333333,4,loan,Devanagari,Arabic
जुर्माना,جرمانه,d͡ʒurmaːnaː,d͡ʒrmɒnh,Fine,Fine,0.4545454545454545,0.2857142857142857,0.181547619047619,0.2023809523809523,2.0535714285714284,0.1964285714285714,8,loan,Devanagari,Arabic
जुस्तजू,جستجو,d͡ʒustəd͡ʒuː,d͡ʒstd͡ʒv,jutju,Search,0.3333333333333333,0.4285714285714285,0.306547619047619,0.3452380952380952,3.2857142857142856,0.3363095238095238,7,loan,Devanagari,Arabic
जेब,جیب,d͡ʒeb,d͡ʒjb,pocket,Pocket,0.2,0.3333333333333333,0.0416666666666666,0.0555555555555555,0.9583333333333334,0.0416666666666666,3,loan,Devanagari,Arabic
जोश,جوش,d͡ʒoʃ,d͡ʒvʃ,Passion,جوش,0.2,0.3333333333333333,0.1041666666666666,0.125,2.6666666666666665,0.1041666666666666,3,loan,Devanagari,Arabic
तंग,تنگ,təŋɡə,tŋ,Narrow,tight,0.6,0.6,0.5375,0.6,4.35,0.6,3,loan,Devanagari,Arabic
तंगी,تنگی,təŋɡiː,tŋj,tightness,تنگی,0.6666666666666666,0.6,0.3833333333333333,0.4333333333333333,3.475,0.425,4,loan,Devanagari,Arabic
तंज़,طنز,tənzə,tnz,Tanz,طنز,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,4,loan,Devanagari,Arabic
तंदुरुस्त,تندرست,təndurustə,tndrst,fit,تندرست,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,9,loan,Devanagari,Arabic
तंदूर,تنور,tənduːr,tnvr,tandoor,تنور,0.5714285714285714,0.5,0.3263888888888889,0.3680555555555555,2.7916666666666665,0.3611111111111111,5,loan,Devanagari,Arabic
तंबाकू,تنباکو,təmbaːkuː,tnbɒkv,Tobacco,Tobacco,0.6666666666666666,0.4285714285714285,0.2113095238095238,0.2380952380952381,2.625,0.2261904761904762,6,loan,Devanagari,Arabic
तंबू,تنبو,təmbuː,tnbv,tent,Tent,0.6666666666666666,0.6,0.2708333333333333,0.3083333333333333,3.375,0.2916666666666666,4,loan,Devanagari,Arabic
तक़दीर,تقدیر,təqdiːr,tɣdjr,fate,Destiny,0.5714285714285714,0.3333333333333333,0.1909722222222222,0.2152777777777778,1.9791666666666667,0.2083333333333333,6,loan,Devanagari,Arabic
तक़रीबन,تقریباً,təqriːbən,tɣrjbɒً,almost,About,0.6666666666666666,0.375,0.2734375,0.3020833333333333,2.546875,0.296875,7,loan,Devanagari,Arabic
तक़सीम,تقسیم,təqsiːm,tɣsjm,Taksim,Division,0.5714285714285714,0.3333333333333333,0.1909722222222222,0.2152777777777778,1.9791666666666667,0.2083333333333333,6,loan,Devanagari,Arabic
तक़ाज़ा,تقاضا,təqaːzaː,tɣɒzɒ,demand,Demand,0.75,0.1666666666666666,0.2118055555555555,0.2291666666666666,2.0,0.2291666666666666,7,loan,Devanagari,Arabic
तख़्त,تخت,təxtə,txt,plank,تخت,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,Devanagari,Arabic
तख़्ता,تخته,təxtaː,txth,spline,Board,0.5,0.4,0.2291666666666666,0.2583333333333333,2.575,0.25,6,loan,Devanagari,Arabic
तजल्ली,تجلّی,təd͡ʒlliː,td͡ʒlّj,tajalli,Manifestation,0.4444444444444444,0.3333333333333333,0.3229166666666667,0.3611111111111111,2.895833333333333,0.3541666666666667,6,loan,Devanagari,Arabic
तजुर्बा,تجربه,təd͡ʒurbaː,td͡ʒrbh,experience,Experience,0.4,0.4285714285714285,0.2916666666666667,0.3273809523809524,2.875,0.3214285714285714,7,loan,Devanagari,Arabic
तनख़्वाह,تنخواه,tənxvaːɦ,tnxvɒh,salary,Salary,0.5,0.1428571428571428,0.1517857142857143,0.1666666666666666,1.2857142857142858,0.1666666666666666,8,loan,Devanagari,Arabic
