loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,loan_unicode,original_unicode
ख़ुशामद,سوار,xuʃaːməd,svɒr,happy,Riding,1.0,0.7142857142857143,0.4583333333333333,0.5178571428571429,4.428571428571429,0.5029761904761905,7,random,Devanagari,Arabic
ख़ुशी,ستاره,xuʃiː,stɒrh,Happiness,Star,1.0,0.8,0.3458333333333333,0.3916666666666666,4.1,0.3625,5,random,Devanagari,Arabic
ख़ूँख़ार,زیادتی,xũːxaːr,zjɒdtj,fierce,Abuse,1.0,0.6666666666666666,0.3645833333333332,0.4097222222222222,4.8125,0.3784722222222221,8,random,Devanagari,Arabic
ख़ून,سبب,xuːn,sbb,blood,a reason,1.0,1.0,0.25,0.2777777777777778,5.041666666666667,0.25,4,random,Devanagari,Arabic
ख़ूब,هر,xuːb,hr,great,Any,1.0,1.0,0.4305555555555556,0.5,5.125,0.4652777777777777,4,random,Devanagari,Arabic
ख़ूबसूरत,کارگر,xuːbsuːrət,kɒrɡr,beautiful,manual worker,0.9,0.625,0.421875,0.4739583333333332,4.15625,0.4583333333333333,8,random,Devanagari,Arabic
ख़ूबानी,سوریه,xuːbaːniː,svrjh,Apricot,Syria,1.0,0.8333333333333334,0.3298611111111111,0.3888888888888888,4.625,0.3472222222222221,7,random,Devanagari,Arabic
ख़ूबी,مهارت,xuːbiː,mhɒrt,feature,Skill,1.0,0.8,0.3708333333333333,0.425,5.325,0.3916666666666666,5,random,Devanagari,Arabic
ख़ैर,خوش,xæːr,xvʃ,Well,good,0.75,0.6666666666666666,0.1875,0.236111111111111,4.0,0.1875,4,random,Devanagari,Arabic
ख़ैरात,عجیب,xæːraːt,ʔd͡ʒjb,dole,Amazing,1.0,0.8,0.35,0.4,4.425,0.3708333333333333,6,random,Devanagari,Arabic
ख़ैरियत,دستخط,xæːrijət,dstxt,goodness,handwriting,0.875,0.8571428571428571,0.3928571428571429,0.4464285714285714,4.946428571428571,0.4226190476190476,7,random,Devanagari,Arabic
ख़ौफ़,توهین,xɔːf,tvhjn,awe,insult,1.0,1.0,0.4999999999999999,0.55,5.25,0.5333333333333333,5,random,Devanagari,Arabic
ख़्वाजा,فوج,xvaːd͡ʒaː,fvd͡ʒ,Khwaja,Army,0.5555555555555556,0.6,0.3958333333333333,0.4416666666666666,3.325,0.4375,7,random,Devanagari,Arabic
ख़्वाब,دم,xvaːb,dm,dream,دم,1.0,1.0,0.5104166666666667,0.5729166666666666,4.8125,0.5625000000000001,6,random,Devanagari,Arabic
ख़्वाबगाह,و,xvaːbɡaːɦ,v,dream,And,0.8888888888888888,0.8571428571428571,0.7678571428571429,0.8571428571428571,6.214285714285714,0.8571428571428571,9,random,Devanagari,Arabic
ख़्वाहिश,شمشیر,xvaːɦiʃ,ʃmʃjr,desire,Shamshir,1.0,0.8333333333333334,0.2777777777777777,0.3263888888888889,3.625,0.2951388888888889,8,random,Devanagari,Arabic
खीसा,گلدان,kʰiːsaː,ɡldɒn,washcloth,flower pot,1.0,0.4,0.3041666666666666,0.3333333333333333,3.4,0.3208333333333333,5,random,Devanagari,Arabic
गंदगी,زرد,ɡəndɡiː,zrd,filth,زرد,0.8571428571428571,0.8333333333333334,0.513888888888889,0.5833333333333334,4.5625,0.5659722222222222,5,random,Devanagari,Arabic
गंदा,ستم,ɡəndaː,stm,Dirty,Oppression,1.0,0.8,0.4666666666666667,0.5166666666666666,4.85,0.5083333333333333,4,random,Devanagari,Arabic
गज़,کمان,ɡəz,kmɒn,Gaz,Bow,1.0,0.5,0.296875,0.3229166666666667,3.0625,0.3229166666666667,4,random,Devanagari,Arabic
गज़र,خان,ɡəzər,xɒn,gazer,Khan,1.0,0.6,0.4125,0.4666666666666666,3.9,0.4666666666666666,4,random,Devanagari,Arabic
गरेबान,بدمعاش,ɡərebaːn,bdmʔɒʃ,Gareban,Rascal,1.0,0.8571428571428571,0.3005952380952381,0.3333333333333333,4.446428571428571,0.3154761904761905,6,random,Devanagari,Arabic
गर्द,حرکت,ɡərdə,hrkt,Gard,Move,0.8,0.8,0.3375,0.375,4.525,0.3583333333333333,4,random,Devanagari,Arabic
गर्दन,محاق,ɡərdən,mhɒɣ,Neck,محاق,1.0,0.6666666666666666,0.4409722222222222,0.4930555555555556,4.708333333333333,0.4826388888888889,5,random,Devanagari,Arabic
गर्दिश,اشک,ɡərdiʃ,ɒʃk,thunder,Tear,1.0,0.6666666666666666,0.5173611111111112,0.5833333333333334,4.604166666666667,0.579861111111111,6,random,Devanagari,Arabic
-गर्दी,روزی,-ɡərdiː,rvzj,-Crowd,Someday,0.8571428571428571,0.8,0.3083333333333333,0.3833333333333333,4.1,0.3375,6,random,Devanagari,Arabic
गर्म,گرامی,ɡərmə,ɡrɒmj,hot,Dear,0.6,0.6,0.1499999999999999,0.2166666666666666,3.175,0.1499999999999999,5,random,Devanagari,Arabic
गर्मी,دختر,ɡərmiː,dxtr,Heat,Girl,1.0,0.8,0.3625,0.4333333333333334,4.825,0.3833333333333333,5,random,Devanagari,Arabic
गवाह,حالت,ɡəvaːɦ,hɒlt,Witness,state of,1.0,0.8,0.3333333333333333,0.3666666666666667,4.175,0.3541666666666667,4,random,Devanagari,Arabic
गवाही,هجرت,ɡəvaːɦiː,hd͡ʒrt,testimony,Hijrat,1.0,0.8333333333333334,0.4652777777777778,0.5347222222222222,5.479166666666667,0.5,5,random,Devanagari,Arabic
गश्त,روس,ɡəʃtə,rvs,patrol,Russia,1.0,0.8,0.4625,0.5333333333333334,4.525,0.5041666666666667,4,random,Devanagari,Arabic
ग़ज़ब,فاخته,ɣəzəb,fɒxth,funny,Cuckoo,1.0,0.8,0.2291666666666666,0.25,3.8,0.2291666666666666,5,random,Devanagari,Arabic
ग़ज़ल,بندگی,ɣəzəl,bndɡj,Ghazal,Slavery,1.0,0.6,0.2083333333333333,0.2333333333333333,4.6,0.2083333333333333,5,random,Devanagari,Arabic
ग़ज़ा,غوطه,ɣəzaː,ɣvth,Gaza,Immersion,0.8,0.5,0.1510416666666666,0.1770833333333333,3.59375,0.1510416666666666,5,random,Devanagari,Arabic
ग़द्दार,پیچیده,ɣəddaːr,pjt͡ʃjdh,traitor,Complicated,1.0,0.8333333333333334,0.2395833333333333,0.2777777777777778,4.166666666666667,0.2395833333333333,7,random,Devanagari,Arabic
ग़म,فسانه,ɣəm,fsɒnh,sorrow,فسانه,1.0,0.8,0.4541666666666667,0.5,3.85,0.4916666666666667,5,random,Devanagari,Arabic
ग़रीबी,نازک,ɣəriːbiː,nɒzk,poverty,نازک,1.0,0.8333333333333334,0.4270833333333333,0.4791666666666667,4.4375,0.4618055555555555,6,random,Devanagari,Arabic
ग़लत,سیاهی,ɣələt,sjɒhj,wrong,Black,1.0,0.8,0.2541666666666667,0.2916666666666666,4.675,0.2541666666666667,5,random,Devanagari,Arabic
ग़लती,مقدس,ɣəltiː,mɣds,mistake,Holy,1.0,0.8,0.3125,0.3416666666666667,4.825,0.3333333333333333,5,random,Devanagari,Arabic
ग़ुलाम,پیغام,ɣulaːm,pjɣɒm,slave,Message,0.8333333333333334,0.6,0.1708333333333333,0.1833333333333333,2.65,0.1708333333333333,6,random,Devanagari,Arabic
ग़ुस्सा,دریائی,ɣussaː,drjɒjʔj,angry,Sea,1.0,0.8571428571428571,0.3928571428571429,0.4404761904761904,5.035714285714286,0.4285714285714286,7,random,Devanagari,Arabic
ग़ैर,پیش,ɣæːr,pjʃ,non,Up front,1.0,1.0,0.2361111111111111,0.2777777777777777,3.7083333333333335,0.2361111111111111,4,random,Devanagari,Arabic
ग़ैर-,تخت,ɣæːrə-,txt,non-,تخت,1.0,1.0,0.4375,0.5,5.875,0.4635416666666666,5,random,Devanagari,Arabic
ग़ोता,ترازو,ɣotaː,trɒzv,dive,Balance,1.0,0.6,0.3083333333333333,0.3583333333333333,4.075,0.3333333333333333,5,random,Devanagari,Arabic
गिरफ़्त,حیوان,ɡirftə,hjvɒn,arrested,Animal,1.0,0.6666666666666666,0.3194444444444445,0.375,4.9375,0.34375,7,random,Devanagari,Arabic
गिरफ़्तार,کمک,ɡirftaːr,kmk,arrested,Help,1.0,0.8571428571428571,0.5535714285714286,0.636904761904762,5.0,0.630952380952381,9,random,Devanagari,Arabic
गिरफ़्तारी,ساز,ɡirftaːriː,sɒz,arrest,ساز,1.0,0.75,0.5911458333333333,0.671875,5.21875,0.6614583333333334,10,random,Devanagari,Arabic
गिरह,زخم,ɡirəɦ,zxm,gang,Wounds,1.0,1.0,0.4666666666666667,0.5333333333333333,4.9,0.5083333333333333,4,random,Devanagari,Arabic
-गिरी,یاقوت,-ɡiriː,jɒɣvt,- kernel,Ruby,1.0,0.8,0.3583333333333333,0.4083333333333333,5.375,0.375,5,random,Devanagari,Arabic
गिरोह,گستاخ,ɡiroɦ,ɡstɒx,the gang,rude,0.8,0.6,0.1458333333333333,0.175,3.15,0.1458333333333333,5,random,Devanagari,Arabic
गिलहरी,زر,ɡilɦəriː,zr,Squirrel,button,0.875,0.8571428571428571,0.6517857142857143,0.7261904761904763,5.535714285714286,0.7261904761904763,6,random,Devanagari,Arabic
गिलास,عثمان,ɡilaːs,ʔsmɒn,Tumbler,Othman,1.0,0.8,0.2166666666666666,0.2333333333333333,4.325,0.2166666666666666,5,random,Devanagari,Arabic
गिलीम,شامل,ɡiliːm,ʃɒml,Gilliam,Including,1.0,0.8,0.35,0.3833333333333333,3.675,0.3708333333333333,5,random,Devanagari,Arabic
गुंजाइश,نواله,ɡuɲd͡ʒaːiʃ,nvɒlh,request,Nawalah,1.0,0.7142857142857143,0.3839285714285714,0.4345238095238095,4.214285714285714,0.4136904761904762,7,random,Devanagari,Arabic
गुज़र,صورت,ɡuzər,svrt,pass,the face,1.0,0.8,0.3541666666666666,0.4333333333333333,4.425,0.3749999999999999,5,random,Devanagari,Arabic
गुज़श्ता,إِبْتِدَائِيّ,ɡuzʃtaː,ɒeٕbْtedæɒjeʔjّ,gushta,ّبْتِدَائِيّ,0.9333333333333332,0.6666666666666666,0.5190972222222222,0.576388888888889,4.916666666666667,0.5711805555555556,13,random,Devanagari,Arabic
गुज़ारा,قیمه,ɡuzaːraː,ɣjmh,survive,قیمه,1.0,0.6666666666666666,0.4097222222222222,0.4722222222222222,4.395833333333333,0.4513888888888888,7,random,Devanagari,Arabic
गुज़ारिश,سوداگر,ɡuzaːriʃ,svdɒɡr,request,Trader,0.875,0.7142857142857143,0.2976190476190475,0.3511904761904762,4.321428571428571,0.3214285714285714,8,random,Devanagari,Arabic
गुनाह,کرته,ɡunaːɦ,krth,crime,Times,1.0,0.6,0.2916666666666667,0.3416666666666667,3.5,0.3125,5,random,Devanagari,Arabic
गुफ़्तगू,زیر بغل,ɡuftəɡuː,zjr bɣl,gossip,Armpit,1.0,0.8571428571428571,0.3214285714285714,0.375,4.160714285714286,0.3363095238095238,8,random,Devanagari,Arabic
गुफ़्तार,قیمتی,ɡuftaːr,ɣjmtj,arrest,قیمتی,0.8571428571428571,0.5,0.2465277777777778,0.2916666666666667,3.3125,0.2743055555555556,8,random,Devanagari,Arabic
गुम,مزدور,ɡum,mzdvr,missing,Mercenary,1.0,1.0,0.5083333333333333,0.575,5.65,0.5541666666666667,5,random,Devanagari,Arabic
गुमनाम,نر,ɡumnaːm,nr,Anonymous,نر,0.8571428571428571,0.8333333333333334,0.6423611111111112,0.7291666666666666,5.4375,0.7118055555555555,6,random,Devanagari,Arabic
गुमशुदा,بی‌بی,ɡumʃudaː,bj‌bj,Missing,Bibi,1.0,1.0,0.4732142857142857,0.5297619047619048,4.660714285714286,0.5148809523809524,7,random,Devanagari,Arabic
गुर्जिस्तान,ملا,ɡurd͡ʒistaːn,mlɒ,Gurgistan,Mullah,1.0,0.7777777777777778,0.6527777777777779,0.7222222222222222,5.666666666666667,0.7222222222222222,11,random,Devanagari,Arabic
गुलज़ार,سلامی,ɡulzaːr,slɒmj,Gulzar,سلامی,0.8571428571428571,0.6666666666666666,0.3472222222222222,0.4027777777777778,5.041666666666667,0.3645833333333333,7,random,Devanagari,Arabic
गुलदान,تنها,ɡuldaːn,tnhɒ,vase,single,1.0,0.6666666666666666,0.4201388888888889,0.4583333333333333,4.125,0.4513888888888889,6,random,Devanagari,Arabic
गुलशन,دنگل,ɡulʃən,dŋl,Gulshan,دنگل,0.8333333333333334,0.8333333333333334,0.5347222222222222,0.5902777777777778,5.0,0.5798611111111112,5,random,Devanagari,Arabic
गुलाब,گیلاس,ɡulaːb,ɡjlɒs,Rose,Cherries,0.6666666666666666,0.4,0.1041666666666666,0.1166666666666666,1.55,0.1041666666666666,5,random,Devanagari,Arabic
गुलूबंद,آرام,ɡuluːbəndə,ɒrɒm,neckerchief,Quiet,1.0,0.6666666666666666,0.5532407407407408,0.6203703703703703,4.625,0.6087962962962963,7,random,Devanagari,Arabic
गुस्ताख़,جنازه,ɡustaːx,d͡ʒnɒzh,impudent,Corpse,1.0,0.6666666666666666,0.3541666666666667,0.3958333333333333,4.770833333333333,0.3715277777777777,8,random,Devanagari,Arabic
गुस्ताख़ी,احسان,ɡustaːxiː,ɒhsɒn,pretentiousness,Kindness,0.8888888888888888,0.5714285714285714,0.369047619047619,0.4047619047619047,3.928571428571429,0.3988095238095238,9,random,Devanagari,Arabic
गूंगा,سخت,ɡuːŋɡaː,sxt,dumb,Hard,1.0,0.8,0.4916666666666667,0.5416666666666667,4.8,0.5333333333333334,5,random,Devanagari,Arabic
गोर,نادان,ɡor,nɒdɒn,gore,نادان,1.0,0.8,0.4416666666666666,0.5,3.925,0.4791666666666666,5,random,Devanagari,Arabic
गोरखर,فارغ,ɡorkʰər,fɒrɣ,Gorkhar,Graduate,0.8571428571428571,0.5,0.3611111111111111,0.4097222222222222,3.3125,0.40625,5,random,Devanagari,Arabic
गोरिस्तान,سبز,ɡoristaːn,sbz,Goristan,Green,0.8888888888888888,0.875,0.5859375,0.6614583333333334,5.140625,0.6588541666666666,9,random,Devanagari,Arabic
गोश्त,هلال,ɡoʃtə,hlɒl,Meat,Crescent moon,1.0,1.0,0.3958333333333333,0.4416666666666667,5.875,0.4166666666666667,5,random,Devanagari,Arabic
चमचा,گرجستان,t͡ʃəmt͡ʃaː,ɡrd͡ʒstɒn,Spoon,Georgia,1.0,0.7142857142857143,0.4077380952380952,0.4583333333333333,4.321428571428571,0.431547619047619,7,random,Devanagari,Arabic
चम्मच,الفت,t͡ʃəmmət͡ʃ,ɒlft,spoon,الفت,0.9,0.8333333333333334,0.4131944444444444,0.4513888888888888,4.0,0.4444444444444445,5,random,Devanagari,Arabic
चरख़ा,تندرست,t͡ʃərxaː,tndrst,spinning wheel,تندرست,0.75,0.8333333333333334,0.3229166666666666,0.3611111111111111,4.479166666666667,0.3368055555555556,6,random,Devanagari,Arabic
चरबी,آبدست,t͡ʃərbiː,ɒbdst,Fat,آبدست,1.0,1.0,0.3041666666666666,0.3583333333333333,6.0,0.3041666666666666,5,random,Devanagari,Arabic
चराग़,بی‌ایمانی,t͡ʃəraːɣ,bj‌ɒjmɒnj,lamp,Belief,1.0,0.625,0.4427083333333333,0.4947916666666666,4.375,0.4791666666666667,9,random,Devanagari,Arabic
चरागाह,شاهین,t͡ʃəraːɡaːɦ,ʃɒhjn,pasture,Hawk,0.9090909090909092,0.7142857142857143,0.3630952380952381,0.4107142857142857,3.732142857142857,0.3988095238095238,6,random,Devanagari,Arabic
चश्मदीद,دهن,t͡ʃəʃmədiːd,dhn,Eye witness,mouth,0.9090909090909092,0.875,0.6067708333333333,0.671875,5.1875,0.6666666666666666,7,random,Devanagari,Arabic
चाक़ू,عظیم,t͡ʃaːquː,ʔzjm,knife,enormous,1.0,1.0,0.2916666666666666,0.3229166666666667,6.28125,0.2916666666666666,5,random,Devanagari,Arabic
चादर,قانون,t͡ʃaːdər,ɣɒnvn,Bedsheet,Law,1.0,0.6,0.1833333333333333,0.2166666666666666,3.475,0.1833333333333333,5,random,Devanagari,Arabic
चाबुक,عمده,t͡ʃaːbuk,ʔmdh,whip,Major,1.0,1.0,0.3458333333333333,0.3833333333333333,5.025,0.3666666666666666,5,random,Devanagari,Arabic
चाय,فواره,t͡ʃaːj,fvɒrh,Tea,fountain,1.0,0.6,0.45,0.5083333333333334,4.4,0.5,5,random,Devanagari,Arabic
चायख़ाना,رنگین,t͡ʃaːjxaːnaː,rŋjn,teahouse,Colorful,0.8333333333333334,0.7142857142857143,0.4732142857142857,0.5297619047619048,4.785714285714286,0.5148809523809523,8,random,Devanagari,Arabic
चायदान,فرشته,t͡ʃaːjdaːn,frʃth,Caddy,Angel,0.9,0.6666666666666666,0.3263888888888889,0.3819444444444445,4.25,0.34375,6,random,Devanagari,Arabic
चारदीवारी,درویش,t͡ʃaːrdiːvaːriː,drvjʃ,boundary wall,درویش,0.8666666666666667,0.6666666666666666,0.4652777777777778,0.5277777777777778,4.180555555555555,0.5138888888888888,9,random,Devanagari,Arabic
चाशनी,سرای,t͡ʃaːʃniː,srɒj,sugar syrup,سرای,1.0,0.8,0.3666666666666666,0.425,4.875,0.3875,5,random,Devanagari,Arabic
चिराग़,املا,t͡ʃiraːɣ,ɒmlɒ,lamp,dictation,1.0,0.6,0.3833333333333334,0.4416666666666666,5.35,0.4041666666666667,6,random,Devanagari,Arabic
चिलग़ोज़ा,جنون,t͡ʃilɣozaː,d͡ʒnvn,bell pepper,mad,0.9,0.8571428571428571,0.4523809523809524,0.5,4.232142857142857,0.4970238095238096,9,random,Devanagari,Arabic
चिलम,هم,t͡ʃiləm,hm,chillum,also,0.8571428571428571,0.6,0.5791666666666667,0.6416666666666666,4.725,0.6375,4,random,Devanagari,Arabic
चीख़,زیره,t͡ʃiːx,zjrh,squeak,Cumin,1.0,1.0,0.3229166666666667,0.375,3.90625,0.3645833333333333,4,random,Devanagari,Arabic
चीज़,کرایه دار,t͡ʃiːz,krɒjh dɒr,thing,Tenant,1.0,0.625,0.5885416666666667,0.6770833333333333,5.234375,0.6692708333333333,9,random,Devanagari,Arabic
चुक़ंदर,گنگ,t͡ʃuqəndər,ɡŋ,Beet,گنگ,1.0,0.75,0.7031249999999999,0.7864583333333334,5.796875,0.7838541666666667,7,random,Devanagari,Arabic
चूज़ा,نقلی,t͡ʃuːzaː,nɣlj,chick,Transport,1.0,1.0,0.2083333333333333,0.2291666666666666,4.5625,0.2083333333333333,5,random,Devanagari,Arabic
चूपान,حضرت,t͡ʃuːpaːn,hzrt,chupan,Majesty,1.0,1.0,0.3416666666666667,0.3999999999999999,4.6,0.3625,5,random,Devanagari,Arabic
चेहरा,دفاع,t͡ʃeɦraː,dfɒʔ,face,Defense,1.0,0.8,0.3625,0.425,4.7,0.3916666666666667,5,random,Devanagari,Arabic
चोग़ा,تخته,t͡ʃoɣaː,txth,dressing gown,Board,0.8571428571428571,1.0,0.234375,0.2604166666666667,4.46875,0.234375,5,random,Devanagari,Arabic
जंग,تاریخ,d͡ʒəŋɡə,tɒrjx,War,Date,1.0,0.8,0.1958333333333333,0.225,3.8,0.1958333333333333,5,random,Devanagari,Arabic
जंगजू,زار,d͡ʒəŋɡd͡ʒuː,zɒr,Jangju,زار,1.0,0.8333333333333334,0.5381944444444445,0.6041666666666666,4.8125,0.5902777777777778,5,random,Devanagari,Arabic
जंगी,ـانه,d͡ʒəŋɡiː,ـɒnh,Warlike,it's up,1.0,0.6,0.4666666666666666,0.5083333333333333,4.425,0.5041666666666667,4,random,Devanagari,Arabic
जगह,غریبی,d͡ʒəɡəɦ,ɣrjbj,place,غریبی,1.0,0.6,0.2083333333333333,0.25,5.1,0.2083333333333333,5,random,Devanagari,Arabic
जज़ा,تعداد,d͡ʒəzaː,tʔdɒd,jazz,Number,1.0,0.6,0.3,0.325,3.125,0.3166666666666666,5,random,Devanagari,Arabic
जज़ीरा,مگر,d͡ʒəziːraː,mɡr,Jazeera,if,0.9,0.8333333333333334,0.5312500000000001,0.5902777777777778,4.916666666666667,0.5833333333333334,6,random,Devanagari,Arabic
जज़्बा,دشمن,d͡ʒəzbaː,dʃmn,passion,Enemy,0.875,0.8,0.3166666666666667,0.35,3.9,0.3375,6,random,Devanagari,Arabic
जदीद,حافظه,d͡ʒədiːd,hɒfzh,jadid,Memory,1.0,0.8,0.2208333333333333,0.25,4.1,0.2208333333333333,5,random,Devanagari,Arabic
जनाज़ा,مادر,d͡ʒənaːzaː,mɒdr,funeral,Mother,1.0,0.6666666666666666,0.3993055555555556,0.4513888888888888,4.104166666666667,0.4305555555555555,6,random,Devanagari,Arabic
जन्नत,پهلو,d͡ʒənnət,phlv,Heaven,پهلو,1.0,1.0,0.4305555555555556,0.4791666666666667,4.041666666666667,0.4618055555555556,5,random,Devanagari,Arabic
जमा,هزارها,d͡ʒəmaː,hzɒrhɒ,Deposit,Thousands,1.0,0.6666666666666666,0.3923611111111111,0.4375,3.7083333333333335,0.4375,6,random,Devanagari,Arabic
जमात,مجلس,d͡ʒəmaːt,md͡ʒls,Jamaat,board,0.75,0.8,0.3583333333333333,0.4,4.8,0.3791666666666666,4,random,Devanagari,Arabic
जलवा,سنگتراش,d͡ʒəlvaː,sŋtrɒʃ,Jalwa,سنگتراش,1.0,0.8333333333333334,0.3194444444444444,0.3611111111111111,4.270833333333333,0.3333333333333333,7,random,Devanagari,Arabic
जलाल,ضمانت,d͡ʒəlaːl,zmɒnt,Jalal,Guarantee,1.0,1.0,0.2666666666666667,0.3,4.675,0.2666666666666667,5,random,Devanagari,Arabic
जलालाबाद,روزن,d͡ʒəlaːlaːbaːd,rvzn,Jalalabad,روزن,1.0,0.7777777777777778,0.5625,0.6342592592592593,5.125,0.6180555555555556,8,random,Devanagari,Arabic
जल्द,عدالت,d͡ʒəldə,ʔdɒlt,Soon,Justice,0.8571428571428571,0.6,0.2833333333333333,0.325,3.45,0.2833333333333333,5,random,Devanagari,Arabic
जल्लाद,قالین,d͡ʒəllaːd,ɣɒljn,executioner,قالین,0.8888888888888888,0.3333333333333333,0.2604166666666666,0.2847222222222222,3.0,0.2743055555555555,6,random,Devanagari,Arabic
जवान,برباد,d͡ʒəvaːn,brbɒd,young,Doomed,1.0,0.6,0.1458333333333333,0.1833333333333333,2.65,0.1458333333333333,5,random,Devanagari,Arabic
जवानी,نمونه,d͡ʒəvaːniː,nmvnh,youth,Sample,0.8,0.6666666666666666,0.2743055555555556,0.3055555555555555,3.9166666666666665,0.2916666666666667,5,random,Devanagari,Arabic
जवाब,نصیحت,d͡ʒəvaːb,nsjht,Answer,Advice,1.0,1.0,0.2291666666666666,0.2583333333333333,4.825,0.2291666666666666,5,random,Devanagari,Arabic
जशन,بُخَار,d͡ʒəʃən,bُxæɒr,celebration,Steam,1.0,0.6,0.2083333333333333,0.25,4.15,0.2083333333333333,6,random,Devanagari,Arabic
जसूर,خوف,d͡ʒəsuːr,xvf,Jasoor,fear,1.0,0.8,0.4791666666666667,0.5583333333333333,4.775,0.5333333333333333,4,random,Devanagari,Arabic
जहाँगीर,فانی,d͡ʒəɦãːɡiːr,fɒnj,Jahangir,فانی,1.0,0.6666666666666666,0.4791666666666667,0.5476190476190476,4.571428571428571,0.5327380952380952,7,random,Devanagari,Arabic
जहाज़,جام,d͡ʒəɦaːz,d͡ʒɒm,ship,Cup,0.625,0.6,0.4208333333333333,0.4583333333333333,3.65,0.4583333333333333,5,random,Devanagari,Arabic
जहान,جوانی,d͡ʒəɦaːn,d͡ʒvɒnj,world,Youth,0.625,0.6,0.2291666666666666,0.2666666666666667,3.825,0.2291666666666666,5,random,Devanagari,Arabic
ज़ंग,داغ,zəŋɡə,dɒɣ,rust,داغ,1.0,0.4,0.4,0.4416666666666667,3.55,0.4416666666666667,4,random,Devanagari,Arabic
ज़ंजीर,جهانگیر,zəɲd͡ʒiːr,d͡ʒhɒŋjr,chain,Jahangir,0.7777777777777778,0.6666666666666666,0.1909722222222222,0.2152777777777778,3.5625,0.1909722222222222,7,random,Devanagari,Arabic
ज़कात,شاگرد,zəkaːt,ʃɒɡrd,Zakat,Student,1.0,0.2,0.1291666666666666,0.1583333333333333,1.85,0.1291666666666666,5,random,Devanagari,Arabic
ज़ख़ीरा,آدمی,zəxiːraː,ɒdmj,cashew,Human,1.0,0.6666666666666666,0.4479166666666667,0.5069444444444445,4.4375,0.4791666666666667,7,random,Devanagari,Arabic
ज़ख़्म,عیاشی,zəxmə,ʔjɒʃj,wound,عیاشی,1.0,1.0,0.2583333333333333,0.2916666666666666,5.275,0.2583333333333333,6,random,Devanagari,Arabic
ज़नाना,تصدیق,zənaːnaː,tsdjɣ,zenana,affirm,1.0,0.8333333333333334,0.3159722222222222,0.3541666666666667,4.708333333333333,0.3333333333333333,6,random,Devanagari,Arabic
ज़फ़र,گشت,zəfər,ɡʃt,zafar,گشت,1.0,1.0,0.4791666666666667,0.5499999999999999,4.725,0.5208333333333334,5,random,Devanagari,Arabic
ज़बान,چراغ,zəbaːn,t͡ʃrɒɣ,tongue,lamp,1.0,0.8,0.3625,0.4083333333333333,4.4,0.3833333333333333,5,random,Devanagari,Arabic
ज़बानी,نظر,zəbaːniː,nzr,verbally,Opinion,0.875,1.0,0.5208333333333334,0.5902777777777778,4.979166666666667,0.5729166666666666,6,random,Devanagari,Arabic
ज़ब्त,سیاه,zəbtə,sjɒh,confiscated,Black,1.0,0.8,0.3333333333333333,0.375,4.875,0.3541666666666666,5,random,Devanagari,Arabic
ज़मानत,صدری,zəmaːnət,sdrj,surety,صدری,1.0,0.8571428571428571,0.4672619047619047,0.5297619047619048,4.5,0.5089285714285714,6,random,Devanagari,Arabic
ज़माना,پیشگی,zəmaːnaː,pjʃɡj,era,In advance,1.0,1.0,0.3402777777777777,0.3819444444444444,4.479166666666667,0.3576388888888888,6,random,Devanagari,Arabic
ज़मींदार,شبنم,zəmiːndaːr,ʃbnm,landowner,شبنم,0.9,0.75,0.4895833333333333,0.5520833333333333,4.515625,0.5494791666666666,8,random,Devanagari,Arabic
ज़मीन,مهلت,zəmiːn,mhlt,land,Deadline,0.8333333333333334,1.0,0.3375,0.375,4.575,0.3583333333333333,5,random,Devanagari,Arabic
ज़मीनी,فهرست,zəmiːniː,fhrst,ground,Contents,1.0,1.0,0.3368055555555556,0.3958333333333333,4.75,0.3541666666666667,6,random,Devanagari,Arabic
ज़र,شکر,zər,ʃkr,if,Sugar,0.6666666666666666,0.3333333333333333,0.1388888888888889,0.1527777777777777,3.0416666666666665,0.1388888888888889,3,random,Devanagari,Arabic
ज़रा,راهنما,zəraː,rɒhnmɒ,please,Guide,1.0,0.5,0.3888888888888889,0.4513888888888889,3.7708333333333335,0.4236111111111111,6,random,Devanagari,Arabic
ज़रूर,قطار,zəruːr,ɣtɒr,Sure,Train,0.8333333333333334,0.6,0.2916666666666667,0.3333333333333333,3.125,0.3125,5,random,Devanagari,Arabic
ज़रूरत,موصل,zəruːrət,mvsl,need,conductor,1.0,0.8571428571428571,0.494047619047619,0.5714285714285714,5.375,0.5416666666666666,6,random,Devanagari,Arabic
ज़रूरी,بیگانه,zəruːriː,bjɡɒnh,necessary,Alien,1.0,0.8333333333333334,0.1944444444444444,0.2430555555555555,3.458333333333333,0.1944444444444444,6,random,Devanagari,Arabic
ज़र्द,شطرنج,zərdə,ʃtrnd͡ʒ,Lily,Chess,0.7142857142857143,0.6,0.1833333333333333,0.2083333333333333,4.25,0.1833333333333333,5,random,Devanagari,Arabic
ज़र्दा,وصیت,zərdaː,vsjt,Zarda,Will,1.0,0.6,0.3208333333333333,0.3833333333333333,4.125,0.3416666666666667,6,random,Devanagari,Arabic
