,Unnamed: 0,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
1500,1500,1019,cliquet,cliquet,cliquet*,klikɛ,pawl,pawl,0.75,0.4285714285714285,0.2767857142857143,0.3035714285714285,2.25,0.3035714285714285,0,loan,1,,5.598757,0.9999997615814209,1.0
1501,1501,5,à la carte,barrette,à* lɑ kɑrt,baʀʀɛt,à la carte,barrette,0.9,0.6666666666666666,0.2589285714285714,0.3095238095238095,3.928571428571429,0.2738095238095238,7,random,0,8.0,-8.48373,0.5384334921836853,0.33130332827568054
1502,1502,277,ballonnement,abandoner,ballonnement*,abɑ̃dɔnəʀ,bloating,abandon,0.8461538461538461,0.6666666666666666,0.3888888888888889,0.4270833333333333,3.6979166666666665,0.4184027777777778,8,random,0,431.0,-17.589684,0.27660733461380005,0.7539793252944946
1503,1503,31,abracadabrant,analphabète,abracadabrant*,analfabə̀t,bizarre,illiterate,0.6428571428571429,0.5384615384615384,0.3285256410256411,0.3782051282051281,3.125,0.3669871794871795,9,hard_negative,0,,-10.701221,0.551103413105011,0.8062217235565186
1504,1504,143,confinement,emprisonnement,kənˈfaɪnmənt,ɑ̃pʀizɔnəmɑ̃,confinement,imprisonment,0.9166666666666666,0.6363636363636364,0.2632575757575757,0.303030303030303,4.079545454545454,0.2727272727272727,7,synonym,0,,-11.783711,0.46656307578086853,0.7801745533943176
1505,1505,1549,dysphemism,dysphémisme,dysphemism*,disfemism,dysphemism,dysphemism,0.3636363636363636,0.1,0.1041666666666666,0.1166666666666666,0.9375,0.1145833333333333,2,loan,1,,-1.9368076,0.8251517415046692,0.7533256411552429
1506,1506,319,babiroussa,babiroussa,babiroussa*,babiʀusa,babiroussa,babiroussa,0.3636363636363636,0.2,0.19375,0.225,1.6375,0.2166666666666667,0,loan,1,,4.2366457,0.9999996423721313,1.0
1507,1507,45,accolade,accolade,ˈækəˌleɪd,akkɔlad,accolade,accolade,0.6666666666666666,0.2857142857142857,0.1369047619047619,0.1607142857142857,2.2142857142857144,0.1369047619047619,0,loan,1,,3.3712187000000005,0.9999995231628418,1.0
1508,1508,1021,cloche,cloche,cloche*,klɔʃ,Bell,Bell,0.8571428571428571,0.6666666666666666,0.3298611111111111,0.3680555555555555,2.895833333333333,0.3645833333333333,0,loan,1,,6.028332700000001,0.9999997019767761,1.0
1509,1509,493,bivouac,bivouac,ˈbɪvwæk,bivwak,bivouac,bivouac,0.4285714285714285,0.0,0.0069444444444444,0.0069444444444444,0.0416666666666666,0.0069444444444444,0,loan,1,,1.0153491,0.9999994039535522,1.0
1510,1510,377,blessure,aubergine,blessure*,obɛʀʒin,wound,aubergine,1.0,0.625,0.2708333333333333,0.3072916666666666,3.765625,0.2838541666666666,7,random,0,660.0,-15.869545,0.38697561621665955,0.7531155347824097
1511,1511,938,chevalier d'industrie,plural,ˌʃɛvəˈlɪr d'industrie*,plyʀal,knight of industry,plural,0.9545454545454546,0.6470588235294118,0.6176470588235295,0.6887254901960783,5.102941176470588,0.6825980392156863,18,loan,1,,-10.2358265,0.21419966220855713,0.6883640289306641
1512,1512,3283,rocket,roquette,ˈrɑkət,ʀɔkɛt,rocket,roquette,0.6666666666666666,0.0,0.0708333333333333,0.0916666666666666,0.775,0.0708333333333333,4,loan,1,,0.95553416,0.5745447278022766,0.8578726649284363
1513,1513,960,chinois,chinois,chinois*,ʃinwa,Chinese,Chinese,0.75,0.5714285714285714,0.3095238095238095,0.3452380952380952,3.0,0.3363095238095238,0,loan,1,,6.3818903,0.9999994039535522,1.0
1514,1514,138,amatrice,amatrice,amatrice*,amatʀiz,amateur,amateur,0.4444444444444444,0.25,0.1614583333333333,0.1875,1.5,0.1744791666666666,0,loan,1,,0.42951247,0.9999997019767761,1.0
1515,1515,3390,seigneurie,seigneurie,seigneurie*,səiɲœʀi,lordship,lordship,0.7272727272727273,0.2222222222222222,0.2523148148148148,0.287037037037037,2.1666666666666665,0.275462962962963,0,loan,1,,3.0781419999999997,0.9999995231628418,1.0
1516,1516,142,anomie,avocat,ˈænəmi,avɔka,anomie,lawyer,1.0,0.4,0.1333333333333333,0.1416666666666666,2.2,0.1333333333333333,4,random,0,219.0,-1.4419568,0.516633152961731,0.7375509738922119
1517,1517,1078,complicity,complicité,kəmˈplɪsɪti,kɔ̃plizite,complicity,complicity,0.6363636363636364,0.1,0.1145833333333333,0.125,0.95,0.125,1,loan,1,,4.4621124000000005,0.8783754110336304,0.8075416088104248
1518,1518,278,au courant,au courant,oʊ ˈkʊrənt,o kuʀɑ̃,aware,aware,0.7,0.375,0.390625,0.4375,3.234375,0.4244791666666666,0,loan,1,,3.9191787000000002,0.9999987483024597,1.0
1519,1519,2030,gentile,gentil,ˈʤɛnˌtaɪl,ʒɑ̃ti,gentile,kind,0.8888888888888888,0.6666666666666666,0.4027777777777778,0.4583333333333333,4.833333333333333,0.4340277777777778,1,loan,1,,4.362054,0.867464005947113,0.6851186752319336
1520,1520,822,approve,consentement,əˈpruv,kɔ̃sɑ̃təmɑ̃,approve,consent,1.0,0.75,0.4244791666666667,0.4843749999999999,4.3125,0.46875,11,synonym,0,,-10.031112,0.5543934106826782,0.6044210195541382
1521,1521,350,baldacchin,baldaquin,baldacchin*,baldakɛ̃,canopy,canopy,0.5454545454545454,0.4,0.2875,0.3166666666666667,2.35,0.3166666666666667,3,loan,1,,3.923774,0.8844382166862488,0.9059913158416748
1522,1522,235,archetier,archetier,archetier*,aʀʃɛsjəʀ,archetier,archetier,0.9,0.3333333333333333,0.1759259259259259,0.2129629629629629,1.9444444444444444,0.1875,0,loan,1,,4.1914315,0.9999996423721313,1.0
1523,1523,37,added,ajoutée,ˈædɪd,aʒute,added,added,1.0,0.2,0.2458333333333333,0.2666666666666666,2.2,0.2666666666666666,6,synonym,0,,-3.8098525999999997,0.5979238748550415,0.6028525829315186
1524,1524,986,prowess,prouesse,praʊəs,pʀwɛs,prowess,prowess,0.6666666666666666,0.3333333333333333,0.2048611111111111,0.2430555555555555,2.083333333333333,0.2222222222222222,2,synonym,0,,-2.8015887999999998,0.4671795964241028,0.7974662780761719
1525,1525,992,esteemed,honoré,ɛˈstimd,ɔnɔʀe,esteemed,honoré,1.0,0.6666666666666666,0.2986111111111111,0.3263888888888889,4.0,0.3125,8,synonym,0,,-7.504275,0.3240106999874115,0.6870755553245544
1526,1526,10923,roux,le,ru,lə,roux,the,1.0,0.0,0.1458333333333333,0.1875,1.625,0.1458333333333333,4,hard_negative,0,,-5.0736775000000005,0.34878382086753845,0.438734233379364
1527,1527,234,intentional,intentionnel,ˌɪnˈtɛnʃənəl,ɛ̃tɑ̃sjɔnəl,intentional,intentional,0.75,0.3,0.1625,0.175,1.9875,0.1708333333333333,2,synonym,0,,-2.4417932,0.8996373414993286,0.42262235283851624
1528,1528,6413,apoplectic,aperception,ˌæpəˈplɛktɪk,apɛʀsɛpsjɔ̃,apoplectic,apperception,0.9166666666666666,0.5,0.1104166666666666,0.1208333333333333,2.275,0.1104166666666666,6,hard_negative,0,,-6.492153,0.618274450302124,0.7957742214202881
1529,1529,2725,noir,noir,nɔɪr,nwaʀ,noir,noir,0.75,0.25,0.1145833333333333,0.1458333333333333,1.625,0.1145833333333333,0,loan,1,,3.8054318,0.9999993443489075,1.0
1530,1530,3675,trumeau,trumeau,trumeau*,tʀymo,trumeau,trumeau,0.75,0.2857142857142857,0.2976190476190476,0.3392857142857143,2.5535714285714284,0.3273809523809524,0,loan,1,,3.5316002,0.9999997615814209,1.0
1531,1531,1998,gardebras,garde-bras,gardebras*,ɡaʀdə-bʀa,arm guard,arm guard,0.7,0.25,0.2786458333333333,0.3229166666666666,2.375,0.2786458333333333,1,loan,1,,3.6181192,0.7120310068130493,0.7706030607223511
1532,1532,6158,uric,lilac,jərɪk,lilak,uric,lilac,0.8,0.0,0.1208333333333333,0.1416666666666666,1.625,0.1208333333333333,4,hard_negative,0,,-6.8982334000000005,0.5721437335014343,0.718603789806366
1533,1533,1147,corps de garde,corps de garde,kɔrz də gɑrd,kɔʀps də ɡaʀd,guard house,guard house,0.4615384615384615,0.1818181818181818,0.2026515151515151,0.2386363636363636,1.75,0.2215909090909091,0,loan,1,,4.8898150000000005,0.9999997019767761,1.0
1534,1534,266,astrologue,astrologue,astrologue*,astʀɔlɔɡ,astrologer,astrologer,0.6363636363636364,0.2222222222222222,0.1597222222222222,0.1851851851851852,2.0,0.1712962962962962,0,loan,1,,3.9853940000000003,0.9999997019767761,1.0
1535,1535,121,anagram,berme,ˈænəˌgræm,bɛʀm,anagram,berme,0.8888888888888888,0.5,0.3645833333333333,0.4166666666666667,3.4166666666666665,0.3993055555555556,6,random,0,187.0,-5.214077,0.45513200759887695,0.6754679679870605
1536,1536,147,ameliorate,améliorer,əˈmiljərˌeɪt,ameljɔʀəʀ,ameliorate,improve,0.75,0.2,0.1604166666666666,0.1833333333333333,1.725,0.16875,4,loan,1,,-2.5762777000000003,0.3496273458003998,0.7280979156494141
1537,1537,8261,monstre sacré,façon de parler,monstre* sacré*é,fasɔn də paʀləʀ,sacred beast,way of talking,0.875,0.6153846153846154,0.1522435897435897,0.1794871794871795,2.9903846153846154,0.1522435897435897,11,hard_negative,0,,-13.792231,0.48890921473503113,0.3661380410194397
1538,1538,228,avant-texte,brise-soleil,avant-texte*,bʀizə-sɔləj,avant-text,Sun blocker,0.9166666666666666,0.7,0.2020833333333333,0.2291666666666666,4.425,0.2020833333333333,11,random,0,365.0,-12.771379,0.497038871049881,0.7158568501472473
1539,1539,3535,tamis,tamis,tamis*,tami,sieve,sieve,0.3333333333333333,0.2,0.1833333333333333,0.2,1.45,0.2,0,loan,1,,0.52960294,0.9999993443489075,1.0
1540,1540,1771,etui,étui,etui*,etɥi,case,case,0.4,0.25,0.03125,0.0416666666666666,0.75,0.03125,1,loan,1,,1.4030998,0.6288871169090271,0.540663480758667
1541,1541,3316,rudenture,rudenture,rudenture*,ʀydɑ̃tyʀ,rubenture,rubenture,0.8,0.2222222222222222,0.2592592592592593,0.3055555555555556,2.333333333333333,0.2847222222222222,0,loan,1,,4.851478,0.9999995231628418,1.0
1542,1542,1072,delight,enthousiasme,dɪˈlaɪt,ɑ̃tusjasm,delight,enthusiasm,0.8888888888888888,0.5,0.3046875,0.3385416666666667,3.109375,0.3333333333333333,11,synonym,0,,-15.461147,0.48886629939079285,0.6539574861526489
1543,1543,3293,rompu,rompu,rompu*,ʀɔ̃py,broken,broken,0.8333333333333334,0.2,0.2375,0.275,2.075,0.2583333333333333,0,loan,1,,3.8793737999999998,0.9999996423721313,1.0
1544,1544,3419,shagreen,chagrin,shagreen*,ʃaɡʀɛ̃,shagreen,chagrin,0.8888888888888888,0.5714285714285714,0.3482142857142857,0.3988095238095238,3.75,0.375,3,loan,1,,9.398933,0.5124012231826782,0.8102961778640747
1545,1545,2014,gazette,gazette,gəˈzɛt,ɡazɛt,gazette,gazette,0.5,0.2,0.2041666666666667,0.225,1.7,0.225,0,loan,1,,-1.9579179,0.9999997019767761,1.0
1546,1546,824,ruin,détruire,ruɪn,detʀɥiʀ,ruin,destroy,1.0,0.7142857142857143,0.4672619047619047,0.5357142857142857,4.321428571428571,0.5119047619047619,5,synonym,0,,-6.879271000000001,0.41828227043151855,0.2389850914478302
1547,1547,8920,surveillance,somnambuliste,sərˈveɪləns,sɔnɑ̃bylist,surveillance,somnambulist,0.8181818181818182,0.4,0.1291666666666666,0.15,2.5875,0.1291666666666666,10,hard_negative,0,,-9.609108,0.44953078031539917,0.7029444575309753
1548,1548,1446,diablo,diable,ˌdiˈæbloʊ,djabl,diablo,devil,0.6666666666666666,0.4285714285714285,0.2678571428571428,0.3035714285714285,2.4107142857142856,0.2976190476190475,1,loan,1,,5.6520557,0.8571428060531616,0.6572097539901733
1549,1549,1665,engoulée,engoulée,engoulée*,ɑ̃ɡule,gobbled up,gobbled up,0.6666666666666666,0.3333333333333333,0.3154761904761905,0.3511904761904762,2.9821428571428568,0.3452380952380952,0,loan,1,,4.0095177,0.9999995231628418,1.0
1550,1550,2806,rouget,amourette,rouget*,amuʀɛt,red mullet,amourette,0.7142857142857143,0.5,0.2534722222222222,0.3055555555555555,3.0416666666666665,0.2743055555555555,5,hard_negative,0,,-11.455648,0.5217304825782776,0.5667312741279602
1551,1551,1026,faded,délavé,ˈfeɪdɪd,delave,faded,faded,0.8571428571428571,0.6666666666666666,0.2222222222222222,0.2708333333333333,3.5416666666666665,0.2222222222222222,6,synonym,0,,-7.294980499999999,0.4271252155303955,0.5704060196876526
1552,1552,1660,enfile,enfiler,enfile*,ɑ̃filəʀ,put on,put on,0.5714285714285714,0.3333333333333333,0.2465277777777777,0.2986111111111111,2.833333333333333,0.2465277777777777,1,loan,1,,4.679966,0.8954169154167175,0.764687716960907
1553,1553,1520,douzaine,douzaine,douzaine*,duzɛn,dozen,dozen,0.5555555555555556,0.375,0.3463541666666667,0.3854166666666666,2.8125,0.3854166666666666,0,loan,1,,3.4401426,0.9999998211860657,1.0
1554,1554,1918,fougasse,fougasse,fougasse*,fuɡas,fougasse,fougasse,0.5555555555555556,0.4285714285714285,0.3125,0.3452380952380952,3.4107142857142856,0.3392857142857143,0,loan,1,,7.7496675999999995,0.999999463558197,1.0
1555,1555,2867,passé,passé,passé*é,pase,past,past,0.5714285714285714,0.25,0.3020833333333333,0.3333333333333333,2.4166666666666665,0.3333333333333333,0,loan,1,,0.29604572,0.999999463558197,1.0
1556,1556,9485,passe-partout,poste restante,passe-partout*,pɔstə ʀɛstɑ̃t,master key,remaining post,0.7142857142857143,0.25,0.1545138888888889,0.173611111111111,1.7916666666666667,0.1631944444444444,9,hard_negative,0,,-10.573256,0.5722861289978027,0.71136474609375
1557,1557,3307,rouge,rouge,ruʒ,ʀuʒ,rouge,rouge,0.3333333333333333,0.0,0.0555555555555555,0.0833333333333333,0.625,0.0555555555555555,0,loan,1,,2.2803332999999997,0.9999995231628418,1.0
1558,1558,8443,pastis,pastiche,pastis*,pastiʃ,pastis,pastiche,0.2857142857142857,0.0,0.0138888888888888,0.0138888888888888,0.125,0.0138888888888888,3,hard_negative,0,,1.0383896000000001,0.8280009627342224,0.8024052381515503
1559,1559,3756,vinage,vinage,vinage*,vinaʒ,vinage,vinage,0.4285714285714285,0.2,0.0458333333333333,0.0583333333333333,1.4,0.0458333333333333,0,loan,1,,0.88479555,0.999999463558197,1.0
1560,1560,746,charivari,alizari,charivari*,alizaʀi,charivari,curling over,0.6,0.3333333333333333,0.2453703703703703,0.2916666666666667,2.125,0.2685185185185185,4,hard_negative,0,,-10.984053,0.36809268593788147,0.7113186120986938
1561,1561,862,chambranle,chambranle,chambranle*,ʃɑ̃bʀɑ̃lə,jamb,jamb,0.8181818181818182,0.4,0.3270833333333333,0.3708333333333333,2.9,0.35625,0,loan,1,,4.369155999999999,0.9999997019767761,1.0
1562,1562,1623,en cabochon,en,ɛn cabochon*,ɑ̃,cabochon,in,1.0,0.9,0.8208333333333332,0.9125,6.65,0.9104166666666668,9,loan,1,,-2.4426267000000004,0.41312476992607117,0.6859687566757202
1563,1563,43,calamity,calamité,kəˈlæmɪti,kalamite,calamity,calamity,0.5555555555555556,0.0,0.0260416666666666,0.0260416666666666,0.25,0.0260416666666666,1,synonym,0,,-2.6585026000000003,0.8959468007087708,0.6943538784980774
1564,1564,252,badinage,bander,badinage*,bɑ̃dəʀ,badinage,bend,0.8888888888888888,0.4285714285714285,0.3184523809523809,0.3571428571428571,2.9107142857142856,0.3452380952380953,5,random,0,399.0,-2.77988,0.5825316905975342,0.7980180382728577
1565,1565,478,billeté,billeté,billeté*é,bijəte,ticketed,ticketed,0.6666666666666666,0.3333333333333333,0.265625,0.2916666666666666,2.421875,0.2890625,0,loan,1,,3.2672696,0.9999997019767761,1.0
1566,1566,893,chargé d'affaires,chargé d'affaires,chargé*é dæˈfɛrz,ʃaʀʒe d'afɛʀ,business manager,business manager,0.6875,0.5,0.203125,0.2430555555555555,2.28125,0.2222222222222222,0,loan,1,,3.7161547999999995,0.999999463558197,1.0
1567,1567,900,chartreuse,chartreuse,ʃɑrˈtruz,ʃaʀtʀœz,chartreuse,chartreuse,0.625,0.0,0.0803571428571428,0.1071428571428571,0.8928571428571429,0.0803571428571428,0,loan,1,,4.787407,0.9999995231628418,1.0
1568,1568,386,bobo,adaptation,ˈboʊboʊ,adaptasjɔ̃,bobo,adaptation,1.0,0.5555555555555556,0.4027777777777778,0.4444444444444444,3.763888888888889,0.4351851851851853,9,random,0,674.0,-18.813217,0.3352302014827728,0.6507114768028259
1569,1569,756,capsule,capsule,ˈkæpsəl,kapsyl,capsule,capsule,0.4285714285714285,0.0,0.0347222222222222,0.0347222222222222,0.375,0.0347222222222222,0,loan,1,,2.616479,0.9999995231628418,1.0
1570,1570,783,abundant,somptueux,əˈbəndənt,sɔ̃ptɥœ,abundant,sumptuous,1.0,0.75,0.3697916666666667,0.4114583333333333,4.21875,0.3932291666666667,9,synonym,0,,-12.217967999999999,0.38689664006233215,0.43561190366744995
1571,1571,1103,confit,confit,confit*,kɔ̃fi,confit,confit,0.7142857142857143,0.5,0.3263888888888888,0.3541666666666667,2.625,0.3541666666666667,0,loan,1,,7.040911,0.999999463558197,1.0
1572,1572,343,strife,conflit,straɪf,kɔ̃fli,strife,conflict,1.0,0.8333333333333334,0.3645833333333333,0.4236111111111111,4.8125,0.3784722222222221,7,synonym,0,,-10.785164,0.48294275999069214,0.7954089641571045
1573,1573,6830,caroubier,quadrilliard,caroubier*,kadʀijjaʀ,Cropper,quadrilliard,0.9,0.5555555555555556,0.1180555555555555,0.1481481481481481,2.4861111111111107,0.1180555555555555,8,hard_negative,0,,-7.518828,0.45555222034454346,0.6772773265838623
1574,1574,3800,xylotheque,xylothèque,xylotheque*,ɡzilɔtə̀k,xylotheque,xylothèque,0.9090909090909092,0.4,0.3020833333333333,0.3291666666666666,3.275,0.3229166666666666,1,loan,1,,3.6778126,0.8814669251441956,0.7461488842964172
1575,1575,9691,armure,or moulu,armure*,ɔʀ muly,armor,or moulu,0.8571428571428571,0.0,0.0972222222222222,0.125,1.1041666666666667,0.0972222222222222,5,hard_negative,0,,-2.563171,0.4664194583892822,0.49955037236213684
1576,1576,6567,beaux-arts,demi-cadence,beaux-arts*,dəmi-kadɑ̃s,fine arts,half cadence,0.9090909090909092,0.4444444444444444,0.1412037037037037,0.1666666666666666,2.8055555555555562,0.1412037037037037,10,hard_negative,0,,-5.467375,0.3989446461200714,0.784395694732666
1577,1577,3132,pyroxene,pyroxène,ˈpaɪrɑkˌsin,piʀɔɡzə̀n,pyroxene,pyroxene,0.8181818181818182,0.1111111111111111,0.162037037037037,0.1851851851851852,1.4027777777777777,0.1736111111111111,1,loan,1,,4.155386,0.9641849994659424,0.8732722997665405
1578,1578,893,implore,supplier,ˌɪmˈplɔr,sypljəʀ,implore,supplier,0.875,0.4285714285714285,0.24404761904761899,0.2857142857142857,3.2321428571428568,0.2589285714285714,6,synonym,0,,-6.347554,0.5072526931762695,0.6905117630958557
1579,1579,331,badian,badiane,badian*,badjan,eight o'clock,badiane,0.2857142857142857,0.1666666666666666,0.0138888888888888,0.0208333333333333,0.3958333333333333,0.0138888888888888,1,loan,1,,2.7540536,0.765601396560669,0.5498525500297546
1580,1580,1199,courtesan,courtisane,courtesan*,kuʀtizan,courtesan,courtesan,0.6,0.2222222222222222,0.1319444444444444,0.1527777777777778,1.1527777777777777,0.1435185185185185,2,loan,1,,3.8035371,0.4141584038734436,0.8376445770263672
1581,1581,545,thoughtful,prudent,ˈθɔtfəl,pʀydɑ̃,thoughtful,prudent,1.0,0.6666666666666666,0.3402777777777777,0.3888888888888888,4.5625,0.3541666666666667,9,synonym,0,,-8.811591,0.4457694888114929,0.37155306339263916
1582,1582,673,injurious,préjudiciable,ˌɪnˈʤʊriəs,pʀeʒydisjabl,injurious,detrimental,1.0,0.6666666666666666,0.4392361111111111,0.4930555555555556,4.166666666666667,0.4826388888888889,10,synonym,0,,-15.596829999999999,0.5911707878112793,0.3606798052787781
1583,1583,1398,dependant,dépendant,dependant*,depɑ̃dɑ̃,dependant,dependent,0.6,0.3333333333333333,0.3333333333333333,0.3657407407407407,2.75,0.3611111111111111,1,loan,1,,4.1681669999999995,0.6944660544395447,0.6844779849052429
1584,1584,3024,polonaise,polonaise,ˌpɑləˈneɪz,pɔlɔnɛz,Polish,Polish,0.6,0.125,0.140625,0.15625,1.1875,0.1536458333333333,0,loan,1,,4.0320887999999995,0.999999463558197,1.0
1585,1585,871,coiffeur,diphtérie,coiffeur*,difteʀi,hairdresser,diphtheria,0.6666666666666666,0.625,0.2239583333333333,0.2708333333333333,2.9375,0.2369791666666666,8,hard_negative,0,,-12.198755,0.43380051851272583,0.7586253881454468
1586,1586,617,miniature,miniature,ˈmɪnɪˌʧʊr,mɛ̃jatyʀ,miniature,miniature,0.8888888888888888,0.2857142857142857,0.2410714285714285,0.2678571428571428,2.5357142857142856,0.2529761904761904,0,synonym,0,,-4.4836540000000005,0.9999995231628418,1.0
1587,1587,2666,mouton enragé,mouton enragé,ˈmutɔn enragé*é,mutɔn ɑ̃ʀaʒe,rabid sheep,rabid sheep,0.5333333333333333,0.3,0.1325757575757576,0.1553030303030303,1.625,0.1401515151515151,0,loan,1,,5.3801994,0.9999998211860657,1.0
1588,1588,10331,étatisme,attentisme,éétatisme*,atɑ̃tism,statism,wait-and-see attitude,0.6,0.2857142857142857,0.2152777777777778,0.2407407407407407,1.8055555555555558,0.2384259259259259,4,hard_negative,0,,-4.4042177,0.6044479012489319,0.7075299620628357
1589,1589,534,bone,bornoyer,boʊn,bɔʀnwajəʀ,bone,bornoer,0.7777777777777778,0.6666666666666666,0.525462962962963,0.5925925925925927,4.541666666666667,0.5856481481481481,4,loan,1,,4.791569,0.46493491530418396,0.6023999452590942
1590,1590,908,chateaubriand,chateaubriand,chateaubriand*,ʃatəobʀjɑ̃,chateaubriand,chateaubriand,0.7857142857142857,0.4615384615384615,0.3269230769230769,0.3685897435897435,2.9519230769230766,0.3557692307692308,0,loan,1,,5.8219867,0.9999996423721313,1.0
1591,1591,513,genuine,fondamental,ˈʤɛnjuˌaɪn,fɔ̃damɑ̃tal,genuine,fundamental,1.0,0.6666666666666666,0.3217592592592592,0.3518518518518518,3.75,0.3402777777777778,9,synonym,0,,-16.454345999999997,0.5105399489402771,0.5839654803276062
1592,1592,9946,chasse-café,classification,chasse-café*é,klasifikasjɔ̃,coffee hunter,classification,0.7692307692307693,0.5833333333333334,0.1458333333333333,0.1666666666666667,1.4791666666666667,0.1545138888888889,8,hard_negative,0,,-10.721979,0.37959668040275574,0.6075194478034973
1593,1593,840,inaccessible,inaccessible,ˌɪnəkˈsɛsəbəl,inaksɛsibl,inaccessible,inaccessible,0.4615384615384615,0.0909090909090909,0.1079545454545454,0.1174242424242424,0.9090909090909092,0.1174242424242424,0,synonym,0,,-4.859253400000001,0.9999995827674866,1.0
1594,1594,8966,terreplein,tarte flambée,terreplein*,taʀtə flɑ̃be,terreplein,tarte flambée,0.8333333333333334,0.3,0.1270833333333333,0.1583333333333333,2.5125,0.1270833333333333,9,hard_negative,0,,-10.870695,0.5099869966506958,0.7328407168388367
1595,1595,402,bateau,bateau,bateau*,bato,ship,ship,0.5714285714285714,0.3333333333333333,0.3125,0.3472222222222221,2.583333333333333,0.3472222222222221,0,loan,1,,3.1188002,0.9999997019767761,1.0
1596,1596,2248,mouflon,dauphine,mouflon*,dofin,mouflon,dauphine,0.625,0.4285714285714285,0.3035714285714285,0.3333333333333333,2.8035714285714284,0.3303571428571428,6,hard_negative,0,,-4.064262,0.49128755927085876,0.6640294790267944
1597,1597,1096,concord,concorde,ˈkɑnˌkɔrd,kɔ̃kɔʀd,concord,concorde,0.5555555555555556,0.1428571428571428,0.18154761904761899,0.2083333333333333,1.5892857142857142,0.1934523809523809,1,loan,1,,-2.7549596000000003,0.9534892439842224,0.34056147933006287
1598,1598,712,decorative,orné,ˈdɛkrətɪv,ɔʀne,decorative,ornate,1.0,0.625,0.5000000000000001,0.5625,4.421875,0.5546875,8,synonym,0,,-13.265219,0.4590470492839813,0.45177900791168213
1599,1599,8985,tole,théine,toʊl,tein,tole,théine,0.75,0.25,0.0833333333333333,0.0833333333333333,1.0625,0.0833333333333333,4,hard_negative,0,,-9.451088,0.5727130770683289,0.8701409697532654
1600,1600,454,unbiased,seulement,ˌənˈbaɪəst,sœləmɑ̃,unbiased,only,1.0,0.75,0.3854166666666667,0.4322916666666667,4.875,0.4114583333333334,8,synonym,0,,-10.849472,0.43378761410713196,0.5274634957313538
1601,1601,2500,maroon,marron,mərun,maʀʀɔ̃,maroon,chestnut,0.8333333333333334,0.4,0.175,0.2166666666666666,3.25,0.175,1,loan,1,,5.254282,0.7995190024375916,0.8140032291412354
1602,1602,769,untimely,prématuré,ənˈtaɪmli,pʀematyʀe,untimely,premature,0.8888888888888888,0.6666666666666666,0.2708333333333333,0.3148148148148147,4.361111111111111,0.2824074074074074,9,synonym,0,,-10.42463,0.5366788506507874,0.22341099381446838
1603,1603,3464,sou,sou,sou*,su,σου,σου,0.5,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,0,loan,1,,3.434421,0.9999992251396179,1.0
1604,1604,776,marvel,merveille,ˈmɑrvəl,mɛʀvɛjl,marvel,wonder,0.7142857142857143,0.1428571428571428,0.1785714285714285,0.2083333333333333,1.5892857142857142,0.1934523809523809,4,synonym,0,,-6.7217283,0.6268822550773621,0.8029763102531433
1605,1605,9525,reblochon,coup de grâce,reblochon*,kup də ɡʀaz,reblochon,coup de grace,1.0,0.4444444444444444,0.1296296296296296,0.1435185185185185,2.0694444444444446,0.1296296296296296,13,hard_negative,0,,-7.564260000000001,0.5046108961105347,0.5969787836074829
1606,1606,3071,prairie,prairie,ˈprɛri,pʀɛʀi,prairie,prairie,0.5,0.0,0.0666666666666666,0.1,0.75,0.0666666666666666,0,loan,1,,-0.6923044,0.9999996423721313,1.0
1607,1607,362,billiards,bon ton,ˈbɪljərdz,bɔn tɔ̃,billiards,good tone,0.8888888888888888,0.625,0.4088541666666667,0.4583333333333333,4.140625,0.4505208333333332,8,random,0,626.0,-7.441700999999999,0.4752175509929657,0.6625403165817261
1608,1608,303,bastille,agrémens,ˌbæˈstɪl,aɡʀemɑ̃,bastille,amenities,1.0,0.8333333333333334,0.3090277777777778,0.3611111111111111,4.479166666666667,0.3090277777777778,8,random,0,485.0,-13.501570000000001,0.4332129657268524,0.7558267712593079
1609,1609,525,bon appétit,bon appétit,bɑn appétit*,bɔn apeti,enjoy your food,enjoy your food,0.4166666666666667,0.2222222222222222,0.1958333333333333,0.2166666666666667,1.6,0.2145833333333333,0,loan,1,,3.439468,0.9999998211860657,1.0
1610,1610,4001,chèvre,erbier,chèvre*,ɛʀbjəʀ,goat,erbier,1.0,0.3333333333333333,0.2222222222222222,0.2777777777777778,4.9375,0.2222222222222222,6,hard_negative,0,,-10.934954,0.5055482387542725,0.7255834937095642
1611,1611,9548,singerie,salariat,singerie*,salaʀja,singerie,employee,0.8888888888888888,0.2857142857142857,0.0773809523809523,0.0952380952380952,1.1785714285714286,0.0773809523809523,6,hard_negative,0,,-4.6301723,0.5246866941452026,0.7889586091041565
