,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label
163,,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,2,loan
164,,টাকা,টকা,ʈaka,tɔka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,1,loan
165,,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,1,loan
166,,মুঠি,মুঠা,muʈʰi,mutʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,loan
167,,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,1,loan
168,,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,3,loan
169,,রবিবার,ৰবিবাৰ,rɔbibar,ɹɔbibaɹ,Sunday,Sunday,0.2857142857142857,0.0,0.0476190476190476,0.0714285714285714,1.0,0.0476190476190476,2,loan
170,,কচুয়া,কচু,kɔt͡ɕue̯a,kɔsu,Kachua,Kachu,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,3,loan
171,,ডাঙর,দীঘা,ɖaŋɔrɔ,digʱa,Strong,Digha,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,4,loan
172,,কান,কাণ,kan̪,kan,Ears,ear,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,1,loan
173,,পানি,পানী,pan̪i,pani,Water,water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,loan
174,,ডাঙর,দীঘল,ɖaŋɔrɔ,digʱɔlɔ,Strong,long,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,4,loan
175,,পোলা,পুলি,pola,puli,Pola,Seedlings,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,2,loan
176,,চান,চন্দ্ৰ,t͡ɕan̪,sɔndɹɔ,Want,moon,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,5,loan
177,,ব্যবহার,ব্যৱহাৰ,bd͡zɔbɔɦar,bzɔwɔɦaɹ,Use,use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,2,loan
178,,শিক্ষা,সেকা,ʃikkʰa,xɛka,Education,Seka,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,4,loan
179,,ঠেং,টাকা,ʈʰeŋ,taka,The tail,Money,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,4,loan
180,,লাউ,লাও,lau,laʊ,Lau,Lao,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,1,loan
181,,নীহারিকা,নিয়ৰ,n̪iɦarika,nijɔɹɔ,Nebula,Snow,0.7777777777777778,0.25,0.3020833333333333,0.3385416666666666,3.03125,0.3281249999999999,7,loan
182,,উত্তর,উত্তৰ,ut̪t̪ɔrɔ,uttɔɹɔ,The answer,answer,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,loan
183,,পোলা,পোৱালী,pola,pʊwali,Pola,The puppy,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,3,loan
184,,মকাই,মাকৈ,mɔkai,makɔɪ,Maize,corn,0.6,0.0,0.075,0.075,0.75,0.075,3,loan
185,,রঙ,ৰাং,rɔŋɔ,ɹaŋ,Color,Rang,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,3,loan
186,,অঙ্ক,অংক,oŋkɔ,ɔŋkɔ,The numbers,Math,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,2,loan
187,,হক্কল,সকলো,ɦɔkkɔlɔ,xɔkɔlʊ,Haqkal,everything,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,4,loan
188,,অংশু,আঁহ,oŋʃu,ãɦɔ,Anshu,Fiber,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,4,loan
189,,শৈবাল,শেলাই,ʃojbalɔ,xɛlai,Algae,Seams,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,3,loan
190,,টেহা,টকা,ʈeɦa,tɔka,Teha,Money,0.75,0.25,0.09375,0.09375,1.5,0.09375,2,loan
191,,মূল,মূলা,mulɔ,mula,Original,Radish,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,loan
192,,সর্প,সাপ,ʃɔrpɔ,xap,The snake,Snake,0.8,0.6,0.4083333333333334,0.4666666666666666,3.575,0.4625,2,loan
193,,ডাঙর,দীঘ,ɖaŋɔrɔ,digʱ,Strong,Long,1.0,0.6666666666666666,0.607638888888889,0.6875,5.083333333333333,0.6875,4,loan
194,,পাখ,পখিলা,pakʰ,pɔkʰila,Wings,butterfly,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,4,loan
195,,ভারত,ভাৰত,bʱarɔt̪ɔ,bʰaɹɔtɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,loan
196,,বঙ্গ,বঙালী,bɔŋɡɔ,bɔŋali,Bengal,Bengali,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,3,loan
197,,মুঠা,মুঠি,muʈʰa,mutʰi,A handful,Fist,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,loan
198,,আষ্ট,আঠ,aʃʈɔ,atʰ,Eight,eight,0.75,0.5,0.4739583333333333,0.5208333333333333,3.8125,0.5208333333333333,3,loan
199,,মিডা,মিঠা,miɖa,mitʰa,Mida,sweet,0.4,0.0,0.03125,0.03125,0.25,0.03125,1,loan
200,,মেয়ে,মাই,mee̯e,mai,Girl,My,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,4,loan
201,,চান,চান্দ,t͡ɕan̪,sandɔ,Want,Chand,0.8333333333333334,0.6,0.4125,0.45,3.5,0.45,2,loan
202,,শুখা,শুকান,ʃukʰa,xukan,Dry,dry,0.6,0.4,0.2208333333333333,0.2416666666666666,1.825,0.2375,2,loan
203,,পোষ,পুহ,poʃ,puɦ,Pet,Puh,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,2,loan
204,,বাংলা,বঙালী,baŋla,bɔŋali,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,3,loan
205,,মু,মুহ,mu,muɦ,Mu,Muh,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,loan
206,,বাউল,বলিয়া,baulɔ,bɔlija,Bowl,Saying,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,5,loan
207,,খাদ্য,খানা,kʰad̪d͡zɔ,kʰana,Food,Food,0.6666666666666666,0.4,0.2416666666666666,0.2583333333333333,2.35,0.2583333333333333,3,loan
208,,দুঃখ,দুখ,d̪uhkʰɔ,dukʰ,Sorry,pain,0.4285714285714285,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,1,loan
