,loan_word,original_word,loan_word_epitran,original_word_epitran,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
511,मुबारक,مبارک,mubaːrək,mbɒrk,4,2,1.916666666666667,2.125,16.0,0.5,1
512,नस्ल,نسل,nəslə,nsl,2,2,1.7916666666666667,2.0,14.5,0.4,1
513,ज़रूर,ضرور,zəruːr,zrvr,3,2,1.25,1.4166666666666667,15.75,0.5,1
514,-दान,کند,-daːn,knd,5,3,0.6666666666666667,0.7500000000000001,12.375,1.0,0
515,तबदील,وحشی,təbdiːl,vhʃj,7,4,2.5208333333333335,2.791666666666667,26.125,1.0,0
516,कश,کش,kəʃ,kʃ,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
517,पेशा,زِيَادَة,peʃaː,zeيæɒdæة,7,3,2.1875,2.416666666666666,19.375,0.875,0
518,मरहम,پرگنه,mərɦəm,پrɡnh,5,5,2.479166666666667,2.75,28.25,0.8333333333333334,0
519,अज़ीज़,عزیز,aziːz,ʔzjz,3,2,0.375,0.45833333333333337,7.25,0.6,1
520,ताज,تاج,taːd͡ʒ,tɒd͡ʒ,2,0,0.125,0.125,1.5,0.3333333333333333,1
521,तूफ़ान,طوفان,tuːfaːn,tvfɒn,4,1,0.4791666666666667,0.5416666666666667,10.0,0.5714285714285714,1
522,ख़ुर्दबीन,خردبین,xurdəbiːn,xrdbjn,4,3,1.9166666666666667,2.1666666666666665,17.375,0.4444444444444444,1
523,दिक़्क़त,دقت,diqqət,dɣt,4,3,2.8125,3.125,23.5,0.6666666666666666,1
524,शख़्स,روزگار,ʃəxsə,rvzɡɒr,6,5,1.9791666666666665,2.333333333333333,25.75,1.0,0
525,नस्ल,بی‌وفا,nəslə,bj‌vfɒ,6,4,0.8958333333333333,1.0416666666666667,13.75,1.0,0
526,ख़रीदार,چهار دیواری,xəriːdaːr,t͡ʃhɒr djvɒrj,11,5,3.395833333333333,3.75,32.625,0.8461538461538461,0
527,दर्ज़ी,درزی,dərziː,drzj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
528,अर्ज़ी,خوشحالی,arziː,xvʃhɒlj,7,5,3.416666666666667,3.9166666666666665,37.0,1.0,0
529,ख़र्च,خرچ,xərt͡ʃə,xrt͡ʃ,2,2,1.7916666666666667,2.0,14.5,0.2857142857142857,1
530,पैमाना,پیمانه,pæːmaːnaː,پjmɒnh,7,3,1.4791666666666667,1.6666666666666667,18.25,0.7777777777777778,1
531,ब-,ترقی,bə-,trɣj,4,4,2.0416666666666665,2.3750000000000004,19.25,1.0,0
532,मादर,مادر,maːdər,mɒdr,3,1,1.0208333333333335,1.125,8.75,0.5,1
533,ऐयाशी,عیاشی,æːjaːʃiː,ʔjɒʃj,6,2,0.5416666666666667,0.625,9.25,0.75,1
534,कारोबार,کمک,kaːrobaːr,kmk,8,6,3.916666666666667,4.500000000000001,34.875,0.8888888888888888,0
535,हिलाल,ـدار,ɦilaːl,ـdɒr,6,3,2.166666666666667,2.4583333333333335,21.0,1.0,0
536,ईरानी,کامیاب,iːraːniː,kɒmjɒb,8,4,2.3125,2.6666666666666665,32.25,1.0,0
537,महीन,مرتبه,məɦiːn,mrtbh,5,4,1.0625,1.2916666666666667,22.125,0.8333333333333334,0
538,नफ़रत,نوکری,nəfrət,nvkrj,4,4,1.5833333333333333,1.7916666666666665,21.25,0.6666666666666666,0
539,मेहनत,محنت,meɦnət,mhnt,3,2,1.8333333333333335,2.041666666666667,14.75,0.5,1
540,बाज़ार,خسره,baːzaːr,xsrh,7,3,1.729166666666667,2.0833333333333335,19.625,1.0,0
541,बदला,بَدَل,bədlaː,bædæl,4,2,0.7083333333333333,0.8333333333333333,13.75,0.6666666666666666,1
542,सनम,صَنَم,sənəm,sænæm,2,0,0.25,0.25,2.5,0.4,1
543,दफ़ा,معنی,dəfaː,mʔnj,5,4,0.9375000000000001,1.0833333333333333,16.875,1.0,0
544,दिलरुबा,دلربا,dilrubaː,dlrbɒ,4,2,1.9166666666666667,2.125,16.0,0.5,1
545,ख़ामोश,خاموش,xaːmoʃ,xɒmvʃ,3,1,0.4375,0.5,9.5,0.5,1
546,नाराज़गी,Urdu spelling,naːraːzɡiː,urdu spelling,12,7,4.5625,5.125000000000001,47.375,0.9230769230769231,1
547,यहूदिया,یهودیه,jəɦuːdijaː,jhvdjh,7,4,2.3541666666666665,2.6666666666666665,27.875,0.7,1
548,सहरा,خاندانی,səɦraː,xɒndɒnj,7,5,2.6041666666666665,2.916666666666667,26.0,1.0,0
549,बेकार,بی‌کار,bekaːr,bj‌kɒr,4,1,0.25,0.29166666666666663,4.375,0.6666666666666666,1
550,फ़रमान,رها,fərmaːn,rhɒ,6,4,3.0625,3.3333333333333335,26.0,0.8571428571428571,0
551,इज़ाफ़ा,هند,izaːfaː,hnd,7,5,2.3333333333333335,2.625,25.625,1.0,0
552,ख़ून,خون,xuːn,xvn,2,1,0.3541666666666667,0.4166666666666667,8.5,0.5,1
553,मअनी,توپ,maniː,tvپ,5,4,2.229166666666667,2.5,23.125,1.0,0
554,तर्जुमा,راه,tərd͡ʒumaː,rɒh,9,5,3.9583333333333335,4.333333333333334,33.25,0.9,0
555,ज़हमत,زحمت,zəɦmət,zhmt,3,2,1.8333333333333335,2.041666666666667,14.75,0.5,1
556,हुस्न,حسن,ɦusnə,hsn,3,2,1.8333333333333335,2.041666666666667,14.75,0.6,1
557,लूक़ा,حلقه,luːqaː,hlɣh,6,2,1.0,1.125,17.25,1.0,0
558,नादानी,نادانی,naːdaːniː,nɒdɒnj,6,1,0.375,0.41666666666666663,5.875,0.6666666666666666,1
559,तीरंदाज़,تیرانداز,tiːrəndaːz,tjrɒndɒz,5,1,0.375,0.41666666666666663,5.625,0.5,1
560,चराग़,چراغ,t͡ʃəraːɣ,t͡ʃrɒɣ,3,1,1.0208333333333335,1.125,8.75,0.375,1
561,अंगूरी,انگوری,ŋɡuːriː,ɒŋvrj,6,4,0.8958333333333333,1.0416666666666667,20.5,0.8571428571428571,1
562,ज़ार-ज़ार,مبارک,zaːrə-zaːr,mbɒrk,9,6,2.8541666666666665,3.3749999999999996,33.875,0.9,0
563,आबरू,مدعا,aːbruː,mdʔɒ,6,2,0.9583333333333334,1.125,16.125,1.0,0
564,अव्वल,اول,avvəl,ɒvl,3,2,1.8958333333333335,2.083333333333333,15.5,0.6,1
565,तबीब,طبیب,təbiːb,tbjb,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
566,आशिक़ी,عاشقی,aːʃiqiː,ʔɒʃɣj,6,3,1.25,1.4583333333333333,20.625,0.8571428571428571,1
567,फ़ायदा,کفایت,faːjdaː,kfɒjt,6,2,1.5,1.7083333333333335,16.25,0.8571428571428571,0
568,देर,فَرق,der,færɣ,3,2,1.1458333333333335,1.2916666666666667,10.25,0.75,0
569,अशरफ़ी,خود,aʃrəfiː,xvd,7,5,3.1666666666666665,3.625,30.125,1.0,0
570,रोज़मर्रा,شاید,rozmərraː,ʃɒjd,9,5,4.166666666666666,4.833333333333334,39.375,1.0,0
571,आदमी,گلهری,aːdmiː,ɡlhrj,6,5,1.6666666666666667,1.9166666666666667,24.625,1.0,0
572,सूरिया,واقف,suːrijaː,vɒɣf,8,5,2.5416666666666665,2.916666666666666,28.0,1.0,0
573,ज़ीना,زینه,ziːnaː,zjnh,4,2,0.375,0.45833333333333337,8.5,0.6666666666666666,1
574,बाद,بعد,baːd,bʔd,2,1,0.2916666666666667,0.3333333333333333,4.875,0.5,1
575,सुस्ती,سستی,sustiː,sstj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
576,मुहिम,روزانه,muɦim,rvzɒnh,6,5,1.8958333333333333,2.208333333333333,25.125,1.0,0
577,शरमिंदा,تعلیم,ʃərmindaː,tʔljm,9,6,3.3958333333333335,3.875,32.875,1.0,0
578,ज़रूरी,ضروری,zəruːriː,zrvrj,5,3,1.375,1.5833333333333335,18.625,0.625,1
579,बा-,منزل,baː-,mnzl,4,4,2.2291666666666665,2.458333333333333,23.125,1.0,0
580,वहशी,مادر,vəɦʃiː,mɒdr,6,3,1.6041666666666667,1.8333333333333333,20.25,1.0,0
581,कमी,کمی,kəmiː,kmj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.6,1
582,दंगल,دنگل,dəŋɡəl,dŋl,3,3,2.6875,3.0,21.75,0.5,1
583,सिरका,سرکه,sirkaː,srkh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.5,1
584,मौलाना,طرفدار,mɔːlaːnaː,trfdɒr,9,5,1.8958333333333333,2.375,32.125,1.0,0
585,तबीब,انتقال,təbiːb,ɒntɣɒl,6,5,2.0208333333333335,2.208333333333333,28.875,1.0,0
586,शेख़ी,گم‌شده,ʃexiː,ɡm‌ʃdh,6,5,1.7916666666666665,2.0,23.75,1.0,0
587,शाही,شاهی,ʃaːɦiː,ʃɒhj,5,1,0.29166666666666663,0.3333333333333333,4.625,0.8333333333333334,1
588,माफ़,معاف,maːf,mʔɒf,2,1,1.0208333333333335,1.125,8.75,0.5,1
589,शाह,شاه,ʃaːɦ,ʃɒh,3,0,0.16666666666666666,0.16666666666666666,1.75,0.75,1
590,जज़ा,جزا,d͡ʒəzaː,d͡ʒzɒ,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
591,ग़ज़ब,چوقا,ɣəzəb,t͡ʃvɣɒ,6,3,1.75,1.9583333333333335,21.5,1.0,0
592,दम,خلافت,dəm,xlɒft,5,4,2.25,2.458333333333333,23.0,1.0,0
593,ज़्यादा,بت‌کده,zjaːdaː,bt‌kdh,6,4,1.125,1.25,24.25,0.8571428571428571,0
594,ख़ुशहाली,نگرانی,xuʃɦaːliː,ŋrɒnj,9,5,2.5416666666666665,2.875,26.75,1.0,0
595,तल्ख़,تلخ,təlxə,tlx,2,2,1.7916666666666667,2.0,14.5,0.4,1
596,ख़ैर,خَيْر,xæːr,xæيْr,2,0,0.041666666666666664,0.041666666666666664,0.5,0.4,1
597,तिजारत,تجارت,tid͡ʒaːrət,td͡ʒɒrt,4,2,1.916666666666667,2.125,16.0,0.4,1
598,पीरू,peru,piːruː,peru,3,0,0.125,0.125,1.5,0.5,1
599,मुक़द्दस,مقدس,muqddəs,mɣds,4,3,2.8333333333333335,3.125,23.5,0.5714285714285714,1
600,ख़राश,علاءالدین,xəraːʃ,ʔlɒءɒldjn,9,6,3.6875,4.083333333333334,37.75,1.0,0
601,रमज़ान,رمضان,rəmzaːn,rmzɒn,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
602,दाख़िल,سلام,daːxil,slɒm,6,3,1.6875000000000002,1.8333333333333333,18.5,1.0,0
603,गवाह,تنگی,ɡəvaːɦ,tŋj,6,4,2.375,2.6250000000000004,25.0,1.0,0
604,बुर्ज,برف,burd͡ʒə,brf,5,3,2.0833333333333335,2.333333333333333,18.0,0.7142857142857143,0
605,ख़ैर,سلسله,xæːr,slslh,5,4,2.4375,2.791666666666667,24.625,1.0,0
606,तपेदिक़,تپ دیق,təpediq,tپ djɣ,5,4,2.8958333333333335,3.25,25.875,0.7142857142857143,1
607,तरबूज़,تربز,tərbuːz,trbz,3,2,1.7916666666666667,2.0,14.5,0.42857142857142855,1
608,नौकरी,نوکری,nɔːkriː,nvkrj,4,2,0.4791666666666667,0.5833333333333334,11.375,0.5714285714285714,1
609,ज़नाना,زنانه,zənaːnaː,znɒnh,5,2,1.2708333333333335,1.4166666666666667,14.375,0.625,1
610,सुर्ख़,سرخ,surxə,srx,2,2,1.7916666666666667,2.0,14.5,0.4,1
611,मुद्दा,مدعا,muddaː,mdʔɒ,4,2,1.2916666666666667,1.4166666666666667,14.375,0.6666666666666666,1
612,लायक़,لایق,laːjəq,lɒjɣ,4,1,1.1458333333333335,1.25,10.5,0.6666666666666666,1
613,इंसानी,محل,insaːniː,mhl,8,6,3.0625,3.416666666666667,28.0,1.0,0
614,अज़ाब,عذاب,azaːb,ʔzɒb,3,1,0.375,0.4166666666666667,5.875,0.6,1
615,इब्तिदाई,إِبْتِدَائِيّ,ibtidaːiː,ɒeٕbْtedæɒيeʔيّ,12,3,2.895833333333333,3.2083333333333335,24.25,0.8,1
616,जादूगर,جادوگر,d͡ʒaːduːɡər,d͡ʒɒdvɡr,5,2,1.375,1.5416666666666667,17.25,0.45454545454545453,1
617,शामियाना,احتیاط,ʃaːmijaːnaː,ɒhtjɒt,10,5,2.75,3.0,31.75,0.9090909090909091,0
618,-आना,زر,-aːnaː,zr,6,3,1.3333333333333335,1.5833333333333333,17.25,1.0,0
619,किशवर,کشور,kiʃvər,kʃvr,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
620,बिस्तर,-𑀇𑀅,bistər,-𑀇𑀅,6,6,5.354166666666666,6.0,43.5,1.0,0
621,गवाही,گواهی,ɡəvaːɦiː,ɡvɒhj,6,2,1.1875000000000002,1.3333333333333335,11.875,0.75,1
622,ज़रूर,روشنی,zəruːr,rvʃnj,6,4,1.3541666666666667,1.7499999999999998,27.625,1.0,0
623,रफ़्तार,رفتار,rəftaːr,rftɒr,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
624,साल,سال,saːl,sɒl,2,0,0.125,0.125,1.5,0.5,1
625,बीमा,هِجَاء,biːmaː,hed͡ʒæɒء,8,3,1.5,1.625,17.625,1.0,0
626,सौगंद,سوگند,sɔːɡəndə,svɡnd,4,3,2.1458333333333335,2.416666666666667,23.0,0.5,1
627,एकाएक,یکایک,ekaːek,jkɒjk,4,2,0.375,0.45833333333333326,7.25,0.6666666666666666,1
628,ख़त,خط,xət,xt,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
629,साहिब,صاحب,saːɦib,sɒhb,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
630,-ई,راز,-iː,rɒz,3,2,1.9583333333333335,2.208333333333333,17.0,1.0,0
631,गुर्जिस्तान,مسافر,ɡurd͡ʒistaːn,msɒfr,11,8,4.458333333333334,5.041666666666666,40.875,0.9166666666666666,0
632,मेहनती,محنتی,meɦnətiː,mhntj,5,3,1.9583333333333335,2.2083333333333335,17.625,0.625,1
633,हाजिरा,هَاجَر,ɦaːd͡ʒiraː,hæɒd͡ʒær,6,2,1.4583333333333333,1.875,16.25,0.6,1
634,कारवाँ,کاروان,kaːrvãː,kɒrvɒn,4,2,1.2083333333333333,1.2916666666666665,10.75,0.5714285714285714,1
635,आइंदा,آینده,aːindaː,ɒjndh,5,2,0.4583333333333333,0.5416666666666667,9.5,0.7142857142857143,1
636,वरना,ورنه,vərnaː,vrnh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.5,1
637,दर्या,دریا,dərjaː,drjɒ,3,1,1.0208333333333335,1.125,8.75,0.5,1
638,ज़र,میزبان,zər,mjzbɒn,5,4,2.9791666666666665,3.375,25.5,0.8333333333333334,0
639,मुंशी,आचार,munʃiː,आचार,6,5,4.520833333333333,5.0,36.25,1.0,0
640,जसूर,جسور,d͡ʒəsuːr,d͡ʒsvr,3,2,1.25,1.4166666666666667,15.75,0.375,1
641,पैदाइशी,पैदाइश,pæːdaːiʃiː,पैदाइश,10,7,6.3125,7.0,50.75,1.0,1
642,नक़ाब,نقاب,nəqaːb,nɣɒb,4,1,1.1458333333333335,1.25,10.5,0.6666666666666666,1
643,अंदरुनी,اندرونی,ndəruniː,ɒndrvnj,5,4,1.2291666666666665,1.4583333333333333,25.375,0.625,1
644,कमोबेश,کم و بیش,kəmobeʃ,km v bjʃ,5,3,1.3333333333333335,1.5416666666666667,18.125,0.625,1
645,नाफ़,امتحان,naːf,ɒmthɒn,6,5,3.2291666666666665,3.5833333333333335,29.375,1.0,0
646,दिरम,درهم,dirəm,drhm,2,2,1.1041666666666667,1.25,12.375,0.4,1
647,तरोताज़ा,تر و تازه,tərotaːzaː,tr v tɒzh,8,3,1.5833333333333335,1.7916666666666667,22.375,0.8,1
648,शराब,کشمش,ʃəraːb,kʃmʃ,6,5,1.8958333333333333,2.1666666666666665,24.125,1.0,0
649,बुलंद,بلند,buləndə,blnd,3,3,2.6875,3.0,21.75,0.42857142857142855,1
650,फ़र्क़,همسایه,fərqə,hmsɒjh,6,5,1.9583333333333333,2.25,31.875,1.0,0
651,फ़र्ज़ंद,بریانی,fərzəndə,brjɒnj,6,4,2.4375,2.7083333333333335,26.125,0.75,0
652,इंसान,انسان,insaːn,ɒnsɒn,3,0,0.29166666666666663,0.29166666666666663,3.5,0.5,1
653,बुत-ख़ाना,بت‌خانه,butə-xaːnaː,bt‌xɒnh,7,3,2.166666666666667,2.4166666666666665,21.625,0.6363636363636364,1
654,हक़,مریم,ɦəq,mrjm,4,3,1.4166666666666667,1.625,17.0,1.0,0
655,इंतक़ाल,انتقال,intqaːl,ɒntɣɒl,4,0,0.41666666666666663,0.41666666666666663,5.25,0.5714285714285714,1
656,ताल्लुक़,تعلق,taːlluq,tʔlɣ,5,2,2.2291666666666665,2.458333333333333,21.125,0.7142857142857143,1
657,शुरू,دکان,ʃuruː,dkɒn,5,3,1.2916666666666667,1.5416666666666665,20.5,1.0,0
658,हज़ारहा,هزارها,ɦəzaːrɦaː,hzɒrhɒ,7,1,1.2291666666666667,1.3333333333333335,10.75,0.7777777777777778,1
659,पुरज़ा,کارخانه,purzaː,kɒrxɒnh,6,4,2.4583333333333335,2.6666666666666665,21.875,0.8571428571428571,0
660,ज़मींदार,زمین‌دار,zəmiːndaːr,zmjn‌dɒr,6,2,1.1458333333333335,1.2916666666666667,11.625,0.6,1
661,जादू,صحت,d͡ʒaːduː,sht,8,3,1.3958333333333335,1.5416666666666665,15.625,1.0,0
662,बस्ता,بسته,bəstaː,bsth,3,2,1.1458333333333335,1.2916666666666667,12.875,0.5,1
663,इस्लाम,عاشقی,islaːm,ʔɒʃɣj,6,4,1.4375,1.5833333333333335,25.75,1.0,0
664,मसीहा,مسیحا,məsiːɦaː,msjhɒ,6,2,1.1875000000000002,1.3333333333333335,11.875,0.75,1
665,आईना,آئینه,aːiːnaː,ɒيʔjnh,6,3,1.3958333333333335,1.5833333333333335,17.25,0.8571428571428571,1
666,पहल,𑀧𑀳𑀺𑀮,pəɦəl,𑀧𑀳𑀺𑀮,5,5,4.5,5.0,36.25,1.0,1
667,रौशनी,روشنی,rɔːʃniː,rvʃnj,4,2,0.4791666666666667,0.5833333333333334,11.375,0.5714285714285714,1
668,चराग़,توهین,t͡ʃəraːɣ,tvhjn,7,4,1.1458333333333335,1.3749999999999998,20.625,0.875,0
669,पैदावार,پیداوار,pæːdaːvaːr,پjdɒvɒr,7,2,1.3541666666666667,1.5,14.125,0.7,1
670,इब्रीक़,ابریق,ibriːq,ɒbrjɣ,4,1,0.41666666666666663,0.4583333333333333,6.625,0.6666666666666666,1
671,पैमाना,پیدایش,pæːmaːnaː,پjdɒjʃ,9,5,2.0416666666666665,2.2916666666666665,29.625,1.0,0
672,हम,شیخی,ɦəm,ʃjxj,4,3,1.4583333333333335,1.625,18.5,1.0,0
673,ताज़ा,یونان,taːzaː,jvnɒn,6,4,1.7916666666666665,1.9583333333333333,27.125,1.0,0
674,ख़तरनाक,خطرناک,xətrənaːk,xtrnɒk,4,2,1.9166666666666667,2.125,16.0,0.4444444444444444,1
675,मुर्दन,اصرار,murdən,ɒsrɒr,5,4,1.6458333333333337,2.0,19.75,0.8333333333333334,0
676,जमा,جمع,d͡ʒəmaː,d͡ʒmʔ,3,2,1.1875,1.3333333333333333,12.125,0.42857142857142855,1
677,वतन,نوکر,vətən,nvkr,5,5,1.7708333333333333,2.0833333333333335,24.125,1.0,0
678,चूज़ा,جنگجو,t͡ʃuːzaː,d͡ʒŋd͡ʒv,7,3,0.8541666666666666,0.9583333333333334,17.875,0.875,0
679,असर,اثر,asər,ɒsr,2,1,0.9791666666666667,1.0833333333333333,8.25,0.5,1
680,पाशा,کاش,paːʃaː,kɒʃ,5,2,1.1875,1.2916666666666665,10.75,0.8333333333333334,0
681,आज़ादी,حافظ,aːzaːdiː,hɒfz,8,4,1.7291666666666667,1.9583333333333333,22.625,1.0,0
682,क़र्ज़,مهربان,qərzə,mhrbɒn,5,4,1.6458333333333335,1.7916666666666665,20.0,0.8333333333333334,0
683,रिवाज,فاخته,rivaːd͡ʒ,fɒxth,8,4,1.3125,1.5416666666666667,22.5,1.0,0
684,महताब,سرانجام,məɦtaːb,srɒnd͡ʒɒm,9,5,1.7916666666666667,2.0,20.25,1.0,0
685,सवाल,مفت,səvaːl,mft,6,4,2.2708333333333335,2.5,23.375,1.0,0
686,बबर,ببر,bəbər,bbr,2,2,1.7916666666666667,2.0,14.5,0.4,1
687,ख़ुशामद,خش‌آمد,xuʃaːməd,xʃ‌ɒmd,4,2,1.916666666666667,2.125,16.0,0.5,1
688,बादाम,بادام,baːdaːm,bɒdɒm,4,0,0.25,0.25,3.0,0.5714285714285714,1
689,परवाह,سپرد,pərvaːɦ,sپrd,6,5,3.0000000000000004,3.375,26.125,0.8571428571428571,0
690,क़ुव्वत,قوت,quvvət,ɣvt,4,3,2.8333333333333335,3.125,23.5,0.6666666666666666,1
691,दाग़,داغ,daːɣ,dɒɣ,2,0,0.125,0.125,1.5,0.5,1
692,नामो-निशान,دوستانه,naːmo-niʃaːn,dvstɒnh,11,7,3.1458333333333335,3.4583333333333335,41.0,0.9166666666666666,0
693,हौसला,ـانه,ɦɔːslaː,ـɒnh,7,3,2.2708333333333335,2.5,21.375,1.0,0
694,दर्या,مرض,dərjaː,mrz,5,4,2.2083333333333335,2.458333333333333,23.75,0.8333333333333334,0
695,ज़िंदा,وقفه,zindaː,vɣfh,6,5,1.7083333333333333,1.9583333333333333,22.25,1.0,0
696,बू,بو,buː,bv,2,1,0.3541666666666667,0.4166666666666667,8.5,0.6666666666666666,1
697,क़हवा,قهوه,qəɦvaː,ɣhvh,5,2,1.3125000000000002,1.4583333333333335,14.875,0.8333333333333334,1
698,मर्ग,مرگ,mərɡə,mrɡ,2,2,1.7916666666666667,2.0,14.5,0.4,1
699,वसीयत,روم,vəsiːjət,rvm,8,6,4.229166666666667,4.75,38.625,1.0,0
700,रियासत,ریاست,rijaːsət,rjɒst,4,2,1.916666666666667,2.125,16.0,0.5,1
701,नक़्शा,نقشه,nəqʃaː,nɣʃh,4,2,1.2708333333333335,1.4166666666666667,14.625,0.6666666666666666,1
702,दुम,دم,dum,dm,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
703,इसरार,احسان,israːr,ɒhsɒn,6,3,0.7708333333333333,0.9583333333333333,12.375,1.0,0
704,रेशम,ابریشم,reʃəm,ɒbrjʃm,4,4,1.8958333333333333,2.2916666666666665,24.625,0.6666666666666666,1
705,वाह,وا,vaːɦ,vɒ,3,1,1.0208333333333335,1.125,8.75,0.75,1
706,-कारी,-कारी,-kaːriː,-कारी,6,4,3.5208333333333335,4.0,29.0,0.8571428571428571,1
707,सरहद,رشته,sərɦəd,rʃth,5,5,2.5416666666666665,2.833333333333333,30.0,0.8333333333333334,0
708,तक़दीर,بحران,təqdiːr,bhrɒn,7,5,1.7083333333333335,2.0,21.125,1.0,0
709,जुदा,سَهْل,d͡ʒudaː,sæhْl,7,3,0.9583333333333334,1.0416666666666667,15.875,1.0,0
710,नवाज़,بدولت,nəvaːz,bdvlt,5,3,0.8958333333333334,1.0416666666666667,19.875,0.8333333333333334,0
711,शायद,شاید,ʃaːjəd,ʃɒjd,3,1,1.0208333333333335,1.125,8.75,0.5,1
712,माजूफल,کوچ,maːd͡ʒuːpʰəl,kvt͡ʃ,11,5,4.25,4.708333333333333,38.0,0.9166666666666666,0
713,नुमाइश,نمایش,numaːiʃ,nmɒjʃ,4,2,1.1041666666666667,1.25,11.125,0.5714285714285714,1
714,शौहर,حالت,ʃɔːɦər,hɒlt,6,3,1.4791666666666667,1.7083333333333333,17.0,1.0,0
715,मामूली,بخت,maːmuːliː,bxt,9,6,3.2708333333333335,3.583333333333333,33.75,1.0,0
716,उस्ताद,لب,ustaːd,lb,6,5,2.9375,3.25,25.625,1.0,0
717,बदसूरत,بدصورت,bədsuːrət,bdsvrt,4,3,2.1458333333333335,2.416666666666667,23.0,0.4444444444444444,1
718,बरामद,خوب‌صورت,bəraːməd,xvb‌svrt,8,6,1.6041666666666665,2.0,34.0,1.0,0
719,बर्बाद,برباد,bərbaːd,brbɒd,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
720,ख़बरनवीस,خبرنویش,xəbrənviːs,xbrnvjʃ,5,3,2.0,2.25,18.125,0.5,1
721,परचम,فسانه,pərt͡ʃəm,fsɒnh,8,5,2.0416666666666665,2.375,27.5,1.0,0
722,क़तार,قطار,qətaːr,ɣtɒr,4,1,1.1458333333333335,1.25,10.5,0.6666666666666666,1
723,शोहरत,شهرت,ʃoɦrət,ʃhrt,3,2,1.8333333333333335,2.041666666666667,14.75,0.5,1
724,मौला,گفتار,mɔːlaː,ɡftɒr,6,4,1.7708333333333333,2.0,25.75,1.0,0
725,ख़सरा,خسره,xəsraː,xsrh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.5,1
726,शैतानी,شیطانی,ʃæːtaːniː,ʃjtɒnj,6,2,0.45833333333333337,0.5416666666666666,8.25,0.6666666666666666,1
727,तरतीब,ترتیب,tərtiːb,trtjb,3,2,1.0208333333333335,1.1666666666666667,10.125,0.42857142857142855,1
728,नाराज़गी,مَعْصُوم,naːraːzɡiː,mæʔْsُvm,10,4,1.8750000000000002,2.166666666666667,24.5,1.0,0
729,गोश्त,گوشت,ɡoʃtə,ɡvʃt,2,2,1.2083333333333335,1.375,15.25,0.4,1
730,बाद,کوفته,baːd,kvfth,5,3,2.25,2.541666666666667,24.125,1.0,0
731,इत्मीनान,چوزه,itmiːnaːn,t͡ʃvzh,8,7,3.3125,3.666666666666667,33.0,0.8888888888888888,0
732,ख़ैरात,خیرات,xæːraːt,xjrɒt,4,1,0.33333333333333337,0.375,5.375,0.5714285714285714,1
733,ख़रीद,देह,xəriːd,देह,6,5,4.4375,5.0,36.25,1.0,0
734,फ़तह,فتح,fətəɦ,fth,3,2,1.8333333333333335,2.0416666666666665,14.75,0.6,1
735,गर्मी,گرمی,ɡərmiː,ɡrmj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
736,-इयत,جانباز,-ijət,d͡ʒɒnbɒz,8,3,2.4583333333333335,2.6250000000000004,24.125,1.0,0
737,किफ़ायत,کفایت,kifaːjət,kfɒjt,4,2,1.916666666666667,2.125,16.0,0.5,1
738,चुक़ंदर,مَسِیح,t͡ʃuqəndər,mæsejh,10,5,3.020833333333333,3.375,31.0,1.0,0
739,कि,شیر,ki,ʃjr,3,3,1.1041666666666667,1.3333333333333335,12.25,1.0,0
740,मज़मून,مضمون,məzmuːn,mzmvn,3,2,1.25,1.4166666666666667,15.75,0.42857142857142855,1
741,साफ़,مضبوط,saːf,mzbvt,5,3,2.2291666666666665,2.4583333333333335,23.875,1.0,0
742,कोह,کوه,koɦ,kvh,2,1,0.3541666666666667,0.4166666666666667,8.25,0.6666666666666666,1
743,कुंद,کند,kundə,knd,2,2,1.7916666666666667,2.0,14.5,0.4,1
744,शिकायत,شکایت,ʃikaːjət,ʃkɒjt,4,2,1.916666666666667,2.125,16.0,0.5,1
745,तोहफ़ा,تحفه,toɦfaː,thfh,4,2,1.1875,1.3333333333333335,13.125,0.6666666666666666,1
746,बाबत,بابت,baːbət,bɒbt,3,1,1.0208333333333335,1.125,8.75,0.5,1
747,एकाएक,بی‌ایمانی,ekaːek,bj‌ɒjmɒnj,9,6,3.625,3.9583333333333335,41.75,1.0,0
748,माहिर,ماهر,maːɦir,mɒhr,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
