,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,mbert_src_assbert_trg,label
150,All languages,সন্ধিয়া,সন্ধ্যা,xɔndʰija,ʃɔn̪d̪ʱæ,evening,Evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,0.06833331,loan
151,All languages,বলিয়া,বাউল,bɔlija,baulɔ,Saying,Bowl,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,0.03765164,loan
152,All languages,বঙহ,বাঁশ,bɔŋɔɦɔ,bãʃɔ,বংহ,Bamboo,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,0.03307099,loan
153,All languages,ভকত,ভাত,bʰɔkɔtɔ,bʱat̪,The devotee,Rice,0.7142857142857143,0.5,0.4895833333333333,0.5416666666666666,4.0,0.5416666666666666,-0.013558392,loan
154,All languages,মেঘ,মেঘ,mɛgʱ,megʱɔ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,0.07114123,loan
155,All languages,সাপ,সাপ,xap,ʃap,Snake,Snake,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,0.0018511144,loan
156,All languages,দুগ্ধ,দুগ্ধ,dugdʰɔ,d̪uɡɔd̪ʱɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,0.01843527,loan
157,All languages,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,0.018080387,loan
158,All languages,শিল,শিল,xil,ʃilɔ,rock,rock,0.5,0.5,0.2604166666666667,0.2916666666666667,2.21875,0.2864583333333333,0.046773747,loan
159,All languages,পুহ,পোষ,puɦ,poʃ,Puh,Pet,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,0.059529293,loan
160,All languages,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,0.042932272,loan
161,All languages,চ’ত,চৈত,sɔ’tɔ,t͡ɕojt̪,Four,Chait,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,-0.066231176,loan
162,All languages,যোনি,যোনি,zʊni,d͡zon̪i,Vagina,Vagina,0.5714285714285714,0.25,0.0520833333333333,0.0520833333333333,0.625,0.0520833333333333,0.052261095,loan
163,All languages,ব্যৱহাৰ,ব্যবহার,bzɔwɔɦaɹ,bd͡zɔbɔɦar,use,Use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,-0.0052382993,loan
164,All languages,নদী,নদী,nɔdi,n̪ɔd̪i,The river,The river,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.07096541,loan
165,All languages,বাট,বাট,bat,baʈɔ,The road,The road,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.02137476,loan
166,All languages,বিহ,বিষ,biɦ,biʃ,poison,Poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,0.014288037,loan
167,All languages,মাকৈ,মাহই,makɔɪ,maɦi,corn,Mahi,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,0.06623615,loan
168,All languages,দীঘা,ডাঙর,digʱa,ɖaŋɔrɔ,Digha,Strong,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,0.016037712,loan
169,All languages,সাঁচ,সাঁচা,xãsɔ,ʃãt͡ɕa,Templates,True,0.8333333333333334,0.6666666666666666,0.1302083333333333,0.1354166666666666,1.53125,0.1302083333333333,0.043748323,loan
170,All languages,হিয়া,হৃদয়,ɦija,ɦɽid̪e̯ɔ,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,0.019135863,loan
171,All languages,দীঘল,ডাঙর,digʱɔlɔ,ɖaŋɔrɔ,long,Strong,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,0.0054489495,loan
172,All languages,গোসাঁই,গোসাঁই,gʊxãi,ɡoʃãi,Gosain,Gosain,0.6,0.5,0.225,0.25,1.925,0.2458333333333333,0.07876449,loan
173,All languages,পুলি,পোলা,puli,pola,Seedlings,Pola,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,-0.020813715,loan
174,All languages,অগ্নি,অগ্নি,ɔgni,oɡn̪i,Fire,Fire,0.6,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0.016414793,loan
175,All languages,টাকা,টাং,taka,ʈaŋ,Money,Tang,0.75,0.5,0.265625,0.2916666666666667,2.625,0.2916666666666667,-0.0086065885,loan
176,All languages,ছাগলী,ছাগলী,sagɔli,t͡ɕʰaɡɔli,goat,goat,0.5555555555555556,0.3333333333333333,0.1909722222222222,0.2083333333333333,1.7083333333333333,0.2083333333333333,0.07240882,loan
177,All languages,সকলো,সকল,xɔkɔlʊ,ʃɔkɔlɔ,everything,All,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,-0.004563417,loan
178,All languages,পায়স,পায়স,pajɔxɔ,pae̯ɔʃɔ,Pies,Pies,0.4285714285714285,0.1666666666666666,0.0381944444444444,0.0486111111111111,0.4166666666666667,0.0381944444444444,0.031958614,loan
179,All languages,ফল,ফল,pʰɔlɔ,ɸɔlɔ,Fruit,Fruit,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,-0.046180572,loan
180,All languages,মূলা,মূল,mula,mulɔ,Radish,Original,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.051194333,loan
181,All languages,মুঠি,মুঠো,mutʰi,muʈʰo,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.022694789,loan
182,All languages,সেকা,শিক্ষা,xɛka,ʃikkʰa,Seka,Education,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,0.034436435,loan
183,All languages,শূন্য,শূন্য,xunzɔ,ʃun̪d͡zɔ,Zero,Zero,0.5,0.4,0.0541666666666666,0.0583333333333333,0.675,0.0541666666666666,0.03584251,loan
184,All languages,বিলৈ,বিলাই,bilɔɪ,bilai,to the b,distribute,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,0.05480478,loan
185,All languages,জেঠ,জেঠ,zɛtʰ,d͡ʑeʈʰɔ,Jeth,Jeth,0.8571428571428571,0.5,0.296875,0.3229166666666667,2.6875,0.3229166666666667,0.005646774,loan
186,All languages,ভয়,ভয়,bʰɔjɔ,bʱe̯ɔ,Fear,Fear,0.6,0.25,0.2552083333333333,0.2916666666666667,2.09375,0.28125,0.021595892,loan
187,All languages,ফেঁচা,পেঁচা,pʰɛ̃sa,pẽt͡ɕa,owl,Owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,0.037384637,loan
188,All languages,মৈ,মৈ,mɔɪ,moj,May,May,0.6666666666666666,0.3333333333333333,0.0416666666666666,0.0555555555555555,0.875,0.0416666666666666,0.09582421,loan
189,All languages,মাখি,মাক্‌খি,makʰi,mak‌kʰi,Flies,Makkhi,0.2857142857142857,0.2,0.1791666666666666,0.2,1.45,0.2,0.07214378,loan
190,All languages,পিন্ধ,পিন্ধা,pindʰɔ,pin̪d̪ʱa,Wear,wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,0.017057758,loan
191,All languages,গোল,গোলন্দাজ,gʊl,ɡolɔn̪d̪ad͡ʑ,Round,Gunner,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,-0.04640956,loan
192,All languages,দিন,দিন,din,d̪in̪,Day,Day,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,0.051236775,loan
193,All languages,চন্দ্ৰ,চাঁদ,sɔndɹɔ,t͡ɕãd̪ɔ,moon,The moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,-0.044935647,loan
194,All languages,আঁঠু,আঁডু,ãtʰu,ãɖu,knee,Andu,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.033760335,loan
195,All languages,পিন্ধা,পিন্ধা,pindʰa,pin̪d̪ʱa,wear,wear,0.375,0.0,0.025,0.025,0.15,0.025,0.06305689,loan
196,All languages,চন্দ্ৰ,চান,sɔndɹɔ,t͡ɕan̪,moon,Want,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,-0.04359168,loan
197,All languages,চান্দ,চাঁদ,sandɔ,t͡ɕãd̪ɔ,Chand,The moon,0.7142857142857143,0.6,0.2416666666666666,0.2583333333333333,2.15,0.2583333333333333,0.08305458,loan
198,All languages,কটা,কাটা,kɔta,kaʈa,Brown,Cut,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.09681776,loan
199,All languages,এক,এক,ɛk,ek,One,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.010436676,loan
200,All languages,শিকা,শেখা,xika,ʃekʰa,learn,Learning,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,0.05416221,loan
201,All languages,ঠেং,টাং,tʰɛŋ,ʈaŋ,The tail,Tang,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,0.043254677,loan
202,All languages,বেল,বেল,bɛl,belɔ,Bell,Bell,0.5,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0.06978355,loan
203,All languages,ছয়,ছয়,sɔjɔ,t͡ɕʰe̯ɔ,Six,Six,0.8571428571428571,0.5,0.3072916666666667,0.34375,2.78125,0.3333333333333333,-0.05863533,loan
204,All languages,অনুবাদ,অনুবাদ,ɔnubad,on̪ubad̪,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.02724199,loan
205,All languages,জ্ঞান,জ্ঞান,znan,d͡ʑnan̪,Knowledge,Knowledge,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.1295931,loan
206,All languages,আঠ,আট,atʰ,aʈɔ,eight,Eight,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,-0.0036004474,loan
207,All languages,ভাজা,ভাজা,bʰaza,bʱad͡ʑa,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.063805535,loan
208,All languages,পদুম,পদ্ম,pɔdum,pɔd̪mɔ,The lotus,Lotus,0.3333333333333333,0.4,0.1416666666666666,0.1583333333333333,2.95,0.1416666666666666,-0.0075930655,loan
209,All languages,পাঁচ,পাঁচ,pãsɔ,pãt͡ɕɔ,Five,Five,0.5,0.3333333333333333,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.02911019,loan
210,All languages,ভাৰত,ভারত,bʰaɹɔtɔ,bʱarɔt̪ɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,-0.024820464,loan
211,All languages,মাই,মেয়ে,mai,mee̯e,My,Girl,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,0.029284216,loan
212,All languages,মিঠা,মিডা,mitʰa,miɖa,sweet,Mida,0.4,0.0,0.03125,0.03125,0.25,0.03125,0.04401084,loan
213,All languages,টাকা,ঠেং,taka,ʈʰeŋ,Money,The tail,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,-0.0144947935,loan
214,All languages,চিন্তা,চিন্তা,sinta,t͡ɕin̪t̪a,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,0.091003776,loan
215,All languages,কোটি,কোটি,kʊti,koʈi,Crores,Crores,0.5,0.0,0.03125,0.03125,0.3125,0.03125,0.006065783,loan
216,All languages,গাঁও,গাঁও,gãʊ,ɡão,The village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,0.060259674,loan
217,All languages,ময়ূৰ,ময়ূর,mɔjuɹ,me̯ur,The peacock,Peacock,0.6,0.2,0.2291666666666666,0.275,2.325,0.25,0.00899474,loan
218,All languages,মিঠা,মিষ্টি,mitʰa,miʃʈi,sweet,Sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,0.040715575,loan
219,All languages,পখিলা,পাখ,pɔkʰila,pakʰ,butterfly,Wings,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,-0.0040306533,loan
220,All languages,দহ,দশ,dɔɦɔ,d̪ɔʃɔ,ten,Ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,0.060254455,loan
221,All languages,গুলী,গোলন্দাজ,guli,ɡolɔn̪d̪ad͡ʑ,The bullet,Gunner,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,0.056591988,loan
222,All languages,ঔষধ,ঔষধ,ɔʊxɔdʰɔ,owʃɔd̪ʱɔ,Medicine,Medicine,0.625,0.3333333333333333,0.0659722222222222,0.0763888888888888,0.875,0.0659722222222222,0.13556078,loan
223,All languages,ফুল,ফুল,pʰul,ɸulɔ,Flowers,Flowers,0.75,0.25,0.25,0.28125,2.15625,0.2760416666666667,0.053389613,loan
224,All languages,দুখ,দুঃখ,dukʰ,d̪uhkʰɔ,pain,Sorry,0.4285714285714285,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,0.0009957217,loan
225,All languages,ধোঁৱা,ধুমা,dʰʊ̃wa,d̪ʱuma,smoke,Smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,0.10111001,loan
226,All languages,ভাত,ভাত,bʰat,bʱat̪,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,0.049768563,loan
227,All languages,সাগৰ,সাগর,xagɔɹɔ,ʃaɡɔrɔ,sea,The sea,0.5,0.3333333333333333,0.2013888888888889,0.2361111111111111,2.0625,0.21875,0.03172814,loan
228,All languages,আক,এক,ak,ek,Let's go,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.013225261,loan
229,All languages,মাজ,মাঝ,maz,mad͡ʑʱɔ,middle,The middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,0.029272728,loan
230,All languages,ৰাং,রঙ,ɹaŋ,rɔŋɔ,Rang,Color,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,0.00323088,loan
231,All languages,ৰঙা,রঙ,ɹɔŋa,rɔŋɔ,red,Color,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,0.06339405,loan
232,All languages,ঘমা,ঘামা,gʱɔma,gʱama,Sweat,Sweat,0.2,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,0.01935235,loan
233,All languages,আঁকা,আঁক,ãka,ãkɔ,Draw,Draw,0.3333333333333333,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,0.06932565,loan
234,All languages,টাকা,ঠেং,ʈaka,tʰɛŋ,Money,The tail,1.0,0.5,0.296875,0.3229166666666666,2.875,0.3229166666666666,-0.006991812,loan
235,All languages,এক,এক,ek,ɛk,One,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.010367015,loan
236,All languages,চাকা,চাকা,t͡ɕaka,saka,The wheel,The wheel,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.0906321,loan
237,All languages,পাখা,পখিলা,pakʰa,pɔkʰila,Fan,butterfly,0.4285714285714285,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,0.053240366,loan
238,All languages,মুঠো,মুঠি,muʈʰo,mutʰi,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.087097734,loan
239,All languages,পুস্তক,পুথি,puʃt̪ɔkɔ,putʰi,Books,The book,0.625,0.4285714285714285,0.4226190476190476,0.4642857142857142,3.4285714285714284,0.4642857142857142,-0.07022024,loan
240,All languages,চাকা,চাকি,t͡ɕaka,saki,The wheel,Candles,0.6666666666666666,0.25,0.0729166666666666,0.0729166666666666,0.9375,0.0729166666666666,0.090632096,loan
241,All languages,ধুমা,ধোঁৱা,d̪ʱuma,dʰʊ̃wa,Smoke,smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,0.032457054,loan
242,All languages,জল,জল,d͡ʑɔlɔ,zɔlɔ,Water,Water,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.05278161,loan
243,All languages,রাং,ৰঙা,raŋ,ɹɔŋa,Rang,red,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,0.08554291,loan
244,All languages,রং,ৰঙা,rɔŋ,ɹɔŋa,Color,red,0.5,0.25,0.265625,0.3125,2.6875,0.2916666666666667,-0.028518444,loan
245,All languages,দাড়ি,দাড়ি,d̪aɽi,daɹi,Beard,Beard,0.4,0.0,0.0625,0.0833333333333333,1.0625,0.0625,0.040737357,loan
246,All languages,বিছা,বিছা,bit͡ɕʰa,bisa,Scorpion,Scorpion,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.10177142,loan
247,All languages,হৃদয়,হিয়া,ɦɽid̪e̯ɔ,ɦija,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,0.03573358,loan
248,All languages,অক্ষ,অক্ষ,okkʰɔ,ɔkʰjɔ,Axis,Axis,0.6,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,0.043775234,loan
249,All languages,শনিবার,শনিবাৰ,ʃɔn̪ibar,xɔnibaɹ,Saturday,Saturday,0.375,0.1428571428571428,0.0505952380952379,0.0654761904761904,0.7678571428571429,0.0505952380952379,0.05184397,loan
250,All languages,আঁই,আমি,ãi,ami,I am,I,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.10203864,loan
251,All languages,উট,উট,uʈɔ,ut,The camel,The camel,0.6666666666666666,0.3333333333333333,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,-0.008404922,loan
252,All languages,বিছা,বৃশ্চিক,bit͡ɕʰa,bɽixsik,Scorpion,Scorpio,0.8571428571428571,0.4285714285714285,0.4226190476190476,0.4761904761904762,3.6607142857142856,0.4732142857142857,0.10177142,loan
253,All languages,রঙ,ৰঙা,rɔŋɔ,ɹɔŋa,Color,red,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,0.05301861,loan
254,All languages,ব্যাকরণ,ব্যাকৰণ,bækɔrɔnɔ,biakɔɹɔnɔ,Grammar,Grammar,0.3333333333333333,0.1111111111111111,0.1180555555555555,0.1388888888888889,1.1944444444444444,0.1296296296296296,0.0016311486,loan
255,All languages,পানীয়,পানী,pan̪ie̯,pani,Drinks,water,0.4285714285714285,0.2,0.1875,0.2083333333333333,1.5,0.2083333333333333,0.045824453,loan
256,All languages,গোসাঁই,গোহাঁই,ɡoʃãi,gʊɦãi,Gosain,Gohain,0.6,0.5,0.225,0.25,2.175,0.2458333333333333,0.078859575,loan
257,All languages,রসুন,লহুন,rɔʃun̪,lɔɦun,Garlic,Blood,0.5,0.2,0.0625,0.0833333333333333,0.925,0.0625,-0.03733678,loan
258,All languages,পেঁচা,ফেঁচা,pẽt͡ɕa,pʰɛ̃sa,Owl,owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,0.11054607,loan
259,All languages,ক্রিয়া,ক্ৰিয়া,krie̯a,kɹija,Verbs,Action,0.5,0.0,0.05,0.075,0.875,0.05,0.07268653,loan
260,All languages,শ্রীবৃক্ষ,শ্রী,ʃribɽikkʰɔ,xɹi,Srivriksha,Mr.,0.9,0.7777777777777778,0.625,0.7129629629629629,5.402777777777778,0.7013888888888888,0.004150791,loan
261,All languages,রাষ্ট্র,ৰাষ্ট্ৰ,raʃʈrɔ,ɹaxtɹɔ,State,The State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,0.06783278,loan
262,All languages,মূত্র,মূত,mut̪rɔ,mut,Urine,Urine,0.5,0.4,0.3541666666666667,0.4083333333333334,2.95,0.4083333333333334,0.061520893,loan
263,All languages,ধোঁয়া,ধোঁৱা,d̪ʱõe̯a,dʰʊ̃wa,Smoke,smoke,0.7142857142857143,0.25,0.09375,0.1041666666666666,0.90625,0.09375,0.1004639,loan
264,All languages,বিলাই,বিলৈ,bilai,bilɔɪ,distribute,to the b,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,0.056679342,loan
265,All languages,সমান,সমান,ʃɔman̪,xɔman,Equal,Equal,0.3333333333333333,0.2,0.0375,0.0416666666666666,0.375,0.0375,0.021657458,loan
266,All languages,ঘামা,ঘমা,gʱama,gʱɔma,Sweat,Sweat,0.2,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,0.02563076,loan
267,All languages,মুঠো,মুঠা,muʈʰo,mutʰa,Fist,A handful,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.08709775,loan
268,All languages,সমানে,সমান,ʃɔman̪e,xɔman,Equally,Equal,0.4285714285714285,0.3333333333333333,0.1805555555555555,0.2013888888888888,1.5208333333333333,0.1979166666666666,0.02371364,loan
269,All languages,বাঙ্গালী,বঙালী,baŋɡali,bɔŋali,Bengali,Bengali,0.2857142857142857,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2857142857142858,0.1666666666666666,0.0820638,loan
270,All languages,সকল,সকলো,ʃɔkɔlɔ,xɔkɔlʊ,All,everything,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,0.006846208,loan
271,All languages,পোলা,পোনা,pola,pʊna,Pola,Pona,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,-0.015400946,loan
272,All languages,রচনা,ৰচনা,rɔt͡ɕɔn̪a,ɹɔsɔna,Composition,essay,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,-0.07806647,loan
273,All languages,আঁডু,আঁঠু,ãɖu,ãtʰu,Andu,knee,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.07996788,loan
274,All languages,পিন্ধা,পিন্ধা,pin̪d̪ʱa,pindʰa,wear,wear,0.375,0.0,0.025,0.025,0.15,0.025,0.06304054,loan
275,All languages,ক্যা,কি,kæ,ki,Kya,What?,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.00568405,loan
276,All languages,গোসাঁই,গোসাঞি,ɡoʃãi,gʊxani,Gosain,Gosani,0.8333333333333334,0.4,0.225,0.2666666666666666,3.475,0.225,0.07885962,loan
277,All languages,একলা,আক,ekɔla,ak,Alone,Let's go,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,0.0033030696,loan
278,All languages,আগুন,আগুনি,aɡun̪,aguni,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,0.0675694,loan
279,All languages,গলা,গেলা,ɡɔla,gɛla,Throat,Swallow,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,0.08827016,loan
280,All languages,বোন,ভনী,bon̪,bʰɔni,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,0.020428512,loan
281,All languages,চিন্তা,চিন্তা,t͡ɕin̪t̪a,sinta,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,0.09102815,loan
282,All languages,ডিম,ডিমা,ɖim,dima,Eggs,Dima,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,-0.016022537,loan
283,All languages,হাট,হাট,ɦaʈɔ,ɦat,Hat,Hat,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.05378803,loan
284,All languages,টাং,টকা,ʈaŋ,tɔka,Tang,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0625,0.3333333333333333,-0.012528922,loan
285,All languages,দুগ্ধ,দুগ্ধ,d̪uɡɔd̪ʱɔ,dugdʰɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,0.01833276,loan
286,All languages,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0.0,0.0625,0.0625,0.6875,0.0625,0.032469615,loan
287,All languages,মিষ্টি,মিঠা,miʃʈi,mitʰa,Sweet,sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,0.086047225,loan
288,All languages,কেলা,কল,kela,kɔlɔ,The banana,Call,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,0.0065569337,loan
289,All languages,চাকা,চকা,t͡ɕaka,sɔka,The wheel,wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,0.090632096,loan
290,All languages,মাঝ,মাজ,mad͡ʑʱɔ,maz,The middle,middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,0.044730343,loan
291,All languages,ভাত,ভাত,bʱat̪,bʰat,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,0.049893178,loan
292,All languages,সাঁঝ,সন্ধিয়া,ʃãd͡ʑʱɔ,xɔndʰija,Evening,evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,0.05099905,loan
293,All languages,দশ,দহ,d̪ɔʃɔ,dɔɦɔ,Ten,ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,0.03234535,loan
294,All languages,গু,গু,ɡu,gu,Gu,Gu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,0.05468578,loan
295,All languages,মুঠি,মুঠ,muʈʰi,mutʰ,Fist,total,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.022781055,loan
296,All languages,দ্বার,দুৱাৰ,d̪ar,duwaɹ,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,0.04433389,loan
297,All languages,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,0.055840123,loan
298,All languages,মাংস,মঙহ,maŋʃɔ,mɔŋɔɦɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,-0.04162065,loan
299,All languages,কেন্দ্ৰ,কেন্দ্ৰ,ken̪d̪ৰ,kɛndɹɔ,hub,hub,0.5714285714285714,0.3333333333333333,0.3229166666666667,0.3541666666666667,2.5416666666666665,0.3541666666666667,-0.05869083,loan
