,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
192,All_languages,vohveli,våffla,ʋoɦʋeli,vɔflɑː,vohveli,waffle,-2.5686016,0.8995511531829834,0.7583844661712646,loan
193,All_languages,eeben,eben,eːben,eːbeːn,eeben,eben,-3.3133662000000004,0.95049786567688,0.7934387326240541,loan
194,All_languages,pannu,panna,pɑnnu,pɐnɑː,pannu,panna,-0.07772949,0.8908434510231018,0.6380534172058105,loan
195,All_languages,puustavi,bokstav,puːstɑʋi,bɔkstɑːv,woodworking,letter,-9.465736,0.8850780725479126,0.7708056569099426,loan
196,All_languages,kousa,kåsa,kousɑ,koːsɑː,Kousa,kåsa,-4.231423,0.8942389488220215,0.5789061188697815,loan
197,All_languages,treffata,träffa,treffɑtɑ,trɛfɑː,treffata,meet,-1.2159374,0.8943688869476318,0.7931666970252991,loan
198,All_languages,Norja,Norge,norjɑ,nɔrjeː,Norway,Norway,-2.4171169,0.910441756248474,0.5414992570877075,loan
199,All_languages,mittumaari,midsommar,mittumɑːri,mɪdsɔmɑːr,not measured,midsummer,-0.5684176999999999,0.7690008878707886,0.7050220966339111,loan
200,All_languages,flunssa,flunsa,flunssɑ,flɵnsɑː,flu,flunsa,-5.406181299999999,0.9802042841911316,0.7790249586105347,loan
201,All_languages,sola,svala,solɑ,svɑːlɑː,sola,cool,-3.15004,0.7720698714256287,0.709071695804596,loan
202,All_languages,maalari,målare,mɑːlɑri,moːlɑːreː,,painter,-2.3751993,0.8385127186775208,0.7645401358604431,loan
203,All_languages,tuoppi,stop,tuoppi,stuːp,ass,stop,-0.8381196,0.7330965995788574,0.7438393831253052,loan
204,All_languages,kautsu,kautschu,kɑutsu,kɑːɵtsɧʉː,Couts,rubber,-10.471366,0.943062424659729,0.5438930988311768,loan
205,All_languages,rasavilli,rasvill,rɑsɑʋilli,rɐsvɪl,rasavilli,rasvill,-4.2684164,0.9273353219032288,0.7433587908744812,loan
206,All_languages,viisu,visa,ʋiːsu,viːsɑː,song,visa,-2.6854851,0.8515442013740541,0.7802311182022095,loan
207,All_languages,neilikka,nejlika,neilikkɑ,nɛjliːkɑː,carnation,carnation,-2.0396384999999997,0.933444619178772,0.7864116430282593,loan
208,All_languages,sekunti,sekund,sekunti,seːkɵnd,second,seconds,-1.2293003999999998,0.8809114694595337,0.6530794501304626,loan
209,All_languages,алкан,алка́н,ɑlkɑn,alkán,alkane,alkane,-0.26404545,0.7872642874717712,0.7044509053230286,loan
210,All_languages,топология,тополо́гия,topoloɡijjɑ,topolóɡia,topology,topology,-0.54123324,0.7767491340637207,0.7400308847427368,loan
211,All_languages,революция,револю́ция,rjevoljuwtsijjɑ,rʲevolʲút͡sia,revolution,the revolution,-6.104959,0.8102053999900818,0.6286787986755371,loan
212,All_languages,альбом,альбо́м,ɑlьbom,alʲbóm,album,album,-0.80455095,0.7122001647949219,0.7089618444442749,loan
213,All_languages,архив,архи́в,ɑrχijv,arxʲív,archive,archives,-0.06318919999999999,0.4866845607757568,0.633897602558136,loan
214,All_languages,аппарат,аппара́т,ɑppɑrɑt,apparát,apparatus,apparatus,-0.6413885,0.7475175261497498,0.6196312308311462,loan
215,All_languages,бюллетень,бюллете́нь,bjuwlljetjenь,bʲullʲetʲénʲ,bulletin,bulletin,-2.5738816000000004,0.8406704664230347,0.7174618244171143,loan
216,All_languages,президент,президе́нт,prjezijdjent,prʲezʲidʲént,the president,the president,-1.3728688999999998,0.4236556589603424,0.6350381970405579,loan
217,All_languages,квазар,кваза́р,kvɑzɑr,kvazár,quasar,quasar,-0.6156733,0.9144846200942992,0.7590025067329407,loan
218,All_languages,идиллия,иди́ллия,ijdijllijjɑ,idʲíllʲia,idyll,idyll,-3.611595,0.9124571084976196,0.7138230204582214,loan
219,All_languages,купон,купо́н,kwpon,kupón,coupon,coupon,-2.2035172000000003,0.8567788600921631,0.826115608215332,loan
220,All_languages,палеоклиматология,палеоклиматология,pɑljeoklijmɑtoloɡijjɑ,palʲeoklʲimatoloɡia,paleoclimatology,paleoclimatology,-18.128785999999998,1.0,1.0,loan
221,All_languages,гидрография,гидрогра́фия,ɡijdroɡrɑfijjɑ,ɡidroɡráfʲia,hydrography,hydrography,-1.3643041999999999,0.8680191636085509,0.7416539192199707,loan
222,All_languages,пар,пара,pɑr,para,Couple,,-2.6960094,0.9142831563949584,0.8292073011398315,loan
223,All_languages,метафизика,метафи́зика,mjetɑfijzijkɑ,mʲetafʲízʲika,metaphysics,metaphysics,-0.66695577,0.8749885559082031,0.7060202360153198,loan
224,All_languages,карикатура,карикату́ра,kɑrijkɑtwrɑ,karʲikatúra,caricature,cartoon,-1.5025986,0.8571372032165527,0.8016592860221863,loan
225,All_languages,кереует,крова́ть,kjerjewjet,krovátʲ,bed,bed,-5.825929599999999,0.7668694257736206,0.6845991015434265,loan
226,All_languages,парламент,парла́мент,pɑrlɑmjent,parlámʲent,parliament,parliament,0.9175615,0.4900331199169159,0.5884132981300354,loan
227,All_languages,фюзеляж,фюзеля́ж,fjuwzjeljɑʒ,fʲuzʲelʲáʒ,fuselage,fuselage,-1.7017738999999998,0.9356019496917723,0.7416112422943115,loan
228,All_languages,платина,пла́тина,plɑtijnɑ,plátʲina,platinum,platinum,-1.9415586999999999,0.6021250486373901,0.6440047025680542,loan
229,All_languages,клептократия,клептокра́тия,kljeptokrɑtijjɑ,klʲeptokrátʲia,kleptocracy,kleptocracy,-2.4089937000000003,0.8926010727882385,0.7520655989646912,loan
230,All_languages,галстук,га́лстук,ɡɑlstwk,ɡálstuk,tie,tie,-0.92218536,0.9756296873092652,0.7444900870323181,loan
231,All_languages,глицерин,глицери́н,ɡlijtsjerijn,ɡlʲit͡serʲín,glycerin,glycerin,-1.424132,0.8721191883087158,0.7522956728935242,loan
232,All_languages,драма,дра́ма,drɑmɑ,dráma,drama,drama,-0.10653034,0.5054959058761597,0.7610992193222046,loan
233,All_languages,император,импера́тор,ijmpjerɑtor,impʲerátor,emperor,emperor,-1.3914284,0.7330960631370544,0.5977276563644409,loan
234,All_languages,хлоропласт,хлоропла́ст,χloroplɑst,xloroplást,chloroplast,chloroplast,-6.6613039999999994,0.8949487209320068,0.7753453850746155,loan
235,All_languages,кулон,куло́н,kwlon,kulón,pendant,pendant,-1.6306957,0.8898932337760925,0.7598402500152588,loan
236,All_languages,нормативті,нормативный,normɑtijvtɪ,normatʲivnɨj,normative,normative,-1.6571031000000003,0.8723631501197815,0.7791458368301392,loan
237,All_languages,реформа,рефо́рма,rjeformɑ,rʲefórma,reform,reform,-0.97109926,0.5236706137657166,0.6381140947341919,loan
238,All_languages,фотоаппарат,фотоаппара́т,fotoɑppɑrɑt,fotoapparát,camera,camera,-1.1908106,0.8949782848358154,0.7454627156257629,loan
239,All_languages,сіріңке,спичка,sɪrɪŋkje,spʲit͡ɕʲka,matches,match,-6.7009335000000005,0.9101186990737916,0.7463244795799255,loan
240,All_languages,лицензия,лице́нзия,lijtsjenzijjɑ,lʲit͡sénzʲia,license,license,-4.4151483,0.938646137714386,0.6439209580421448,loan
241,All_languages,лантан,ланта́н,lɑntɑn,lantán,lanthanum,lanthanum,-0.3444795,0.8184425234794617,0.6442300081253052,loan
242,All_languages,ацикловир,ацикловир,ɑtsijklovijr,at͡siklovʲir,acyclovir,acyclovir,-3.2635627,1.0,1.0,loan
243,All_languages,суперсимметрия,суперсимме́трия,swpjersijmmjetrijjɑ,supʲersʲimmʲétrʲia,supersymmetry,supersymmetry,-1.4045515,0.9451541304588318,0.8201025128364563,loan
244,All_languages,ләмпішке,лампочка,læmpɪʃkje,lampot͡ɕʲka,to the bulb,bulb,-2.342127,0.9286049604415894,0.5997063517570496,loan
245,All_languages,радиоастрономия,радиоастрономия,rɑdijoɑstronomijjɑ,radʲioastronomʲia,radio astronomy,radio astronomy,-2.3586156000000003,1.0,1.0,loan
246,All_languages,Нидерланд,Нидерла́нды,nijdjerlɑnd,nidʲerlándɨ,Netherlands,The Netherlands,-3.2972412,0.7850791811943054,0.7115092277526855,loan
247,All_languages,гуашь,гуа́шь,ɡwɑʃь,ɡuáʂʲː,gouache,gouache,-1.1545628000000001,0.8981190323829651,0.6696781516075134,loan
248,All_languages,консалтинг,конса́лтинг,konsɑltijnɡ,konsáltʲinɡ,consulting,consulting,-3.3301802000000005,0.9139639139175416,0.7689347267150879,loan
249,All_languages,инженер,инжене́р,ijnʒjenjer,inʒenér,engineer,engineer,-0.80262727,0.7044820785522461,0.4362286329269409,loan
250,All_languages,монизм,мони́зм,monijzm,monízm,monism,monism,-0.98902446,0.8852388262748718,0.7116726636886597,loan
251,All_languages,скерцо,ске́рцо,skjertso,skʲért͡so,scherzo,scurvy,-2.710819,0.8148674964904785,0.6789848208427429,loan
252,All_languages,авиация,авиа́ция,ɑvijɑtsijjɑ,avʲiát͡sia,aviation,aviation,-0.6819116,0.9015632271766664,0.5985695719718933,loan
253,All_languages,изоморфизм,изоморфизм,ijzomorfijzm,izomorfʲizm,isomorphism,isomorphism,-2.5652532999999997,1.0,1.0,loan
254,All_languages,әртіс,артист,ærtɪs,artʲist,artist,artist,-6.4033213,0.8503032326698303,0.6517838835716248,loan
255,All_languages,монтаж,монта́ж,montɑʒ,montáʒ,installation,,-0.64040875,0.8197896480560303,0.7732356786727905,loan
256,All_languages,аура,а́ура,ɑwrɑ,áura,aura,aura,-0.69786084,0.8788186311721802,0.7257665395736694,loan
257,All_languages,пәлте,пальто́,pæltje,palʲtó,coat,coat,-0.8054685,0.7424285411834717,0.8087804913520813,loan
258,All_languages,радон,радо́н,rɑdon,radón,radon,радо́н,-2.3984869,0.5895246267318726,0.6871703863143921,loan
259,All_languages,троллейбус,тролле́йбус,trolljejbws,trollʲéjbus,trolleybus,trolleybus,-4.112842,0.9694841504096984,0.781211256980896,loan
260,All_languages,тропикалық,тропический,tropijkɑləq,tropʲit͡ɕʲeskʲij,tropical,tropical,-3.0981953,0.9261096119880676,0.7558685541152954,loan
261,All_languages,səcdə,سَجْدَة,sæd͡ʒdæ,sَd͡ʒْdَt,prostration,prostration,-2.0043359,0.7325220108032227,0.5191040635108948,loan
262,All_languages,əyalət,إِيَالَة‎,æjɑlæt,aِٕiːَaːlَt‎,province,deer,-0.30012688,0.575870156288147,0.5999566912651062,loan
263,All_languages,əlifba,أَلِفْبَاء,ælɪfbɑ,aَٔlِfْbَaːʔ,alphabet,a B,-4.9667,0.7810344099998474,0.5997702479362488,loan
264,All_languages,sabun,صَابُون,sɑbun,sˤَaːbُuːn,soap,soap,-5.118960400000001,0.7338101267814636,0.6589869260787964,loan
265,All_languages,təminat,تَأْمِينَات,tæmɪnɑt,tَaːْٔmِiːnَaːt,warranty,insurances,-10.010836999999999,0.7704145908355713,0.5750857591629028,loan
266,All_languages,istefa,اِسْتِعْفَاء,ɪstefɑ,aِsْtِʕْfَaːʔ,resignation,resignation,-6.129427,0.7148795127868652,0.42701706290245056,loan
267,All_languages,xain,خَائِن,xɑɪn,xَaːiːِٔn,xain,traitor,-2.8442874,0.8422265648841858,0.6569209694862366,loan
268,All_languages,vəzn,وَزْن,væzn,uːَzْn,weight,Weight,-1.6283058000000001,0.8020826578140259,0.6004726886749268,loan
269,All_languages,Fuad,فُؤَاد,fuɑd,fُuːَٔaːd,Fuad,fuad,-1.4435961000000002,0.8323836326599121,0.6349959373474121,loan
270,All_languages,ishal,إِسْهَال,ɪshɑl,aِٕsْhَaːl,diarrhea,Diarrhea,-0.18588349,0.8092712163925171,0.6460896134376526,loan
271,All_languages,etibar,اِعْتِبَار,etɪbɑr,aِʕْtِbَaːr,trust,consideration,-1.9051683999999998,0.7505143284797668,0.6177852153778076,loan
272,All_languages,süfrə,سُفْرَة,syfræ,sُfْrَt,tablecloth,dining table,-3.1965725,0.6851557493209839,0.5573328137397766,loan
273,All_languages,cəmiyyət,جَمْعِيَّة,d͡ʒæmɪjjæt,d͡ʒَmْʕِiːَّt,society,association,0.22621027,0.793339729309082,0.6028203964233398,loan
274,All_languages,qanun,قَانُون,ɡɑnun,qَaːnُuːn,the law,Law,-2.8863866000000002,0.7245364189147949,0.7690603137016296,loan
275,All_languages,kürə,كُرَة,kyræ,kُrَt,sphere,a ball,-0.585068,0.7703973054885864,0.5258955359458923,loan
276,All_languages,vida,وَدَاع,vɪdɑ,uːَdَaːʕ,life,farewell,-1.3285213,0.7344760894775391,0.553259015083313,loan
277,All_languages,məlum,مَعْلُوم,mælum,mَʕْlُuːm,known,known,-1.0405844000000002,0.777955174446106,0.5126465559005737,loan
278,All_languages,qohum,قوم,ɡɔhum,quːm,relative,Nation,-3.1866536,0.8833274841308594,0.6967119574546814,loan
279,All_languages,rəqəm,رَقْم,ræɡæm,rَqْm,figure,number,-1.495431,0.7014225721359253,0.6366713643074036,loan
280,All_languages,meymun,مَيْمُون,mejmun,mَiːْmُuːn,monkey,auspicious,-2.9397159,0.7759319543838501,0.6864662170410156,loan
281,All_languages,Nəcəf,نَجَف,næd͡ʒæf,nَd͡ʒَf,Najaf,dry up,-0.85307866,0.7964642643928528,0.7020424604415894,loan
282,All_languages,rəqqas,رَقَّاص,ræɡɡɑs,rَqَّaːsˤ,dancer,a dancer,-0.5779561,0.8000988960266113,0.7478224039077759,loan
283,All_languages,irad,إِيرَاد‎,ɪrɑd,aِٕiːrَaːd‎,irad,import,-1.594379,0.8305066823959351,0.6406343579292297,loan
284,All_languages,xəbər,خَبَر,xæbær,xَbَr,news,news,-0.04573203,0.7209219932556152,0.5787702798843384,loan
285,All_languages,Fərəc,فَرَج,færæd͡ʒ,fَrَd͡ʒ,Faraj,vulva,-3.4671540000000003,0.7600874900817871,0.7586414813995361,loan
286,All_languages,dəftər,دَفْتَر,dæftær,dَfْtَr,notebook,notebook,-0.744149,0.7303715944290161,0.6193758845329285,loan
287,All_languages,intibah,اِنْتِبَاه‎,ɪntɪbɑh,aِnْtِbَaːh‎,intibah,attention,-0.9148605,0.6313045024871826,0.6206441521644592,loan
288,All_languages,kef,كَيْف,kef,kَiːْf,kef,How do,-3.6248028,0.8384786248207092,0.7049853801727295,loan
289,All_languages,ehsan,إِحْسَان,ehsɑn,aِٕħْsَaːn,ehsan,Ihsan,-0.98138285,0.8220021724700928,0.5130817890167236,loan
290,All_languages,şərəf,شَرَف,ʃæræf,ʃَrَf,honor,honor,-2.1088576,0.7515150904655457,0.5397260785102844,loan
291,All_languages,casus,جَاسُوس,d͡ʒɑsus,d͡ʒَaːsُuːs,adventure,spy,-4.141813,0.782131016254425,0.4939769804477692,loan
292,All_languages,fağır,فَقِير,fɑɣɯr,fَqِiːr,poor,poor,-0.77070814,0.7689757347106934,0.7683771848678589,loan
293,All_languages,ərazi,أَرَاضٍ,ærɑzɪ,aَٔrَaːdˤٍ,area,lands,-6.184629,0.5350643396377563,0.5806549191474915,loan
294,All_languages,səfər,سَفَر,sæfær,sَfَr,trip,travel,-2.7443560000000002,0.755285382270813,0.5757356286048889,loan
295,All_languages,İbrahim,إِبْرَاهِيم,ɪ̇brɑhɪm,aِٕbْrَaːhِiːm,İbrahim,Ibrahim,-13.756979000000001,0.7227304577827454,0.5452125668525696,loan
296,All_languages,qala,قَلْعَة,ɡɑlɑ,qَlْʕَt,start,Castle,-0.18897763,0.7428836226463318,0.5831769108772278,loan
297,All_languages,barıt,بَارُود,bɑrɯt,bَaːrُuːd,gunpowder,gunpowder,-6.560816,0.7122838497161865,0.6429068446159363,loan
298,All_languages,ciddi,جِدِّيّ,d͡ʒɪddɪ,d͡ʒِdِّiːّ,seriously,جّدِّيّ,-2.5665646,0.7271090745925903,0.4609472155570984,loan
299,All_languages,təlim,تَعْلِيم,tælɪm,tَʕْlِiːm,training,education,-2.5235152000000003,0.8059278726577759,0.5244559645652771,loan
300,All_languages,vaiz,وَاعِظ,vɑɪz,uːَaːʕِðˤ,preacher,,-1.0411185,0.7796685099601746,0.5334778428077698,loan
301,All_languages,həqiqi,حَقِيقِيّ,hæɡɪɡɪ,ħَqِiːqِiːّ,real,TRUE,0.24486999999999998,0.8111138343811035,0.6312296390533447,loan
302,All_languages,mütəəllim,مُتَعَلِّم,mytæællɪm,mُtَʕَlِّm,teacher,learner,-4.548017,0.8441876769065857,0.5091358423233032,loan
303,All_languages,icra,إِجْرَاء,ɪd͡ʒrɑ,aِٕd͡ʒْrَaːʔ,execution,Procedure,-2.614779,0.7247446179389954,0.6692571640014648,loan
304,All_languages,lakin,لٰكِنْ,lɑkɪn,lٰkِnْ,but,But,-2.4773486,0.616022527217865,0.4802272617816925,loan
305,All_languages,baytar,بَيْطَار,bɑjtɑr,bَiːْtˤَaːr,veterinarian,farrier,-1.1995791,0.7179686427116394,0.6530627012252808,loan
306,All_languages,tam,تَامّ,tɑm,tَaːmّ,tam,Complete,-2.252672,0.7395762801170349,0.4575336575508118,loan
307,All_languages,səciyyə,شَجِيَّة,sæd͡ʒɪjjæ,ʃَd͡ʒِiːَّt,characteristic,septal,-1.2102596,0.8126153349876404,0.5987936854362488,loan
308,All_languages,zeytun,زَيْتُون,zejtun,zَiːْtُuːn,olives,olive,-2.4549232000000005,0.7795531153678894,0.7177701592445374,loan
309,All_languages,əmr,أَمْر,æmr,aَٔmْr,command,Command,-3.451179,0.7333158850669861,0.6620770096778871,loan
310,All_languages,mötədil,مُعْتَدِل,mœtædɪl,mُʕْtَdِl,moderate,Moderate,-4.5311546,0.7967492938041687,0.6431638598442078,loan
311,All_languages,əmtəə,أَمْتِعَة,æmtææ,aَٔmْtِʕَt,commodity,Luggage,-3.8352396,0.7539739608764648,0.5322566628456116,loan
312,All_languages,明尼阿波利斯,Minneapolis,miŋniapuolisi,ˌmɪniˈæpəlɪs,Minneapolis,Minneapolis,-11.409822,0.6484781503677368,0.4991387128829956,loan
313,All_languages,便士,pence,pianʂɻ̩,pɛns,penny,pence,-3.4397998,0.6807463765144348,0.7339537739753723,loan
314,All_languages,威靈頓,Wellington,weiliŋtun,ˈwɛlɪŋtən,Wellington,Wellington,-0.06597697,0.5897512435913086,0.6364887952804565,loan
315,All_languages,布朗尼,brownie,pulaŋni,ˈbraʊni,brownie,brownie,-1.7596232,0.7139323949813843,0.5706658959388733,loan
316,All_languages,吲唑,indazole,int͡suo,indazole*,Indazole,indazole,-7.4801884,0.7943118810653687,0.5422491431236267,loan
317,All_languages,那不勒斯,Naples,napulesi,ˈneɪpəlz,Naples,Naples,-0.5363263,0.8520878553390503,0.4612981379032135,loan
318,All_languages,奧巴馬,Obama,aopama,ˌoʊˈbɑmə,Obama,Obama,-0.292779,0.7473241090774536,0.6789097785949707,loan
319,All_languages,方棚,transformer,faŋpʰeŋ,trænsˈfɔrmər,Square shelf,transformer,-13.355723000000001,0.7368157505989075,0.5931068658828735,loan
320,All_languages,吖嗪,azine,at͡ɕʰin,azine*,azine,Asia,-13.464416,0.6287509202957153,0.6552488803863525,loan
321,All_languages,托拉斯,trust,tʰuolasi,trəst,trust,trust,0.6851243,0.2457415610551834,0.5323188304901123,loan
322,All_languages,西敏,Westminster,ɕimin,ˌwɛstˈmɪnstər,Westminster,Westminster,-18.43705,0.5222127437591553,0.6592874526977539,loan
323,All_languages,米兔,me too,mitʰu,mi tu,Rice Rabbit,me too,-2.3869097000000004,0.6936101913452148,0.5783607363700867,loan
324,All_languages,印度尼西亞,Indonesia,intuniɕija,ˌɪndoʊˈniʒə,Indonesia,Indonesia,-1.5760543,0.8259660005569458,0.5731241703033447,loan
325,All_languages,奧林匹克,Olympic,aolinpʰikʰe,oʊˈlɪmpɪk,Olympic,Olympic,-3.5161684,0.452673465013504,0.6569464206695557,loan
326,All_languages,當機,down,taŋt͡ɕi,daʊn,crash,down,-4.675009999999999,0.6818141341209412,0.4570111632347107,loan
327,All_languages,彼拉提斯,Pilates,pilatʰisi,pɪˈlɑˌtis,Pilates,Pilates,-1.9245428,0.7990778088569641,0.6270769238471985,loan
328,All_languages,塔崩,tabun,tʰapeŋ,tabun*,Tabun,tabun,-6.727380800000001,0.7724511027336121,0.6760298013687134,loan
329,All_languages,忌廉芝士,cream cheese,t͡ɕilianʈ͡ʂɻ̩ʂɻ̩,krim ʧiz,cream cheese,cream cheese,-5.399301,0.3144444227218628,0.602519154548645,loan
330,All_languages,布丁,pudding,putiŋ,ˈpʊdɪŋ,pudding,pudding,-3.1557543,0.8233581781387329,0.7104789614677429,loan
331,All_languages,加德滿都,Kathmandu,t͡ɕiatemantu,kathmandu*,Kathmandu,Kathmandu,-13.085735000000001,0.8360071778297424,0.5699328780174255,loan
332,All_languages,巴布爾,Babur,papuɻ̩,babur*,Babur,Babur,-3.2228849999999998,0.7234842777252197,0.8216916918754578,loan
333,All_languages,拷貝,copy,kʰaopei,ˈkɑpi,copy,copy,-2.9424021000000002,0.6540327072143555,0.6168960332870483,loan
334,All_languages,巧克力,chocolate,t͡ɕʰiaokʰeli,ˈʧɔklət,chocolate,chocolate,-4.2000556,0.734859824180603,0.6215394735336304,loan
335,All_languages,來福槍,rifle,laifut͡ɕʰiaŋ,ˈraɪfəl,rifle,rifle,-5.157554,0.5315545797348022,0.4532978534698486,loan
336,All_languages,奎寧,quinine,kʰueiniŋ,kˈwaɪˌnaɪn,Quinine,quinine,-5.6572404,0.4828442931175232,0.5701379179954529,loan
337,All_languages,咪唑,imidazole,mit͡suo,imidazole*,imidazole,imidazole,-11.3207035,0.8223976492881775,0.7182492613792419,loan
338,All_languages,菲力,fillet,feili,fəˈleɪ,Filet,fillet,-0.69996625,0.7152392864227295,0.7375437021255493,loan
339,All_languages,哈佬,hello,xalao,hɛˈloʊ,Hello,hello,-0.03821266,0.8398603796958923,0.6326728463172913,loan
340,All_languages,麥克筆,marker,maikʰepi,ˈmɑrkər,microphone,marker,1.3493645,0.4929304718971253,0.5438486933708191,loan
341,All_languages,魂克,funk,xunkʰe,fəŋk,Hunk,funk,0.06131082400000001,0.5581241250038147,0.6383376121520996,loan
342,All_languages,蘇丹,sultan,sutan,ˈsəltən,Sudan,sultan,-0.9419148,0.8523158431053162,0.5386887788772583,loan
343,All_languages,拓都,total,tʰuotu,ˈtoʊtəl,Takuto,total,0.02385768,0.5063654780387878,0.5760738253593445,loan
344,All_languages,華法林,warfarin,xuafalin,warfarin*,Warfarin,warfarin,-4.513139700000001,0.8795573711395264,0.534685492515564,loan
345,All_languages,卡司,cast,kʰasi,kæst,Cass,cast,-1.7635545,0.4999563097953797,0.5761371254920961,loan
346,All_languages,吡喃,pyran,pinan,pyran*,Pyran,pyran,-2.7867665,0.7423005700111389,0.5459967851638794,loan
347,All_languages,癟三,beg sir,piesan,bɛg sər,tramp living by begging,beg sir,-0.24132007,0.664068877696991,0.543828547000885,loan
348,All_languages,金氏,Guinness,t͡ɕinʂɻ̩,ˈgɪnəs,Kim's,Guinness,-3.7878835,0.5266615748405457,0.6640843749046326,loan
349,All_languages,蓋茨,Gates,kait͡sʰi,geɪts,Gates,Gates,0.11617196,0.7103289961814879,0.6746551990509033,loan
350,All_languages,賽蓮,siren,sailian,ˈsaɪrən,Celian,siren,-2.4171650000000002,0.8477311730384827,0.606992244720459,loan
351,All_languages,馬克杯,mug,makʰepei,məg,mug,mug,-0.86339,0.6513131856918335,0.6146601438522339,loan
352,All_languages,盎司,ounce,aŋsi,aʊns,ounce,ounce,-1.6295252,0.8205028772354126,0.6538281440734863,loan
353,All_languages,塞特,setter,setʰe,ˈsɛtər,Set,setter,-0.7878263000000001,0.8400703072547913,0.5586771368980408,loan
354,All_languages,巴爾幹,Balkan,paɻ̩kan,ˈbɔlkən,Balkans,Balkan,-0.836888,0.8516295552253723,0.7301351428031921,loan
355,All_languages,好市圍,Hurstville,xaoʂɻ̩wei,hurstville*,Haoshi Wai,Hurstville,-7.385950599999999,0.373426765203476,0.447947233915329,loan
356,All_languages,斯芬克斯,sphinx,sifenkʰesi,sfɪŋks,Sphinx,sphinx,-1.7666063000000003,0.8273565173149109,0.5056150555610657,loan
357,All_languages,薩威稜帖,sovereignty,saweileŋtʰie,ˈsɑvrənti,Savillontie,sovereignty,-8.209169000000001,0.2342299520969391,0.6129459142684937,loan
358,All_languages,保齡,bowling,paoliŋ,ˈboʊlɪŋ,bowling,bowling,-6.7708816999999994,0.5153512358665466,0.7781122922897339,loan
359,All_languages,哈嘍,hello,xalou,hɛˈloʊ,hello,hello,0.5249199999999999,0.7419836521148682,0.5260780453681946,loan
360,All_languages,喹啉,quinoline,kʰueilin,quinoline*,quinoline,quinoline,-3.1887276,0.7624481320381165,0.5758461952209473,loan
361,All_languages,巴拉圭,Paraguay,palakuei,ˈpɛrəgˌweɪ,Paraguay,Paraguay,-1.3386071000000002,0.6564542651176453,0.7089703679084778,loan
362,All_languages,果占,jam,kuoʈ͡ʂan,ʤæm,fruit,jam,-8.436687,0.8346033096313477,0.6369128823280334,loan
363,All_languages,木斯里,muesli,musili,muesli*,Musli,muesli,-3.2779942,0.8661680221557617,0.6695488095283508,loan
364,All_languages,霍巴特,Hobart,xuopatʰe,ˈhoʊˌbɑrt,Hobart,Hobart,-3.4919808,0.6469141840934753,0.7067478895187378,loan
365,All_languages,柴可夫斯基,Tchaikovsky,ʈ͡ʂʰaikʰefusit͡ɕi,ˌʧeɪˈkɑvski,Tchaikovsky,Tchaikovsky,-16.019873,0.854561984539032,0.7081476449966431,loan
366,All_languages,巴拉克,Barack,palakʰe,ˈbɑrək,Barack,Barack,-0.9585333,0.8306153416633606,0.7412945628166199,loan
367,All_languages,免治,mince,wenʈ͡ʂɻ̩,mɪns,Immunity,mince,-3.7276477999999997,0.8031187057495117,0.6651320457458496,loan
368,All_languages,可待因,codeine,kʰetaiin,codeine*,codeine,codeine,-5.550663500000001,0.8500405550003052,0.6141614317893982,loan
369,All_languages,紐芬蘭,Newfoundland,nioufenlan,ˈnufəndlənd,Newfoundland,Newfoundland,-5.850215,0.6839901208877563,0.6726687550544739,loan
370,All_languages,盧瑟,loser,luse,ˈluzər,Luther,loser,-0.7112858,0.3884608745574951,0.5830826163291931,loan
371,All_languages,恰恰,cha-cha,t͡ɕʰiat͡ɕʰia,cha-cha*,precisely,Cha Cha dance,-10.22751,0.7510506510734558,0.6703928112983704,loan
372,All_languages,塔斯馬尼亞,Tasmania,tʰasimanija,ˌtæzˈmeɪniə,Tasmania,Tasmania,-1.0033079,0.73966383934021,0.5363652706146239,loan
373,All_languages,Markise,marquise,maʀkiːsə,maʀkiz,,marquise,-2.3146136000000004,0.5522977113723755,0.7620380520820618,loan
374,All_languages,salopp,salope,zɑːlɔp,salɔp,casual,slut,-1.4359307,0.9174702763557434,0.6108412742614746,loan
375,All_languages,Dom,dôme,doːm,dom,Dom,dome,-0.9992216,0.8514389991760254,0.6279091238975525,loan
376,All_languages,piken,piquer,piːkən,pikəʀ,piken,prick,-2.4726586,0.8857943415641785,0.696096658706665,loan
377,All_languages,grotesk,grotesque,kʀoːtɛsk,ɡʀɔtɛsk,grotesque,grotesque,-1.8552938,0.9402630925178528,0.7625588774681091,loan
378,All_languages,Hennin,hennin,hənniːn,ɑnɛ̃,Hennin,hennin,-5.677901,0.8556041717529297,0.7983325123786926,loan
379,All_languages,Croissant,croissant,kʀoːɪsant,kʀwasɑ̃,Croissant,croissant,-1.5163171,0.843490481376648,0.7530726194381714,loan
380,All_languages,Instrukteur,instructeur,ɪnstʀʊktoːyːʀ,ɛ̃stʀyktœʀ,Instructor,instructor,-6.4876795,0.8922935128211975,0.5765314698219299,loan
381,All_languages,Chaiselongue,chaise longue,xaiseːloːŋuːə,ʃɛzə lɔ̃ɡ,Chaiselongue,lounge chair,-1.9978893,0.7180103659629822,0.664324939250946,loan
