word,synonym
মালূর,কপীতন
মালূর,কর্কোটক
মালূর,শাণ্ডিল্য
মাস,মাহ
মাহই,ভুট্টা
মিছা,ভুয়া
মিছা,মিথ্যা
মিছা,অনর্থক
মিছা,অসত্য
মিছা,নিষ্ফল
মিঠা,মিষ্টি
মিডা,মিষ্টি
মিত্র,বন্ধু
মিত্র,দোস্ত
মিত্র,মিতা
মিষ্টি,মিঠা
মুই,আমি
মুক্তা,মোতি
মুত,পেচ্ছাপ
মূত্র,প্রস্রাব
মূল্য,দাম
মৃত,মরা
মৃত,মুর্দা
মৃত্যু,ওফাত
মৃত্যু,ইন্তেকাল
মৃত্যু,মরা
মেঘ,আবর
মেঘ,বাদল
মেঘ,বৃষ্টি
মেঘ,ঝড়ি
মেঘ,বাদল
মেথী,মেথিকা
মেথী,গন্ধবীজা
মৈ,খালা
মৈ,মাসি
মোতি,মুক্তা
মৌল,মহুয়া
মৌল,মউআ
মৌল,মউল
মৌল,মধুদ্রুম
মৌল,মধুপুষ্প
মৌল,মুকুল
মৌল,মউল
মৌল,বউল
মৌল,মোড়ল
মৌল,ছাঁচ
মৌল,ছাঁইচ
রচনা,সৃজন
রচনা,সৃষ্টি
রচনা,নির্মাণ
রচনা,গঠন
রশি,দড়ি
রশি,রজ্জু
রাষ্ট্র,দেশ
রাষ্ট্র,প্রকাশ
রাষ্ট্র,প্রচার
রাষ্ট্র,সংক্রামক রোগ
রাষ্ট্র,মহামারী
রাষ্ট্র,প্রসিদ্ধ
রাষ্ট্র,খ্যাত
রাষ্ট্র,সুপ্রকাশ
রিষ্ট,অকল্যাণকর
রিষ্ট,পাপজনক
রিষ্ট,মঙ্গল
রিষ্ট,শুভ
রিষ্ট,কল্যাণ
রিষ্ট,রিষ্টি
রিষ্ট,পাপ
রিষ্ট,রিষ্টি
রিষ্ট,কলুষ
রিষ্ট,খড়গ
রিষ্ট,রিষ্টি
রোগ,অসুস্থতা
রোগ,ব্যাধি
রোগ,অস্বাস্থ্য
রোগ,পীড়া
রোগ,বিমারী
রোগ,ব্যামোহ
রোগ,বেআরামী
লক্ষ্মীফল,বেলগাছ
লক্ষ্মীফল,শ্রীফল
লক্ষ্মীফল,বিল্ব(বৃক্ষ)
লক্ষ্মীফল,ত্রিপত্র
লক্ষ্মীফল,শ্রীবৃক্ষ
লক্ষ্মীফল,কপীতন
লক্ষ্মীফল,কর্কোটক
লক্ষ্মীফল,মালূর
লক্ষ্মীফল,শাণ্ডিল্য
লক্ষ্মীফল,অতিমঙ্গল্য
লক্ষ্মীফল,পূতিবাত
লক্ষ্মীফল,মঙ্গল্য
লক্ষ্মীফল,শিবদ্রুম
লক্ষ্মীফল,সত্যফল
লক্ষ্মীফল,সুভদ্রক
লবণ,নুন
লহু,রক্ত
লাউ,কদু
লাকান,মত
লাকান,ন্যায়
লাকান,সদৃশ
লাজ,শরম
লাজ,লজ্জা
লাজ,হায়া
লাজ,লেহাজ
লাহান,মত
লাহান,ন্যায়
লাহান,সদৃশ
লোহিত,রক্তবর্ণ
লোহিত,লাল
লোহিত,রক্তবর্ণ
লোহিত,লাল
শত,শ
শব্দ,লফজ
শব্দ,আওয়াজ
শব্দ,কথা
শাণ্ডিল্য,বেলগাছ
শাণ্ডিল্য,শ্রীফল
শাণ্ডিল্য,বিল্ব
শাণ্ডিল্য,কপীতন
শাণ্ডিল্য,কর্কোটক
শাণ্ডিল্য,মালূর
শিক্ষক,অধ্যাপক
শিক্ষক,মুয়াল্লিম
শিক্ষক,ওস্তাদ
শিক্ষক,মাস্টার
শিবদ্রুম,বেলগাছ
শিবদ্রুম,শ্রীফল
শিবদ্রুম,বিল্ব(বৃক্ষ)
শিবদ্রুম,ত্রিপত্র
শিবদ্রুম,শ্রীবৃক্ষ
শিবদ্রুম,কপীতন
শিবদ্রুম,কর্কোটক
শিবদ্রুম,মালূর
শিবদ্রুম,শাণ্ডিল্য
শিবদ্রুম,অতিমঙ্গল্য
শিবদ্রুম,পূতিবাত
শিবদ্রুম,মঙ্গল্য
শিবদ্রুম,সত্যফল
শিরীষ,কপীতন
শিরীষ,ভণ্ডিল
শিরীষ,ভণ্ডির
শিরীষ,ভণ্ডীর
শিশ্ন,লিঙ্গ
শিশ্ন,পুরুষাঙ্গ
শিশ্ন,পেনিস
শিশ্ন,ধন
শিশ্ন,নুনু
শিশ্ন,বাড়া
শিশ্ন,ডান্ডা
শৈলুষ,অভিনেতা
শৈলুষ,ভীল জাতি
শোঁকা,গন্ধ নেওয়া
শোঁকা,গন্ধ লওয়া
শ্মশ্রু,দাড়ি
শ্মশ্রু,গোঁপ
শ্মশ্রু,গোঁফ
শ্মশ্রু,গোঁপদাড়ী
শ্রীফল,বেলগাছ
শ্রীফল,বিল্ব
শ্রীফল,বিল্ববৃক্ষ
শ্রীফল,কপীতন
শ্রীফল,কর্কোটক
শ্রীফল,মালূর
শ্রীফল,শাণ্ডিল্য
শ্রীফল,বেল
শ্রীফল,বিল্ব
শ্রীফল,বিল্বফল
শ্রীফল,মালূর
শ্রীবৃক্ষ,বেলগাছ
শ্রীবৃক্ষ,শ্রীফল
শ্রীবৃক্ষ,বিল্ব(বৃক্ষ)
শ্রীবৃক্ষ,ত্রিপত্র
শ্রীবৃক্ষ,কপীতন
শ্রীবৃক্ষ,কর্কোটক
শ্রীবৃক্ষ,মালূর
শ্রীবৃক্ষ,শাণ্ডিল্য
শ্রীবৃক্ষ,অতিমঙ্গল্য
শ্রীবৃক্ষ,পূতিবাত
শ্রীবৃক্ষ,মঙ্গল্য
শ্রীবৃক্ষ,শিবদ্রুম
শ্রীবৃক্ষ,সত্যফল
শ্রীবৃক্ষ,অশ্বত্থ
শ্রীবৃক্ষ,পিপ্পল
শ্রীবৃক্ষ,প্লক্ষ
শ্রীবৃক্ষ,অশোত
শ্রীবৃক্ষ,আশোত
শ্রীবৃক্ষ,পিপলী
শ্রীবৃক্ষ,মঙ্গল্য
শ্লেষ্মা,কফ
শ্লেষ্মা,কফ
সংক্রামক,ছোঁয়াচে
সংক্রামক,সঞ্চারক
সংক্রামক,স্পর্শাক্রামক
সংক্রামক,ব্যাপক
সংশয়,সন্দেহ
সংস্কৃতি,তমদ্দুন
সংস্কৃতি,রসম
সংস্কৃতি,রেওয়াজ
সজারু,ছেদার
সজারু,শল্লকী
সজারু,সেঁজা
সত্যফল,বেলগাছ
সত্যফল,শ্রীফল
সত্যফল,বিল্ব(বৃক্ষ)
সত্যফল,ত্রিপত্র
সত্যফল,শ্রীবৃক্ষ
সত্যফল,কপীতন
সত্যফল,কর্কোটক
সত্যফল,মালূর
সত্যফল,শাণ্ডিল্য
সত্যফল,অতিমঙ্গল্য
সত্যফল,পূতিবাত
সত্যফল,মঙ্গল্য
সত্যফল,শিবদ্রুম
সন্ধ্যা,সাঁঝ
সপ্তাহ,হপ্তা
সমস্ত,সব
সমস্ত,সকল
সমস্ত,গোটা
সমস্ত,সম্পূর্ণ
সমস্ত,সমগ্র
সমস্ত,তামাম
সমীরণ,অনিল
সমীরণ,পবন
সমীরণ,বাত
সমীরণ,বাতাস
সমীরণ,বায়ু
সমীরণ,মরুৎ
সমীরণ,হাওয়া
সমীরণ,সমীর
সমুদ্র,সাগর
সমুদ্র,অর্ণব
সমুদ্র,জলনিধি
সমুদ্র,বারিধি
সমুদ্র,রত্নাকর
সমুদ্র,সিন্ধু
সমুদ্র,সরিৎপতি
সমৃদ্ধ,সমৃদ্ধিশালী
সম্পদ,দৌলত
সম্পদ,ধন
সম্মতি,ইজাব
সলিল,পানি
সলিল,জল
সলিল,বারি
সলিল,নীর
সলিল,উদক
সলিল,কমল
সলিল,জীবন
সলিল,তোয়
সলিল,পয়ঃ
সলিল,পানীয়
সলিল,উদ
সলিল,সার
সহকর্মী,সহযোগী
সহযোগিতা,সাহায্য
সাঁচা,আসল
সাঁচা,সত্য
সাঁচা,হক
সাঁচা,বাস্তব
সাঁচা,হকীকৎ
সাঁচা,সত্য
সাঁচা,বাস্তব
সাঁচা,হকীকৎ
সাঁঝ,সন্ধ্যা
সাংস্কৃতিক,তামাদ্দুনিক
সাংস্কৃতিক,রসমী
সাংস্কৃতিক,রেওয়াজী
সাগর,সমুদ্র
সাগর,অর্ণব
সাগর,জলনিধি
সাগর,বারিধি
সাগর,রত্নাকর
সাগর,সিন্ধু
সাগর,সরিৎপতি
সার,পানি
সার,জল
সার,বারি
সার,সলিল
সার,উদক
সার,কমল
সার,জীবন
সার,তোয়
সার,নীর
সার,পয়ঃ
সার,পানীয়
সার,উদ
সালন,তরকারী
সালন,ব্যঞ্জন
সিংহ,শের
সিংহ,হায়দর
সিন্ধু,সমুদ্র
সিন্ধু,সাগর
সিন্ধু,অর্ণব
সিন্ধু,জলনিধি
সিন্ধু,বারিধি
সিন্ধু,রত্নাকর
সিন্ধু,সরিৎপতি
সুগার,ডায়াবেটিস
সুগার,মধুমেহ
সুগার,বহুমূত্র
সুগার,মূত্রমেহ
সুন্দর,খুবসুরত
সুন্দর,হাসিন
সুন্দরী,সুন্দর গাছ
সুভদ্রক,বিমান
সুভদ্রক,ব্যোমযান
সুভদ্রক,বেলগাছ
সুভদ্রক,শ্রীফল
সুভদ্রক,বিল্ব(বৃক্ষ)
সুভদ্রক,ত্রিপত্র
সুভদ্রক,শ্রীবৃক্ষ
সুভদ্রক,কপীতন
সুভদ্রক,কর্কোটক
সুভদ্রক,মালূর
সুভদ্রক,শাণ্ডিল্য
সুভদ্রক,অতিমঙ্গল্য
সুভদ্রক,পূতিবাত
সুভদ্রক,মঙ্গল্য
সুভদ্রক,শিবদ্রুম
সুভদ্রক,সত্যফল
সুরা,মদ
সূর্য,তপন
সূর্য,রবি
সেঁজা,ছেদার
সেঁজা,সজারু
সেঁজা,শল্লকী
সোনা,জর
সোয়াদ,স্বাদ
স্ত্রী,নারী
স্ত্রী,মহিলা
স্ত্রী,বউ
স্ত্রী,বধূ
স্নান,গোসল
স্নান,বুড়
স্বপন,খোয়াব
স্বপ্ন,খোয়াব
স্বাদ,সোয়াদ
স্বাধীনতা,আজাদি
স্বাধীনতা,স্বাতন্ত্র্য
স্বাধীনতা,মুক্তি
স্বাধীনতা,নাজাত
স্বাস্থ্য,আরোগ্য
স্বাস্থ্য,নিরাময়তা
স্বাস্থ্য,সুস্থতা
স্বাস্থ্য,নিরুদ্বেগ
স্বাস্থ্য,নিশ্চিন্ততা
স্বাস্থ্য,সুখ
স্বাস্থ্য,সন্তোষ
হক্কল,সব
হক্কল,বেবাক
হপন,খোয়াব
হরীতকী,পূতনা
হাঁই,স্বামী
হাঁটু,জানু
হাঁটু,আঁঠু
হাঁতরানো,হাঁতার কাডা
হাচা,সত্য
হাচা,সত্যি
হাত,দস্ত
হামানো,ঢোকা
হামানো,প্রবেশ করা
হাল,অবস্থা
হিনান,গোসল
হিনান,বুড়
হিমাচল,হিমালয়
হিয়া,হৃৎপিন্ড
হিয়া,হৃদয়
হিয়া,হার্ট
হিল,শিলা
হিল,শক্ত
হুটকি,হুনি
হুনি,হুটকি
হৃদয়,কলব
হৃদয়,হৃৎপিন্ড
হৃদয়,হিয়া
হৃদয়,হার্ট
হেঁজা,ছেদার
হেঁজা,সজারু
হেঁজা,শল্লকী
হোয়াদ,স্বাদ
হোল,অণ্ডকোষ
হোল,মুষ্ক
