word,synonym
মজা,ফূৰ্ত্তি
মজা,ৰং
মজা,উলাহ
মজা,আমেজ
মজা,সুখ
মজা,ঘঁহা
মজা,ঘঁহা
মজা,তুলতুলীয়া
মজা,নৰম
মজা,ফেপা
মজা,কোমল
মজা,শেলুকীয়া
মজা,ফেচফেচীয়া
মজা,মোলায়েম
মজা,সোপসুপীয়া
মজা,ফেচেকা
মজা,দবা
মজা,জমা
মতা,গিৰি
মতা,পতি
মতা,উচ্চাৰণ কৰা
মতা,আমন্ত্ৰণ কৰা
মতা,নিমন্ত্ৰণ কৰা
মতা,কথা পতা
মধুৰি,সঁফুৰি আম
মধুৰি,মুহৰী
মনা,দেখা
মন্ত্ৰী,উজীৰ
মন্ত্ৰী,মিনিষ্টাৰ
মলি,ওখল
মলি,ময়লা
মহঙা,দামী
মহঙা,সোণসেৰীয়া
মহঙা,বহুমূলীয়া
মহঙা,মৰগীয়া
মহঙা,মূল্যৱান
মহিলা,মাইকী মানুহ
মহিলা,নাৰী
মহী,চিয়াঁহী
মহী,কালী
মা,আই
মা,আম্মা
মাংস,গোছ
মাও,আই
মাও,আম্মা
মাখ,সান
মাখন,ননী
মাখন,লৱনু
মাজা,ঘঁহা
মাজা,ঘঁহা
মাণিক,ডালিমা
মাণিক,চুনী
মাত,ডাক
মাত,উচ্চাৰণ কৰা
মাত,আমন্ত্ৰণ কৰা
মাত,নিমন্ত্ৰণ কৰা
মাত,কথা পতা
মাতা,উচ্চাৰণ কৰা
মাতা,আমন্ত্ৰণ কৰা
মাতা,নিমন্ত্ৰণ কৰা
মাতা,কথা পতা
মান,সন্মান
মান,শ্ৰদ্ধা
মান,কদৰ
মান,আদৰ
মান,সমাদৰ
মান,সাদৰ
মান,ইজ্জত
মান,মাত্ৰা
মান,মানক
মান,মান্য
মান,প্ৰমাণিক
মান,মানতৰা
মাল,বস্তু
মাল,নিচাযুক্ত বস্তু
মাল,টকা
মাল,পইচা
মাল,মাল-যুঁজাৰু
মাল,পালোৱান
মাহী,জেঠাই
মাৰা,পিটা
মাৰা,হত্যা কৰা
মিছা,ফাঁকি
মিছা,ভুৱা
মিছা,ফাকটি
মিছা,বাদি
মিছা,শো
মিছা,অসত্য
মিহল,মিল
মিহলা,মিলা
মিহলি,খিচিৰি
মুজা,মুদা
মুজা,মুদা
মূত,পেচাপ
মূতা,পেছাপ কৰা
মূৰ,মাথা
মূৰ,মাথ
মেঘ,ডাৱৰ
মেলা,পৰা
মেলা,ফুলা
মেলা,বহলোৱা
মেহ,ডাৱৰ
মেহ,পেচাপ
মেহ,মূত
মোল,দাম
মোল,দৰ
মোল,মূল্য
মোল,বেচ
মৰ,ঢুকা
মৰ,মৃত্যু হ
মৰ,নিহত হ
মৰ,মৌত হ
যুঁজা,যুদ্ধ কৰা
যোগোৱা,যোগান ধৰা
লগা,দৰকাৰ
লগা,প্ৰয়োজন
লগা,বিচৰা
লগা,আৰম্ভ কৰা
লগা,হোৱা
লঘোন,ৰোজা
লনী,মাখন
লহৰ,ঢৌ
লহৰ,তৰংগ
লহৰি,ঢৌ
লহৰি,তৰংগ
লাই,ঘাই
লাগ,দৰকাৰ
লাগ,প্ৰয়োজন
লাগ,আৰম্ভ কৰা
লাগ,হ
লাথি,গোৰ
লাথি,গুৰি
লিপি,আখৰ
লিপি,হৰফ
লুইত,ব্ৰহ্মপুত্ৰ
লুইত,বৰলুইত
লুইত,বৰনৈ
লুইত,বুঢ়ালুইত
লোক,আন
লোক,পৰ
লোক,বেলেগ
লোকপ্ৰিয়,জনপ্ৰিয়
লোণ,নিমখ
লোণ,মহং
লৰা,যোৱা
লৰা,গেলা
লৰা,পচা
লৱনু,মাখন
ল’ৰা,বোপা
ল’ৰা,ছৱাল
ল’ৰা,লিকিৰা
ল’ৰা,লাড়িকা
ল’ৰা,আপা
ল’ৰা,দুলাল
ল’ৰা,পুত
ল’ৰা,পো
শইচ,ফচল
শইচ,শস্য
শক,শাক
শক্তিশালী,হাত-দীঘল
শক্তিশালী,প্ৰতাপী
শক্তিশালী,প্ৰভাৱশালী
শক্তিশালী,সবল
শক্তিশালী,প্ৰতাৱী
শক্তিশালী,ক্ষমতাপন্ন
শক্তিশালী,ক্ষমতাশালী
শক্তিশালী,তেজস্বী
শক্তিশালী,মজবুত
শক্তিশালী,পহুৱাল
শক্তিশালী,বলীয়ান
শক্তিশালী,বলৱান
শব্দ,আৱাজ
শব্দ,জনজননি
শলা,মাৰি
শলা,ডাঁৰ
শলা,দাণ্ডি
শলা,ডাঁৰিকি
শস্য,ফচল
শস্য,শইচ
শাক,শক
শামুক,জেলুক
শাল,কল
শাল,যন্ত্ৰ
শাল,কাৰখানা
শাল,কলঘৰ
শাল,কুঠী
শালি,ঘৰ
শালি,হল
শালি,হলঘৰ
শিটা,জাবৰি
শিটা,ডাবৰি
শিপিনী,বোৱনী
শিপিনী,তাঁতিনী
শিয়া,শেহ
শিয়া,আঁত
শিল,পাথৰ
শিহা,শিহৰি
শিহা,পম
শিহু,উলুপী
শিহু,ছীল
শুকান,ফৰফৰীয়া
শুকান,নিৰস
শুকান,খৰলীয়া
শুকান,জর্জৰীয়া
শুকান,উখৰা
শুকান,খৰখৰীয়া
শুকান,কটুৰ
শুকান,আৰৈয়া
শুঙা,গোন্ধ লোৱা
শুঙা,শুঙি চোৱা
শুধ,খাটি
শুৱনি,ধুনীয়া
শেঙুন,খেঁকেৰু
শেঙুন,নাকৰ ঘিঁউ
শেন চৰাই,চিলনী
শেলাই,মছ
শেষ,সাং
শেষ,খতম
শেষ,সমাপ্ত
শেষ,খতম
শেষ,সাং
শেষ,খাটাং
শেষ,চৰম
শেষ,চূড়ান্ত
শেষ,ফাইনেল
শেষ,ছিদাং
শেষ,অন্তিম
শেষ,সামৰণি
শেষ,ওৰ
শেষ,সামৰণি
শেষ,সমাপ্তি
শেষ,অন্ত
শেষ,আদায়
শেষ,উৰি
শেষ,কাৱাল
শেষ,উচল
শেষ,ইতি
শৈশৱ,শৈশৱকাল
শৈশৱ,ল’ৰালিকাল
শৈশৱ,ল’ৰালি
শৈশৱ,বাল্যকাল
শো,টোপনি যা
শো,ঘুমা
শো,টোপনি মাৰ
শোৱা,টোপনি নিয়া
শোৱা,ঘুমোৱা
শ্ৰদ্ধা,সন্মান
শ্ৰদ্ধা,মান
শ্ৰদ্ধা,কদৰ
শ্ৰদ্ধা,আদৰ
শ্ৰদ্ধা,সমাদৰ
শ্ৰদ্ধা,সাদৰ
শ্ৰদ্ধা,ইজ্জত
সঁচা,জমা কৰা
সঁচা,গোটোৱা
সকলো,আটাই
সকলো,সদৌ
সজা,বনোৱা
সজা,গঢ়া
সজা,সৃষ্টি কৰা
সজা,নিৰ্মান কৰা
সন্ধিয়া,গধূলি
সন্ধিয়া,মগ্ৰীৱ
সন্মান,মান
সন্মান,শ্ৰদ্ধা
সন্মান,কদৰ
সন্মান,আদৰ
সন্মান,সমাদৰ
সন্মান,সাদৰ
সন্মান,ইজ্জত
সপান,হেঁপাহ
সপান,আখা
সপোন,হেঁপাহ
সপোন,আশা
সময়,পৰ
সময়,পল
সময়,বেলা
সময়,খন
সময়,বেলি
সলা,বদলা
সলা,সাল-সলনি কৰ
সলা,পৰিৱৰ্তন কৰ
সলা,বদলি কৰ
সলা,ৰদ-বদল কৰ
সলা,বদলা
সহা,সহ্য কৰা
সাঁচ,জমা কৰ
সাঁচ,গোটা
সাঁচা,জমা কৰা
সাঁচা,গোটোৱা
সাঁজ,গধূলি
সাঁজ,সন্ধিয়া
সাঁজ,মগ্ৰীৱ
সাজ,বনা
সাজ,গঢ়
সাজ,সৃষ্টি কৰ
সাজ,নিৰ্মান কৰ
সান,লেপ
সান,লগা
সান,মাখ
সান,মিহলা
সামৰ,গোটা
সামৰ,আগুৰ
সামৰ,বেৰি ধৰ
সামৰ,ছাটি ধৰ
সাহ,সাহস
সাহ,তাগজ
সাহ,খামি
সাহ,পিত
সাহ,হিউ
সাহ,আশয়
সাহ,লাই
সিঁচা,ছটিওৱা
সিটা,জাবৰি
সিটা,ডাবৰি
সীয়া,চিলোৱা
সুঁতি,সোঁতা
সূচোৱা,দেখুওৱা
সূত,আকৰ্ষ
সূৰুয,বেলি
সূৰ্য্য,বেলি
সেকা,পাতত দিয়া
সেকা,পোটক
সেকা,চোটোকা
সেকা,প্ৰতিশোধ
সেকা,প্ৰতিফল
সেকা,পোটক
সেকা,চোটোকা
সেকা,হোৰ
সেকা,শোত
সেকা,প্ৰতিশোধ
সেমেকা,জেকা
সেমেকা,জেকা
সোঁ,সোঁফাল
সোধা,পোছা
সোধা,প্ৰশ্ন কৰা
সোধা,জিজ্ঞাসা কৰা
সোমোৱা,ঢুকা
সোমোৱা,পশা
সোমোৱা,প্ৰৱেশ কৰা
সৰা,খহা
সৰা,পৰা
সৰা,খহা
সৰা,পৰা
সৰা,পলোৱা
সৰা,জৰা
সৰিয়হ,বেহাৰ
হগা,পাইখেনা
হগা,গু
হগা,শৌচ
হগা,মল
হগা,পাইখেনা কৰা
হগা,শৌচ কৰা
হয়,হেঁতেন
হাগা,পাইখেনা
হাগা,গু
হাগা,শৌচ
হাগা,মল
হাগা,পাইখেনা কৰা
হাগা,শৌচ কৰা
হাট,বজাৰ
হাট,পোহাৰ
হাট,বিপণ
হাড়,অস্থি
হাল,নাঙল
হাল,যোৰ
হাৰ,চেইন
হাৰ,নেকলেছ
হিংসা,জ্বলন
হিয়া,আমঠু
হিয়া,অন্তৰ
হিয়া,কলিজা
হেঁতেন,হয়
হেঁতেন,অঁ
হেঁপাহ,ইচ্ছা
হেঁপাহ,বাঞ্ছা
হেঁপাহ,কামনা
হেঁপাহ,আশা
হোৱা,হৈ যোৱা
হোৱা,জগা
হোৱা,জন্ম হোৱা
হোৱা,হৈ যোৱা
হৰিণ,পহু
হৰিণা,পহু
ৰং,বৰণ
ৰং,বোল
ৰং,আনন্দ
ৰখা,ৰক্ষা কৰা
ৰখা,পতা
ৰখা,পতা
ৰখা,কিনা
ৰঙা,ৰাতা
ৰঙা,ৰাতুল
ৰঙা,লাল
ৰন্ধা,বনোৱা
ৰস,ৰহ
ৰহ,ৰস
ৰাং,টিং
ৰাং,টিন
ৰাখা,ৰক্ষা কৰা
ৰাখা,পতা
ৰাখা,পতা
ৰাখা,কিনা
ৰান্ধা,বনোৱা
ৰেতি,ও
ৰেহা,চিজিল
ৰেহা,শৃংখল
ৰোৱা,ৰৈ থকা
ৰোৱা,ৰখা
ৰোৱা,বাকী থকা
ৰোৱা,বাকী ৰোৱা
ৰোৱা,ৰৈ যোৱা
ৰোৱা,ৰখা
