loan_word,original_word
Tazlău,Tázló
tăgădui,tagadni
tălpaș,talpas
Tămaș,Tamás
Tămașda,Tamáshida
Tămașu,Tamás
tămădui,támadni
Tămășeu,Tamási
tămbălău,tomboló
Tăplău,tapló
tărăboanță,torbonca
Tărhăuș,Tarhavas
Tărhăuși,Tarhavas
Tărian,Tarján
Tășad,Tasád
Tășnad,Tasnád
Tătârlaua,Tatárlaka
Tăut,Tót
Tăutelec,Tóttelek
Tăuteu,Tóti
Tăutu,Tóth
Târlișua,Ilosva
târnaț,tornác
Techereu,Tekerő
Teiuș,tövis
Telciu,Telcs
Teleac,telek
Telec,telek
Telechia,Telek
Telechiu,Telki
teleleu,telelö
temeteu,temetö
Terheș,Terhes
Tibod,Tibód
Tibru,Tibor
Ticoș,Tikos
Tihău,Tihó
Tileagd,Telegd
Tilecuș,Telkesd
Timișoara,Temesvár
Tioltiur,Tötör
Tirimia,Teremy
tist,tiszt
Tiur,Tűr
Tivadar,Tivadar
tobă,dob
Toboș,Dobos
toc,tok
Tofalău,Tófalva
Tomaș,Tamás
Topârcea,Toporcsa
Tormac,Tormák
Toroc,Török
Traniș,Tarányos
Tranișu,Tarányos
Trotuș,Tatros
Tulca,Tulka
Tulgheș,Tölgyes
Tulghieș,Tölgyes
Turău,Túró
Turdaș,Tordos
Tușnad,Tusnád
țandără,candra
țarcă,szarka
Țăudu,Cold
țânc,cenk
țel,cél
Țengheler,Cengellér
Țibleș,Széples
Țicău,Cikó
țiclău,szikla
Țigău,Cegő
țintirim,cinterem
Țufalău,Cófalva
Uihei,Újhely
Uila,Vajola
Uilac,Újlak
Uioara,Újvár
Uivar,Újvár
Uivari,Újvári
Ulciug,Völcsök
Ulieș,Ölyves
uliu,ölyv
Uliuc,Újlak
Unimăt,Újnémet
Unip,Újnép
uriaș,óriás
uric,örök
Uriu,Őr
urlui,örölni
Urmeniș,Örményes
Uroi,Arany
Ursad,Urszád
Urvind,Örvénd
Ususău,Hosszúaszó
Vaida,Vajda
Vaidacuta,Vajdakuta
Valcău de Jos,Valkó
Valcău de Sus,Valkó
Valea Chioarului,Kővár
vamă,vám
vameș,vámos
Vargatac,Vargatag
Variaș,Varjas
Varviz,Várvíz
Vașcău,Vaskoh
Vădaș,Vadas
Văliug,vályug
Vărădia,Varadia
Vărbilău,*Várbiló
Vărmaga,Vormága
Vărșag,Varság
Vărșand,Varsánd
Vășad,Vasad
Vârghiș,Vargyas
Vecerd,Vecsérd
Velț,Velc
Vereș,Vörös
Vermeș,Vermes
Vermești,Vermes
Verșești,Veres
Verveghiu,Vérvölgy
Veseuș,Vesszős
Vezendiu,Vezend
Vicea,Vicsa
vicleșug,hitlenség
Vidăcut,Hidegkút
Vidrasău,Vidrátszeg
vig,vég
vindereu,vándor
Vintere,Venter
Vința,Vinc
Vințe,Vince
Virismort,Vörösmart
virnanț,virmanc
Visafolio,Visszafolyó
Visag,Viszág
Vișagu,Viság
Vișeu,Visó
Viștea,Vista
Vița,Vice
Vizejdia,Vizesd
vizitiu,vezető
Vulcan,Volkány
Zalău,Zilah
Zalha,Zálha
Zalnoc,Zálnok
zăbală,zabola
Zăbrătău,Zabrató
Zărand,Zaránd
Zăuan,Zovány
Zemeș,Szemes
Zerind,Zerénd
Zimandcuz,Zimandköz
Zimbor,Zsombor
Zoltan,Zoltán
