loan_word,original_word
редакция,реда́кция
режим,режи́м
режиссёр,режиссёр
резерват,резерват
резерпин,резерпин
резерфордий,резерфо́рдий
резистор,рези́стор
резонанс,резона́нс
рейтинг,ре́йтинг
реквием,ре́квием
рекорд,реко́рд
рекурсия,реку́рсия
рений,ре́ний
рентгений,рентге́ний
репортаж,репорта́ж
республика,респу́блика
ресурс,ресу́рс
референдум,рефере́ндум
рефлекс,рефле́кс
реформа,рефо́рма
реформатор,реформа́тор
реформизм,реформизм
рибавирин,рибавирин
рибофлавин,рибофлави́н
рикша,ри́кша
ринофима,ринофима
рисперидон,рисперидон
робототехника,робототехника
роданид,роданид
родий,ро́дий
родонит,родонит
Рождество,Рождество́
роман,рома́н
романтизм,романти́зм
ромб,ромб
рондо,рондо
Россия,Росси́я
рота,ро́та
рубидий,руби́дий
рутений,руте́ний
рөл,роль
сёрфинг,сёрфинг
сіріңке,спичка
сага,са́га
сайт,сайт
саксофон,саксофо́н
саламандра,салама́ндра
салат,сала́т
сальбутамол,сальбутамо́л
самарий,сама́рий
самауыр,самова́р
саммит,са́ммит
санкция,са́нкция
сапёр,сапёр
сапонин,сапони́н
саркома,саркома
сарос,сарос
сатира,сати́ра
саундтрек,саундтре́к
сейсмограф,сейсмо́граф
сейсмология,сейсмоло́гия
сейф,сейф
секанс,се́канс
секстант,секста́нт
секстет,сексте́т
секунд,секу́нда
селен,селе́н
селенид,селенид
селенит,селенит
семантика,сема́нтика
семинар,семина́р
семинария,семина́рия
семиотика,семио́тика
сенат,сена́т
сепсис,се́псис
сервер,се́рвер
серин,сери́н
серия,се́рия
серпентинит,серпентини́т
сертификат,сертифика́т
сессия,се́ссия
сиборгий,сибо́ргий
сигнал,сигна́л
сикхизм,сикхизм
силан,сила́н
силикат,силика́т
силикоз,силикоз
символизм,символи́зм
сименс,сименс
симметрия,симме́трия
симптом,симпто́м
симфония,симфо́ния
синагога,синаго́га
синапс,си́напс
синдикат,синдика́т
синдром,синдро́м
синекдоха,сине́кдоха
синкретизм,синкретизм
синовиалық,синовиальный
синоним,сино́ним
синтезатор,синтеза́тор
синтетизм,синтетизм
синтоизм,синтои́зм
синус,си́нус
скандий,ска́ндий
сквален,сквален
скейтбординг,скейтбординг
скелетон,ске́летон
скерцо,ске́рцо
скипидар,скипида́р
скрипка,скри́пка
скумбрия,ску́мбрия
скутер,ску́тер
слюда,слюда
смартфон,смартфо́н
сноубординг,сноубординг
солипсизм,солипсизм
солитон,солито́н
сома,сумма
соната,сона́та
сот,суд
софосбувир,софосбувир
софтбол,софтбо́л
социализм,социали́зм
спам,спам
спектиномицин,спектиномицин
спектроскопия,спектроскопи́я
спидометр,спидо́метр
спикер,спи́кер
спин,спин
спиронолактон,спиронолактон
сплайсинг,сплайсинг
спорт,спорт
сталинизм,сталини́зм
станция,ста́нция
старшина,старшина́
статика,ста́тика
статистика,стати́стика
стейкхолдер,стейкхолдер
степлер,сте́плер
стерадиан,стерадиан
стерин,стерин
стероид,стеро́ид
стилистика,стили́стика
стиль,стиль
стратегия,страте́гия
стратиграфия,стратигра́фия
строма,строма
стронций,стро́нций
структурализм,структурализм
студент,студент
субсидия,субси́дия
субтитр,субти́тр
субъект,субъе́кт
сукцессия,сукцессия
сульфасалазин,сульфасалазин
сульфон,сульфон
сумо,сумо́
супермаркет,суперма́ркет
суперпозиция,суперпозиция
суперсимметрия,суперсимме́трия
супрематизм,супремати́зм
сурикат,сурика́т
суфле,суфле́
сфинголипид,сфинголипид
схема,схе́ма
сюжет,сюже́т
сюрреализм,сюрреали́зм
сөмке,су́мка
таблетка,табле́тка
табу,табу
таймер,та́ймер
тайфун,тайфу́н
тактика,та́ктика
таллий,та́ллий
тамандуа,тамандуа
тамарин,тамари́н
тамаринд,тамари́нд
тамоксифен,тамоксифен
тангенс,та́нгенс
танин,тани́н
танк,танк
тантал,танта́л
танталит,танталит
тахометр,тахо́метр
театр,теа́тр
тезис,те́зис
телевидение,телеви́дение
телевизор,телеви́зор
телеграф,телегра́ф
телеология,телеология
телескоп,телеско́п
телефон,телефо́н
телешоу,телешо́у
теллур,теллу́р
теломера,теломера
температура,температура
тензор,тензор
теннессин,теннессин
теннис,те́ннис
теобромин,теобромин
теократия,теокра́тия
теорема,теоре́ма
теория,тео́рия
терапевт,терапе́вт
тербий,те́рбий
термин,те́рмин
терминал,термина́л
терминология,терминоло́гия
термодинамика,тѐрмодина́мика
термометр,термо́метр
терпен,терпен
территория,террито́рия
терроризм,террори́зм
тесла,тесла́
тетрадекан,тетрадека́н
тетразин,тетразин
тетрация,тетрация
тетраэдр,тетраэдр
технеций,техне́ций
техник,те́хник
техника,те́хника
техникум,те́хникум
технолог,техно́лог
технология,техноло́гия
тимин,тими́н
тимолол,тимолол
тиопиран,тиопиран
тиофен,тиофен
типология,типоло́гия
тирозин,тирози́н
титан,тита́н
том,том
топаз,топа́з
топография,топогра́фия
топология,тополо́гия
торий,то́рий
торит,торит
торпеда,торпе́да
торт,торт
тофу,то́фу
трагедия,траге́дия
трактор,тра́ктор
трамвай,трамва́й
транзистор,транзи́стор
трансгендер,трансге́ндер
транскрипция,транскри́пция
трансцендентализм,трансцендентализм
трапеция,трапе́ция
трафик,тра́фик
трахома,трахома
трейдер,тре́йдер
триазин,триазин
триатлон,триатло́н
тригонометрия,тригономе́трия
тридекан,тридека́н
трико,трико́
трикотаж,трикота́ж
трилогия,трило́гия
триод,трио́д
трипаносомоз,трипаносомоз
троллейбус,тролле́йбус
тромбон,тромбо́н
тромбоцит,тромбоци́т
тропикалық,тропический
тропиктік,тропический
тротуар,тротуа́р
труба,труба
туба,ту́ба
туберкулёз,туберкулёз
тулий,ту́лий
тура,тура
турбина,турби́на
туризм,тури́зм
турист,тури́ст
турнир,турни́р
туф,туф
туфли,туфли
тыл,тыл
тұрба,труба
тәрелке,тарелка
убиквитин,убиквитин
укулеле,укулеле
ультиматум,ультима́тум
ундекан,ундека́н
универмаг,универма́г
университет,университе́т
униформа,унифо́рма
уран,ура́н
урология,уроло́гия
утилитаризм,утилитаризм
учаске,уча́стке
фабрика,фа́брика
фагот,фаго́т
фаза,фаза
факт,факт
фактор,фа́ктор
факториал,факториа́л
факультет,факульте́т
фантастика,фанта́стика
фарад,фара́д
фармакология,фармаколо́гия
фармацевтика,фармаце́втика
фастфуд,фастфуд
фатализм,фатализм
федерализм,федерали́зм
федеративті,федерати́вный
федеративтік,федерати́вный
федерация,федера́ция
феминизм,фемини́зм
фенантрен,фенантрен
фенилаланин,фенилалани́н
фенилбутазон,фенилбутазон
фенология,фенология
фенолфталейн,фенолфталейн
феноменология,феноменоло́гия
фенотип,феноти́п
фентанил,фентанил
феодализм,феодали́зм
фермент,ферме́нт
фермий,фе́рмий
фермион,фермио́н
феромон,феромон
фетиш,фети́ш
фигура,фигу́ра
фидбэк,фидбэ́к
физик,фи́зик
физика,физика
физиолог,физио́лог
физиология,физиоло́гия
фикус,фи́кус
филология,филоло́гия
философ,фило́соф
философия,филосо́фия
фильм,фильм
флавоноид,флавоноид
флеровий,флеро́вий
фломастер,флома́стер
флот,флот
флуконазол,флуконазол
флуцитозин,флуцитозин
флюорит,флюори́т
фобия,фо́бия
фовизм,фови́зм
фолликулит,фолликулит
фольклор,фолькло́р
фонарь,фона́рь
фонема,фоне́ма
фонетика,фонетика
формализм,формали́зм
формальдегид,формальдегид
формула,фо́рмула
форум,фо́рум
фосген,фосген
фосфат,фосфа́т
фосфин,фосфин
фосфор,фо́сфор
фотоаппарат,фотоаппара́т
фотограф,фото́граф
фотография,фотогра́фия
фотолиз,фотолиз
фотометр,фотометр
фотон,фото́н
фотосинтез,фотоси́нтез
фотоэлемент,фотоэле́мент
фрактал,фрактал
франций,фра́нций
фрегат,фрега́т
фристайл,фристайл
фтор,фтор
фторид,фторид
фуга,фу́га
фугас,фуга́с
фундаментализм,фундаментали́зм
функтор,функтор
функционал,функциона́л
функционализм,функционализм
функция,фу́нкция
фургон,фургон
футбол,футбо́л
футболка,футбо́лка
футуризм,футури́зм
фюзеляж,фюзеля́ж
хакер,ха́кер
хаос,хао́с
хассий,ха́ссий
хеликаза,хеликаза
хемосинтез,хемосинтез
химик,хи́мик
химия,химия
хинин,хинин
хинолон,хинолон
хирург,хиру́рг
хирургия,хирурги́я
хитин,хити́н
хлор,хлор
хлорат,хлорат
хлоргексидин,хлоргексидин
хлорид,хлори́д
хлоропласт,хлоропла́ст
хлорофилл,хлорофи́лл
хлороформ,хлорофо́рм
хлорпикрин,хлорпикрин
хоккей,хокке́й
холестерин,холестери́н
хор,хор
Хорватия,Хорва́тия
хореография,хореогра́фия
хошұн,хошу́н
храм,храм
хром,хром
хроматида,хроматида
хроматин,хроматин
хроматография,хроматогра́фия
хромосома,хромосо́ма
хроника,хро́ника
хронобиология,хронобиология
хронология,хроноло́гия
цезий,це́зий
цемент,цеме́нт
церий,це́рий
цефалексин,цефалексин
цефтриаксон,цефтриаксон
циклофосфамид,циклофосфамид
ципрофлоксацин,ципрофлоксацин
цирк,цирк
цирконий,цирко́ний
цистеин,цистеи́н
цитозин,цитози́н
чатни,ча́тни
чатуранга,чатуранга
чек,чек
чемпионат,чемпиона́т
чирлидинг,чирлидинг
шіркеу,це́рковь
шайнек,ча́йник
шар,шар
шарманка,шарма́нка
шахта,ша́хта
Швейцария,Швейца́рия
шенеунік,чиновник
шизофрения,шизофрени́я
шимпанзе,шимпанзе́
шина,ши́на
шинель,шине́ль
шиншилла,шинши́лла
шифр,шифр
шкала,шкала́
шкаф,шкаф
шовинизм,шовини́зм
шоколад,шокола́д
штат,штат
штурман,шту́рман
Шумер,Шумер
Шымкент,Чимке́нт
шәлі,шаль
щётка,щётка
эбонит,эбони́т
эвакуация,эвакуа́ция
эволюция,эволю́ция
эйнштейний,эйнште́йний
экзема,экзе́ма
экзистенциализм,экзистенциали́зм
экипаж,экипа́ж
эклектизм,эклектизм
эклектика,экле́ктика
экогенетика,экогенетика
экология,эколо́гия
экономика,эконо́мика
экономист,экономи́ст
экосфера,экосфера
экотоксикология,экотоксиколо́гия
экран,экран
экскаватор,экскава́тор
экскурсия,экску́рсия
экспансия,экспа́нсия
эксперимент,экспериме́нт
экспрессионизм,экспрессиони́зм
экспромт,экспро́мт
экстремизм,экстреми́зм
экстремум,экстремум
электрод,электро́д
электрокардиография,электрокардиогра́фия
электролиз,электро́лиз
электролит,электролит
электрон,электро́н
электроника,электро́ника
электроскоп,электроскоп
элемент,элеме́нт
эллипс,э́ллипс
эллипсоид,эллипсоид
эльф,эльф
эмансипация,эмансипа́ция
эмбарго,эмба́рго
эмблема,эмбле́ма
эмбриология,эмбриоло́гия
эмиссия,эми́ссия
эмпиризм,эмпиризм
эмтрицитабин,эмтрицитабин
эндшпиль,эндшпиль
энергия,энергия
энтальпия,энтальпия
энтекавир,энтекавир
энтропия,энтропи́я
энциклопедия,энциклопе́дия
эонотема,эонотема
эпиграф,эпи́граф
эпидемиолог,эпидемио́лог
эпидемиология,эпидемиоло́гия
эпидемия,эпиде́мия
эпистемология,эпистемоло́гия
эрбий,э́рбий
эргометрин,эргометрин
эргономика,эргоно́мика
эритритол,эритритол
эссе,эссе́
эстетизм,эстети́зм
эстетика,эсте́тика
эсхатология,эсхатоло́гия
этан,эта́н
этен,этен
этика,э́тика
этилен,этиле́н
этиология,этиоло́гия
этопозид,этопозид
этюд,этю́д
эукариот,эукариота
эфир,эфир
эхинококкоз,эхинококко́з
юрисдикция,юрисди́кция
ядро,ядро́
яхта,я́хта
қалаш,кола́чъ
қарындаш,карандаш
қожайын,хозя́ин
қорап,короб
үйез,уезд
үстел,стол
әртіс,артист
